,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Iñaki Williams,9.0,es  ESP,FW,26-230,83,0,0,0,2,2,1,0,1,0,0,0,0,0,1,1,50.0
1,Asier Villalibre,20.0,es  ESP,FW,23-123,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2,Raúl García,22.0,es  ESP,FW,34-204,90,1,0,0,4,1,0,1,1,1,0,0,0,4,1,3,25.0
3,Iker Muniain,10.0,es  ESP,LM,28-043,90,0,0,0,2,5,0,1,1,1,0,0,0,5,1,0,100.0
4,Óscar de Marcos,18.0,es  ESP,RM,31-292,66,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0
5,Álex Berenguer,12.0,es  ESP,RM,25-211,24,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,
6,Unai Vencedor Paris,27.0,es  ESP,DM,20-077,65,0,0,0,6,1,0,0,0,1,0,0,0,1,0,1,0.0
7,Mikel Vesga,6.0,es  ESP,DM,27-255,25,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,
8,Dani García,14.0,es  ESP,DM,30-252,90,0,0,0,4,1,0,2,1,0,0,0,0,10,0,0,
9,Yuri Berchiche,17.0,es  ESP,LB,30-356,90,0,0,0,1,2,0,4,2,0,0,0,0,6,0,0,
10,Iñigo Martínez,4.0,es  ESP,CB,29-259,90,0,0,0,2,1,0,0,2,2,0,0,0,7,1,0,100.0
11,Yeray Álvarez,5.0,es  ESP,CB,26-007,90,1,0,0,0,0,0,0,2,0,0,0,0,7,1,0,100.0
12,Ander Capa,21.0,es  ESP,RB,28-358,83,1,0,0,1,0,0,0,3,0,0,0,0,4,0,1,0.0
13,Iñigo Lekue,15.0,es  ESP,RB,27-272,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
14,Unai Simón,1.0,es  ESP,GK,23-234,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
15,15 Players,,,,,990,3,0,0,25,13,1,11,14,5,0,0,0,58,5,8,38.5
