,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Iñaki Williams,9.0,es  ESP,FW,26-230,83,27,3,3,18,8,0,25,0,0,,0,0,21,80,44,3,1,0,2,2,36,21,58.3,4
1,Asier Villalibre,20.0,es  ESP,FW,23-123,7,1,0,0,0,1,0,1,0,0,,0,0,1,1,0,0,0,0,0,0,7,1,14.3,0
2,Raúl García,22.0,es  ESP,FW,34-204,90,40,0,3,20,17,2,40,0,0,,0,0,28,78,28,1,0,1,1,0,53,33,62.3,9
3,Iker Muniain,10.0,es  ESP,LM,28-043,90,61,2,8,32,26,1,53,1,1,100.0,1,0,44,203,105,6,3,1,4,1,50,42,84.0,5
4,Óscar de Marcos,18.0,es  ESP,RM,31-292,66,17,1,6,7,5,0,17,0,0,,0,0,12,19,4,0,0,0,3,0,32,13,40.6,1
5,Álex Berenguer,12.0,es  ESP,RM,25-211,24,20,0,0,5,16,2,20,0,1,0.0,0,0,17,135,86,3,1,1,0,0,23,16,69.6,2
6,Unai Vencedor Paris,27.0,es  ESP,DM,20-077,65,29,2,13,13,4,0,28,0,0,,0,0,19,48,6,0,0,0,2,1,20,20,100.0,1
7,Mikel Vesga,6.0,es  ESP,DM,27-255,25,16,1,3,7,6,0,16,0,0,,0,0,13,55,29,1,0,0,0,0,13,12,92.3,0
8,Dani García,14.0,es  ESP,DM,30-252,90,69,3,19,45,8,0,68,0,0,,0,0,51,179,54,0,1,0,0,0,50,48,96.0,2
9,Yuri Berchiche,17.0,es  ESP,LB,30-356,90,66,1,11,35,26,5,57,1,5,20.0,1,0,52,247,151,5,3,2,1,1,51,47,92.2,5
10,Iñigo Martínez,4.0,es  ESP,CB,29-259,90,60,6,34,30,0,0,57,0,0,,0,0,39,275,157,4,0,0,1,0,37,37,100.0,0
11,Yeray Álvarez,5.0,es  ESP,CB,26-007,90,67,11,37,31,6,2,66,0,0,,0,0,42,323,210,4,3,0,1,0,43,43,100.0,0
12,Ander Capa,21.0,es  ESP,RB,28-358,83,44,3,17,23,8,0,32,1,2,50.0,1,0,25,90,54,4,1,0,1,0,25,21,84.0,0
13,Iñigo Lekue,15.0,es  ESP,RB,27-272,7,8,0,2,6,1,0,8,0,1,0.0,0,0,8,59,36,0,0,0,0,0,8,8,100.0,0
14,Unai Simón,1.0,es  ESP,GK,23-234,90,28,25,28,0,0,0,21,0,0,,0,0,14,69,22,0,0,0,0,0,9,9,100.0,0
15,15 Players,,,,,990,553,58,184,272,132,12,509,3,10,30.0,3,0,386,1861,986,31,13,5,16,5,457,371,81.2,29
