,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lionel Messi,10.0,ar  ARG,FW,33-221,90,1,1,0,1,0,1,1,100.0,0,8,2,25.0,1,3,4,0,0,0,0,0,1,0,0
1,Antoine Griezmann,7.0,fr  FRA,LW,29-316,83,0,0,0,0,0,0,2,0.0,2,10,2,20.0,2,2,6,3,0,0,3,0,0,1,0
2,Clément Lenglet,15.0,fr  FRA,CB,25-228,7,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
3,Ousmane Dembélé,11.0,fr  FRA,"RW,CM",23-261,86,2,1,0,2,0,1,2,50.0,1,13,2,15.4,1,8,4,1,0,0,1,0,2,1,0
4,Martin Braithwaite,9.0,dk  DEN,CM,29-240,4,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
5,Pedri,16.0,es  ESP,"AM,CM",18-067,90,4,3,1,2,1,3,3,100.0,0,14,4,28.6,3,7,4,2,0,0,2,1,5,0,0
6,Frenkie de Jong,21.0,nl  NED,DM,23-264,90,0,0,0,0,0,0,0,,0,4,2,50.0,1,3,0,1,0,0,1,0,0,2,0
7,Miralem Pjanić,8.0,ba  BIH,DM,30-304,66,0,0,0,0,0,0,0,,0,6,2,33.3,0,4,2,0,0,0,0,0,0,0,0
8,Sergi Roberto,20.0,es  ESP,DM,28-359,24,2,1,0,1,1,1,1,100.0,0,3,1,33.3,1,1,1,1,0,0,1,0,2,0,0
9,Jordi Alba,18.0,es  ESP,"LB,WB",31-316,90,0,0,0,0,0,0,0,,0,8,3,37.5,3,3,2,2,0,0,2,1,1,5,0
10,Samuel Umtiti,23.0,fr  FRA,CB,27-078,90,1,1,0,1,0,0,0,,0,5,2,40.0,0,4,1,2,1,0,1,1,2,4,0
11,Ronald Araújo,4.0,uy  URU,CB,21-330,90,1,1,1,0,0,0,0,,0,5,2,40.0,3,2,0,3,2,0,1,1,2,5,0
12,Óscar Mingueza,28.0,es  ESP,"RB,WB",21-263,90,1,0,0,1,0,1,1,100.0,0,14,4,28.6,3,9,2,2,0,0,2,0,1,3,0
13,Marc-André ter Stegen,1.0,de  GER,GK,28-276,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,12,8,2,8,2,7,10,70.0,3,92,26,28.3,20,46,26,17,3,0,14,4,16,21,0
