,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Iñaki Williams,9.0,es  ESP,FW,26-230,83,0,0,0,0,0,0,2,0.0,2,14,2,14.3,1,4,9,0,0,0,0,1,1,3,0
1,Asier Villalibre,20.0,es  ESP,FW,23-123,7,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
2,Raúl García,22.0,es  ESP,FW,34-204,90,1,1,0,1,0,1,3,33.3,2,23,2,8.7,2,12,9,0,0,0,0,1,2,0,0
3,Iker Muniain,10.0,es  ESP,LM,28-043,90,3,1,2,1,0,1,2,50.0,1,17,5,29.4,6,8,3,0,0,0,0,1,4,0,0
4,Óscar de Marcos,18.0,es  ESP,RM,31-292,66,0,0,0,0,0,0,2,0.0,2,11,1,9.1,4,4,3,1,0,0,1,1,1,1,0
5,Álex Berenguer,12.0,es  ESP,RM,25-211,24,0,0,0,0,0,0,0,,0,5,3,60.0,0,2,3,0,0,0,0,0,0,0,0
6,Unai Vencedor Paris,27.0,es  ESP,DM,20-077,65,2,1,1,1,0,1,3,33.3,2,20,5,25.0,6,10,4,3,0,0,3,0,2,0,0
7,Mikel Vesga,6.0,es  ESP,DM,27-255,25,0,0,0,0,0,0,2,0.0,2,9,1,11.1,1,7,1,1,0,0,1,0,0,0,0
8,Dani García,14.0,es  ESP,DM,30-252,90,2,0,0,1,1,2,3,66.7,1,16,5,31.3,4,11,1,2,0,0,2,1,3,1,0
9,Yuri Berchiche,17.0,es  ESP,LB,30-356,90,0,0,0,0,0,0,1,0.0,1,7,2,28.6,2,3,2,0,0,0,0,2,2,1,0
10,Iñigo Martínez,4.0,es  ESP,CB,29-259,90,2,2,2,0,0,1,5,20.0,4,16,4,25.0,12,4,0,2,1,0,1,2,4,4,0
11,Yeray Álvarez,5.0,es  ESP,CB,26-007,90,2,0,1,1,0,1,3,33.3,2,7,1,14.3,3,4,0,3,0,0,3,2,4,3,0
12,Ander Capa,21.0,es  ESP,RB,28-358,83,0,0,0,0,0,0,2,0.0,2,13,2,15.4,3,5,5,1,0,0,1,3,3,2,0
13,Iñigo Lekue,15.0,es  ESP,RB,27-272,7,0,0,0,0,0,0,1,0.0,1,2,0,0.0,1,1,0,0,0,0,0,0,0,0,0
14,Unai Simón,1.0,es  ESP,GK,23-234,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
15,15 Players,,,,,990,12,5,6,5,1,7,29,24.1,22,161,33,20.5,45,75,41,13,1,0,12,14,26,15,0
