,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Lionel Messi,10.0,ar  ARG,FW,33-221,90,0,0,0,1,8,0,1,0,1,0,0,0,5,0,0,
1,Antoine Griezmann,7.0,fr  FRA,LW,29-316,83,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100.0
2,Clément Lenglet,15.0,fr  FRA,CB,25-228,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,Ousmane Dembélé,11.0,fr  FRA,"RW,CM",23-261,86,0,0,0,2,1,0,4,0,1,0,0,0,4,0,1,0.0
4,Martin Braithwaite,9.0,dk  DEN,CM,29-240,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
5,Pedri,16.0,es  ESP,"AM,CM",18-067,90,0,0,0,2,2,0,1,1,3,0,0,0,11,0,0,
6,Frenkie de Jong,21.0,nl  NED,DM,23-264,90,1,0,0,2,2,0,0,0,0,0,0,0,6,3,1,75.0
7,Miralem Pjanić,8.0,ba  BIH,DM,30-304,66,0,0,0,1,2,0,0,0,0,0,0,0,7,0,1,0.0
8,Sergi Roberto,20.0,es  ESP,DM,28-359,24,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
9,Jordi Alba,18.0,es  ESP,"LB,WB",31-316,90,1,0,0,1,0,0,3,1,0,0,0,1,10,0,0,
10,Samuel Umtiti,23.0,fr  FRA,CB,27-078,90,0,0,0,2,3,0,0,1,1,0,0,0,8,1,1,50.0
11,Ronald Araújo,4.0,uy  URU,CB,21-330,90,0,0,0,0,1,0,0,1,1,0,0,0,2,3,1,75.0
12,Óscar Mingueza,28.0,es  ESP,"RB,WB",21-263,90,0,0,0,2,1,0,1,0,0,0,0,0,7,0,0,
13,Marc-André ter Stegen,1.0,de  GER,GK,28-276,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
14,14 Players,,,,,990,2,0,0,13,23,1,10,4,8,0,0,1,70,8,5,61.5
