,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,25,Ronald Araújo,Barcelona,Off Target,21.0,Right Foot,,Ronald Araújo,Dribble,Lionel Messi,Fouled
1,45,Ousmane Dembélé,Barcelona,Off Target,18.0,Right Foot,,Lionel Messi,Pass (Live),Frenkie de Jong,Pass (Live)
2,,,,,,,,,,,
3,54,Iñaki Williams,Athletic Club,Off Target,46.0,Right Foot,Lob,Raúl García,Pass (Live),,
4,72,Álex Berenguer,Athletic Club,Off Target,16.0,Right Foot,,Raúl García,Pass (Live),Iker Muniain,Pass (Live)
5,88,Yeray Álvarez,Athletic Club,Blocked,15.0,Right Foot,,Raúl García,Pass (Live),Dani García,Pass (Live)
6,90+3,Jordi Alba,Barcelona,Saved,12.0,Left Foot,,Lionel Messi,Pass (Live),Lionel Messi,Dribble
