,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Lionel Messi,10.0,ar  ARG,FW,33-221,90,72,0,2,39,38,6,64,8,10,80.0,9,0,64,445,312,18,4,2,1,1,69,56,81.2,7
1,Antoine Griezmann,7.0,fr  FRA,LW,29-316,83,37,1,4,15,19,7,36,1,1,100.0,1,0,21,98,36,2,1,1,2,0,41,27,65.9,9
2,Clément Lenglet,15.0,fr  FRA,CB,25-228,7,4,0,0,4,0,0,4,0,0,,0,0,4,9,0,0,0,0,0,0,4,4,100.0,0
3,Ousmane Dembélé,11.0,fr  FRA,"RW,CM",23-261,86,51,1,3,18,32,9,50,3,6,50.0,3,0,35,220,125,7,1,0,3,1,54,41,75.9,11
4,Martin Braithwaite,9.0,dk  DEN,CM,29-240,4,3,1,1,2,0,0,3,0,0,,0,0,2,9,0,0,0,0,0,0,3,2,66.7,0
5,Pedri,16.0,es  ESP,"AM,CM",18-067,90,56,2,8,31,20,2,56,0,2,0.0,0,0,39,226,98,6,1,0,3,0,40,37,92.5,4
6,Frenkie de Jong,21.0,nl  NED,DM,23-264,90,93,7,41,47,18,0,92,4,4,100.0,4,0,73,421,246,5,3,0,0,1,83,82,98.8,0
7,Miralem Pjanić,8.0,ba  BIH,DM,30-304,66,69,0,12,43,15,2,65,2,3,66.7,2,0,48,236,75,4,1,0,1,1,55,53,96.4,1
8,Sergi Roberto,20.0,es  ESP,DM,28-359,24,22,1,5,12,7,0,21,1,1,100.0,1,0,15,102,34,2,0,0,0,0,17,17,100.0,1
9,Jordi Alba,18.0,es  ESP,"LB,WB",31-316,90,84,3,25,33,32,2,74,0,1,0.0,1,0,48,229,115,2,2,0,0,0,61,57,93.4,3
10,Samuel Umtiti,23.0,fr  FRA,CB,27-078,90,76,10,41,36,1,0,73,0,0,,0,0,51,295,140,2,0,0,1,0,59,56,94.9,0
11,Ronald Araújo,4.0,uy  URU,CB,21-330,90,56,12,40,18,1,1,54,1,1,100.0,1,0,38,149,71,2,0,1,0,0,42,42,100.0,0
12,Óscar Mingueza,28.0,es  ESP,"RB,WB",21-263,90,70,4,19,44,13,1,65,0,0,,0,0,44,145,91,4,2,0,0,1,55,52,94.5,1
13,Marc-André ter Stegen,1.0,de  GER,GK,28-276,90,49,45,49,0,0,0,44,0,0,,0,0,24,114,49,0,0,0,0,0,33,33,100.0,0
14,14 Players,,,,,990,742,87,250,342,196,30,701,20,29,69.0,22,0,506,2698,1392,54,15,4,11,5,616,559,90.7,37
