,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Lionel Messi,10.0,ar  ARG,FW,33-221,90,50,62,80.6,906,340,31,34,91.2,10,11,90.9,8,11,72.7,0,0.3,3,8,3,0,10
1,Antoine Griezmann,7.0,fr  FRA,LW,29-316,83,21,26,80.8,249,24,13,16,81.3,3,3,100.0,2,2,100.0,0,0.0,0,2,0,0,0
2,Clément Lenglet,15.0,fr  FRA,CB,25-228,7,4,4,100.0,53,21,2,2,100.0,2,2,100.0,0,0,,0,0.0,0,1,0,0,0
3,Ousmane Dembélé,11.0,fr  FRA,"RW,CM",23-261,86,31,37,83.8,520,84,15,17,88.2,10,13,76.9,4,5,80.0,0,0.2,1,2,3,1,4
4,Martin Braithwaite,9.0,dk  DEN,CM,29-240,4,1,2,50.0,13,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0,0,0,0,0
5,Pedri,16.0,es  ESP,"AM,CM",18-067,90,37,45,82.2,611,137,13,16,81.3,15,19,78.9,4,4,100.0,0,0.0,0,4,2,0,5
6,Frenkie de Jong,21.0,nl  NED,DM,23-264,90,80,87,92.0,1231,330,40,42,95.2,32,35,91.4,3,4,75.0,0,0.1,1,5,1,0,3
7,Miralem Pjanić,8.0,ba  BIH,DM,30-304,66,54,60,90.0,957,159,26,27,96.3,21,23,91.3,6,7,85.7,0,0.4,1,4,1,0,4
8,Sergi Roberto,20.0,es  ESP,DM,28-359,24,16,18,88.9,175,46,10,11,90.9,4,4,100.0,0,1,0.0,0,0.0,0,0,0,0,1
9,Jordi Alba,18.0,es  ESP,"LB,WB",31-316,90,59,76,77.6,841,318,34,37,91.9,20,28,71.4,2,5,40.0,0,0.0,0,2,1,0,5
10,Samuel Umtiti,23.0,fr  FRA,CB,27-078,90,65,67,97.0,1189,357,25,26,96.2,36,36,100.0,4,5,80.0,0,0.0,0,1,0,0,1
11,Ronald Araújo,4.0,uy  URU,CB,21-330,90,41,46,89.1,748,141,13,14,92.9,26,27,96.3,2,5,40.0,0,0.0,0,0,0,0,0
12,Óscar Mingueza,28.0,es  ESP,"RB,WB",21-263,90,60,62,96.8,1019,388,30,30,100.0,20,22,90.9,6,6,100.0,1,0.5,1,5,2,0,4
13,Marc-André ter Stegen,1.0,de  GER,GK,28-276,90,40,45,88.9,1083,574,9,9,100.0,18,18,100.0,13,18,72.2,0,0.0,0,0,0,0,0
14,14 Players,,,,,990,559,637,87.8,9595,2919,262,282,92.9,217,241,90.0,54,74,73.0,1,1.4,7,34,13,1,37
