,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Lionel Messi,10.0,ar  ARG,FW,33-199,64,59,57,2,1,0,10,0,0,0,0,0,0,50,6,3,50,9,0,0,0,50,0,1,2,2
1,Martin Braithwaite,9.0,dk  DEN,FW,29-218,26,7,7,0,0,0,2,0,0,0,0,0,0,7,0,0,1,6,0,0,0,6,0,0,0,0
2,Antoine Griezmann,7.0,fr  FRA,LW,29-294,90,54,51,3,1,0,4,3,0,1,0,0,0,44,5,5,44,8,1,1,0,50,0,0,1,0
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-239,72,63,63,0,0,0,8,2,1,0,0,0,0,58,3,2,37,25,0,0,1,53,0,1,2,1
4,Riqui Puig,12.0,es  ESP,"CM,RW",21-149,18,22,21,1,1,1,5,1,0,0,0,0,0,19,2,1,1,21,0,0,0,20,0,0,1,0
5,Pedri,16.0,es  ESP,CM,18-045,72,51,51,0,0,0,10,2,0,0,0,0,0,49,0,2,8,43,0,0,0,47,0,1,0,2
6,Francisco Trincão,17.0,pt  POR,"RW,CM",21-011,18,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0,0,0
7,Frenkie de Jong,21.0,nl  NED,CM,23-242,64,53,53,0,0,1,6,0,1,0,0,0,0,51,1,1,1,52,0,0,0,48,0,0,2,2
8,Miralem Pjanić,8.0,ba  BIH,CM,30-282,26,37,36,1,1,0,5,0,0,0,0,0,0,32,0,5,2,34,1,0,0,34,0,1,0,0
9,Sergio Busquets,5.0,es  ESP,DM,32-177,90,121,116,5,5,0,1,2,0,0,0,0,0,105,6,10,12,105,3,0,1,115,0,0,1,2
10,Jordi Alba,18.0,es  ESP,LB,31-294,90,71,61,10,2,0,3,1,3,0,0,0,0,52,15,4,55,8,0,8,0,59,0,1,0,2
11,Samuel Umtiti,23.0,fr  FRA,CB,27-056,90,75,73,2,2,0,8,1,0,0,0,0,0,70,3,2,62,11,0,0,1,73,0,0,0,1
12,Óscar Mingueza,28.0,es  ESP,CB,21-241,90,95,94,1,1,0,9,2,0,0,0,0,0,91,1,3,15,79,1,0,0,93,0,1,0,0
13,Sergiño Dest,2.0,us  USA,RB,20-067,80,57,51,6,1,0,3,0,0,0,0,0,0,49,4,4,5,47,0,5,0,54,0,0,0,0
14,Junior Firpo,24.0,es  ESP,RB,24-140,10,16,13,3,1,0,3,0,1,0,0,0,0,14,2,0,9,5,0,2,0,16,0,0,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-254,90,40,33,7,0,0,7,0,0,0,0,0,0,34,1,5,8,24,0,0,8,38,0,0,0,0
16,16 Players,,,,,990,830,789,41,16,2,84,14,6,1,0,0,0,734,49,47,319,477,6,16,11,765,0,6,9,12
