,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,11.0,Pedri,Barcelona,Blocked,13.0,Right Foot,,Pedri,Dribble,Sergio Busquets,Pass (Live)
1,23.0,Roberto Soldado,Granada,Off Target,15.0,Right Foot,,Antonio Puertas,Pass (Live),Dimitri Foulquier,Pass (Live)
2,,,,,,,,,,,
3,56.0,Frenkie de Jong,Barcelona,Off Target,18.0,Right Foot,,Frenkie de Jong,Fouled,Pedri,Pass (Live)
4,67.0,Jordi Alba,Barcelona,Off Target,14.0,Left Foot,Half volley,Sergio Busquets,Pass (Live),Antoine Griezmann,Pass (Live)
5,80.0,Miralem Pjanić,Barcelona,Blocked,20.0,Right Foot,Free kick,Martin Braithwaite,Fouled,Riqui Puig,Pass (Live)
6,81.0,Kenedy,Granada,Saved,24.0,Left Foot,,Kenedy,Fouled,Kenedy,Dribble
7,85.0,Luis Javier Suárez,Granada,Blocked,20.0,Right Foot,,Luis Javier Suárez,Dribble,,
