,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lionel Messi,10.0,ar  ARG,FW,33-199,64,2,0,0,0,2,2,0,0,65,4,2,0,1,0.2,0.2,0.0,1,1,50,59,84.7,7,48,9,0,1
1,Martin Braithwaite,9.0,dk  DEN,FW,29-218,26,0,0,0,0,2,0,0,0,12,1,0,0,1,0.3,0.3,0.0,1,0,6,7,85.7,0,7,1,0,0
2,Antoine Griezmann,7.0,fr  FRA,LW,29-294,90,2,1,0,0,4,2,0,0,67,9,1,1,3,0.6,0.6,0.1,3,1,50,54,92.6,3,38,4,0,1
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-239,72,0,1,0,0,2,0,0,0,71,11,2,0,0,0.1,0.1,0.1,2,1,53,63,84.1,6,56,15,1,2
4,Riqui Puig,12.0,es  ESP,"CM,RW",21-149,18,0,0,0,0,0,0,0,0,23,3,0,0,0,0.0,0.0,0.0,1,0,20,22,90.9,3,15,3,1,1
5,Pedri,16.0,es  ESP,CM,18-045,72,0,0,0,0,1,0,0,0,58,13,1,0,3,0.0,0.0,0.0,3,1,47,51,92.2,2,36,0,1,1
6,Francisco Trincão,17.0,pt  POR,"RW,CM",21-011,18,0,0,0,0,0,0,0,0,11,2,0,0,0,0.0,0.0,0.0,0,0,9,9,100.0,1,10,2,0,0
7,Frenkie de Jong,21.0,nl  NED,CM,23-242,64,0,0,0,0,1,0,0,0,58,4,1,0,0,0.1,0.1,0.1,3,0,48,53,90.6,8,41,10,2,2
8,Miralem Pjanić,8.0,ba  BIH,CM,30-282,26,0,0,0,0,1,0,0,0,40,3,1,0,0,0.1,0.1,0.0,2,0,34,37,91.9,2,26,4,0,0
9,Sergio Busquets,5.0,es  ESP,DM,32-177,90,0,0,0,0,0,0,1,0,129,11,1,1,4,0.0,0.0,0.2,6,2,115,121,95.0,8,88,5,0,0
10,Jordi Alba,18.0,es  ESP,LB,31-294,90,0,0,0,0,1,0,1,0,81,7,3,0,1,0.1,0.1,0.0,0,0,59,71,83.1,4,47,6,0,0
11,Samuel Umtiti,23.0,fr  FRA,CB,27-056,90,0,0,0,0,0,0,0,0,85,6,2,5,3,0.0,0.0,0.0,0,0,73,75,97.3,2,63,6,0,0
12,Óscar Mingueza,28.0,es  ESP,CB,21-241,90,0,0,0,0,0,0,1,0,100,7,0,1,1,0.0,0.0,0.0,0,0,93,95,97.9,2,84,5,0,0
13,Sergiño Dest,2.0,us  USA,RB,20-067,80,0,0,0,0,0,0,0,0,60,8,2,1,0,0.0,0.0,0.0,1,0,54,57,94.7,3,46,3,0,0
14,Junior Firpo,24.0,es  ESP,RB,24-140,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0.0,0.0,0.3,1,0,16,16,100.0,0,12,3,0,1
15,Marc-André ter Stegen,1.0,de  GER,GK,28-254,90,0,0,0,0,0,0,0,0,43,0,0,0,0,0.0,0.0,0.0,0,0,38,40,95.0,0,28,0,0,0
16,16 Players,,,,,990,4,2,0,0,14,4,3,0,920,89,16,9,17,1.5,1.5,0.7,24,6,765,830,92.2,51,645,76,5,9
