,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Roberto Soldado,9.0,es  ESP,FW,35-227,45,1,0,0,2,1,0,0,1,0,0,0,0,3,1,1,50.0
1,Luis Javier Suárez,7.0,co  COL,FW,23-038,45,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,33.3
2,Darwin Machís,11.0,ve  VEN,LW,27-337,64,0,0,0,2,0,0,1,1,1,0,0,0,5,0,0,
3,Kenedy,24.0,br  BRA,LW,24-336,26,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
4,Antonio Puertas,10.0,es  ESP,"RW,LB",28-323,90,0,0,0,1,0,1,2,0,0,0,0,0,9,1,2,33.3
5,Ángel Montoro,19.0,es  ESP,AM,32-198,45,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
6,Luis Milla,5.0,es  ESP,"AM,CM",26-094,45,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,
7,Yan Brice Eteki,8.0,cm  CMR,CM,23-136,90,0,0,0,4,1,0,0,0,0,0,0,0,11,2,0,100.0
8,Yangel Herrera,21.0,ve  VEN,CM,23-002,66,0,0,0,2,0,0,0,1,1,0,0,0,3,1,3,25.0
9,Alberto Soro,26.0,es  ESP,"RW,CM",21-306,24,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0
10,Carlos Neva,15.0,es  ESP,LB,24-211,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
11,Jesús Vallejo,20.0,es  ESP,"RB,AM",24-004,32,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,
12,Germán Sánchez,6.0,es  ESP,CB,34-070,90,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,
13,Domingos Duarte,22.0,pt  POR,CB,25-305,90,0,0,0,1,0,0,0,3,0,0,0,0,5,0,0,
14,Dimitri Foulquier,2.0,fr  FRA,"RB,LB",27-292,90,0,0,0,2,0,1,0,2,2,0,0,0,4,0,0,
15,Rui Silva,1.0,pt  POR,GK,26-337,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
16,16 Players,,,,,977,2,1,0,21,5,2,6,9,6,0,0,0,62,7,8,46.7
