,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Roberto Soldado,9.0,es  ESP,FW,35-227,45,12,11,1,0,0,2,1,0,0,0,0,0,8,2,2,2,9,0,0,0,8,1,0,1,0
1,Luis Javier Suárez,7.0,co  COL,FW,23-038,45,4,4,0,0,0,4,0,0,0,0,0,0,2,2,0,0,3,0,0,0,4,0,0,0,0
2,Darwin Machís,11.0,ve  VEN,LW,27-337,64,16,16,0,0,0,3,0,1,0,0,0,0,14,2,0,1,14,1,0,0,13,0,1,0,1
3,Kenedy,24.0,br  BRA,LW,24-336,26,3,2,1,0,0,0,1,0,1,1,0,0,2,0,1,3,0,0,0,0,1,0,0,1,0
4,Antonio Puertas,10.0,es  ESP,"RW,LB",28-323,90,26,26,0,0,1,5,0,2,0,0,0,0,14,4,8,10,13,2,0,0,16,0,2,3,2
5,Ángel Montoro,19.0,es  ESP,AM,32-198,45,23,18,5,0,0,5,1,1,3,0,0,1,17,3,3,0,23,0,0,0,20,0,1,0,1
6,Luis Milla,5.0,es  ESP,"AM,CM",26-094,45,21,16,5,3,0,3,1,1,0,0,0,0,15,0,6,0,21,0,0,0,19,0,2,0,0
7,Yan Brice Eteki,8.0,cm  CMR,CM,23-136,90,28,28,0,0,0,5,1,0,0,0,0,0,22,3,3,4,22,0,0,0,24,0,0,0,1
8,Yangel Herrera,21.0,ve  VEN,CM,23-002,66,27,27,0,0,0,5,0,0,0,0,0,0,19,4,4,6,17,2,0,1,23,0,1,2,1
9,Alberto Soro,26.0,es  ESP,"RW,CM",21-306,24,9,9,0,0,0,2,0,0,0,0,0,0,6,1,2,7,1,0,0,0,7,0,0,1,1
10,Carlos Neva,15.0,es  ESP,LB,24-211,45,13,10,3,0,0,2,0,1,0,0,0,0,9,3,1,9,1,0,3,0,11,0,0,0,1
11,Jesús Vallejo,20.0,es  ESP,"RB,AM",24-004,32,14,13,1,0,0,1,0,0,0,0,0,0,10,3,1,1,11,1,1,0,10,0,0,1,2
12,Germán Sánchez,6.0,es  ESP,CB,34-070,90,37,37,0,0,0,3,0,0,0,0,0,0,29,2,6,7,30,0,0,0,30,0,0,0,0
13,Domingos Duarte,22.0,pt  POR,CB,25-305,90,39,39,0,0,0,4,3,0,0,0,0,0,30,3,6,4,34,1,0,0,34,0,2,0,1
14,Dimitri Foulquier,2.0,fr  FRA,"RB,LB",27-292,90,27,23,4,0,0,0,0,0,0,0,0,0,15,6,6,4,17,1,4,1,22,0,0,0,2
15,Rui Silva,1.0,pt  POR,GK,26-337,90,24,13,11,1,0,0,0,0,0,0,0,0,6,1,17,20,2,0,0,2,13,0,0,0,1
16,16 Players,,,,,977,323,292,31,4,1,44,8,6,4,1,0,1,218,39,66,78,218,8,8,4,255,1,9,9,14
