,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Lionel Messi,10.0,ar  ARG,FW,33-199,64,50,59,84.7,872,251,22,23,95.7,23,25,92.0,5,8,62.5,0,0.0,0,7,1,0,7
1,Martin Braithwaite,9.0,dk  DEN,FW,29-218,26,6,7,85.7,106,6,2,2,100.0,4,5,80.0,0,0,,0,0.0,0,0,0,0,0
2,Antoine Griezmann,7.0,fr  FRA,LW,29-294,90,50,54,92.6,880,114,28,30,93.3,14,15,93.3,8,9,88.9,1,0.1,1,3,1,0,3
3,Ousmane Dembélé,11.0,fr  FRA,RW,23-239,72,53,63,84.1,783,161,34,37,91.9,17,20,85.0,2,4,50.0,1,0.1,1,2,4,0,6
4,Riqui Puig,12.0,es  ESP,"CM,RW",21-149,18,20,22,90.9,367,54,10,12,83.3,7,7,100.0,3,3,100.0,0,0.0,0,1,0,0,3
5,Pedri,16.0,es  ESP,CM,18-045,72,47,51,92.2,852,124,21,21,100.0,20,21,95.2,6,7,85.7,0,0.0,0,5,0,0,2
6,Francisco Trincão,17.0,pt  POR,"RW,CM",21-011,18,9,9,100.0,138,9,4,4,100.0,5,5,100.0,0,0,,0,0.0,0,0,1,0,1
7,Frenkie de Jong,21.0,nl  NED,CM,23-242,64,48,53,90.6,853,337,25,27,92.6,16,17,94.1,7,7,100.0,0,0.1,2,4,0,0,8
8,Miralem Pjanić,8.0,ba  BIH,CM,30-282,26,34,37,91.9,528,97,21,21,100.0,12,12,100.0,1,4,25.0,0,0.0,0,6,1,0,2
9,Sergio Busquets,5.0,es  ESP,DM,32-177,90,115,121,95.0,2247,670,40,41,97.6,57,60,95.0,15,16,93.8,0,0.2,3,9,1,0,8
10,Jordi Alba,18.0,es  ESP,LB,31-294,90,59,71,83.1,974,283,30,31,96.8,24,31,77.4,5,6,83.3,0,0.0,0,4,2,0,4
11,Samuel Umtiti,23.0,fr  FRA,CB,27-056,90,73,75,97.3,1455,360,23,23,100.0,41,42,97.6,9,9,100.0,0,0.0,0,2,0,0,2
12,Óscar Mingueza,28.0,es  ESP,CB,21-241,90,93,95,97.9,1659,536,44,44,100.0,40,42,95.2,9,9,100.0,0,0.0,0,4,0,0,2
13,Sergiño Dest,2.0,us  USA,RB,20-067,80,54,57,94.7,761,219,33,34,97.1,17,18,94.4,2,3,66.7,0,0.0,1,1,2,0,3
14,Junior Firpo,24.0,es  ESP,RB,24-140,10,16,16,100.0,215,55,9,9,100.0,5,5,100.0,0,0,,0,0.3,1,2,0,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-254,90,38,40,95.0,878,545,7,7,100.0,22,23,95.7,8,9,88.9,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,765,830,92.2,13568,3821,353,366,96.4,324,348,93.1,80,94,85.1,2,0.7,9,50,13,0,51
