,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Roberto Soldado,9.0,es  ESP,FW,35-227,45,0,0,0,0,1,0,1,0,16,7,0,1,0,0.0,0.0,0.0,1,0,8,12,66.7,2,8,0,0,1
1,Luis Javier Suárez,7.0,co  COL,FW,23-038,45,0,0,0,0,1,0,1,0,8,14,1,0,1,0.0,0.0,0.0,1,0,4,4,100.0,0,4,3,1,1
2,Darwin Machís,11.0,ve  VEN,LW,27-337,64,0,0,0,0,2,1,0,0,25,4,1,1,1,0.2,0.2,0.0,1,0,13,16,81.3,2,16,3,1,1
3,Kenedy,24.0,br  BRA,LW,24-336,26,0,0,0,0,1,1,0,0,6,6,1,0,0,0.0,0.0,0.0,2,0,1,3,33.3,0,7,1,2,2
4,Antonio Puertas,10.0,es  ESP,"RW,LB",28-323,90,0,0,0,0,3,2,0,0,35,8,0,0,2,0.2,0.2,0.0,1,0,16,26,61.5,4,25,7,1,2
5,Ángel Montoro,19.0,es  ESP,AM,32-198,45,0,0,0,0,0,0,0,0,25,2,0,0,1,0.0,0.0,0.0,1,0,20,23,87.0,0,11,1,0,0
6,Luis Milla,5.0,es  ESP,"AM,CM",26-094,45,0,0,0,0,0,0,0,0,21,9,1,0,0,0.0,0.0,0.2,1,0,19,21,90.5,2,14,1,0,0
7,Yan Brice Eteki,8.0,cm  CMR,CM,23-136,90,0,0,0,0,0,0,0,0,33,21,0,0,2,0.0,0.0,0.0,0,0,24,28,85.7,3,21,1,1,1
8,Yangel Herrera,21.0,ve  VEN,CM,23-002,66,0,0,0,0,0,0,0,0,35,19,2,1,2,0.0,0.0,0.0,1,0,23,27,85.2,4,19,0,0,0
9,Alberto Soro,26.0,es  ESP,"RW,CM",21-306,24,0,0,0,0,0,0,0,0,9,4,0,0,0,0.0,0.0,0.0,0,0,7,9,77.8,0,7,1,0,0
10,Carlos Neva,15.0,es  ESP,LB,24-211,45,0,0,0,0,0,0,0,0,15,1,0,0,1,0.0,0.0,0.0,0,0,11,13,84.6,0,8,1,0,0
11,Jesús Vallejo,20.0,es  ESP,"RB,AM",24-004,32,0,0,0,0,0,0,0,1,15,5,0,0,0,0.0,0.0,0.0,2,0,10,14,71.4,2,10,2,1,1
12,Germán Sánchez,6.0,es  ESP,CB,34-070,90,0,0,0,0,0,0,0,0,42,2,1,1,1,0.0,0.0,0.0,0,0,30,37,81.1,2,32,1,0,0
13,Domingos Duarte,22.0,pt  POR,CB,25-305,90,0,0,0,0,0,0,0,0,45,3,0,3,1,0.0,0.0,0.0,0,0,34,39,87.2,2,29,2,0,0
14,Dimitri Foulquier,2.0,fr  FRA,"RB,LB",27-292,90,0,0,0,0,0,0,0,0,40,11,2,2,3,0.0,0.0,0.0,1,0,22,27,81.5,1,21,5,0,2
15,Rui Silva,1.0,pt  POR,GK,26-337,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,13,24,54.2,0,9,0,0,0
16,16 Players,,,,,977,0,0,0,0,8,4,2,1,396,116,9,9,15,0.5,0.5,0.2,12,0,255,323,78.9,24,241,29,7,11
