,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
37,Stefan Bajic,fr  FRA,GK,Saint-Étienne,18,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
38,Mitchel Bakker,nl  NED,DF,Paris S-G,20,2000,26,18,1694,18.8,0,2,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.9,2.1,0.01,0.10,0.11,0.01,0.11
39,Dilane Bakwa,fr  FRA,"FW,MF",Bordeaux,17,2002,7,0,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.16,0.06,0.22,0.16,0.22
40,Leonardo Balerdi,ar  ARG,DF,Marseille,21,1999,21,19,1634,18.2,2,0,2,0,0,6,1,0.11,0.00,0.11,0.11,0.11,1.8,1.8,0.0,1.9,0.10,0.00,0.10,0.10,0.10
41,Fodé Ballo-Touré,sn  SEN,DF,Monaco,23,1997,24,6,662,7.4,0,3,0,0,0,2,0,0.00,0.41,0.41,0.00,0.41,0.2,0.2,0.7,0.8,0.03,0.09,0.12,0.03,0.12
42,Abdoulaye Bamba,ci  CIV,DF,Angers,30,1990,16,16,1347,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1.4,1.5,0.00,0.09,0.10,0.00,0.10
43,Jonathan Bamba,fr  FRA,MF,Lille,24,1996,38,34,2985,33.2,6,9,6,0,0,2,0,0.18,0.27,0.45,0.18,0.45,4.4,4.4,5.1,9.5,0.13,0.15,0.29,0.13,0.29
44,Robson Bambu,br  BRA,DF,Nice,22,1997,15,12,1046,11.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.00,0.00,0.01,0.00,0.01
45,Simon Banza,fr  FRA,FW,Lens,23,1996,34,12,1372,15.2,5,2,4,1,1,6,1,0.33,0.13,0.46,0.26,0.39,5.9,5.1,1.2,6.3,0.39,0.08,0.47,0.34,0.42
46,Danilo Barbosa,br  BRA,DF,Nice,24,1996,4,3,250,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.09,0.01,0.10,0.09,0.10
47,Melvin Bard,fr  FRA,DF,Lyon,19,2000,14,4,432,4.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.01,0.04,0.05,0.01,0.05
48,Toma Bašić,hr  CRO,MF,Bordeaux,23,1996,34,32,2601,28.9,4,1,4,0,0,7,0,0.14,0.03,0.17,0.14,0.17,3.3,3.3,1.9,5.2,0.11,0.06,0.18,0.11,0.18
49,Cristian Battocchio,it  ITA,"MF,FW",Brest,28,1992,15,2,355,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.14,0.05,0.19,0.14,0.19
50,Paul Baysse,fr  FRA,DF,Bordeaux,32,1988,31,29,2614,29.0,2,2,2,0,0,5,1,0.07,0.07,0.14,0.07,0.14,1.2,1.2,0.5,1.7,0.04,0.02,0.06,0.04,0.06
51,Erwan Belhadji,fr  FRA,MF,Dijon,19,2001,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15
52,Haris Belkebla,dz  ALG,MF,Brest,26,1994,35,33,2727,30.3,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.2,0.02,0.02,0.04,0.02,0.04
53,Jean-Ricner Bellegarde,fr  FRA,"MF,FW",Strasbourg,22,1998,36,25,2086,23.2,1,1,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,2.8,2.8,1.6,4.4,0.12,0.07,0.19,0.12,0.19
54,Sami Ben Amar,ma  MAR,MF,Nîmes,22,1998,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
55,Hatem Ben Arfa,fr  FRA,"MF,FW",Bordeaux,33,1987,24,19,1703,18.9,2,4,2,0,0,2,0,0.11,0.21,0.32,0.11,0.32,2.3,2.3,3.4,5.7,0.12,0.18,0.30,0.12,0.30
56,Salim Ben Seghir,fr  FRA,DF,Nice,17,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
57,Wissam Ben Yedder,fr  FRA,FW,Monaco,29,1990,37,32,2607,29.0,20,7,10,10,12,3,0,0.69,0.24,0.93,0.35,0.59,19.1,10.0,6.3,16.4,0.66,0.22,0.88,0.35,0.57
58,Samy Benchama,fr  FRA,"MF,DF",Montpellier,20,2000,5,0,42,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
59,Darío Benedetto,ar  ARG,FW,Marseille,30,1990,32,19,1579,17.5,5,3,4,1,1,3,2,0.28,0.17,0.46,0.23,0.40,7.6,6.8,2.0,8.8,0.43,0.11,0.55,0.39,0.50
60,Walter Benítez,ar  ARG,GK,Nice,27,1993,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
61,Loris Benito,ch  SUI,DF,Bordeaux,28,1992,31,30,2651,29.5,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.4,1.7,0.01,0.05,0.06,0.01,0.06
62,Bilal Benkhedim,fr  FRA,FW,Saint-Étienne,19,2001,3,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.26,0.26,0.00,0.26
63,Djamel Benlamri,dz  ALG,DF,Lyon,30,1989,6,0,149,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
64,Yassine Benrahou,fr  FRA,MF,Nîmes,21,1999,23,15,1239,13.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,3.0,3.7,0.06,0.22,0.27,0.06,0.27
65,Yassine Benzia,dz  ALG,"MF,FW",Dijon,25,1994,7,5,407,4.5,2,1,0,2,2,1,0,0.44,0.22,0.66,0.00,0.22,1.8,0.3,0.3,0.6,0.41,0.06,0.46,0.07,0.13
66,Valon Berisha,xk  KVX,MF,Reims,27,1993,24,17,1645,18.3,0,3,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,1.0,1.0,1.6,2.6,0.05,0.09,0.14,0.05,0.14
67,Paul Bernardoni,fr  FRA,GK,Angers,23,1997,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
68,Juan Bernat,es  ESP,DF,Paris S-G,27,1993,3,2,194,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.13,0.13,0.00,0.13
69,Dimitry Bertaud,fr  FRA,GK,Montpellier,22,1998,9,7,745,8.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
70,Loïc Bessile,tg  TOG,DF,Bordeaux,21,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
71,Giulian Biancone,fr  FRA,"DF,MF",Monaco,20,2000,2,1,92,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.04,0.19,0.23,0.04,0.23
72,El Bilal Touré,ml  MLI,"FW,MF",Reims,18,2001,33,11,1245,13.8,4,1,4,0,0,4,0,0.29,0.07,0.36,0.29,0.36,2.4,2.4,0.6,3.0,0.17,0.04,0.22,0.17,0.22
73,Ludovic Blas,fr  FRA,"MF,FW",Nantes,22,1997,36,32,2787,31.0,10,4,10,0,0,5,0,0.32,0.13,0.45,0.32,0.45,6.6,6.6,3.7,10.3,0.21,0.12,0.33,0.21,0.33
74,Antonin Bobichon,fr  FRA,"MF,FW",Angers,24,1995,23,10,911,10.1,0,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,1.1,1.1,2.1,3.2,0.11,0.21,0.32,0.11,0.32
75,Quentin Boisgard,fr  FRA,"MF,FW",Lorient,23,1997,24,17,1314,14.6,2,2,2,0,0,5,0,0.14,0.14,0.27,0.14,0.27,1.9,1.9,1.8,3.8,0.13,0.12,0.26,0.13,0.26
76,Sven Botman,nl  NED,DF,Lille,20,2000,37,37,3309,36.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.3,1.3,0.03,0.01,0.03,0.03,0.03
77,Denis Bouanga,ga  GAB,"MF,FW",Saint-Étienne,25,1994,36,30,2720,30.2,7,4,4,3,4,7,0,0.23,0.13,0.36,0.13,0.26,12.2,9.2,3.6,12.8,0.41,0.12,0.52,0.30,0.42
78,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,20,1999,25,22,1736,19.3,3,2,3,0,0,9,0,0.16,0.10,0.26,0.16,0.26,2.3,2.3,1.0,3.4,0.12,0.05,0.18,0.12,0.18
79,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,30,1990,14,7,651,7.2,0,1,0,0,2,2,0,0.00,0.14,0.14,0.00,0.14,2.3,0.7,2.3,3.1,0.31,0.32,0.63,0.10,0.42
80,Sofiane Boufal,ma  MAR,"FW,MF",Angers,26,1993,14,9,732,8.1,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.6,1.6,0.4,2.0,0.19,0.05,0.24,0.19,0.24
81,Farid Boulaya,dz  ALG,"MF,FW",Metz,27,1993,33,32,2815,31.3,6,8,5,1,2,5,0,0.19,0.26,0.45,0.16,0.42,5.5,4.0,6.7,10.6,0.17,0.21,0.39,0.13,0.34
82,Ismaëlben Boura,fr  FRA,DF,Lens,19,2000,19,8,816,9.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.02,0.06,0.09,0.02,0.09
83,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,26,1994,37,29,2552,28.4,6,5,6,0,0,8,0,0.21,0.18,0.39,0.21,0.39,5.6,5.6,5.3,11.0,0.20,0.19,0.39,0.20,0.39
84,John Boye,gh  GHA,DF,Metz,33,1987,35,35,3041,33.8,1,2,1,0,0,6,2,0.03,0.06,0.09,0.03,0.09,1.9,1.9,0.2,2.0,0.05,0.01,0.06,0.05,0.06
85,Umut Bozok,tr  TUR,"FW,MF",Lorient,23,1996,5,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
86,Domagoj Bradarić,hr  CRO,DF,Lille,20,1999,26,14,1263,14.0,1,2,1,0,0,4,0,0.07,0.14,0.21,0.07,0.21,0.3,0.3,1.3,1.5,0.02,0.09,0.11,0.02,0.11
87,Lilian Brassier,fr  FRA,DF,Brest,20,1999,11,11,962,10.7,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,0.2,0.2,1.2,1.5,0.02,0.11,0.14,0.02,0.14
88,Anthony Briançon,fr  FRA,DF,Nîmes,25,1994,16,14,1225,13.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.02,0.01,0.03,0.02,0.03
89,Jimmy Briand,fr  FRA,FW,Bordeaux,34,1985,24,1,571,6.3,1,2,0,1,1,2,0,0.16,0.32,0.47,0.00,0.32,1.6,0.9,0.1,1.0,0.26,0.02,0.28,0.14,0.16
90,Dylan Bronn,tn  TUN,DF,Metz,25,1995,38,38,3412,37.9,2,0,1,1,2,4,0,0.05,0.00,0.05,0.03,0.03,2.1,0.6,0.4,1.0,0.06,0.01,0.07,0.02,0.03
91,Lucas Buadés,fr  FRA,MF,Nîmes,22,1997,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
92,Marcin Bułka,pl  POL,GK,Paris S-G,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
93,Jimmy Cabot,fr  FRA,"FW,MF",Angers,26,1994,22,8,942,10.5,1,1,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,1.2,1.2,1.3,2.4,0.11,0.12,0.23,0.11,0.23
94,Anthony Caci,fr  FRA,DF,Strasbourg,23,1997,33,32,2797,31.1,0,2,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.7,2.0,0.01,0.05,0.06,0.01,0.06
95,Mathieu Cafaro,fr  FRA,"MF,FW",Reims,23,1997,31,27,2074,23.0,4,2,4,0,0,3,0,0.17,0.09,0.26,0.17,0.26,3.4,3.4,2.0,5.4,0.15,0.09,0.23,0.15,0.23
96,Yannick Cahuzac,fr  FRA,MF,Lens,35,1985,30,26,2252,25.0,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,1.6,1.6,0.6,2.2,0.07,0.02,0.09,0.07,0.09
97,Marc-Aurèle Caillard,fr  FRA,GK,Metz,26,1994,5,4,361,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
98,Duje Ćaleta-Car,hr  CRO,DF,Marseille,23,1996,33,32,2813,31.3,2,1,2,0,0,8,1,0.06,0.03,0.10,0.06,0.10,1.0,1.0,1.0,2.0,0.03,0.03,0.06,0.03,0.06
99,Mahdi Camara,fr  FRA,"MF,DF",Saint-Étienne,22,1998,37,37,3290,36.6,3,2,3,0,0,4,0,0.08,0.05,0.14,0.08,0.14,3.5,3.5,1.6,5.1,0.10,0.04,0.14,0.10,0.14
100,Eduardo Camavinga,fr  FRA,MF,Rennes,17,2002,35,28,2402,26.7,1,2,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,1.9,1.9,1.3,3.2,0.07,0.05,0.12,0.07,0.12
101,Pierrick Capelle,fr  FRA,"MF,DF",Angers,33,1987,35,24,2053,22.8,3,3,3,0,0,2,0,0.13,0.13,0.26,0.13,0.26,3.6,3.6,1.3,5.0,0.16,0.06,0.22,0.16,0.22
102,Maxence Caqueret,fr  FRA,MF,Lyon,20,2000,29,19,1761,19.6,0,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,0.7,0.7,1.9,2.6,0.04,0.10,0.13,0.04,0.13
103,Irvin Cardona,fr  FRA,"FW,MF",Brest,22,1997,36,22,2029,22.5,7,1,7,0,0,2,0,0.31,0.04,0.35,0.31,0.35,7.6,7.6,1.9,9.5,0.34,0.08,0.42,0.34,0.42
104,Lionel Carole,fr  FRA,DF,Strasbourg,29,1991,27,14,1342,14.9,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,1.2,1.3,0.01,0.08,0.09,0.01,0.09
105,Moreto Cassamã,gw  GNB,MF,Reims,22,1998,29,26,2031,22.6,1,1,1,0,0,8,3,0.04,0.04,0.09,0.04,0.09,0.3,0.3,0.8,1.1,0.01,0.04,0.05,0.01,0.05
106,Jean-Charles Castelletto,cm  CMR,DF,Nantes,25,1995,24,22,1947,21.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.7,1.7,0.1,1.7,0.08,0.00,0.08,0.08,0.08
107,Zeki Çelik,tr  TUR,DF,Lille,23,1997,29,28,2381,26.5,3,2,3,0,0,8,0,0.11,0.08,0.19,0.11,0.19,0.8,0.8,2.6,3.5,0.03,0.10,0.13,0.03,0.13
108,Bersant Celina,xk  KVX,"MF,FW",Dijon,23,1996,32,25,2298,25.5,0,5,0,0,0,5,1,0.00,0.20,0.20,0.00,0.20,1.5,1.5,4.5,5.9,0.06,0.17,0.23,0.06,0.23
109,Fabien Centonze,fr  FRA,DF,Metz,24,1996,36,36,3221,35.8,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,1.2,1.2,1.5,2.7,0.03,0.04,0.08,0.03,0.08
110,Nassim Chadli,fr  FRA,"FW,MF",Nîmes,19,2001,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
111,Fouad Chafik,ma  MAR,DF,Dijon,33,1986,23,18,1622,18.0,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.7,0.8,0.01,0.04,0.05,0.01,0.05
112,Mehdi Chahiri,ma  MAR,"FW,MF",Strasbourg,24,1996,23,8,801,8.9,2,0,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.9,1.9,1.3,3.2,0.22,0.14,0.36,0.22,0.36
113,Aníbal Chalá,ec  ECU,DF,Dijon,24,1996,13,9,744,8.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02
114,Trevoh Chalobah,eng  ENG,"DF,MF",Lorient,21,1999,29,24,2237,24.9,2,2,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,1.9,1.9,0.9,2.8,0.08,0.04,0.11,0.08,0.11
115,Gaëtan Charbonnier,fr  FRA,"MF,FW",Brest,31,1988,36,17,1570,17.4,6,1,5,1,1,4,0,0.34,0.06,0.40,0.29,0.34,5.7,5.0,3.1,8.0,0.33,0.18,0.51,0.29,0.46
116,Brendan Chardonnet,fr  FRA,DF,Brest,25,1994,33,30,2716,30.2,3,1,3,0,0,3,1,0.10,0.03,0.13,0.10,0.13,2.4,2.4,1.0,3.4,0.08,0.03,0.11,0.08,0.11
