,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
17,Rachid Alioui,ma  MAR,FW,Angers,28,1992,0.2,5,6,83.3,59,12,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
18,Saturnin Allagbé,bj  BEN,GK,Dijon,26,1993,12.0,267,405,65.9,8322,5304,46,47,97.9,109,110,99.1,109,244,44.7,0,0.0,0.0,0,1,0,0,0
19,Ibrahim Amadou,fr  FRA,MF,Angers,27,1993,16.7,596,689,86.5,10899,2957,259,289,89.6,262,285,91.9,65,93,69.9,0,0.3,-0.3,6,43,2,0,45
20,Romain Amalfitano,fr  FRA,"FW,DF",Dijon,30,1989,1.3,47,58,81.0,1006,342,15,16,93.8,22,28,78.6,10,14,71.4,0,0.0,0.0,1,5,0,0,8
21,Jordan Amavi,fr  FRA,DF,Marseille,26,1994,9.0,355,441,80.5,6574,2023,165,192,85.9,134,168,79.8,49,62,79.0,0,0.3,-0.3,5,15,6,1,24
22,Thierry Ambrose,fr  FRA,FW,Metz,23,1997,8.4,174,253,68.8,3217,772,78,113,69.0,67,84,79.8,22,34,64.7,1,1.5,-0.5,12,21,9,2,25
23,Joachim Andersen,dk  DEN,DF,Lyon,24,1996,2.1,105,117,89.7,2260,829,30,31,96.8,56,60,93.3,18,24,75.0,0,0.0,0.0,0,8,0,0,7
24,Benjamin André,fr  FRA,MF,Lille,29,1990,32.1,1737,2042,85.1,30245,7619,844,934,90.4,651,742,87.7,197,271,72.7,1,1.3,-0.3,21,195,12,3,174
25,Victorien Angban,ci  CIV,MF,Metz,23,1996,18.6,777,878,88.5,15610,3664,286,304,94.1,354,393,90.1,132,162,81.5,1,0.5,+0.5,12,68,9,1,68
26,Houssem Aouar,fr  FRA,"MF,FW",Lyon,22,1998,19.8,852,1009,84.4,13252,3622,462,511,90.4,295,341,86.5,62,90,68.9,3,4.0,-1.0,37,87,25,1,98
27,Adil Aouchiche,fr  FRA,"MF,FW",Saint-Étienne,18,2002,19.2,594,827,71.8,11181,3612,295,346,85.3,177,231,76.6,104,210,49.5,5,5.1,-0.1,58,55,27,8,59
28,Dennis Appiah,fr  FRA,DF,Nantes,28,1992,17.3,634,861,73.6,10582,5626,323,369,87.5,251,343,73.2,56,123,45.5,2,1.0,+1.0,11,50,14,5,79
29,Luiz Araújo,br  BRA,MF,Lille,24,1996,16.6,463,611,75.8,9038,2437,195,238,81.9,187,229,81.7,71,108,65.7,2,2.6,-0.6,22,45,23,3,64
30,Karim Aribi,dz  ALG,FW,Nîmes,26,1994,3.3,40,62,64.5,509,84,27,38,71.1,11,17,64.7,0,3,0.0,0,0.2,-0.2,2,0,1,0,4
31,Roger Assalé,ci  CIV,"FW,MF",Dijon,26,1993,9.2,126,183,68.9,2138,479,69,92,75.0,42,64,65.6,14,18,77.8,1,0.6,+0.4,4,5,6,1,14
32,Youcef Attal,dz  ALG,"DF,MF",Nice,24,1996,10.6,508,633,80.3,8305,2515,265,301,88.0,198,230,86.1,36,71,50.7,0,0.5,-0.5,5,24,12,7,41
33,Jean-Kévin Augustin,fr  FRA,FW,Nantes,23,1997,0.4,5,5,100.0,50,0,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
34,Ludovic Baal,gf  GUF,DF,Brest,34,1986,3.3,215,254,84.6,4312,1737,76,84,90.5,104,116,89.7,33,47,70.2,0,0.6,-0.6,3,30,2,2,22
35,Loïc Bade,fr  FRA,DF,Lens,20,2000,29.0,1667,1891,88.2,38833,10221,369,402,91.8,910,978,93.0,377,488,77.3,0,0.3,-0.3,6,89,3,3,80
36,Stéphane Bahoken,cm  CMR,FW,Angers,28,1992,18.0,249,349,71.3,3644,611,143,190,75.3,76,98,77.6,18,25,72.0,2,1.4,+0.6,13,14,8,2,17
37,Stefan Bajic,fr  FRA,GK,Saint-Étienne,18,2001,1.0,22,36,61.1,575,296,5,5,100.0,11,11,100.0,6,20,30.0,0,0.0,0.0,0,0,0,0,0
38,Mitchel Bakker,nl  NED,DF,Paris S-G,20,2000,18.8,1192,1342,88.8,17510,5042,742,782,94.9,389,440,88.4,46,85,54.1,2,1.9,+0.1,16,73,23,12,65
39,Dilane Bakwa,fr  FRA,"FW,MF",Bordeaux,17,2002,0.6,36,40,90.0,603,90,18,19,94.7,13,14,92.9,5,6,83.3,0,0.0,0.0,1,3,0,0,2
40,Leonardo Balerdi,ar  ARG,DF,Marseille,21,1999,18.2,918,1046,87.8,19059,5343,294,317,92.7,467,506,92.3,149,198,75.3,0,0.0,0.0,1,40,0,0,43
41,Fodé Ballo-Touré,sn  SEN,DF,Monaco,23,1997,7.4,352,430,81.9,6095,1783,157,172,91.3,158,188,84.0,31,53,58.5,3,0.7,+2.3,8,22,11,6,30
42,Abdoulaye Bamba,ci  CIV,DF,Angers,30,1990,15.0,670,875,76.6,11398,5476,342,376,91.0,264,336,78.6,56,129,43.4,0,1.4,-1.4,12,40,14,8,54
43,Jonathan Bamba,fr  FRA,MF,Lille,24,1996,33.2,1331,1691,78.7,22214,5890,702,783,89.7,465,567,82.0,124,254,48.8,9,5.1,+3.9,65,104,47,10,114
44,Robson Bambu,br  BRA,DF,Nice,22,1997,11.6,709,804,88.2,14603,4337,216,234,92.3,375,401,93.5,108,147,73.5,0,0.1,-0.1,1,18,0,0,18
45,Simon Banza,fr  FRA,FW,Lens,23,1996,15.2,237,318,74.5,3746,661,125,162,77.2,82,102,80.4,21,31,67.7,2,1.2,+0.8,11,20,10,4,21
46,Danilo Barbosa,br  BRA,DF,Nice,24,1996,2.8,178,202,88.1,3693,965,48,57,84.2,101,105,96.2,28,37,75.7,0,0.0,0.0,1,9,1,0,9
47,Melvin Bard,fr  FRA,DF,Lyon,19,2000,4.8,309,383,80.7,5019,1628,160,184,87.0,130,149,87.2,16,42,38.1,0,0.2,-0.2,3,24,7,2,30
48,Toma Bašić,hr  CRO,MF,Bordeaux,23,1996,28.9,1069,1300,82.2,21063,4311,407,447,91.1,496,547,90.7,153,264,58.0,1,1.9,-0.9,26,75,18,5,81
49,Cristian Battocchio,it  ITA,"MF,FW",Brest,28,1992,3.9,168,209,80.4,2948,715,85,91,93.4,61,71,85.9,19,41,46.3,0,0.2,-0.2,4,16,1,0,13
50,Paul Baysse,fr  FRA,DF,Bordeaux,32,1988,29.0,1502,1677,89.6,32746,10299,443,473,93.7,763,812,94.0,288,373,77.2,2,0.5,+1.5,7,67,6,1,72
51,Erwan Belhadji,fr  FRA,MF,Dijon,19,2001,0.3,6,7,85.7,108,43,4,4,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,1,1,0,0,1
52,Haris Belkebla,dz  ALG,MF,Brest,26,1994,30.3,1245,1425,87.4,24380,5559,448,502,89.2,599,655,91.5,183,224,81.7,0,0.7,-0.7,11,90,12,1,83
53,Jean-Ricner Bellegarde,fr  FRA,"MF,FW",Strasbourg,22,1998,23.2,615,790,77.8,12099,2082,239,274,87.2,271,323,83.9,97,152,63.8,1,1.6,-0.6,16,45,19,9,41
54,Sami Ben Amar,ma  MAR,MF,Nîmes,22,1998,0.1,2,3,66.7,20,19,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
55,Hatem Ben Arfa,fr  FRA,"MF,FW",Bordeaux,33,1987,18.9,711,897,79.3,12300,3101,374,419,89.3,234,279,83.9,82,158,51.9,4,3.4,+0.6,31,54,23,3,69
56,Salim Ben Seghir,fr  FRA,DF,Nice,17,2003,0.1,8,8,100.0,142,60,4,4,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2
57,Wissam Ben Yedder,fr  FRA,FW,Monaco,29,1990,29.0,643,873,73.7,9899,1817,345,444,77.7,226,283,79.9,44,75,58.7,7,6.3,+0.7,37,48,36,2,77
58,Samy Benchama,fr  FRA,"MF,DF",Montpellier,20,2000,0.5,16,20,80.0,334,42,3,5,60.0,11,12,91.7,2,3,66.7,0,0.0,0.0,0,0,0,0,1
59,Darío Benedetto,ar  ARG,FW,Marseille,30,1990,17.5,239,351,68.1,3807,527,136,177,76.8,64,98,65.3,26,46,56.5,3,2.0,+1.0,10,15,7,2,16
60,Walter Benítez,ar  ARG,GK,Nice,27,1993,38.0,990,1226,80.8,23889,13019,249,249,100.0,491,498,98.6,242,471,51.4,0,0.0,0.0,1,4,0,0,0
61,Loris Benito,ch  SUI,DF,Bordeaux,28,1992,29.5,1509,1779,84.8,26610,10094,694,740,93.8,671,768,87.4,133,231,57.6,0,1.4,-1.4,13,86,10,8,85
62,Bilal Benkhedim,fr  FRA,FW,Saint-Étienne,19,2001,0.8,33,49,67.3,598,65,13,18,72.2,15,19,78.9,4,10,40.0,0,0.2,-0.2,1,1,0,0,0
63,Djamel Benlamri,dz  ALG,DF,Lyon,30,1989,1.7,71,77,92.2,1775,507,13,15,86.7,35,35,100.0,22,25,88.0,0,0.0,0.0,1,10,0,0,5
64,Yassine Benrahou,fr  FRA,MF,Nîmes,21,1999,13.8,439,600,73.2,7692,1962,225,254,88.6,134,175,76.6,56,132,42.4,0,3.0,-3.0,25,32,14,3,42
65,Yassine Benzia,dz  ALG,"MF,FW",Dijon,25,1994,4.5,154,201,76.6,2931,792,65,78,83.3,53,65,81.5,28,46,60.9,1,0.3,+0.7,8,14,1,1,16
66,Valon Berisha,xk  KVX,MF,Reims,27,1993,18.3,830,1027,80.8,17755,4003,312,355,87.9,322,379,85.0,183,268,68.3,3,1.6,+1.4,24,90,18,3,96
67,Paul Bernardoni,fr  FRA,GK,Angers,23,1997,38.0,642,989,64.9,20659,12797,84,84,100.0,268,270,99.3,286,631,45.3,0,0.0,0.0,0,6,0,0,0
68,Juan Bernat,es  ESP,DF,Paris S-G,27,1993,2.2,117,129,90.7,1680,523,76,77,98.7,37,42,88.1,4,6,66.7,0,0.3,-0.3,2,4,5,0,8
69,Dimitry Bertaud,fr  FRA,GK,Montpellier,22,1998,8.3,217,313,69.3,8897,6129,16,16,100.0,63,64,98.4,138,232,59.5,0,0.0,0.0,0,6,0,0,0
70,Loïc Bessile,tg  TOG,DF,Bordeaux,21,1999,1.0,39,45,86.7,871,191,8,8,100.0,27,29,93.1,4,8,50.0,0,0.0,0.0,0,3,0,0,1
71,Giulian Biancone,fr  FRA,"DF,MF",Monaco,20,2000,1.0,70,90,77.8,1361,395,32,38,84.2,25,33,75.8,12,14,85.7,0,0.2,-0.2,2,5,4,3,6
72,El Bilal Touré,ml  MLI,"FW,MF",Reims,18,2001,13.8,195,283,68.9,2762,481,114,153,74.5,64,96,66.7,10,14,71.4,1,0.6,+0.4,9,12,2,0,12
73,Ludovic Blas,fr  FRA,"MF,FW",Nantes,22,1997,31.0,771,970,79.5,14863,3337,311,366,85.0,335,382,87.7,108,174,62.1,4,3.7,+0.3,29,84,23,5,91
74,Antonin Bobichon,fr  FRA,"MF,FW",Angers,24,1995,10.1,453,551,82.2,8019,2036,215,234,91.9,167,187,89.3,61,110,55.5,1,2.1,-1.1,17,35,7,0,46
75,Quentin Boisgard,fr  FRA,"MF,FW",Lorient,23,1997,14.6,370,565,65.5,6034,1879,197,233,84.5,123,156,78.8,34,126,27.0,2,1.8,+0.2,22,16,9,1,37
76,Sven Botman,nl  NED,DF,Lille,20,2000,36.8,2245,2542,88.3,48064,17604,684,723,94.6,1156,1244,92.9,388,542,71.6,0,0.3,-0.3,4,175,7,0,173
77,Denis Bouanga,ga  GAB,"MF,FW",Saint-Étienne,25,1994,30.2,535,802,66.7,8579,2402,313,398,78.6,153,238,64.3,50,116,43.1,4,3.6,+0.4,24,32,17,6,57
78,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,20,1999,19.3,701,853,82.2,11447,2410,359,408,88.0,275,313,87.9,46,81,56.8,2,1.0,+1.0,7,51,9,1,46
79,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,30,1990,7.2,344,462,74.5,6795,1944,141,162,87.0,129,161,80.1,65,119,54.6,1,2.3,-1.3,22,28,11,6,33
80,Sofiane Boufal,ma  MAR,"FW,MF",Angers,26,1993,8.1,207,285,72.6,3407,796,105,128,82.0,81,99,81.8,17,39,43.6,0,0.4,-0.4,5,19,8,1,19
81,Farid Boulaya,dz  ALG,"MF,FW",Metz,27,1993,31.3,1061,1569,67.6,22603,6842,417,509,81.9,393,510,77.1,229,479,47.8,8,6.7,+1.3,74,146,49,10,144
82,Ismaëlben Boura,fr  FRA,DF,Lens,19,2000,9.1,368,477,77.1,6531,2181,169,192,88.0,166,199,83.4,27,65,41.5,0,0.6,-0.6,7,11,9,5,38
83,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,26,1994,28.4,1453,1880,77.3,29341,7909,593,674,88.0,566,659,85.9,266,472,56.4,5,5.3,-0.3,62,149,42,7,178
84,John Boye,gh  GHA,DF,Metz,33,1987,33.8,1044,1203,86.8,23000,7111,287,308,93.2,546,587,93.0,204,291,70.1,2,0.2,+1.8,4,28,0,0,32
85,Umut Bozok,tr  TUR,"FW,MF",Lorient,23,1996,0.7,17,27,63.0,289,37,5,11,45.5,10,14,71.4,1,1,100.0,0,0.0,0.0,0,1,1,0,1
86,Domagoj Bradarić,hr  CRO,DF,Lille,20,1999,14.0,730,908,80.4,12136,3682,371,406,91.4,296,350,84.6,52,125,41.6,2,1.3,+0.7,12,43,12,6,53
87,Lilian Brassier,fr  FRA,DF,Brest,20,1999,10.7,555,669,83.0,12523,4039,149,161,92.5,281,298,94.3,117,194,60.3,1,1.2,-0.2,5,55,7,0,49
88,Anthony Briançon,fr  FRA,DF,Nîmes,25,1994,13.6,729,840,86.8,18558,5941,162,178,91.0,331,355,93.2,230,297,77.4,0,0.2,-0.2,4,46,5,0,52
89,Jimmy Briand,fr  FRA,FW,Bordeaux,34,1985,6.3,123,166,74.1,1631,188,71,94,75.5,38,45,84.4,4,9,44.4,2,0.1,+1.9,2,5,0,0,4
90,Dylan Bronn,tn  TUN,DF,Metz,25,1995,37.9,1497,1773,84.4,33678,11593,409,440,93.0,745,800,93.1,323,499,64.7,0,0.4,-0.4,7,113,8,1,87
91,Lucas Buadés,fr  FRA,MF,Nîmes,22,1997,0.2,2,5,40.0,20,4,2,4,50.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
92,Marcin Bułka,pl  POL,GK,Paris S-G,20,1999,1.0,25,30,83.3,532,329,4,4,100.0,18,19,94.7,3,7,42.9,0,0.0,0.0,0,0,0,0,0
93,Jimmy Cabot,fr  FRA,"FW,MF",Angers,26,1994,10.5,319,428,74.5,5539,1458,162,194,83.5,119,159,74.8,34,58,58.6,1,1.3,-0.3,11,20,10,3,28
94,Anthony Caci,fr  FRA,DF,Strasbourg,23,1997,31.1,1469,1883,78.0,30943,12972,556,633,87.8,632,755,83.7,262,437,60.0,2,1.7,+0.3,16,122,34,18,159
95,Mathieu Cafaro,fr  FRA,"MF,FW",Reims,23,1997,23.0,513,823,62.3,10199,2694,219,284,77.1,205,284,72.2,78,212,36.8,2,2.0,0.0,19,35,21,6,63
96,Yannick Cahuzac,fr  FRA,MF,Lens,35,1985,25.0,755,896,84.3,13515,2822,323,366,88.3,341,394,86.5,79,109,72.5,0,0.6,-0.6,12,57,16,3,67
97,Marc-Aurèle Caillard,fr  FRA,GK,Metz,26,1994,4.0,65,101,64.4,1948,1317,13,13,100.0,27,29,93.1,23,56,41.1,0,0.0,0.0,0,1,0,0,0
98,Duje Ćaleta-Car,hr  CRO,DF,Marseille,23,1996,31.3,1632,1878,86.9,35472,12296,498,542,91.9,846,904,93.6,277,415,66.7,1,1.0,0.0,7,93,4,0,82
99,Mahdi Camara,fr  FRA,"MF,DF",Saint-Étienne,22,1998,36.6,1449,1679,86.3,25838,6377,653,726,89.9,588,643,91.4,160,225,71.1,2,1.6,+0.4,25,113,27,11,104
100,Eduardo Camavinga,fr  FRA,MF,Rennes,17,2002,26.7,1447,1621,89.3,25971,5323,643,705,91.2,631,691,91.3,152,178,85.4,2,1.3,+0.7,19,156,15,1,99
101,Pierrick Capelle,fr  FRA,"MF,DF",Angers,33,1987,22.8,966,1176,82.1,16297,4862,487,544,89.5,367,425,86.4,94,151,62.3,3,1.3,+1.7,18,55,10,4,77
102,Maxence Caqueret,fr  FRA,MF,Lyon,20,2000,19.6,940,1085,86.6,16760,5641,433,488,88.7,372,419,88.8,113,137,82.5,1,1.9,-0.9,17,107,32,2,148
103,Irvin Cardona,fr  FRA,"FW,MF",Brest,22,1997,22.5,340,494,68.8,5564,1161,187,247,75.7,103,144,71.5,32,59,54.2,1,1.9,-0.9,21,21,16,8,31
104,Lionel Carole,fr  FRA,DF,Strasbourg,29,1991,14.9,705,911,77.4,14857,6121,239,276,86.6,331,397,83.4,130,216,60.2,1,1.2,-0.2,11,56,12,6,66
105,Moreto Cassamã,gw  GNB,MF,Reims,22,1998,22.6,1215,1392,87.3,27809,5961,334,368,90.8,591,630,93.8,284,379,74.9,1,0.8,+0.2,15,103,5,1,100
106,Jean-Charles Castelletto,cm  CMR,DF,Nantes,25,1995,21.6,633,751,84.3,12747,4537,212,236,89.8,323,357,90.5,91,142,64.1,0,0.1,-0.1,2,40,1,1,46
107,Zeki Çelik,tr  TUR,DF,Lille,23,1997,26.5,1308,1657,78.9,22519,9292,642,713,90.0,520,624,83.3,125,251,49.8,2,2.6,-0.6,25,104,24,13,121
108,Bersant Celina,xk  KVX,"MF,FW",Dijon,23,1996,25.5,844,1092,77.3,14706,4256,427,478,89.3,298,355,83.9,102,218,46.8,5,4.5,+0.5,49,89,38,7,96
109,Fabien Centonze,fr  FRA,DF,Metz,24,1996,35.8,1381,1769,78.1,22360,9804,729,815,89.4,536,674,79.5,95,212,44.8,0,1.5,-1.5,20,75,26,18,113
110,Nassim Chadli,fr  FRA,"FW,MF",Nîmes,19,2001,0.3,12,15,80.0,205,114,5,7,71.4,5,5,100.0,1,2,50.0,0,0.0,0.0,0,2,0,0,2
111,Fouad Chafik,ma  MAR,DF,Dijon,33,1986,18.0,781,1021,76.5,13849,5815,355,395,89.9,322,397,81.1,84,192,43.8,0,0.7,-0.7,10,68,9,6,76
112,Mehdi Chahiri,ma  MAR,"FW,MF",Strasbourg,24,1996,8.9,201,279,72.0,3393,1003,101,122,82.8,63,85,74.1,26,49,53.1,0,1.3,-1.3,8,17,9,0,36
113,Aníbal Chalá,ec  ECU,DF,Dijon,24,1996,8.3,301,393,76.6,4901,2358,149,167,89.2,124,163,76.1,20,44,45.5,0,0.2,-0.2,4,18,2,1,29
114,Trevoh Chalobah,eng  ENG,"DF,MF",Lorient,21,1999,24.9,1035,1202,86.1,19560,5263,409,449,91.1,476,531,89.6,132,185,71.4,2,0.9,+1.1,7,66,3,0,62
115,Gaëtan Charbonnier,fr  FRA,"MF,FW",Brest,31,1988,17.4,548,698,78.5,8960,1995,276,325,84.9,211,267,79.0,38,63,60.3,1,3.1,-2.1,22,38,20,4,50
116,Brendan Chardonnet,fr  FRA,DF,Brest,25,1994,30.2,1372,1633,84.0,33190,11429,331,361,91.7,689,740,93.1,344,512,67.2,1,1.0,0.0,7,105,18,3,90
117,Xavier Chavalerin,fr  FRA,MF,Reims,29,1991,28.3,870,1037,83.9,16102,4733,409,461,88.7,333,379,87.9,114,173,65.9,3,2.4,+0.6,22,70,11,3,71
118,Pape Cheikh Diop,sn  SEN,MF,Dijon,22,1997,12.1,535,612,87.4,10055,2152,201,232,86.6,262,280,93.6,62,85,72.9,0,0.7,-0.7,9,37,6,0,42
119,Rayan Cherki,fr  FRA,"FW,MF",Lyon,16,2003,7.8,280,351,79.8,4780,1147,153,175,87.4,89,118,75.4,32,41,78.0,3,2.1,+0.9,15,17,11,2,26
120,Pedro Chirivella,es  ESP,MF,Nantes,23,1997,25.3,1040,1235,84.2,19624,4742,420,465,90.3,470,526,89.4,127,200,63.5,2,1.1,+0.9,17,120,14,2,98
121,Joris Chotard,fr  FRA,MF,Montpellier,18,2001,12.9,274,380,72.1,5557,1734,117,147,79.6,102,131,77.9,51,89,57.3,0,0.4,-0.4,7,22,4,2,24
122,Mounir Chouiar,fr  FRA,"FW,MF",Dijon,21,1999,14.3,395,523,75.5,6808,1944,212,251,84.5,121,148,81.8,54,93,58.1,2,2.0,0.0,27,21,9,0,40
123,Sébastien Cibois,fr  FRA,GK,Brest,22,1998,3.0,64,90,71.1,1994,1139,8,8,100.0,28,29,96.6,28,53,52.8,0,0.0,0.0,0,1,0,0,1
124,Alexis Claude-Maurice,fr  FRA,"MF,FW",Nice,22,1998,21.2,619,765,80.9,10392,2074,316,358,88.3,224,269,83.3,59,103,57.3,5,3.1,+1.9,34,47,10,1,51
125,Jonathan Clauss,fr  FRA,DF,Lens,27,1992,28.0,1015,1403,72.3,18840,6896,431,490,88.0,454,583,77.9,122,292,41.8,6,6.0,0.0,52,62,49,23,124
126,Marcus Coco,fr  FRA,"MF,FW",Nantes,24,1996,16.4,417,609,68.5,6557,1666,220,274,80.3,134,191,70.2,36,83,43.4,2,1.4,+0.6,16,29,12,5,42
127,Racine Coly,sn  SEN,DF,Nice,24,1995,0.2,18,20,90.0,161,47,16,16,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,1,0,0,0
128,Daniel Congré,fr  FRA,DF,Montpellier,35,1985,36.6,1296,1482,87.4,28435,10553,352,381,92.4,671,728,92.2,257,335,76.7,0,0.1,-0.1,4,75,1,0,82
129,Sébastien Corchia,fr  FRA,DF,Nantes,29,1990,23.0,663,969,68.4,11789,6242,300,342,87.7,283,375,75.5,65,193,33.7,1,1.5,-0.5,24,46,13,7,75
130,Maxwel Cornet,ci  CIV,"DF,FW",Lyon,23,1996,27.2,1329,1673,79.4,22341,8799,697,768,90.8,511,661,77.3,106,191,55.5,5,3.4,+1.6,25,79,23,12,115
131,David Pereira da Costa,pt  POR,"MF,FW",Lens,19,2001,1.8,45,60,75.0,878,198,13,18,72.2,24,25,96.0,5,11,45.5,1,0.1,+0.9,3,5,2,0,6
132,Charles Costes,fr  FRA,MF,Dijon,17,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
133,Benoît Costil,fr  FRA,GK,Bordeaux,33,1987,38.0,926,1326,69.8,31324,21540,128,128,100.0,361,370,97.6,434,825,52.6,0,0.0,0.0,0,13,1,0,1
134,Kalifa Coulibaly,ml  MLI,FW,Nantes,28,1991,10.9,169,271,62.4,2232,511,106,160,66.3,43,69,62.3,6,14,42.9,1,0.5,+0.5,8,15,4,1,19
135,Lassana Coulibaly,ml  MLI,"MF,FW",Angers,24,1996,18.7,579,681,85.0,11006,2453,242,262,92.4,245,277,88.4,83,109,76.1,1,1.3,-0.3,8,52,3,1,44
136,Senou Coulibaly,ml  MLI,DF,Dijon,25,1994,21.5,813,980,83.0,18466,6478,197,213,92.5,424,471,90.0,184,277,66.4,0,0.0,0.0,0,44,0,0,38
137,Nicolas Cozza,fr  FRA,DF,Montpellier,21,1999,15.2,486,610,79.7,9621,4250,181,207,87.4,232,275,84.4,70,111,63.1,0,0.4,-0.4,6,37,7,2,45
138,Adrián Cubas,py  PAR,MF,Nîmes,24,1996,24.9,853,1031,82.7,17754,4666,295,340,86.8,387,440,88.0,154,216,71.3,0,0.6,-0.6,8,54,6,0,68
139,Mickaël Cuisance,fr  FRA,MF,Marseille,20,1999,11.4,442,515,85.8,7594,1501,234,253,92.5,149,171,87.1,50,70,71.4,1,0.7,+0.3,8,42,9,0,35
140,Damien Da Silva,fr  FRA,DF,Rennes,32,1988,29.6,1766,1980,89.2,40522,12596,437,463,94.4,919,973,94.5,400,517,77.4,0,0.6,-0.6,5,145,6,1,124
141,Colin Dagba,fr  FRA,DF,Paris S-G,21,1998,15.1,841,946,88.9,12269,3240,498,536,92.9,297,327,90.8,29,50,58.0,2,1.0,+1.0,12,38,14,4,40
