,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
19,Ibrahim Amadou,fr  FRA,MF,Angers,27,1993,16.7,6,0,0,34,6,0,3,29,30,0,0,0,145,24,16,60.0
20,Romain Amalfitano,fr  FRA,"FW,DF",Dijon,30,1989,1.3,0,0,0,2,1,0,4,1,1,0,0,0,9,1,1,50.0
21,Jordan Amavi,fr  FRA,DF,Marseille,26,1994,9.0,3,1,0,12,14,1,9,13,12,1,0,0,85,22,12,64.7
22,Thierry Ambrose,fr  FRA,FW,Metz,23,1997,8.4,4,0,0,23,9,3,14,3,5,0,0,0,46,21,26,44.7
23,Joachim Andersen,dk  DEN,DF,Lyon,24,1996,2.1,1,0,0,5,2,0,0,0,1,0,0,0,23,6,0,100.0
24,Benjamin André,fr  FRA,MF,Lille,29,1990,32.1,10,0,0,70,55,0,12,61,87,0,0,0,401,92,70,56.8
25,Victorien Angban,ci  CIV,MF,Metz,23,1996,18.6,5,0,0,29,29,0,6,13,30,0,0,0,190,10,21,32.3
26,Houssem Aouar,fr  FRA,"MF,FW",Lyon,22,1998,19.8,3,1,0,21,24,3,20,16,11,0,0,0,123,7,16,30.4
27,Adil Aouchiche,fr  FRA,"MF,FW",Saint-Étienne,18,2002,19.2,2,0,0,20,31,2,41,9,21,0,0,0,118,15,31,32.6
28,Dennis Appiah,fr  FRA,DF,Nantes,28,1992,17.3,3,0,0,16,4,1,41,21,30,0,1,0,167,31,20,60.8
29,Luiz Araújo,br  BRA,MF,Lille,24,1996,16.6,5,0,0,24,19,0,25,13,22,0,0,0,129,9,23,28.1
30,Karim Aribi,dz  ALG,FW,Nîmes,26,1994,3.3,0,0,0,2,2,0,1,0,0,1,0,0,12,11,41,21.2
31,Roger Assalé,ci  CIV,"FW,MF",Dijon,26,1993,9.2,0,1,0,12,26,5,5,7,7,1,0,0,39,9,22,29.0
32,Youcef Attal,dz  ALG,"DF,MF",Nice,24,1996,10.6,1,0,0,18,26,7,41,26,22,0,0,0,84,10,19,34.5
33,Jean-Kévin Augustin,fr  FRA,FW,Nantes,23,1997,0.4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0
34,Ludovic Baal,gf  GUF,DF,Brest,34,1986,3.3,0,0,0,4,7,0,2,2,4,0,0,0,40,8,7,53.3
35,Loïc Bade,fr  FRA,DF,Lens,20,2000,29.0,11,1,1,44,17,1,6,52,38,0,0,0,337,130,65,66.7
36,Stéphane Bahoken,cm  CMR,FW,Angers,28,1992,18.0,4,0,0,31,29,19,19,11,13,0,0,0,69,20,62,24.4
37,Stefan Bajic,fr  FRA,GK,Saint-Étienne,18,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
38,Mitchel Bakker,nl  NED,DF,Paris S-G,20,2000,18.8,1,0,0,16,9,3,49,17,28,0,0,0,179,22,18,55.0
39,Dilane Bakwa,fr  FRA,"FW,MF",Bordeaux,17,2002,0.6,0,0,0,1,6,0,0,1,2,0,0,0,5,2,1,66.7
40,Leonardo Balerdi,ar  ARG,DF,Marseille,21,1999,18.2,6,1,0,31,27,2,1,34,21,0,0,0,157,36,36,50.0
41,Fodé Ballo-Touré,sn  SEN,DF,Monaco,23,1997,7.4,2,0,0,10,12,1,26,5,18,1,0,0,57,11,12,47.8
42,Abdoulaye Bamba,ci  CIV,DF,Angers,30,1990,15.0,2,0,0,14,7,0,37,18,17,0,1,0,120,10,11,47.6
43,Jonathan Bamba,fr  FRA,MF,Lille,24,1996,33.2,2,0,0,28,67,3,62,28,32,1,0,0,269,15,35,30.0
44,Robson Bambu,br  BRA,DF,Nice,22,1997,11.6,3,1,0,20,10,1,0,12,13,0,0,0,114,16,23,41.0
45,Simon Banza,fr  FRA,FW,Lens,23,1996,15.2,6,1,1,29,33,9,11,5,10,1,0,0,54,51,61,45.5
46,Danilo Barbosa,br  BRA,DF,Nice,24,1996,2.8,2,0,0,3,5,0,0,1,3,0,0,0,34,5,2,71.4
47,Melvin Bard,fr  FRA,DF,Lyon,19,2000,4.8,0,1,0,8,6,0,14,6,11,1,0,0,69,14,12,53.8
48,Toma Bašić,hr  CRO,MF,Bordeaux,23,1996,28.9,7,0,0,42,30,2,32,23,22,0,0,0,194,27,31,46.6
49,Cristian Battocchio,it  ITA,"MF,FW",Brest,28,1992,3.9,0,0,0,1,2,0,7,3,3,0,0,0,36,1,3,25.0
50,Paul Baysse,fr  FRA,DF,Bordeaux,32,1988,29.0,5,1,1,22,16,1,2,37,24,0,0,0,248,72,49,59.5
51,Erwan Belhadji,fr  FRA,MF,Dijon,19,2001,0.3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
52,Haris Belkebla,dz  ALG,MF,Brest,26,1994,30.3,7,1,0,39,32,0,13,37,50,0,1,0,273,26,39,40.0
53,Jean-Ricner Bellegarde,fr  FRA,"MF,FW",Strasbourg,22,1998,23.2,3,0,0,33,48,0,33,18,43,3,0,0,184,24,43,35.8
54,Sami Ben Amar,ma  MAR,MF,Nîmes,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
55,Hatem Ben Arfa,fr  FRA,"MF,FW",Bordeaux,33,1987,18.9,2,0,0,21,35,5,37,5,11,1,0,0,76,4,7,36.4
56,Salim Ben Seghir,fr  FRA,DF,Nice,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
57,Wissam Ben Yedder,fr  FRA,FW,Monaco,29,1990,29.0,3,0,0,12,39,18,22,10,14,2,0,0,135,37,92,28.7
58,Samy Benchama,fr  FRA,"MF,DF",Montpellier,20,2000,0.5,1,0,0,3,1,0,0,0,1,0,0,0,7,0,0,
59,Darío Benedetto,ar  ARG,FW,Marseille,30,1990,17.5,3,2,1,18,19,13,15,3,2,0,0,0,61,24,60,28.6
60,Walter Benítez,ar  ARG,GK,Nice,27,1993,38.0,3,0,0,0,3,0,0,0,0,0,0,0,150,0,0,
61,Loris Benito,ch  SUI,DF,Bordeaux,28,1992,29.5,7,1,0,40,17,2,33,40,33,0,1,0,232,46,31,59.7
62,Bilal Benkhedim,fr  FRA,FW,Saint-Étienne,19,2001,0.8,0,0,0,1,1,0,4,0,0,0,0,0,10,0,2,0.0
63,Djamel Benlamri,dz  ALG,DF,Lyon,30,1989,1.7,0,0,0,2,7,0,0,6,4,0,0,0,14,2,1,66.7
64,Yassine Benrahou,fr  FRA,MF,Nîmes,21,1999,13.8,2,0,0,8,25,0,32,6,8,0,0,0,109,5,25,16.7
65,Yassine Benzia,dz  ALG,"MF,FW",Dijon,25,1994,4.5,1,0,0,8,9,0,7,8,5,0,0,0,32,3,7,30.0
66,Valon Berisha,xk  KVX,MF,Reims,27,1993,18.3,2,0,0,16,16,1,20,17,27,0,0,0,145,14,13,51.9
67,Paul Bernardoni,fr  FRA,GK,Angers,23,1997,38.0,1,0,0,2,11,0,0,0,1,0,2,0,167,0,0,
68,Juan Bernat,es  ESP,DF,Paris S-G,27,1993,2.2,2,0,0,6,1,0,1,1,2,0,0,0,11,0,5,0.0
69,Dimitry Bertaud,fr  FRA,GK,Montpellier,22,1998,8.3,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,
70,Loïc Bessile,tg  TOG,DF,Bordeaux,21,1999,1.0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0.0
71,Giulian Biancone,fr  FRA,"DF,MF",Monaco,20,2000,1.0,1,0,0,1,2,0,8,0,2,0,0,0,17,5,3,62.5
72,El Bilal Touré,ml  MLI,"FW,MF",Reims,18,2001,13.8,4,0,0,43,13,11,2,5,14,0,0,0,50,65,93,41.1
73,Ludovic Blas,fr  FRA,"MF,FW",Nantes,22,1997,31.0,5,0,0,52,50,5,23,30,33,1,0,0,255,15,50,23.1
74,Antonin Bobichon,fr  FRA,"MF,FW",Angers,24,1995,10.1,0,0,0,14,16,0,17,10,14,1,0,0,74,8,10,44.4
75,Quentin Boisgard,fr  FRA,"MF,FW",Lorient,23,1997,14.6,5,0,0,25,18,2,37,12,18,0,0,0,95,9,20,31.0
76,Sven Botman,nl  NED,DF,Lille,20,2000,36.8,2,0,0,14,25,2,1,38,30,0,0,0,382,122,54,69.3
77,Denis Bouanga,ga  GAB,"MF,FW",Saint-Étienne,25,1994,30.2,7,0,0,62,35,10,55,22,43,1,0,1,164,71,97,42.3
78,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,20,1999,19.3,9,0,0,29,22,6,9,18,40,1,0,0,139,20,26,43.5
79,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,30,1990,7.2,2,0,0,8,10,1,22,8,5,0,0,0,59,5,11,31.3
80,Sofiane Boufal,ma  MAR,"FW,MF",Angers,26,1993,8.1,3,0,0,22,23,0,13,5,13,2,0,0,66,4,6,40.0
81,Farid Boulaya,dz  ALG,"MF,FW",Metz,27,1993,31.3,5,0,0,22,64,1,76,10,18,2,1,0,239,29,45,39.2
82,Ismaëlben Boura,fr  FRA,DF,Lens,19,2000,9.1,1,0,0,14,19,0,26,19,12,0,0,0,79,13,10,56.5
83,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,26,1994,28.4,8,0,0,26,10,3,73,23,26,0,0,0,235,17,37,31.5
84,John Boye,gh  GHA,DF,Metz,33,1987,33.8,6,2,1,32,21,2,0,57,39,0,0,2,261,59,46,56.2
85,Umut Bozok,tr  TUR,"FW,MF",Lorient,23,1996,0.7,0,0,0,0,6,0,0,0,0,0,0,0,7,1,2,33.3
86,Domagoj Bradarić,hr  CRO,DF,Lille,20,1999,14.0,4,0,0,17,13,0,35,19,17,0,1,0,143,23,26,46.9
87,Lilian Brassier,fr  FRA,DF,Brest,20,1999,10.7,3,0,0,19,12,0,4,19,15,0,0,0,94,35,15,70.0
88,Anthony Briançon,fr  FRA,DF,Nîmes,25,1994,13.6,4,0,0,8,9,1,1,21,9,0,0,0,138,23,24,48.9
89,Jimmy Briand,fr  FRA,FW,Bordeaux,34,1985,6.3,2,0,0,14,12,2,1,1,5,0,1,0,30,21,35,37.5
90,Dylan Bronn,tn  TUN,DF,Metz,25,1995,37.9,4,0,0,37,13,0,5,38,46,0,2,0,319,52,39,57.1
91,Lucas Buadés,fr  FRA,MF,Nîmes,22,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
92,Marcin Bułka,pl  POL,GK,Paris S-G,20,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
93,Jimmy Cabot,fr  FRA,"FW,MF",Angers,26,1994,10.5,1,0,0,16,12,1,21,13,16,0,0,0,88,1,11,8.3
94,Anthony Caci,fr  FRA,DF,Strasbourg,23,1997,31.1,0,0,0,33,14,0,64,57,60,0,0,0,264,35,48,42.2
95,Mathieu Cafaro,fr  FRA,"MF,FW",Reims,23,1997,23.0,3,0,0,29,39,5,55,19,20,0,0,0,151,7,23,23.3
96,Yannick Cahuzac,fr  FRA,MF,Lens,35,1985,25.0,9,0,0,31,22,2,10,30,20,0,0,1,213,36,31,53.7
97,Marc-Aurèle Caillard,fr  FRA,GK,Metz,26,1994,4.0,1,0,0,1,1,0,0,0,0,0,1,0,17,0,0,
98,Duje Ćaleta-Car,hr  CRO,DF,Marseille,23,1996,31.3,8,1,0,32,15,1,0,35,17,0,0,0,270,87,25,77.7
99,Mahdi Camara,fr  FRA,"MF,DF",Saint-Étienne,22,1998,36.6,4,0,0,50,41,0,28,57,71,0,0,0,318,48,31,60.8
100,Eduardo Camavinga,fr  FRA,MF,Rennes,17,2002,26.7,6,0,0,56,53,0,4,20,70,0,0,0,208,28,30,48.3
101,Pierrick Capelle,fr  FRA,"MF,DF",Angers,33,1987,22.8,2,0,0,31,18,4,24,39,32,0,1,0,214,40,50,44.4
102,Maxence Caqueret,fr  FRA,MF,Lyon,20,2000,19.6,4,1,1,31,26,0,12,30,59,0,0,0,178,15,12,55.6
103,Irvin Cardona,fr  FRA,"FW,MF",Brest,22,1997,22.5,2,0,0,18,15,17,36,9,4,1,0,0,73,24,33,42.1
104,Lionel Carole,fr  FRA,DF,Strasbourg,29,1991,14.9,2,0,0,17,18,1,35,32,26,0,0,0,151,28,7,80.0
105,Moreto Cassamã,gw  GNB,MF,Reims,22,1998,22.6,8,3,0,30,28,0,6,40,37,0,0,0,226,5,15,25.0
106,Jean-Charles Castelletto,cm  CMR,DF,Nantes,25,1995,21.6,4,0,0,33,8,0,2,29,14,0,2,0,191,56,31,64.4
107,Zeki Çelik,tr  TUR,DF,Lille,23,1997,26.5,8,0,0,56,15,2,46,33,37,0,0,1,198,36,25,59.0
108,Bersant Celina,xk  KVX,"MF,FW",Dijon,23,1996,25.5,5,1,0,15,20,3,48,15,11,0,1,0,157,4,24,14.3
109,Fabien Centonze,fr  FRA,DF,Metz,24,1996,35.8,9,0,0,43,56,3,94,66,55,0,1,0,321,58,33,63.7
110,Nassim Chadli,fr  FRA,"FW,MF",Nîmes,19,2001,0.3,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,
111,Fouad Chafik,ma  MAR,DF,Dijon,33,1986,18.0,5,0,0,17,24,1,31,20,28,0,1,1,146,23,20,53.5
112,Mehdi Chahiri,ma  MAR,"FW,MF",Strasbourg,24,1996,8.9,0,0,0,4,9,3,8,12,13,0,0,0,64,13,17,43.3
113,Aníbal Chalá,ec  ECU,DF,Dijon,24,1996,8.3,0,0,0,14,9,0,9,16,7,0,0,0,55,7,9,43.8
114,Trevoh Chalobah,eng  ENG,"DF,MF",Lorient,21,1999,24.9,5,0,0,20,26,0,12,63,28,0,0,0,219,40,35,53.3
115,Gaëtan Charbonnier,fr  FRA,"MF,FW",Brest,31,1988,17.4,4,0,0,26,21,10,18,10,18,0,0,0,88,31,49,38.8
116,Brendan Chardonnet,fr  FRA,DF,Brest,25,1994,30.2,3,1,0,32,24,0,6,46,33,0,1,0,219,82,47,63.6
117,Xavier Chavalerin,fr  FRA,MF,Reims,29,1991,28.3,8,0,0,38,6,3,13,36,64,0,0,0,196,14,17,45.2
118,Pape Cheikh Diop,sn  SEN,MF,Dijon,22,1997,12.1,5,0,0,42,24,0,1,6,17,1,0,0,127,11,14,44.0
119,Rayan Cherki,fr  FRA,"FW,MF",Lyon,16,2003,7.8,1,1,0,16,20,2,10,4,5,1,0,0,44,1,9,10.0
120,Pedro Chirivella,es  ESP,MF,Nantes,23,1997,25.3,4,0,0,25,18,0,7,38,19,0,0,0,254,13,26,33.3
121,Joris Chotard,fr  FRA,MF,Montpellier,18,2001,12.9,3,0,0,13,7,0,8,17,17,0,0,0,97,10,15,40.0
122,Mounir Chouiar,fr  FRA,"FW,MF",Dijon,21,1999,14.3,5,0,0,26,24,3,17,9,15,0,1,0,91,12,15,44.4
123,Sébastien Cibois,fr  FRA,GK,Brest,22,1998,3.0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,
124,Alexis Claude-Maurice,fr  FRA,"MF,FW",Nice,22,1998,21.2,2,0,0,25,53,1,26,13,25,0,0,0,110,7,23,23.3
125,Jonathan Clauss,fr  FRA,DF,Lens,27,1992,28.0,2,0,0,22,15,2,135,43,27,1,2,0,203,17,30,36.2
126,Marcus Coco,fr  FRA,"MF,FW",Nantes,24,1996,16.4,5,0,0,48,34,2,24,15,30,1,0,0,127,33,48,40.7
127,Racine Coly,sn  SEN,DF,Nice,24,1995,0.2,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,
128,Daniel Congré,fr  FRA,DF,Montpellier,35,1985,36.6,4,0,0,29,25,0,3,45,36,0,1,0,301,71,48,59.7
129,Sébastien Corchia,fr  FRA,DF,Nantes,29,1990,23.0,3,0,0,21,43,0,58,26,25,0,0,0,144,33,34,49.3
130,Maxwel Cornet,ci  CIV,"DF,FW",Lyon,23,1996,27.2,5,0,0,28,32,3,64,44,46,2,0,0,253,48,33,59.3
131,David Pereira da Costa,pt  POR,"MF,FW",Lens,19,2001,1.8,0,0,0,2,2,0,0,0,5,0,0,0,11,2,0,100.0
132,Charles Costes,fr  FRA,MF,Dijon,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,Benoît Costil,fr  FRA,GK,Bordeaux,33,1987,38.0,0,0,0,0,4,0,0,0,0,0,0,0,189,0,0,
134,Kalifa Coulibaly,ml  MLI,FW,Nantes,28,1991,10.9,2,0,0,13,10,11,9,3,6,0,0,0,35,70,77,47.6
135,Lassana Coulibaly,ml  MLI,"MF,FW",Angers,24,1996,18.7,4,1,0,27,30,0,5,36,56,0,0,0,202,25,30,45.5
136,Senou Coulibaly,ml  MLI,DF,Dijon,25,1994,21.5,6,1,1,17,15,0,0,40,23,0,0,0,158,40,44,47.6
137,Nicolas Cozza,fr  FRA,DF,Montpellier,21,1999,15.2,2,0,0,15,17,1,13,21,18,0,0,0,113,17,26,39.5
138,Adrián Cubas,py  PAR,MF,Nîmes,24,1996,24.9,6,1,1,35,17,0,4,57,62,0,0,0,292,6,24,20.0
139,Mickaël Cuisance,fr  FRA,MF,Marseille,20,1999,11.4,3,0,0,34,11,1,9,7,17,0,0,0,75,9,27,25.0
140,Damien Da Silva,fr  FRA,DF,Rennes,32,1988,29.6,7,1,0,30,21,0,7,40,18,0,1,0,278,88,28,75.9
141,Colin Dagba,fr  FRA,DF,Paris S-G,21,1998,15.1,3,0,0,20,9,3,32,12,13,0,1,0,96,4,14,22.2
142,Flavius Daniliuc,at  AUT,DF,Nice,19,2001,16.4,0,0,0,12,9,0,2,19,12,0,0,0,139,21,24,46.7
143,Dante,br  BRA,DF,Nice,36,1983,8.6,2,0,0,6,4,0,0,2,7,0,1,0,78,22,8,73.3
144,Jonathan David,ca  CAN,FW,Lille,20,2000,26.2,0,0,0,35,43,7,7,15,13,2,0,0,117,22,69,24.2
145,Mattia De Sciglio,it  ITA,DF,Lyon,27,1992,16.3,4,1,0,22,10,0,24,36,23,0,0,0,145,20,13,60.6
146,Thibault De Smet,be  BEL,DF,Reims,22,1998,5.5,3,0,0,11,6,0,9,5,8,0,1,0,52,11,13,45.8
147,Lucas Deaux,fr  FRA,"MF,DF",Nîmes,31,1988,19.5,4,1,0,35,20,3,21,14,38,0,1,0,221,37,31,54.4
148,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,35,1985,23.4,5,0,0,40,19,4,61,47,37,0,3,0,211,79,29,73.1
149,Romain Del Castillo,fr  FRA,"MF,FW",Rennes,24,1996,7.2,2,0,0,14,13,2,26,4,23,0,0,0,59,7,13,35.0
150,Thomas Delaine,fr  FRA,DF,Metz,28,1992,19.8,4,0,0,22,16,0,69,16,18,0,0,0,132,10,14,41.7
151,Jonathan Delaplace,fr  FRA,DF,Lorient,34,1986,10.1,1,1,0,16,7,1,27,20,12,0,0,0,96,6,11,35.3
152,Sacha Delaye,fr  FRA,MF,Montpellier,18,2002,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
153,Andy Delort,dz  ALG,FW,Montpellier,28,1991,27.6,4,0,0,53,42,19,92,4,15,1,0,0,141,128,112,53.3
154,Moussa Dembélé,fr  FRA,FW,Lyon,24,1996,7.5,3,0,0,17,7,7,2,2,3,0,0,0,34,16,26,38.1
155,Jason Denayer,be  BEL,DF,Lyon,25,1995,29.0,1,0,0,21,8,0,1,22,21,0,0,0,237,46,42,52.3
156,Kevin Denkey,tg  TOG,FW,Nîmes,19,2000,5.8,3,0,0,21,9,2,5,2,3,0,0,0,27,6,16,27.3
157,Memphis Depay,nl  NED,FW,Lyon,26,1994,32.5,4,0,0,32,54,12,99,9,6,2,0,0,157,16,32,33.3
158,Clément Depres,fr  FRA,MF,Nîmes,25,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,Ángel Di María,ar  ARG,"FW,MF",Paris S-G,32,1988,20.6,1,0,0,12,26,8,103,7,22,1,0,0,94,0,2,0.0
160,Boulaye Dia,sn  SEN,"FW,MF",Reims,23,1996,32.6,2,0,0,31,38,14,13,16,17,1,0,0,127,31,100,23.7
161,Abdou Diallo,sn  SEN,DF,Paris S-G,24,1996,16.6,3,2,1,17,9,1,10,17,15,0,0,0,142,24,15,61.5
162,Ibrahima Diallo,fr  FRA,MF,Brest,21,1999,4.9,1,0,0,8,8,0,3,3,8,0,0,0,44,2,3,40.0
163,Stéphane Diarra,fr  FRA,"FW,MF",Lorient,21,1998,2.2,1,0,0,4,4,3,13,0,1,0,0,0,18,2,2,50.0
164,Raphael Dias Belloli,br  BRA,"FW,MF",Rennes,23,1996,4.5,0,0,0,6,12,0,7,4,2,0,0,0,22,3,9,25.0
165,Krepin Diatta,sn  SEN,"MF,DF",Monaco,21,1999,4.3,3,0,0,3,8,3,8,1,2,0,0,0,33,7,8,46.7
166,Tristan Dingomé,cm  CMR,MF,Reims,29,1991,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
167,Sinaly Diomande,ci  CIV,DF,Lyon,19,2001,12.6,3,0,0,16,14,0,3,23,8,0,1,0,112,51,15,77.3
168,Lois Diony,fr  FRA,FW,Angers,27,1992,19.4,2,0,0,23,35,5,30,3,12,1,0,0,61,43,80,35.0
169,Sofiane Diop,fr  FRA,"MF,FW",Monaco,20,2000,22.5,4,0,0,33,56,4,24,16,41,0,0,0,218,22,28,44.0
170,Andy Diouf,fr  FRA,FW,Rennes,18,2002,0.1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,100.0
171,Yehvann Diouf,fr  FRA,GK,Reims,20,1999,1.5,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,
172,Assane Dioussé,sn  SEN,DF,Saint-Étienne,22,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
173,Axel Disasi,fr  FRA,DF,Monaco,22,1998,22.3,4,2,0,28,19,1,3,27,23,0,0,1,217,55,30,64.7
174,Tiago Djaló,pt  POR,DF,Lille,20,2000,9.7,4,1,1,15,9,1,6,11,17,0,0,0,84,11,7,61.1
175,Alexander Djiku,gh  GHA,"DF,MF",Strasbourg,25,1994,28.4,8,0,0,51,37,2,5,80,44,0,2,0,227,66,29,69.5
176,Mihai Dobre,ro  ROU,FW,Dijon,21,1998,5.9,0,0,0,5,6,2,6,9,8,0,0,0,38,14,10,58.3
177,Jeremy Doku,be  BEL,"MF,FW",Rennes,18,2002,25.7,1,1,0,36,69,6,69,12,38,0,0,0,175,8,15,34.8
178,Kasper Dolberg,dk  DEN,FW,Nice,22,1997,21.4,2,0,0,20,49,5,4,4,6,0,0,0,72,23,30,43.4
179,Keagan Dolly,za  RSA,MF,Montpellier,27,1993,5.0,2,0,0,5,3,2,4,4,8,0,0,0,36,1,7,12.5
180,Anastasios Donis,gr  GRE,MF,Reims,23,1996,1.1,0,1,0,3,0,3,3,0,0,0,0,0,2,1,0,100.0
181,Lucas Douath,fr  FRA,MF,Saint-Étienne,16,2003,14.7,8,0,0,33,28,0,3,22,28,0,0,0,170,21,15,58.3
182,Cheick Doucouré,ml  MLI,MF,Lens,20,2000,29.2,8,0,0,46,16,0,3,55,59,0,0,0,333,31,22,58.5
183,Fodé Doucouré,ml  MLI,DF,Reims,19,2001,3.7,0,0,0,4,1,0,4,4,1,0,0,0,32,2,4,33.3
184,Mahamadou Doucouré,fr  FRA,FW,Nîmes,20,2000,0.5,0,0,0,0,1,0,2,1,0,0,0,0,2,1,1,50.0
185,Moussa Doumbia,ml  MLI,"MF,FW",Reims,25,1994,10.0,1,0,0,8,31,2,21,16,3,0,0,0,84,2,18,10.0
186,Souleyman Doumbia,ci  CIV,DF,Angers,23,1996,24.7,8,0,0,32,16,0,35,40,34,1,1,1,191,29,21,58.0
187,Mouhamadou Drammeh,fr  FRA,MF,Reims,21,1999,1.9,1,0,0,1,4,0,0,2,1,0,0,0,17,2,6,25.0
188,Julian Draxler,de  GER,"MF,FW",Paris S-G,26,1993,11.8,3,0,0,8,13,4,22,16,7,0,0,0,59,6,3,66.7
189,Matthieu Dreyer,fr  FRA,GK,Lorient,31,1989,15.0,1,0,0,0,1,0,0,0,0,0,0,0,67,0,0,
190,Leo Dubois,fr  FRA,DF,Lyon,25,1994,32.3,3,0,0,21,33,2,129,30,34,1,1,0,327,36,23,61.0
191,Haris Duljević,ba  BIH,"MF,FW",Nîmes,26,1993,8.6,1,0,0,10,12,1,14,13,14,0,0,0,64,5,26,16.1
192,Jean-Kevin Duverne,fr  FRA,DF,Brest,23,1997,22.5,4,0,0,22,14,0,8,18,24,0,2,0,221,47,45,51.1
