,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
187,Mouhamadou Drammeh,fr  FRA,MF,Reims,21,1999,1.9,3,1.56,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
188,Julian Draxler,de  GER,"MF,FW",Paris S-G,26,1993,11.8,44,3.72,30,9,1,1,1,2,7,0.59,5,1,0,0,0,1
189,Matthieu Dreyer,fr  FRA,GK,Lorient,31,1989,15.0,1,0.07,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
190,Leo Dubois,fr  FRA,DF,Lyon,25,1994,32.3,116,3.60,68,36,3,4,5,0,10,0.31,4,2,1,1,2,0
191,Haris Duljević,ba  BIH,"MF,FW",Nîmes,26,1993,8.6,24,2.79,20,0,1,2,0,1,1,0.12,1,0,0,0,0,0
192,Jean-Kevin Duverne,fr  FRA,DF,Brest,23,1997,22.5,10,0.44,9,0,1,0,0,0,2,0.09,2,0,0,0,0,0
193,Eric Junior Dina Ebimbe,fr  FRA,"FW,MF",Dijon,19,2000,23.8,61,2.56,41,1,10,5,4,0,3,0.13,2,0,0,1,0,0
194,Enzo Ebosse,fr  FRA,DF,Angers,21,1999,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
195,Bruno Ecuele Manga,ga  GAB,DF,Dijon,32,1988,38.0,7,0.18,4,1,1,1,0,0,0,0.00,0,0,0,0,0,0
196,Hugo Ekitike,fr  FRA,"MF,FW",Reims,18,2002,1.0,2,2.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
197,Niclas Eliasson,se  SWE,"MF,FW",Nîmes,24,1995,20.0,52,2.60,25,21,2,1,3,0,4,0.20,3,1,0,0,0,0
198,Sepe Elye Wahi,fr  FRA,FW,Montpellier,17,2003,6.2,15,2.43,8,0,1,1,5,0,3,0.49,1,0,0,1,1,0
199,Renaud Emond,be  BEL,FW,Nantes,28,1991,3.9,9,2.29,2,0,0,2,4,1,1,0.25,0,0,0,0,1,0
200,Yoann Etienne,fr  FRA,DF,Lorient,23,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
201,Fábio,br  BRA,DF,Nantes,30,1990,16.7,28,1.67,22,3,0,0,3,0,3,0.18,2,0,0,0,1,0
202,Cesc Fàbregas,es  ESP,MF,Monaco,33,1987,9.7,47,4.82,28,16,2,0,1,0,5,0.51,5,0,0,0,0,0
203,Wout Faes,be  BEL,DF,Reims,22,1998,32.2,11,0.34,8,1,0,1,0,1,1,0.03,0,0,0,1,0,0
204,Romain Faivre,fr  FRA,"MF,FW",Brest,22,1998,32.1,150,4.67,74,37,12,8,17,2,14,0.44,5,4,1,2,2,0
205,Wuilker Faríñez,ve  VEN,GK,Lens,22,1998,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
206,Noah Fatar,fr  FRA,"FW,MF",Angers,18,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
207,Julien Faussurier,fr  FRA,DF,Brest,33,1987,10.6,31,2.92,24,3,0,2,0,2,5,0.47,5,0,0,0,0,0
208,Zinedine Ferhat,dz  ALG,"FW,MF",Nîmes,27,1993,32.9,113,3.44,71,11,14,5,10,2,22,0.67,16,0,2,1,3,0
209,Jordan Ferri,fr  FRA,MF,Montpellier,28,1992,28.6,56,1.96,47,0,0,1,3,5,6,0.21,5,0,0,0,0,1
210,Alexis Flips,fr  FRA,MF,Reims,20,2000,0.5,1,2.09,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
211,Alessandro Florenzi,it  ITA,DF,Paris S-G,29,1991,17.1,27,1.58,22,3,0,2,0,0,1,0.06,1,0,0,0,0,0
212,Mamadou Fofana,ml  MLI,"MF,DF",Metz,22,1998,11.9,5,0.42,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
213,Seko Fofana,ci  CIV,MF,Lens,25,1995,25.7,60,2.34,50,0,3,3,3,1,12,0.47,9,0,1,1,1,0
214,Wesley Fofana,fr  FRA,DF,Saint-Étienne,19,2000,3.5,3,0.86,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
215,Youssouf Fofana,fr  FRA,MF,Monaco,21,1999,31.9,65,2.04,45,9,5,1,3,2,9,0.28,6,1,1,0,1,0
216,Thomas Foket,be  BEL,DF,Reims,25,1994,36.9,45,1.22,40,3,0,0,1,1,4,0.11,3,0,0,0,1,0
217,Lamine Fomba,fr  FRA,MF,Nîmes,22,1998,24.2,30,1.24,25,0,3,0,1,1,2,0.08,2,0,0,0,0,0
218,Thomas Fontaine,mg  MAD,DF,Lorient,29,1991,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
219,José Fonte,pt  POR,DF,Lille,36,1983,35.4,26,0.73,23,0,0,1,2,0,2,0.06,0,0,0,1,1,0
220,Steven Fortes,cv  CPV,DF,Lens,28,1992,15.9,9,0.56,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
221,Yassin Fortune,fr  FRA,FW,Angers,21,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
222,Angelo Fulgini,fr  FRA,MF,Angers,23,1996,30.3,113,3.73,75,15,7,4,11,1,10,0.33,7,1,1,0,1,0
223,Baptiste Gabard,fr  FRA,MF,Saint-Étienne,20,2000,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
224,Idrissa Gana Gueye,sn  SEN,MF,Paris S-G,30,1989,17.6,46,2.62,37,0,3,0,2,4,4,0.23,3,0,1,0,0,0
225,Ignatius Ganago,cm  CMR,FW,Lens,21,1999,14.5,33,2.28,14,0,6,2,9,2,8,0.55,0,0,3,0,3,2
226,Yann Gboho,fr  FRA,"MF,FW",Rennes,19,2001,3.4,15,4.46,9,0,3,2,1,0,0,0.00,0,0,0,0,0,0
227,Valère Germain,fr  FRA,FW,Marseille,30,1990,9.5,5,0.53,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
228,Willem Geubbels,fr  FRA,"FW,MF",Monaco,18,2001,3.3,6,1.84,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
229,Andrei Girotto,br  BRA,"DF,MF",Nantes,28,1992,29.6,19,0.64,13,0,0,5,1,0,3,0.10,1,0,0,2,0,0
230,Aleksandr Golovin,ru  RUS,"MF,FW",Monaco,24,1996,11.9,49,4.13,20,23,3,2,0,1,12,1.01,6,5,0,0,0,1
231,Vagner Gonçalves,cv  CPV,"FW,MF",Metz,24,1996,10.7,32,2.98,17,3,3,1,7,1,5,0.47,3,0,1,0,1,0
232,Álvaro González,es  ESP,DF,Marseille,30,1990,31.5,13,0.41,9,0,0,1,2,1,4,0.13,1,0,0,1,1,1
233,Amine Gouiri,fr  FRA,"FW,MF",Nice,20,2000,30.5,121,3.96,75,13,9,8,9,7,14,0.46,4,3,1,2,2,2
234,Jonathan Gradit,fr  FRA,DF,Lens,27,1992,31.4,30,0.96,26,0,1,0,2,1,2,0.06,2,0,0,0,0,0
235,Andrew Gravillon,fr  FRA,DF,Lorient,22,1998,25.2,14,0.55,12,1,0,1,0,0,5,0.20,4,0,0,1,0,0
236,Adrian Grbić,at  AUT,FW,Lorient,23,1996,10.7,13,1.22,7,0,0,2,3,1,2,0.19,0,0,0,0,2,0
237,Etienne Green,fr  FRA,GK,Saint-Étienne,20,2000,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
238,Clément Grenier,fr  FRA,MF,Rennes,29,1991,12.0,46,3.84,29,14,0,1,2,0,6,0.50,4,1,0,0,1,0
239,Evann Guessand,fr  FRA,FW,Nice,19,2001,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
240,Kelyan Guessoum,fr  FRA,DF,Nîmes,21,1999,12.5,3,0.24,1,0,0,1,1,0,1,0.08,0,0,0,0,1,0
241,Lamine Gueye,sn  SEN,"FW,MF",Metz,22,1998,16.2,36,2.23,21,5,1,6,2,1,3,0.19,2,0,0,1,0,0
242,Pape Gueye,fr  FRA,MF,Marseille,21,1999,22.9,28,1.22,23,0,0,2,1,2,4,0.17,3,0,0,1,0,0
243,Frederic Guilbert,fr  FRA,DF,Strasbourg,25,1994,12.4,23,1.86,12,7,0,2,2,0,5,0.40,4,0,0,1,0,0
244,Bruno Guimarães,br  BRA,MF,Lyon,22,1997,19.5,57,2.92,51,1,1,1,1,2,10,0.51,8,1,0,0,1,0
245,Sehrou Guirassy,fr  FRA,FW,Rennes,24,1996,19.6,56,2.86,40,0,6,3,7,0,5,0.26,2,0,2,0,1,0
246,Malo Gusto,fr  FRA,MF,Lyon,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
247,Massadio Haïdara,ml  MLI,DF,Lens,27,1992,23.7,31,1.31,26,1,1,1,1,1,3,0.13,2,0,0,1,0,0
248,Pierre-Yves Hamel,fr  FRA,FW,Lorient,26,1994,9.4,20,2.12,15,0,0,2,1,2,3,0.32,2,0,0,1,0,0
249,Romain Hamouma,fr  FRA,FW,Saint-Étienne,33,1987,19.7,62,3.15,31,18,3,3,7,0,4,0.20,3,0,0,1,0,0
250,Dalbert Henrique,br  BRA,DF,Rennes,26,1993,4.1,7,1.69,6,0,1,0,0,0,1,0.24,1,0,0,0,0,0
251,Luis Henrique,br  BRA,"DF,FW",Marseille,18,2001,7.5,28,3.73,23,0,3,1,1,0,6,0.80,5,0,1,0,0,0
252,Christophe Hérelle,mq  MTQ,DF,Brest,27,1992,15.3,10,0.65,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0
253,Jérôme Hergault,fr  FRA,DF,Lorient,34,1986,18.1,14,0.78,10,0,0,0,4,0,1,0.06,0,0,0,0,1,0
254,Ander Herrera,es  ESP,MF,Paris S-G,30,1989,20.6,52,2.53,48,1,1,0,1,1,7,0.34,7,0,0,0,0,0
255,Vitorino Hilton,br  BRA,DF,Montpellier,42,1977,23.5,11,0.47,6,3,0,2,0,0,1,0.04,1,0,0,0,0,0
256,Franck Honorat,fr  FRA,"MF,FW",Brest,23,1996,27.3,105,3.84,71,19,7,4,2,2,10,0.37,5,2,0,2,0,1
257,Fraser Hornby,sco  SCO,FW,Reims,20,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
258,Adrien Hunou,fr  FRA,"FW,MF",Rennes,26,1994,6.5,12,1.83,8,0,0,2,2,0,0,0.00,0,0,0,0,0,0
259,Didier Ibrahim Ndong,ga  GAB,MF,Dijon,26,1994,29.0,27,0.93,26,0,0,0,0,1,1,0.03,1,0,0,0,0,0
260,Mauro Icardi,ar  ARG,FW,Paris S-G,27,1993,12.0,23,1.92,15,0,1,3,4,0,6,0.50,3,0,0,1,2,0
261,Jonathan Ikone,fr  FRA,"MF,FW",Lille,22,1998,24.2,61,2.52,38,1,11,5,3,3,12,0.50,6,0,2,3,1,0
262,Yun Il-lok,kr  KOR,"MF,FW",Montpellier,28,1992,3.5,7,2.02,6,1,0,0,0,0,1,0.29,1,0,0,0,0,0
263,Corentin Jean,fr  FRA,"FW,MF",Lens,25,1995,6.4,23,3.57,12,1,3,2,4,1,4,0.62,1,0,1,0,2,0
264,Jesé,es  ESP,FW,Paris S-G,27,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
265,Stevan Jovetić,me  MNE,"FW,MF",Monaco,30,1989,8.9,36,4.04,22,2,4,3,5,0,8,0.90,3,0,2,0,3,0
266,Abdoul Kader Bamba,fr  FRA,"FW,MF",Nantes,26,1994,10.2,42,4.12,27,7,4,0,3,1,3,0.29,2,0,1,0,0,0
267,Tino Kadewere,zw  ZIM,FW,Lyon,24,1996,22.3,61,2.73,42,0,3,7,7,2,12,0.54,8,0,1,0,2,1
268,Gaël Kakuta,cd  COD,"MF,FW",Lens,29,1991,26.6,93,3.50,59,17,8,3,3,3,11,0.41,9,1,0,0,1,0
269,Samuel Kalu,ng  NGA,"FW,MF",Bordeaux,22,1997,10.7,24,2.24,8,4,5,0,5,2,2,0.19,1,0,0,0,1,0
270,Aboubakar Kamara,mr  MTN,"FW,MF",Dijon,25,1995,6.2,18,2.91,10,0,3,2,3,0,1,0.16,1,0,0,0,0,0
271,Bingourou Kamara,sn  SEN,GK,Strasbourg,23,1996,8.0,4,0.50,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
272,Boubacar Kamara,fr  FRA,MF,Marseille,20,1999,32.2,63,1.96,49,1,3,2,5,3,7,0.22,5,0,0,0,2,0
273,Hassane Kamara,ci  CIV,DF,Nice,25,1994,32.9,53,1.61,42,0,4,2,4,1,1,0.03,1,0,0,0,0,0
274,Wilfried Kanga,fr  FRA,FW,Angers,22,1998,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
275,Eiji Kawashima,jp  JPN,GK,Strasbourg,37,1983,24.0,2,0.08,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
276,Moise Kean,it  ITA,FW,Paris S-G,20,2000,18.9,25,1.33,15,0,4,3,2,1,2,0.11,1,0,1,0,0,0
277,Thilo Kehrer,de  GER,DF,Paris S-G,23,1996,18.0,7,0.39,5,0,0,1,1,0,2,0.11,1,0,0,1,0,0
278,Habib Keita,ml  MLI,MF,Lyon,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
279,Saîf-Eddine Khaoui,tn  TUN,"FW,MF",Marseille,25,1995,6.7,7,1.04,5,0,1,1,0,0,1,0.15,1,0,0,0,0,0
280,Wahbi Khazri,tn  TUN,FW,Saint-Étienne,29,1991,13.1,35,2.67,25,4,1,1,3,1,2,0.15,0,0,0,0,2,0
281,Presnel Kimpembe,fr  FRA,DF,Paris S-G,24,1995,25.6,14,0.55,14,0,0,0,0,0,1,0.04,1,0,0,0,0,0
282,Randal Kolo Muani,fr  FRA,FW,Nantes,21,1998,33.7,88,2.61,54,0,15,3,13,3,16,0.48,5,0,5,2,4,0
283,Timothée Kolodziejczak,fr  FRA,DF,Saint-Étienne,28,1991,22.6,14,0.62,11,1,0,1,0,1,1,0.04,0,0,0,0,0,1
284,Ghislain Konan,ci  CIV,DF,Reims,24,1995,29.0,43,1.48,32,1,6,1,0,3,4,0.14,2,0,0,1,0,1
285,Moussa Konaté,sn  SEN,FW,Dijon,27,1993,13.3,19,1.43,12,0,2,2,2,1,4,0.30,1,0,1,2,0,0
286,Lamine Koné,ci  CIV,DF,Strasbourg,31,1989,11.6,4,0.35,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
287,Moussa Koné,sn  SEN,FW,Nîmes,23,1996,19.5,20,1.03,14,0,0,1,5,0,0,0.00,0,0,0,0,0,0
288,Laurent Koscielny,fr  FRA,DF,Bordeaux,34,1985,24.6,19,0.77,17,0,0,1,1,0,3,0.12,2,0,0,0,1,0
289,Boubakar Kouyaté,ml  MLI,DF,Metz,23,1997,21.8,6,0.27,5,0,0,0,0,1,1,0.05,0,0,0,0,0,1
290,Jean-Philippe Krasso,fr  FRA,FW,Saint-Étienne,23,1997,2.5,6,2.42,4,0,1,1,0,0,1,0.40,1,0,0,0,0,0
291,Layvin Kurzawa,fr  FRA,DF,Paris S-G,27,1992,14.2,20,1.41,17,0,0,0,3,0,2,0.14,1,0,0,0,1,0
292,Dereck Kutesa,ch  SUI,"MF,FW",Reims,22,1997,7.6,16,2.10,11,0,0,1,3,1,2,0.26,2,0,0,0,0,0
293,Enock Kwateng,fr  FRA,DF,Bordeaux,23,1997,11.5,22,1.91,21,0,0,0,1,0,1,0.09,1,0,0,0,0,0
294,Gaëtan Laborde,fr  FRA,"FW,MF",Montpellier,26,1994,36.2,78,2.16,56,0,7,9,4,2,17,0.47,11,0,2,3,1,0
295,Tom Lacoux,fr  FRA,MF,Bordeaux,18,2002,5.8,3,0.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
296,Alban Lafont,fr  FRA,GK,Nantes,21,1999,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
297,Kenny Lala,fr  FRA,DF,Strasbourg,28,1991,20.4,52,2.55,33,17,2,0,0,0,5,0.25,4,1,0,0,0,0
298,Loïck Landre,fr  FRA,DF,Nîmes,28,1992,18.1,7,0.39,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0
299,Julien Laporte,fr  FRA,DF,Lorient,26,1993,29.5,17,0.58,13,2,0,1,1,0,2,0.07,1,0,0,0,1,0
300,Gautier Larsonneur,fr  FRA,GK,Brest,23,1997,35.0,2,0.06,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
301,Paul Lasne,fr  FRA,MF,Brest,31,1989,18.7,18,0.96,15,1,0,0,1,1,2,0.11,2,0,0,0,0,0
302,Armand Lauriente,fr  FRA,"FW,MF",Lorient,21,1998,18.0,83,4.61,44,13,14,5,6,1,11,0.61,7,1,2,1,0,0
303,Wesley Lautoa,nc  NCL,"MF,DF",Dijon,32,1987,17.9,15,0.84,13,0,0,0,0,2,0,0.00,0,0,0,0,0,0
304,Jérémy Le Douaron,fr  FRA,"FW,MF",Brest,22,1998,9.1,16,1.76,12,0,0,1,3,0,4,0.44,3,0,0,0,1,0
305,Enzo Le Fée,fr  FRA,"MF,FW",Lorient,20,2000,20.2,55,2.73,34,10,3,3,4,1,7,0.35,3,3,0,1,0,0
306,Vincent Le Goff,fr  FRA,DF,Lorient,30,1989,25.6,43,1.68,35,3,2,1,1,1,0,0.00,0,0,0,0,0,0
307,Damien Le Tallec,fr  FRA,"MF,DF",Montpellier,30,1990,13.6,9,0.66,7,0,1,1,0,0,3,0.22,2,0,0,1,0,0
308,James Lea Siliki,cm  CMR,MF,Rennes,24,1996,2.8,7,2.47,5,0,1,1,0,0,1,0.35,1,0,0,0,0,0
309,Jean-Louis Leca,fr  FRA,GK,Lens,34,1985,36.8,5,0.14,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
310,Benjamin Lecomte,fr  FRA,GK,Monaco,29,1991,28.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
311,Pierre Lees-Melou,fr  FRA,MF,Nice,27,1993,22.9,51,2.22,34,2,4,5,2,4,4,0.17,3,0,0,1,0,0
312,Fabien Lemoine,fr  FRA,MF,Lorient,33,1987,21.5,26,1.21,24,1,0,0,0,1,0,0.00,0,0,0,0,0,0
313,Aaron Leya Iseka,be  BEL,FW,Metz,22,1997,11.2,21,1.87,14,0,3,0,4,0,1,0.09,0,0,1,0,0,0
314,Yanis Lhery,fr  FRA,"MF,FW",Saint-Étienne,17,2003,0.3,2,6.00,0,0,1,0,0,1,0,0.00,0,0,0,0,0,0
315,Dimitri Liénard,fr  FRA,MF,Strasbourg,32,1988,20.3,73,3.59,32,33,1,1,2,4,7,0.34,2,4,0,1,0,0
316,Isaac Lihadji,fr  FRA,"MF,DF",Lille,18,2002,2.2,11,5.05,8,2,0,0,0,1,2,0.92,2,0,0,0,0,0
317,Pol Lirola,es  ESP,DF,Marseille,22,1997,17.3,33,1.91,27,1,3,0,2,0,3,0.17,3,0,0,0,0,0
318,Anthony Lopes,pt  POR,GK,Lyon,29,1990,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
319,Rony Lopes,pt  POR,"FW,MF",Nice,24,1995,19.8,62,3.13,29,21,6,4,0,2,5,0.25,3,0,1,0,0,1
320,Maxime Lopez,fr  FRA,"FW,MF",Marseille,22,1997,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
321,Dion Lopy,sn  SEN,MF,Reims,18,2002,2.8,6,2.11,5,0,1,0,0,0,1,0.35,1,0,0,0,0,0
322,Jordan Lotomba,ch  SUI,DF,Nice,21,1998,23.6,29,1.23,26,0,1,0,1,1,5,0.21,3,0,0,0,1,1
323,Adrien Louveau,fr  FRA,"DF,MF",Lens,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
324,Imran Louza,fr  FRA,MF,Nantes,21,1999,26.4,50,1.89,31,12,0,2,2,3,3,0.11,1,1,0,1,0,0
325,Florentino Luís,pt  POR,MF,Monaco,20,1999,2.7,4,1.49,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
326,Yann M'Vila,fr  FRA,"MF,FW",Saint-Étienne,30,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
327,Yvann Macon,fr  FRA,DF,Saint-Étienne,21,1998,6.0,5,0.83,3,1,0,0,0,1,2,0.33,1,1,0,0,0,0
328,Hugo Magnetti,fr  FRA,MF,Brest,22,1998,6.7,11,1.64,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
329,Hicham Mahou,fr  FRA,DF,Nice,21,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
330,Habib Maïga,ci  CIV,MF,Metz,24,1996,29.9,69,2.31,54,1,4,3,4,3,11,0.37,7,0,2,1,1,0
331,Mike Maignan,fr  FRA,GK,Lille,24,1995,38.0,5,0.13,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
332,Josh Maja,ng  NGA,FW,Bordeaux,21,1998,8.9,15,1.68,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0
333,Radosław Majecki,pl  POL,GK,Monaco,20,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
334,Abdul Majeed Waris,gh  GHA,"FW,MF",Strasbourg,28,1991,6.1,6,0.98,1,0,0,2,3,0,0,0.00,0,0,0,0,0,0
335,Marco Majouga,fr  FRA,"FW,MF",Nîmes,19,2001,1.2,5,4.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
336,Adilson Malanda,fr  FRA,MF,Nîmes,18,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
337,Hianga Mananga Mbock,fr  FRA,MF,Brest,20,1999,5.1,4,0.79,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
338,Vincent Manceau,fr  FRA,DF,Angers,31,1989,25.7,28,1.09,23,5,0,0,0,0,1,0.04,0,1,0,0,0,0
339,Steve Mandanda,fr  FRA,GK,Marseille,35,1985,37.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
340,Reinildo Mandava,mz  MOZ,DF,Lille,26,1994,24.2,34,1.40,30,1,1,0,0,2,3,0.12,3,0,0,0,0,0
341,Thomas Mangani,fr  FRA,MF,Angers,33,1987,29.9,66,2.21,47,15,1,1,0,2,6,0.20,4,2,0,0,0,0
342,Vito Mannone,it  ITA,GK,Monaco,32,1988,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
343,Myziane Maolida,fr  FRA,"FW,MF",Nice,21,1999,12.0,32,2.67,22,0,5,2,2,1,4,0.33,1,0,1,1,1,0
344,Faitout Maouassa,fr  FRA,DF,Rennes,22,1998,13.0,19,1.46,14,0,0,3,0,2,2,0.15,1,0,0,1,0,0
345,Sekou Mara,fr  FRA,FW,Bordeaux,18,2002,2.5,4,1.57,2,0,1,1,0,0,2,0.79,2,0,0,0,0,0
346,Fernando Marçal,br  BRA,DF,Lyon,31,1989,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
347,Marcelo,br  BRA,DF,Lyon,33,1987,32.3,27,0.84,25,0,0,0,1,1,0,0.00,0,0,0,0,0,0
348,Dario Maresic,at  AUT,DF,Reims,20,1999,5.7,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
349,Jordan Marié,fr  FRA,MF,Dijon,28,1991,15.9,13,0.82,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0
350,Guillermo Maripán,cl  CHI,DF,Monaco,26,1994,23.2,13,0.56,11,0,0,0,0,2,2,0.09,1,0,0,0,0,1
351,Marquinhos,br  BRA,DF,Paris S-G,26,1994,23.6,14,0.59,13,0,0,1,0,0,5,0.21,4,0,0,1,0,0
352,Jonas Martin,fr  FRA,MF,Rennes,30,1990,5.4,10,1.87,9,0,0,0,1,0,2,0.37,2,0,0,0,0,0
353,Pablo Martinez,fr  FRA,DF,Nîmes,31,1989,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0
354,Gelson Martins,pt  POR,"MF,FW",Monaco,25,1995,17.2,45,2.61,32,0,5,3,4,1,8,0.46,4,0,1,1,2,0
355,Sylvain Marveaux,fr  FRA,"MF,FW",Lorient,34,1986,2.2,7,3.15,4,0,2,1,0,0,1,0.45,0,0,0,1,0,0
356,Pape Matar Sarr,sn  SEN,MF,Metz,17,2002,17.7,38,2.15,29,2,1,1,3,2,4,0.23,3,0,0,0,1,0
357,Eliot Matazo,be  BEL,MF,Monaco,18,2002,3.5,6,1.72,4,0,1,1,0,0,3,0.86,2,0,1,0,0,0
358,Chrislain Matsima,fr  FRA,DF,Monaco,18,2002,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
359,Tony Mauricio,fr  FRA,MF,Lens,26,1994,5.6,30,5.38,17,8,2,2,1,0,5,0.90,1,4,0,0,0,0
360,Stephy Mavididi,eng  ENG,"FW,MF",Montpellier,22,1998,22.6,42,1.86,22,1,6,5,7,1,5,0.22,1,0,2,2,0,0
361,Youssef Maziz,fr  FRA,"MF,FW",Metz,22,1998,2.9,11,3.85,6,3,1,0,1,0,0,0.00,0,0,0,0,0,0
362,Kylian Mbappé,fr  FRA,FW,Paris S-G,21,1998,26.4,107,4.05,69,0,19,7,10,2,28,1.06,13,0,7,2,5,1
363,Nathanael Mbuku,fr  FRA,"MF,FW",Reims,18,2002,24.6,60,2.44,42,4,3,4,6,1,6,0.24,3,0,0,2,1,0
364,Facundo Medina,ar  ARG,DF,Lens,21,1999,22.3,24,1.08,22,2,0,0,0,0,1,0.04,0,1,0,0,0,0
365,Farid El Melali,dz  ALG,"FW,MF",Angers,23,1997,4.6,12,2.61,5,0,2,1,3,1,3,0.65,1,0,1,0,1,0
366,Birger Meling,no  NOR,DF,Nîmes,25,1994,25.9,36,1.39,29,2,3,0,1,1,9,0.35,6,0,2,0,1,0
367,Houboulang Mendes,fr  FRA,DF,Lorient,22,1998,14.4,10,0.69,7,1,0,0,2,0,1,0.07,1,0,0,0,0,0
368,Pedro Mendes,pt  POR,DF,Montpellier,29,1990,18.1,6,0.33,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0
369,Thiago Mendes,br  BRA,MF,Lyon,28,1992,24.9,53,2.13,48,1,1,1,1,1,5,0.20,5,0,0,0,0,0
370,Batista Mendy,fr  FRA,MF,Nantes,20,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
371,Edouard Mendy,sn  SEN,GK,Rennes,28,1992,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
372,Mexer,mz  MOZ,DF,Bordeaux,31,1988,7.9,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
373,Clément Michelin,fr  FRA,DF,Lens,23,1997,12.8,28,2.18,20,5,0,2,0,1,4,0.31,4,0,0,0,0,0
374,Edouard Michut,fr  FRA,MF,Paris S-G,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
375,Florian Miguel,fr  FRA,DF,Nîmes,23,1996,17.1,3,0.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
376,Arkadiusz Milik,pl  POL,FW,Marseille,26,1994,13.6,22,1.62,13,0,3,3,2,1,4,0.30,3,0,1,0,0,0
