,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
15,2020-12-02,20:00,Champions Lg,Group stage,Wed,Home,L,1,3,fr  Paris S-G,1.2,2.8,45,,Harry Maguire,4-2-3-1,Daniele Orsato,Match Report,
16,2020-12-05,17:30,Premier League,Matchweek 11,Sat,Away,W,3,1,West Ham,1.7,2.0,60,2000.0,Harry Maguire,4-2-3-1,Andre Marriner,Match Report,
17,2020-12-08,21:00,Champions Lg,Group stage,Tue,Away,L,2,3,de  RB Leipzig,2.0,1.5,55,,Harry Maguire,3-4-1-2,Antonio Matéu Lahoz,Match Report,
18,2020-12-12,17:30,Premier League,Matchweek 12,Sat,Home,D,0,0,Manchester City,0.6,1.3,46,,Harry Maguire,4-2-3-1,Chris Kavanagh,Match Report,
19,2020-12-17,20:00,Premier League,Matchweek 13,Thu,Away,W,3,2,Sheffield Utd,1.9,1.5,60,,Harry Maguire,4-2-3-1,Michael Oliver,Match Report,
20,2020-12-20,16:30,Premier League,Matchweek 14,Sun,Home,W,6,2,Leeds United,3.6,1.8,41,,Harry Maguire,4-2-3-1,Anthony Taylor,Match Report,
21,2020-12-23,20:00,EFL Cup,Quarter-finals,Wed,Away,W,2,0,Everton,,,65,2000.0,Harry Maguire,4-2-3-1,Andy Madley,Match Report,
22,2020-12-26,12:30,Premier League,Matchweek 15,Sat,Away,D,2,2,Leicester City,1.7,0.9,46,,Harry Maguire,4-2-3-1,Mike Dean,Match Report,
23,2020-12-29,20:00,Premier League,Matchweek 16,Tue,Home,W,1,0,Wolves,1.5,0.5,58,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,
24,2021-01-01,20:00,Premier League,Matchweek 17,Fri,Home,W,2,1,Aston Villa,2.1,1.4,48,,Harry Maguire,4-2-3-1,Michael Oliver,Match Report,
25,2021-01-06,19:45,EFL Cup,Semi-finals,Wed,Home,L,0,2,Manchester City,,,40,,Harry Maguire,4-3-1-2,Martin Atkinson,Match Report,
26,2021-01-09,20:00,FA Cup,Third round proper,Sat,Home,W,1,0,Watford,,,66,,Scott McTominay,4-2-3-1,Andy Madley,Match Report,
27,2021-01-12,20:15,Premier League,Matchweek 1,Tue,Away,W,1,0,Burnley,1.2,0.9,62,,Harry Maguire,4-2-3-1,Kevin Friend,Match Report,
28,2021-01-17,16:30,Premier League,Matchweek 19,Sun,Away,D,0,0,Liverpool,1.1,1.2,35,,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,
29,2021-01-20,20:15,Premier League,Matchweek 18,Wed,Away,W,2,1,Fulham,1.7,0.9,62,,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,
30,2021-01-24,17:00,FA Cup,Fourth round proper,Sun,Home,W,3,2,Liverpool,,,42,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,
31,2021-01-27,20:15,Premier League,Matchweek 20,Wed,Home,L,1,2,Sheffield Utd,1.1,1.0,75,,Harry Maguire,4-2-3-1,Peter Bankes,Match Report,
32,2021-01-30,17:30,Premier League,Matchweek 21,Sat,Away,D,0,0,Arsenal,1.6,0.9,57,,Harry Maguire,4-2-3-1,Michael Oliver,Match Report,
33,2021-02-02,20:15,Premier League,Matchweek 22,Tue,Home,W,9,0,Southampton,4.7,0.5,74,,Harry Maguire,4-2-3-1,Mike Dean,Match Report,
34,2021-02-06,20:00,Premier League,Matchweek 23,Sat,Home,D,3,3,Everton,1.8,1.5,61,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,
35,2021-02-09,19:30,FA Cup,Fifth round proper,Tue,Home,W,1,0,West Ham,,,62,,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,Required Extra Time
36,2021-02-14,14:00,Premier League,Matchweek 24,Sun,Away,D,1,1,West Brom,0.5,1.0,73,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,
37,2021-02-18,18:55,Europa Lg,Round of 32,Thu,Neutral,W,4,0,es  Real Sociedad,3.0,0.7,41,,Harry Maguire,4-2-3-1,Sandro Schärer,Match Report,Leg 1 of 2
38,2021-02-21,19:00,Premier League,Matchweek 25,Sun,Home,W,3,1,Newcastle Utd,1.7,0.4,71,,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,
39,2021-02-25,20:00,Europa Lg,Round of 32,Thu,Neutral,D,0,0,es  Real Sociedad,0.6,1.4,57,,Bruno Fernandes,4-2-3-1,Lawrence Visser,Match Report,Leg 2 of 2; Manchester Utd won
40,2021-02-28,16:30,Premier League,Matchweek 26,Sun,Away,D,0,0,Chelsea,0.4,1.1,43,,Harry Maguire,4-2-3-1,Stuart Attwell,Match Report,
41,2021-03-03,20:15,Premier League,Matchweek 29,Wed,Away,D,0,0,Crystal Palace,0.9,0.9,63,,Harry Maguire,4-2-3-1,Andre Marriner,Match Report,
42,2021-03-07,16:30,Premier League,Matchweek 27,Sun,Away,W,2,0,Manchester City,1.7,1.3,34,,Harry Maguire,4-2-3-1,Anthony Taylor,Match Report,
43,2021-03-11,17:55,Europa Lg,Round of 16,Thu,Home,D,1,1,it  Milan,1.4,1.0,51,,Harry Maguire,4-2-3-1,Slavko Vinčič,Match Report,Leg 1 of 2
44,2021-03-14,19:15,Premier League,Matchweek 28,Sun,Home,W,1,0,West Ham,1.5,0.6,61,,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,
45,2021-03-18,21:00,Europa Lg,Round of 16,Thu,Away,W,1,0,it  Milan,0.8,0.9,49,,Harry Maguire,4-2-3-1,Felix Brych,Match Report,Leg 2 of 2; Manchester Utd won
46,2021-03-21,17:00,FA Cup,Quarter-finals,Sun,Away,L,1,3,Leicester City,,,52,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,
47,2021-04-04,19:30,Premier League,Matchweek 30,Sun,Home,W,2,1,Brighton,1.5,1.2,57,,Harry Maguire,4-2-3-1,Mike Dean,Match Report,
48,2021-04-08,21:00,Europa Lg,Quarter-finals,Thu,Away,W,2,0,es  Granada,2.2,0.4,66,,Harry Maguire,4-2-3-1,Artur Soares Dias,Match Report,Leg 1 of 2
49,2021-04-11,16:30,Premier League,Matchweek 31,Sun,Away,W,3,1,Tottenham,2.1,0.9,53,,Harry Maguire,4-2-3-1,Chris Kavanagh,Match Report,
50,2021-04-15,20:00,Europa Lg,Quarter-finals,Thu,Home,W,2,0,es  Granada,1.3,0.7,58,,Paul Pogba,4-2-3-1,István Kovács,Match Report,Leg 2 of 2; Manchester Utd won
51,2021-04-18,16:00,Premier League,Matchweek 32,Sun,Home,W,3,1,Burnley,2.5,0.9,69,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,
52,2021-04-25,14:00,Premier League,Matchweek 33,Sun,Away,D,0,0,Leeds United,1.2,0.3,56,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,
53,2021-04-29,20:00,Europa Lg,Semi-finals,Thu,Home,W,6,2,it  Roma,4.1,1.8,63,,Harry Maguire,4-2-3-1,Carlos del Cerro,Match Report,Leg 1 of 2
54,2021-05-06,21:00,Europa Lg,Semi-finals,Thu,Away,L,2,3,it  Roma,2.0,4.3,47,,Harry Maguire,4-2-3-1,Felix Brych,Match Report,Leg 2 of 2; Manchester Utd won
55,2021-05-09,14:05,Premier League,Matchweek 35,Sun,Away,W,3,1,Aston Villa,1.7,0.5,59,,Harry Maguire,4-2-3-1,Chris Kavanagh,Match Report,
56,2021-05-11,18:00,Premier League,Matchweek 36,Tue,Home,L,1,2,Leicester City,0.2,0.9,53,,Nemanja Matić,4-2-3-1,Craig Pawson,Match Report,
57,2021-05-13,20:15,Premier League,Matchweek 34,Thu,Home,L,2,4,Liverpool,1.9,2.7,53,,Bruno Fernandes,4-2-3-1,Anthony Taylor,Match Report,
58,2021-05-18,18:00,Premier League,Matchweek 37,Tue,Home,D,1,1,Fulham,0.9,0.9,57,10000.0,Bruno Fernandes,4-2-3-1,Lee Mason,Match Report,
59,2021-05-23,16:00,Premier League,Matchweek 38,Sun,Away,W,2,1,Wolves,2.0,0.9,43,4500.0,Nemanja Matić,4-2-3-1,Mike Dean,Match Report,
60,2021-05-26,21:00,Europa Lg,Final,Wed,Away,D,1  (10),1  (11),es  Villarreal,0.9,0.9,60,9412.0,Bruno Fernandes,4-2-3-1,Clément Turpin,Match Report,Villarreal won on penalty kicks following extra time
