,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2020-09-19,17:30,Premier League,Matchweek 2,Sat,Home,L,1,3,Crystal Palace,1.2,1.6,75,,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,
1,2020-09-22,20:15,EFL Cup,Third round,Tue,Away,W,3,0,Luton Town,,,58,,Harry Maguire,4-2-3-1,Tim Robinson,Match Report,
2,2020-09-26,12:30,Premier League,Matchweek 3,Sat,Away,W,3,2,Brighton,1.5,2.5,47,,Harry Maguire,4-2-3-1,Chris Kavanagh,Match Report,
3,2020-09-30,19:45,EFL Cup,Fourth round,Wed,Away,W,3,0,Brighton,,,49,,Juan Mata,4-2-3-1,Graham Scott,Match Report,
4,2020-10-04,16:30,Premier League,Matchweek 4,Sun,Home,L,1,6,Tottenham,0.9,3.4,39,,Harry Maguire,4-2-3-1,Anthony Taylor,Match Report,
5,2020-10-17,20:00,Premier League,Matchweek 5,Sat,Away,W,4,1,Newcastle Utd,2.3,0.9,63,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,
6,2020-10-20,21:00,Champions Lg,Group stage,Tue,Away,W,2,1,fr  Paris S-G,1.4,1.4,39,,Bruno Fernandes,3-4-1-2,Antonio Matéu Lahoz,Match Report,
7,2020-10-24,17:30,Premier League,Matchweek 6,Sat,Home,D,0,0,Chelsea,0.6,0.2,51,,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,
8,2020-10-28,20:00,Champions Lg,Group stage,Wed,Home,W,5,0,de  RB Leipzig,3.2,0.5,47,577.0,Harry Maguire,4-1-2-1-2◆,Matej Jug,Match Report,
9,2020-11-01,16:30,Premier League,Matchweek 7,Sun,Home,L,0,1,Arsenal,0.4,1.0,54,,Harry Maguire,4-1-2-1-2◆,Mike Dean,Match Report,
10,2020-11-04,20:55,Champions Lg,Group stage,Wed,Away,L,1,2,tr  Başakşehir,0.7,1.0,68,350.0,Harry Maguire,4-2-3-1,Davide Massa,Match Report,
11,2020-11-07,12:30,Premier League,Matchweek 8,Sat,Away,W,3,1,Everton,1.5,0.4,45,,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,
12,2020-11-21,20:00,Premier League,Matchweek 9,Sat,Home,W,1,0,West Brom,2.4,0.6,63,,Harry Maguire,4-2-3-1,David Coote,Match Report,
13,2020-11-24,20:00,Champions Lg,Group stage,Tue,Home,W,4,1,tr  Başakşehir,2.9,1.3,52,545.0,Harry Maguire,4-2-3-1,Ovidiu Hațegan,Match Report,
14,2020-11-29,14:00,Premier League,Matchweek 10,Sun,Away,W,3,2,Southampton,2.1,0.5,50,,Harry Maguire,4-3-1-2,Jonathan Moss,Match Report,
