,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-304,84,0,0,0,0,0,0,0,,0,8,1,12.5,0,3,5,0,0,0,0,1,1,0,0
1,Martin Braithwaite,9.0,dk  DEN,FW,29-283,6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2,Antoine Griezmann,7.0,fr  FRA,AM,29-359,68,1,1,0,1,0,1,3,33.3,2,21,8,38.1,0,9,12,0,0,0,0,1,2,1,0
3,Francisco Trincão,17.0,pt  POR,WB,21-076,22,1,0,0,1,0,0,1,0.0,1,10,1,10.0,0,5,5,1,0,0,1,0,1,0,0
4,Lionel Messi,10.0,ar  ARG,AM,33-264,90,1,1,0,1,0,0,0,,0,12,6,50.0,0,3,9,1,0,0,1,0,1,0,0
5,Pedri,16.0,es  ESP,"DM,AM",18-110,84,2,1,0,1,1,1,7,14.3,6,25,3,12.0,9,10,6,3,0,0,3,1,3,0,0
6,Riqui Puig,12.0,es  ESP,AM,21-214,6,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0
7,Sergio Busquets,5.0,es  ESP,DM,32-242,90,2,1,0,2,0,2,3,66.7,1,30,9,30.0,5,18,7,2,0,0,2,2,4,0,0
8,Jordi Alba,18.0,es  ESP,WB,31-359,90,3,3,2,1,0,1,3,33.3,2,19,10,52.6,8,4,7,1,0,0,1,0,3,2,0
9,Sergiño Dest,2.0,us  USA,WB,20-132,68,0,0,0,0,0,0,0,,0,13,3,23.1,1,6,6,2,0,0,2,1,1,0,0
10,Ilaix Moriba,27.0,es  ESP,"DM,AM",18-055,22,1,1,1,0,0,0,0,,0,7,1,14.3,2,3,2,0,0,0,0,0,1,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-271,90,1,1,0,0,1,0,1,0.0,1,10,1,10.0,5,2,3,2,0,0,2,0,1,5,0
12,Frenkie de Jong,21.0,nl  NED,CB,23-307,62,2,1,1,1,0,1,1,100.0,0,5,2,40.0,2,2,1,1,0,0,1,0,2,1,0
13,Ronald Araújo,4.0,uy  URU,CB,22-008,28,0,0,0,0,0,0,0,,0,4,1,25.0,2,2,0,1,0,0,1,0,0,2,0
14,Óscar Mingueza,28.0,es  ESP,CB,21-306,90,3,3,1,0,2,3,5,60.0,2,21,5,23.8,5,9,7,2,0,0,2,2,5,3,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-319,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
16,16 Players,,,,,990,17,13,5,8,4,9,24,37.5,15,187,51,27.3,39,77,71,16,0,0,16,8,25,14,0
