,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-304,84,38,37,1,0,0,13,0,2,1,0,0,0,30,7,1,19,18,1,0,0,33,0,0,1,1
1,Martin Braithwaite,9.0,dk  DEN,FW,29-283,6,5,5,0,0,0,1,0,0,0,0,0,0,3,1,1,3,1,1,0,0,5,0,0,0,0
2,Antoine Griezmann,7.0,fr  FRA,AM,29-359,68,55,54,1,0,0,21,2,2,1,0,0,1,49,3,3,48,6,1,0,0,52,0,0,0,0
3,Francisco Trincão,17.0,pt  POR,WB,21-076,22,8,8,0,0,0,1,0,0,0,0,0,0,7,0,1,6,1,1,0,0,7,0,0,0,0
4,Lionel Messi,10.0,ar  ARG,AM,33-264,90,95,90,5,1,2,25,2,2,3,1,1,0,80,10,5,88,7,0,0,0,81,0,0,2,7
5,Pedri,16.0,es  ESP,"DM,AM",18-110,84,87,84,3,1,1,25,1,0,2,0,0,1,76,5,6,14,71,1,0,0,80,0,1,0,1
6,Riqui Puig,12.0,es  ESP,AM,21-214,6,13,12,1,1,0,2,0,0,0,0,0,0,11,1,1,2,11,0,0,0,12,0,0,0,0
7,Sergio Busquets,5.0,es  ESP,DM,32-242,90,128,122,6,6,1,20,3,1,0,0,0,0,111,10,7,22,104,2,0,0,119,0,1,5,0
8,Jordi Alba,18.0,es  ESP,WB,31-359,90,85,79,6,0,1,13,2,2,0,0,0,0,63,15,7,64,15,0,6,0,79,1,1,1,0
9,Sergiño Dest,2.0,us  USA,WB,20-132,68,64,61,3,0,0,14,0,0,0,0,0,0,59,3,2,6,55,0,3,0,61,0,0,0,0
10,Ilaix Moriba,27.0,es  ESP,"DM,AM",18-055,22,34,33,1,1,0,7,0,0,0,0,0,0,33,0,1,10,23,0,0,1,33,0,0,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-271,90,102,101,1,0,0,10,3,2,0,0,0,0,87,8,7,84,12,4,1,0,97,0,0,1,0
12,Frenkie de Jong,21.0,nl  NED,CB,23-307,62,84,84,0,0,0,10,0,0,0,0,0,0,77,6,1,6,77,1,0,0,83,0,0,0,0
13,Ronald Araújo,4.0,uy  URU,CB,22-008,28,20,19,1,1,0,2,0,0,0,0,0,0,19,0,1,3,17,0,0,0,19,0,0,0,1
14,Óscar Mingueza,28.0,es  ESP,CB,21-306,90,93,89,4,1,0,7,0,0,0,0,0,0,85,5,3,8,79,2,3,0,88,0,0,0,2
15,Marc-André ter Stegen,1.0,de  GER,GK,28-319,90,27,21,6,0,0,1,1,0,0,0,0,0,18,3,6,5,18,0,0,4,22,0,0,0,0
16,16 Players,,,,,990,938,899,39,12,5,172,14,11,7,1,1,2,808,77,53,388,515,14,13,5,871,1,3,10,12
