,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-304,84,33,38,86.8,413,47,27,28,96.4,6,8,75.0,0,0,,0,0.1,1,1,3,0,4
1,Martin Braithwaite,9.0,dk  DEN,FW,29-283,6,5,5,100.0,43,9,4,4,100.0,0,0,,0,0,,0,0.0,0,0,0,0,0
2,Antoine Griezmann,7.0,fr  FRA,AM,29-359,68,52,55,94.5,677,84,37,39,94.9,10,11,90.9,3,3,100.0,0,0.0,1,4,1,0,2
3,Francisco Trincão,17.0,pt  POR,WB,21-076,22,7,8,87.5,82,31,6,6,100.0,1,1,100.0,0,1,0.0,1,0.0,1,0,0,0,0
4,Lionel Messi,10.0,ar  ARG,AM,33-264,90,81,95,85.3,1167,424,55,62,88.7,20,22,90.9,4,6,66.7,1,0.5,2,11,5,1,12
5,Pedri,16.0,es  ESP,"DM,AM",18-110,84,80,87,92.0,1240,178,47,50,94.0,23,23,100.0,7,10,70.0,1,0.5,2,6,3,0,8
6,Riqui Puig,12.0,es  ESP,AM,21-214,6,12,13,92.3,167,63,7,7,100.0,4,4,100.0,0,1,0.0,0,0.0,0,0,0,0,1
7,Sergio Busquets,5.0,es  ESP,DM,32-242,90,119,128,93.0,2036,479,56,59,94.9,52,54,96.3,8,12,66.7,1,0.0,1,13,1,0,4
8,Jordi Alba,18.0,es  ESP,WB,31-359,90,79,85,92.9,1275,400,40,42,95.2,32,34,94.1,6,8,75.0,0,0.3,1,2,4,1,8
9,Sergiño Dest,2.0,us  USA,WB,20-132,68,61,64,95.3,742,186,44,46,95.7,15,16,93.8,0,0,,0,0.0,0,3,2,0,5
10,Ilaix Moriba,27.0,es  ESP,"DM,AM",18-055,22,33,34,97.1,390,78,22,22,100.0,10,10,100.0,0,1,0.0,0,0.0,0,4,0,0,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-271,90,97,102,95.1,1704,532,45,48,93.8,42,44,95.5,9,9,100.0,0,0.0,0,8,1,1,5
12,Frenkie de Jong,21.0,nl  NED,CB,23-307,62,83,84,98.8,1506,483,27,28,96.4,52,52,100.0,3,3,100.0,0,0.0,0,12,0,0,0
13,Ronald Araújo,4.0,uy  URU,CB,22-008,28,19,20,95.0,340,85,8,9,88.9,9,9,100.0,2,2,100.0,0,0.0,0,0,0,0,0
14,Óscar Mingueza,28.0,es  ESP,CB,21-306,90,88,93,94.6,1383,397,41,41,100.0,39,41,95.1,6,7,85.7,0,0.0,0,9,1,0,3
15,Marc-André ter Stegen,1.0,de  GER,GK,28-319,90,22,27,81.5,567,340,6,6,100.0,10,11,90.9,6,10,60.0,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,871,938,92.9,13732,3816,472,497,95.0,325,340,95.6,54,73,74.0,4,1.5,9,73,21,3,53
