,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Rafa Mir,9.0,es  ESP,FW,23-270,90,0,0,0,3,3,0,0,0,0,1,0,0,4,1,2,33.3
1,Dani Escriche,23.0,es  ESP,FW,22-356,59,1,0,0,1,0,0,0,1,2,0,0,0,5,1,3,25.0
2,Sergio Gómez,10.0,es  ESP,"AM,CM,FW",20-192,31,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,
3,Mikel Rico,17.0,es  ESP,"CM,AM",36-131,90,0,0,0,0,0,0,1,2,1,0,0,0,5,0,0,
4,David Ferreiro,7.0,es  ESP,CM,32-348,77,0,0,0,1,1,0,1,0,0,0,0,0,7,0,0,
5,Javier Ontiveros,15.0,es  ESP,CM,23-187,13,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0
6,Idrissa Doumbia,2.0,ci  CIV,DM,22-335,59,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,
7,Jaime Seoane,20.0,es  ESP,DM,24-052,31,0,0,0,4,1,0,0,0,1,0,0,0,2,0,0,
8,Javi Galán,11.0,es  ESP,WB,26-116,90,0,0,0,0,3,0,0,1,2,0,0,0,4,0,0,
9,Pablo Maffeo,3.0,es  ESP,WB,23-246,77,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,
10,Pedro López Muñoz,19.0,es  ESP,WB,37-134,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
11,Pablo Insua,4.0,es  ESP,CB,27-187,77,1,0,0,4,0,0,0,0,2,0,0,0,4,1,1,50.0
12,Denis Vavro,25.0,sk  SVK,CB,24-339,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
13,Dimitris Siovas,18.0,gr  GRE,CB,32-180,90,0,0,0,1,0,0,0,4,0,0,0,0,6,0,0,
14,Jorge Pulido,14.0,es  ESP,CB,29-341,90,0,0,0,0,0,0,0,1,2,0,0,0,8,0,0,
15,Álvaro Fernández,1.0,es  ESP,GK,22-336,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
16,16 Players,,,,,990,2,0,0,16,10,0,8,11,12,1,0,0,64,4,7,36.4
