,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Rafa Mir,9.0,es  ESP,FW,23-270,90,30,0,6,14,12,5,26,0,1,0.0,0,0,18,145,89,3,1,1,1,0,39,18,46.2,1
1,Dani Escriche,23.0,es  ESP,FW,22-356,59,30,1,11,15,7,1,29,0,4,0.0,0,0,21,83,32,2,1,0,1,1,29,21,72.4,4
2,Sergio Gómez,10.0,es  ESP,"AM,CM,FW",20-192,31,27,0,6,12,12,2,27,1,1,100.0,1,0,23,79,54,4,1,0,1,0,26,23,88.5,1
3,Mikel Rico,17.0,es  ESP,"CM,AM",36-131,90,61,2,18,37,11,1,60,2,3,66.7,2,0,46,199,63,2,1,0,0,1,52,47,90.4,1
4,David Ferreiro,7.0,es  ESP,CM,32-348,77,41,1,12,25,11,2,38,5,6,83.3,6,0,37,230,140,6,3,1,2,1,36,28,77.8,2
5,Javier Ontiveros,15.0,es  ESP,CM,23-187,13,17,0,1,8,8,1,16,1,2,50.0,1,0,11,49,31,3,0,1,1,0,13,13,100.0,0
6,Idrissa Doumbia,2.0,ci  CIV,DM,22-335,59,35,3,12,22,2,0,35,0,0,,0,0,26,185,63,2,0,0,1,0,28,24,85.7,0
7,Jaime Seoane,20.0,es  ESP,DM,24-052,31,17,1,5,7,9,1,17,0,0,,0,0,15,100,87,2,2,0,1,0,20,14,70.0,2
8,Javi Galán,11.0,es  ESP,WB,26-116,90,62,4,26,28,15,1,56,3,4,75.0,3,0,47,277,129,5,0,0,1,2,45,42,93.3,3
9,Pablo Maffeo,3.0,es  ESP,WB,23-246,77,46,6,21,15,15,2,40,2,3,66.7,2,0,32,193,131,6,1,1,0,2,34,29,85.3,4
10,Pedro López Muñoz,19.0,es  ESP,WB,37-134,13,8,0,1,5,3,0,6,0,0,,0,0,3,3,3,0,1,0,0,0,6,5,83.3,0
11,Pablo Insua,4.0,es  ESP,CB,27-187,77,33,8,23,9,1,1,32,0,0,,0,0,24,81,20,0,0,0,0,0,24,24,100.0,0
12,Denis Vavro,25.0,sk  SVK,CB,24-339,13,6,0,4,3,0,0,6,0,0,,0,0,3,35,25,0,0,0,0,0,5,5,100.0,0
13,Dimitris Siovas,18.0,gr  GRE,CB,32-180,90,31,7,24,7,1,0,30,0,0,,0,0,13,55,41,1,1,0,0,0,11,11,100.0,0
14,Jorge Pulido,14.0,es  ESP,CB,29-341,90,51,8,32,18,5,1,50,0,0,,0,0,30,182,133,3,2,0,0,1,34,33,97.1,2
15,Álvaro Fernández,1.0,es  ESP,GK,22-336,90,21,18,21,0,0,0,15,0,0,,0,0,8,22,14,0,0,0,0,0,10,9,90.0,0
16,16 Players,,,,,990,516,59,223,225,112,18,483,14,24,58.3,15,0,357,1918,1055,39,14,4,9,8,412,346,84.0,20
