,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
285,Hyoran,br  BRA,MF,Bragantino,28,1993,26,1278,49,37.4,14.2,17,61,0,9,26,0,1.12,18,24,-6,-0.42,-0.25,19.6,17.2,+2.4,+0.17,+0.18
286,Igor,br  BRA,"MF,FW",Flamengo,18,2003,3,23,8,0.7,0.3,0,,0,3,8,6,3.00,0,1,-1,-3.91,-4.50,0.1,1.0,-0.9,-3.47,-4.28
287,Pedro Igor,br  BRA,FW,Ceará,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
288,André Inácio,br  BRA,FW,Flamengo,19,2002,1,45,45,1.3,0.5,0,,0,1,45,0,0.00,0,1,-1,-2.00,-2.59,1.4,0.9,+0.5,+0.98,+0.21
289,Isaac,br  BRA,MF,Atl Goianiense,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
290,Mauricio Isla,cl  CHI,DF,Flamengo,33,1988,6,341,57,10.0,3.8,4,76,2,2,20,4,1.33,4,3,+1,+0.26,-0.32,4.6,3.4,+1.2,+0.31,-0.52
291,Ivan,br  BRA,GK,Corinthians,24,1997,0,,,,,0,,0,0,,8,,,,,,,,,,,
292,Jadsom,br  BRA,MF,Bragantino,20,2001,29,1273,44,37.2,14.1,11,75,5,18,25,7,1.34,24,24,0,0.00,+0.42,19.7,19.4,+0.3,+0.02,-0.06
293,Jadson,br  BRA,MF,Juventude,28,1993,33,2618,79,76.5,29.1,32,82,17,1,4,1,0.52,20,55,-35,-1.20,-0.64,23.2,40.8,-17.7,-0.61,+0.06
294,Jailson,br  BRA,GK,América (MG),40,1981,12,1080,90,31.6,12.0,12,90,12,0,,0,1.25,11,13,-2,-0.17,-0.24,11.5,14.4,-2.9,-0.24,-0.20
295,Jair,br  BRA,MF,Atlético Mineiro,27,1994,31,2074,67,60.6,23.0,26,76,7,5,21,4,1.52,27,25,+2,+0.09,-0.31,31.1,21.8,+9.4,+0.41,-0.33
296,Jandrei,br  BRA,GK,São Paulo,28,1993,19,1648,87,48.2,18.3,19,87,18,0,,14,1.26,20,19,+1,+0.05,-0.55,24.3,20.3,+4.0,+0.22,+0.16
297,Vinícius Jaú,br  BRA,MF,Avaí,23,1998,1,10,10,0.3,0.1,0,,0,1,10,3,0.00,0,0,0,0.00,+0.69,0.0,0.1,-0.1,-0.54,-0.05
298,Pablo Javier García,uy  URU,FW,Coritiba,22,1999,1,8,8,0.2,0.1,0,,0,1,8,13,3.00,0,0,0,0.00,+0.55,0.2,0.3,-0.2,-1.73,-1.43
299,Jean,br  BRA,MF,Juventude,27,1994,25,1183,47,34.6,13.1,13,75,5,12,18,6,0.60,11,17,-6,-0.46,+0.91,14.4,17.5,-3.1,-0.24,+0.59
300,Jemerson,br  BRA,DF,Atlético Mineiro,29,1992,12,995,83,29.1,11.1,12,83,9,0,,3,1.75,13,6,+7,+0.63,+0.60,16.7,7.8,+8.9,+0.80,+0.37
301,Jenison,br  BRA,FW,Cuiabá,30,1991,10,326,33,9.5,3.6,3,63,0,7,19,5,0.40,2,4,-2,-0.55,-0.29,3.6,5.4,-1.9,-0.51,-0.37
302,Alexandre Jesus,br  BRA,"MF,DF",Fluminense,20,2001,5,66,13,1.9,0.7,0,,0,5,13,11,1.60,2,0,+2,+2.73,+2.19,2.1,0.2,+1.9,+2.58,+2.37
303,Joaquim,br  BRA,DF,Cuiabá,23,1998,25,2148,86,62.8,23.9,24,89,23,1,4,12,1.04,21,26,-5,-0.21,+0.22,27.3,29.5,-2.2,-0.09,+0.23
304,John,br  BRA,GK,Santos,25,1996,1,90,90,2.6,1.0,1,90,1,0,,28,1.00,0,0,0,0.00,-0.08,0.5,0.4,0.0,+0.05,+0.10
305,Jonas,br  BRA,MF,São Paulo,22,1999,1,25,25,0.7,0.3,0,,0,1,25,7,3.00,2,0,+2,+7.20,+6.91,0.4,0.0,+0.4,+1.52,+1.39
306,Felipe Jonatan,br  BRA,DF,Santos,23,1998,26,2071,80,60.6,23.0,24,84,19,2,22,9,1.31,30,23,+7,+0.30,+0.57,24.0,27.4,-3.3,-0.15,-0.25
307,Jonathan,br  BRA,DF,Botafogo (RJ),23,1998,1,45,45,1.3,0.5,1,45,0,0,,0,0.00,0,3,-3,-6.00,-6.03,0.1,1.1,-1.0,-1.97,-1.77
308,Jorge,br  BRA,DF,Palmeiras,25,1996,9,469,52,13.7,5.2,5,79,3,4,18,14,2.00,10,5,+5,+0.96,-0.08,10.6,5.3,+5.3,+1.02,+0.09
309,Jorginho,br  BRA,MF,Atl Goianiense,31,1991,30,1639,55,47.9,18.2,19,73,5,11,22,2,0.97,15,25,-10,-0.55,-0.14,23.8,21.4,+2.4,+0.13,+0.67
310,Jhonatan Jowjow,br  BRA,MF,Palmeiras,19,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
311,Jhojan Julio,ec  ECU,"FW,MF",Santos,23,1998,14,824,59,24.1,9.2,12,67,2,2,10,19,1.14,13,9,+4,+0.44,+0.47,14.0,12.2,+1.8,+0.19,+0.32
312,Emerson Júnior,br  BRA,GK,Internacional,21,2000,0,,,,,0,,0,0,,13,,,,,,,,,,,
313,Renato Junior,br  BRA,"FW,MF",Goiás,19,2002,17,496,29,14.5,5.5,3,72,1,14,20,15,0.94,9,13,-4,-0.73,-0.45,5.8,8.9,-3.0,-0.55,+0.19
314,Jussa,br  BRA,"MF,DF",Fortaleza,25,1996,12,629,52,18.4,7.0,7,73,1,5,24,6,0.92,5,10,-5,-0.72,-1.10,8.1,8.1,-0.1,-0.01,-0.06
315,Kaiky,br  BRA,DF,Santos,18,2004,1,90,90,2.6,1.0,1,90,1,0,,6,1.00,2,2,0,0.00,-0.08,2.2,1.5,+0.7,+0.71,+0.78
316,Kaio,br  BRA,MF,Coritiba,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
317,Kaique,br  BRA,GK,Palmeiras,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
318,Lucas Kal,br  BRA,MF,América (MG),25,1996,28,2164,77,63.3,24.0,26,83,17,2,9,5,1.50,21,23,-2,-0.08,-0.23,24.9,31.5,-6.6,-0.28,-0.46
319,Kanu,br  BRA,DF,Botafogo (RJ),24,1997,19,1447,76,42.3,16.1,16,85,13,3,27,15,1.21,14,21,-7,-0.44,-0.66,17.7,23.9,-6.2,-0.39,-0.28
320,Alan Kardec,br  BRA,"FW,MF",Atlético Mineiro,33,1989,12,257,21,7.5,2.9,0,,0,12,21,2,1.00,4,4,0,0.00,-0.23,7.5,2.7,+4.8,+1.70,+1.25
321,Kauan,br  BRA,FW,Bragantino,18,2003,1,25,25,0.7,0.3,0,,0,1,25,0,1.00,0,0,0,0.00,+0.27,0.5,0.8,-0.3,-1.21,-1.27
322,Kawan,br  BRA,DF,Botafogo (RJ),18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
323,Kawê,br  BRA,"MF,FW",América (MG),19,2002,2,31,16,0.9,0.3,0,,0,2,16,3,0.50,0,0,0,0.00,0.00,0.1,0.5,-0.4,-1.17,-1.07
324,Kayque,br  BRA,MF,Botafogo (RJ),21,2000,6,278,46,8.1,3.1,3,61,1,3,32,6,2.00,5,3,+2,+0.65,+0.76,4.6,4.9,-0.3,-0.11,+0.12
325,Renato Kayser,br  BRA,FW,Fortaleza,25,1996,6,163,27,4.8,1.8,0,,0,6,27,3,0.33,1,3,-2,-1.10,-1.35,2.5,2.1,+0.4,+0.23,+0.20
326,Gabriel Kazu,br  BRA,MF,Avaí,22,1999,1,4,4,0.1,0.0,0,,0,1,4,3,0.00,0,0,0,0.00,+0.69,0.0,0.0,0.0,-0.26,+0.23
327,Keiller,br  BRA,GK,Internacional,25,1996,15,1350,90,39.5,15.0,15,90,15,0,,21,1.88,20,13,+7,+0.47,-0.40,20.4,16.2,+4.2,+0.28,-0.01
328,Thalisson Kelven,br  BRA,DF,Juventude,23,1998,25,1800,72,52.6,20.0,20,87,18,5,14,11,0.72,14,34,-20,-1.00,+0.11,16.1,32.8,-16.7,-0.83,-0.45
329,Kelvi,br  BRA,MF,Juventude,19,2002,1,42,42,1.2,0.5,0,,0,1,42,3,0.00,1,2,-1,-2.14,-1.10,0.5,1.5,-1.0,-2.19,-1.59
330,Kelvin,br  BRA,"MF,FW",Atl Goianiense,24,1997,11,304,28,8.9,3.4,0,,0,11,28,9,0.73,2,5,-3,-0.89,-0.45,4.9,4.6,+0.3,+0.07,+0.32
331,Kelvyn,br  BRA,"FW,DF",Ceará,22,1999,2,56,28,1.6,0.6,0,,0,2,28,17,0.50,0,0,0,0.00,+0.19,0.3,0.6,-0.3,-0.42,-0.32
332,John Kennedy,br  BRA,"FW,MF",Fluminense,19,2002,6,141,24,4.1,1.6,0,,0,6,24,4,0.67,1,2,-1,-0.64,-1.27,2.9,2.1,+0.8,+0.51,+0.27
333,Keno,br  BRA,"FW,MF",Atlético Mineiro,32,1989,29,1855,64,54.2,20.6,22,74,5,7,33,0,1.34,20,15,+5,+0.24,+0.07,30.9,15.5,+15.5,+0.75,+0.47
334,Kevin,br  BRA,DF,Avaí,24,1997,32,2630,82,76.9,29.2,32,82,23,0,,2,0.81,26,46,-20,-0.68,0.00,31.8,46.4,-14.6,-0.50,-0.04
335,Kevyson,br  BRA,MF,Santos,17,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,
336,Khellven,br  BRA,DF,Atl Paranaense,20,2001,28,2103,75,61.5,23.4,22,89,21,6,25,5,1.61,33,28,+5,+0.21,+0.56,32.4,30.5,+1.9,+0.08,+0.30
337,Benjamín Kuscevic,cl  CHI,DF,Palmeiras,25,1996,5,296,59,8.7,3.3,3,90,3,2,13,16,2.60,6,2,+4,+1.22,+0.21,4.8,3.7,+1.1,+0.34,-0.66
338,Gabriel Lacerda,br  BRA,DF,Ceará,22,1999,25,1798,72,52.6,20.0,18,88,17,7,30,12,1.08,19,21,-2,-0.10,+0.18,22.7,28.9,-6.2,-0.29,-0.42
339,Anthony Landazuri,ec  ECU,DF,Fortaleza,24,1997,7,521,74,15.2,5.8,6,75,3,1,71,8,0.86,6,8,-2,-0.35,-0.62,6.8,7.6,-0.8,-0.14,-0.22
340,Thauan Lara,br  BRA,"DF,FW",Internacional,18,2004,7,345,49,10.1,3.8,4,74,2,3,17,17,1.29,5,4,+1,+0.26,-0.50,5.3,4.5,+0.8,+0.22,-0.07
341,Lázaro,br  BRA,"FW,MF",Flamengo,19,2002,21,821,39,24.0,9.1,10,67,1,11,13,3,1.76,18,8,+10,+1.10,+0.72,15.9,9.3,+6.6,+0.72,-0.07
342,Anderson Leite,br  BRA,MF,Juventude,28,1993,2,71,36,2.1,0.8,1,26,0,1,45,1,0.50,1,0,+1,+1.27,+2.37,0.7,1.7,-1.0,-1.24,-0.63
343,Vinícius Leite,br  BRA,MF,Avaí,28,1993,4,139,35,4.1,1.5,2,55,0,2,15,5,1.50,2,2,0,0.00,+0.71,2.4,1.6,+0.7,+0.48,+1.01
344,Bernanrdo Lemes,br  BRA,"MF,FW",Coritiba,20,2002,19,942,50,27.5,10.5,9,77,3,10,25,18,1.32,10,14,-4,-0.38,+0.24,9.4,12.7,-3.2,-0.31,-0.02
345,Marcos Leonardo,br  BRA,FW,Santos,18,2003,35,2882,82,84.3,32.0,34,84,22,1,27,0,1.26,35,36,-1,-0.03,-0.70,35.6,40.1,-4.4,-0.14,-0.58
346,Vitor Leque,br  BRA,"MF,DF",Juventude,21,2001,2,53,27,1.5,0.6,0,,0,2,27,1,0.00,0,0,0,0.00,+1.07,0.6,0.6,0.0,-0.03,+0.60
347,Lima,br  BRA,"FW,MF",Ceará,25,1996,31,1933,62,56.5,21.5,23,77,8,8,21,1,0.87,20,28,-8,-0.37,-0.43,23.6,28.4,-4.8,-0.22,-0.27
348,Anderson Lima,br  BRA,"MF,FW",São Paulo,22,1999,10,210,21,6.1,2.3,2,45,0,8,15,13,1.20,4,2,+2,+0.86,+0.55,3.5,1.8,+1.7,+0.74,+0.63
349,Leonardo Linck,br  BRA,GK,Atl Paranaense,20,2001,0,,,,,0,,0,0,,12,,,,,,,,,,,
350,Lincon,br  BRA,MF,Goiás,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
351,Rodrigo Lindoso,br  BRA,MF,Ceará,32,1989,13,862,66,25.2,9.6,10,79,5,3,23,0,1.15,8,11,-3,-0.31,-0.17,10.7,13.3,-2.6,-0.27,-0.22
352,Liziero,br  BRA,MF,Internacional,23,1998,14,505,36,14.8,5.6,5,72,2,9,16,11,2.00,5,4,+1,+0.18,-0.62,6.6,6.1,+0.5,+0.08,-0.23
353,David Loiola,br  BRA,DF,Ceará,19,2002,5,399,80,11.7,4.4,4,90,4,1,39,9,0.80,4,6,-2,-0.45,-0.30,5.1,7.2,-2.1,-0.47,-0.41
354,Marcelo Lomba,br  BRA,GK,Palmeiras,35,1986,3,270,90,7.9,3.0,3,90,3,0,,33,2.00,3,1,+2,+0.67,-0.39,4.0,3.3,+0.7,+0.24,-0.76
355,Kevin Lomónaco,ar  ARG,DF,Bragantino,20,2002,16,1115,70,32.6,12.4,12,88,11,4,15,18,1.13,13,24,-11,-0.89,-0.93,14.9,17.4,-2.5,-0.20,-0.39
356,José López,ar  ARG,FW,Palmeiras,21,2000,12,546,46,16.0,6.1,5,78,1,7,22,6,1.92,8,4,+4,+0.66,-0.44,9.0,6.9,+2.1,+0.35,-0.70
357,Henrique Lordelo,br  BRA,"MF,DF",Goiás,21,2000,5,123,25,3.6,1.4,2,47,0,3,10,14,1.40,2,4,-2,-1.46,-1.16,0.9,2.6,-1.7,-1.22,-0.53
358,Guillermo de los Santos,uy  URU,DF,Coritiba,30,1991,14,946,68,27.7,10.5,11,85,7,3,4,21,1.07,10,23,-13,-1.24,-0.95,11.9,15.7,-3.7,-0.36,-0.08
359,Lucão,br  BRA,GK,Bragantino,20,2001,1,90,90,2.6,1.0,1,90,1,0,,35,0.00,1,2,-1,-1.00,-0.76,0.4,2.2,-1.8,-1.84,-1.95
360,Lucas,br  BRA,DF,Santos,20,2001,20,1456,73,42.6,16.2,15,88,14,5,27,10,0.85,16,19,-3,-0.19,-0.46,24.3,21.8,+2.6,+0.16,+0.36
361,Ayrton Lucas,br  BRA,DF,Flamengo,24,1997,31,2560,83,74.9,28.4,28,87,25,3,40,2,1.71,48,29,+19,+0.67,+0.46,49.9,26.9,+23.0,+0.81,+0.12
362,João Lucas,br  BRA,"DF,MF",Cuiabá,23,1998,31,2139,69,62.5,23.8,24,82,16,7,23,1,1.19,13,24,-11,-0.46,-0.46,22.1,27.4,-5.2,-0.22,-0.11
363,André Luis,br  BRA,"FW,MF",Cuiabá,24,1997,33,1838,56,53.7,20.4,22,68,1,11,31,1,1.09,17,22,-5,-0.24,+0.10,21.9,25.9,-4.0,-0.19,-0.03
364,Filipe Luís,br  BRA,DF,Flamengo,36,1985,10,635,64,18.6,7.1,8,75,5,2,18,17,0.80,11,7,+4,+0.57,+0.02,13.4,6.1,+7.3,+1.03,+0.31
365,Victor Luis,br  BRA,DF,Ceará,28,1993,24,1412,59,41.3,15.7,14,86,11,10,21,7,0.67,10,17,-7,-0.45,-0.45,18.8,19.5,-0.7,-0.04,+0.10
366,André Luiz,br  BRA,GK,Ceará,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
367,David Luiz,br  BRA,DF,Flamengo,34,1987,19,1424,75,41.6,15.8,17,81,14,2,23,9,1.32,22,19,+3,+0.19,-0.62,25.9,16.8,+9.1,+0.58,-0.35
368,Luizão,br  BRA,DF,São Paulo,19,2002,14,991,71,29.0,11.0,11,82,9,3,30,17,1.43,16,14,+2,+0.18,-0.23,13.3,14.5,-1.2,-0.11,-0.35
369,Ryan Luka,br  BRA,FW,Flamengo,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
370,Vinícius Machado,br  BRA,GK,Ceará,21,2000,2,180,90,5.3,2.0,2,90,2,0,,9,1.00,1,1,0,0.00,+0.19,2.0,2.5,-0.5,-0.27,-0.18
371,Mádson,br  BRA,DF,Santos,30,1992,27,2139,79,62.5,23.8,25,82,17,2,46,0,1.30,28,23,+5,+0.21,+0.35,29.7,30.4,-0.7,-0.03,+0.05
372,Maguinho,br  BRA,"DF,MF",Goiás,29,1993,31,1941,63,56.8,21.6,22,83,18,9,13,2,1.13,19,32,-13,-0.60,-0.60,18.1,35.2,-17.0,-0.79,-0.18
373,Gustavo Maia,br  BRA,FW,Internacional,21,2001,1,15,15,0.4,0.2,0,,0,1,15,7,3.00,0,0,0,0.00,-0.71,0.2,0.0,+0.1,+0.90,+0.61
374,Leonardo Maia,br  BRA,MF,Bragantino,18,2003,1,25,25,0.7,0.3,0,,0,1,25,0,0.00,0,1,-1,-3.60,-3.36,,,,,
375,Pablo Maia,br  BRA,MF,São Paulo,20,2002,32,2053,64,60.0,22.8,22,83,17,10,23,4,1.41,31,23,+8,+0.35,+0.02,27.3,23.9,+3.4,+0.15,+0.02
376,Thiago Maia,br  BRA,MF,Flamengo,24,1997,24,1544,64,45.1,17.2,18,78,10,6,25,6,1.46,24,18,+6,+0.35,-0.37,32.5,15.3,+17.2,+1.00,+0.41
377,Maicky,br  BRA,MF,Coritiba,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
378,Maicon,br  BRA,DF,Santos,33,1988,23,1918,83,56.1,21.3,23,83,20,0,,1,1.22,18,23,-5,-0.23,-0.71,27.0,26.0,+1.0,+0.05,+0.21
379,Iago Maidana,br  BRA,DF,América (MG),25,1996,17,1035,61,30.3,11.5,12,80,9,5,15,11,1.76,13,7,+6,+0.52,+0.75,13.8,13.1,+0.8,+0.07,+0.25
380,Léo Mana,br  BRA,DF,Corinthians,17,2004,1,45,45,1.3,0.5,1,45,0,0,,2,0.00,0,0,0,0.00,-0.21,0.1,0.7,-0.5,-1.07,-1.08
381,Alef Manga,br  BRA,"FW,MF",Coritiba,27,1994,35,2426,69,70.9,27.0,30,75,8,5,37,0,1.11,28,39,-11,-0.41,+0.50,27.8,33.1,-5.3,-0.20,+0.34
382,Manoel,br  BRA,DF,Fluminense,31,1990,31,2448,79,71.6,27.2,31,79,20,0,,3,1.90,42,25,+17,+0.62,+0.16,35.7,23.1,+12.6,+0.46,+0.73
383,Gustavo Mantuan,br  BRA,"FW,DF",Corinthians,20,2001,14,863,62,25.2,9.6,10,75,4,4,28,1,1.79,11,10,+1,+0.10,-0.14,9.7,10.1,-0.5,-0.05,-0.06
384,Luis Manuel Orejuela,co  COL,DF,Atl Paranaense,26,1995,15,1166,78,34.1,13.0,15,78,6,0,,14,1.33,14,17,-3,-0.23,-0.35,12.0,15.9,-3.8,-0.30,-0.40
385,Maranhão,br  BRA,FW,Botafogo (RJ),19,2002,1,90,90,2.6,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,+0.05,,,,,
386,Fernando Marçal,br  BRA,DF,Botafogo (RJ),32,1989,18,1542,86,45.1,17.1,18,86,17,0,,0,1.56,19,16,+3,+0.18,+0.41,19.3,18.6,+0.7,+0.04,+0.48
387,Marcao,br  BRA,GK,Coritiba,21,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,
388,Marcelo,br  BRA,DF,Fortaleza,26,1996,31,2612,84,76.4,29.0,29,88,27,2,26,4,1.19,31,32,-1,-0.03,-0.93,31.5,35.5,-4.1,-0.14,-0.76
389,Marcinho,br  BRA,"FW,MF",Avaí,26,1995,15,521,35,15.2,5.8,5,63,0,10,21,17,0.80,4,9,-5,-0.86,-0.21,5.8,8.8,-3.0,-0.51,-0.02
390,Marcio,br  BRA,GK,Goiás,,,0,,,,,0,,0,0,,1,,,,,,,,,,,
391,Mariano,br  BRA,DF,Atlético Mineiro,35,1986,25,1732,69,50.6,19.2,19,87,17,6,15,7,1.48,22,18,+4,+0.21,-0.01,26.6,15.9,+10.7,+0.56,+0.04
392,Marinho,br  BRA,FW,Flamengo,31,1990,25,1381,55,40.4,15.3,16,74,2,9,22,8,1.58,28,14,+14,+0.91,+0.60,22.0,13.5,+8.5,+0.55,-0.38
393,Rodriguinho Marinho,br  BRA,"FW,MF",Cuiabá,33,1988,33,1481,45,43.3,16.5,16,69,3,17,22,3,1.03,14,21,-7,-0.43,-0.24,16.3,19.8,-3.4,-0.21,-0.05
394,Marlos,ua  UKR,"MF,FW",Atl Paranaense,33,1988,6,150,25,4.4,1.7,0,,0,6,25,9,0.67,1,5,-4,-2.40,-2.51,1.2,1.9,-0.7,-0.40,-0.39
395,Felipe Marques,br  BRA,"FW,MF",Cuiabá,32,1990,24,954,40,27.9,10.6,10,63,0,14,23,6,1.17,5,7,-2,-0.19,+0.14,11.6,13.1,-1.5,-0.14,+0.06
396,Gustavo Marques,br  BRA,DF,América (MG),20,2001,1,45,45,1.3,0.5,0,,0,1,45,8,1.00,1,1,0,0.00,0.00,1.3,0.7,+0.6,+1.23,+1.36
397,Marrony,br  BRA,"FW,MF",Fluminense,22,1999,10,178,18,5.2,2.0,0,,0,10,18,5,1.50,5,6,-1,-0.51,-1.14,3.0,2.7,+0.3,+0.13,-0.13
398,Matheus Martinelli,br  BRA,MF,Fluminense,20,2001,28,1619,58,47.3,18.0,17,81,8,11,22,10,1.96,33,22,+11,+0.61,+0.06,27.3,21.1,+6.2,+0.34,+0.17
399,Adrián Martínez,ar  ARG,"FW,MF",Coritiba,29,1992,22,1000,45,29.2,11.1,10,76,2,12,20,4,0.73,11,16,-5,-0.45,+0.15,13.4,15.9,-2.5,-0.22,+0.10
400,Emiliano Martínez,uy  URU,MF,Bragantino,22,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
401,Matheus Martins,br  BRA,"FW,MF",Fluminense,18,2003,30,1604,53,46.9,17.8,17,73,3,13,28,1,1.87,36,18,+18,+1.01,+0.81,23.9,15.1,+8.8,+0.50,+0.45
402,Wellington Martins,br  BRA,MF,Fluminense,31,1991,11,630,57,18.4,7.0,9,69,4,2,6,26,1.64,10,11,-1,-0.14,-0.88,7.0,9.4,-2.4,-0.35,-0.74
403,Gonzalo Mastriani,uy  URU,FW,América (MG),28,1993,11,468,43,13.7,5.2,3,75,0,8,30,4,1.27,8,5,+3,+0.58,+0.67,7.9,6.4,+1.5,+0.29,+0.46
404,Mateusão,br  BRA,"FW,MF",Flamengo,17,2004,8,227,28,6.6,2.5,2,57,0,6,19,3,1.38,4,3,+1,+0.40,-0.17,3.4,1.7,+1.7,+0.68,-0.10
405,Matheus,br  BRA,GK,Goiás,27,1994,0,,,,,0,,0,0,,28,,,,,,,,,,,
406,Caio Matheus,br  BRA,FW,São Paulo,21,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
407,William Matheus,br  BRA,DF,Juventude,31,1990,14,907,65,26.5,10.1,11,80,8,3,10,7,0.67,7,17,-10,-0.99,+0.08,8.1,13.5,-5.5,-0.54,+0.11
408,Matheusinho,br  BRA,"MF,FW",América (MG),23,1998,28,1375,49,40.2,15.3,13,76,4,15,26,0,1.46,14,17,-3,-0.20,-0.33,20.9,17.2,+3.6,+0.24,+0.58
409,Matheuzinho,br  BRA,DF,Flamengo,21,2000,28,2153,77,63.0,23.9,23,87,17,5,32,3,1.64,35,24,+11,+0.46,-0.25,36.8,21.1,+15.7,+0.66,-0.33
410,Diego Matos,br  BRA,DF,Avaí,25,1997,3,105,35,3.1,1.2,1,89,0,2,8,15,1.00,1,2,-1,-0.86,-0.18,0.9,1.4,-0.5,-0.47,+0.02
411,Mauricio,br  BRA,"FW,MF",Internacional,20,2001,32,1566,49,45.8,17.4,19,68,0,13,22,2,1.97,34,13,+21,+1.21,+0.92,27.1,20.4,+6.7,+0.38,+0.18
412,Mayke,br  BRA,"DF,FW",Palmeiras,29,1992,28,1466,52,42.9,16.3,15,79,6,13,22,5,2.18,26,16,+10,+0.61,-0.72,31.0,16.0,+15.0,+0.92,-0.03
413,Paulo Mazoti,br  BRA,GK,Santos,21,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,
414,Alexandre Melo,br  BRA,DF,Cuiabá,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
415,Bruno Melo,br  BRA,"DF,MF",Corinthians,29,1992,7,441,63,12.9,4.9,5,77,3,2,28,23,1.57,5,9,-4,-0.82,-1.18,4.3,7.9,-3.6,-0.74,-0.85
416,Felipe Melo,br  BRA,"DF,MF",Fluminense,38,1983,24,733,31,21.4,8.1,4,77,1,20,21,3,2.04,15,12,+3,+0.37,-0.27,10.6,11.2,-0.6,-0.08,-0.42
417,Vinicius Melo,br  BRA,GK,Cuiabá,22,1999,0,,,,,0,,0,0,,11,,,,,,,,,,,
418,Darlan Mendes,br  BRA,"MF,FW",Juventude,23,1998,5,119,24,3.5,1.3,1,45,0,4,19,14,0.60,0,3,-3,-2.27,-1.26,1.1,1.5,-0.4,-0.28,+0.36
419,Matheus Mendes,br  BRA,GK,Atlético Mineiro,22,1999,0,,,,,0,,0,0,,21,,,,,,,,,,,
420,Vitor Mendes,br  BRA,DF,Juventude,22,1999,19,1647,87,48.2,18.3,19,87,16,0,,4,0.65,14,31,-17,-0.93,+0.24,16.9,20.2,-3.3,-0.18,+0.85
421,Stiven Mendoza,co  COL,FW,Ceará,29,1992,29,2331,80,68.2,25.9,28,82,18,1,45,0,0.93,22,30,-8,-0.31,-0.39,30.5,31.1,-0.5,-0.02,+0.27
422,Ramon Menezes Roma,br  BRA,DF,Atl Goianiense,26,1995,14,1260,90,36.8,14.0,14,90,14,0,,2,1.14,16,17,-1,-0.07,+0.64,20.1,18.2,+1.9,+0.14,+0.56
423,Gabriel Menino,br  BRA,MF,Palmeiras,21,2000,27,918,34,26.8,10.2,6,77,1,21,22,7,2.26,19,6,+13,+1.27,+0.34,22.5,10.3,+12.2,+1.20,+0.35
424,Gabriel Mercado,ar  ARG,DF,Internacional,34,1987,26,2128,82,62.2,23.6,23,87,19,3,44,5,1.96,41,19,+22,+0.93,+0.58,37.0,26.2,+10.8,+0.46,+0.46
425,John Mercado,ec  ECU,FW,Atl Paranaense,19,2002,1,2,2,0.1,0.0,0,,0,1,2,3,3.00,0,0,0,0.00,0.00,0.0,0.1,-0.1,-4.08,-4.04
426,Miguel Merentiel,uy  URU,"FW,MF",Palmeiras,25,1996,9,238,26,7.0,2.6,2,59,0,7,17,12,2.11,4,1,+3,+1.13,+0.12,3.5,2.3,+1.2,+0.47,-0.51
427,Messias,br  BRA,DF,Ceará,27,1994,25,2067,83,60.4,23.0,24,85,21,1,25,2,1.16,22,22,0,0.00,+0.47,27.9,28.4,-0.5,-0.02,+0.21
428,Geovane Meurer,br  BRA,,Coritiba,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
429,Lucas Mezenga,br  BRA,DF,Botafogo (RJ),20,2001,4,283,71,8.3,3.1,2,90,2,2,52,7,1.50,5,2,+3,+0.95,+1.10,3.0,4.2,-1.1,-0.36,-0.15
430,Michel,br  BRA,DF,Ceará,31,1990,17,1066,63,31.2,11.8,12,80,5,5,21,17,1.00,7,15,-8,-0.68,-0.71,11.6,16.2,-4.6,-0.39,-0.41
431,Carlos Miguel,br  BRA,GK,Corinthians,23,1998,2,180,90,5.3,2.0,2,90,2,0,,18,3.00,4,2,+2,+1.00,+0.83,2.3,2.2,0.0,+0.02,+0.02
