,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
197,Marquinhos Gabriel,br  BRA,"MF,FW",Goiás,31,1990,8.4,1,0,0,6,17,3,20,1,6,0,0,0,37,5,7,41.7
198,Vitor Gabriel,br  BRA,"FW,MF",Juventude,22,2000,8.6,6,0,0,30,12,3,3,0,3,0,0,0,25,37,42,46.8
199,Matías Galarza,py  PAR,MF,Coritiba,19,2002,6.7,4,0,0,26,15,0,10,13,9,0,0,0,53,4,11,26.7
200,Matheus Galdezani,br  BRA,MF,Avaí,29,1992,3.2,3,0,0,10,4,0,4,6,8,0,0,0,16,1,5,16.7
201,Thiago Galhardo,br  BRA,"FW,MF",Fortaleza,32,1989,15.0,5,0,0,16,20,2,10,6,7,1,0,0,44,38,50,43.2
202,Giuliano Galoppo,ar  ARG,MF,São Paulo,22,1999,7.9,1,0,0,13,7,0,7,3,11,0,0,0,34,13,13,50.0
203,Léo Gamalho,br  BRA,FW,Coritiba,36,1986,18.4,2,0,0,24,35,7,6,0,6,1,0,0,36,66,65,50.4
204,Ganso,br  BRA,"MF,FW",Fluminense,32,1989,27.5,7,0,0,30,46,0,60,9,22,1,0,0,125,9,25,26.5
205,García,br  BRA,"DF,MF",Palmeiras,20,2002,1.1,1,0,0,0,1,0,1,2,0,0,0,0,4,3,1,75.0
206,Bryan García,ec  ECU,MF,Atl Paranaense,21,2001,3.1,2,0,0,4,4,0,1,2,4,0,0,0,28,0,4,0.0
207,Luan Garcia,br  BRA,DF,Palmeiras,28,1993,13.6,2,0,0,21,10,1,1,22,4,0,0,1,58,19,11,63.3
208,Gaspar,br  BRA,FW,Avaí,19,2002,0.4,0,0,0,0,1,1,1,1,2,0,0,0,2,0,0,
209,Rafael Gava,br  BRA,MF,Cuiabá,28,1993,22.7,2,0,0,29,22,4,178,15,17,0,0,0,131,22,25,46.8
210,Lucas Gazal,br  BRA,DF,Atl Goianiense,22,1999,14.5,1,1,0,19,2,1,3,16,4,0,0,0,51,33,21,61.1
211,Guilherme Gehring,br  BRA,MF,Juventude,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,Geovane,br  BRA,MF,Ceará,22,1999,6.1,4,0,0,19,13,0,6,5,4,0,0,0,35,5,7,41.7
213,Gil,br  BRA,DF,Corinthians,34,1987,22.7,4,0,0,13,7,3,0,29,13,0,1,0,116,62,24,72.1
214,Giovane,br  BRA,"FW,DF",Corinthians,18,2003,3.3,2,0,0,9,4,1,6,1,2,1,0,0,7,5,10,33.3
215,Giovani,br  BRA,"FW,MF",Palmeiras,18,2004,0.4,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0.0
216,Glédson,br  BRA,GK,Avaí,38,1983,5.0,2,0,0,0,3,0,0,0,0,0,0,0,4,0,1,0.0
217,Diego Godín,uy  URU,DF,Atlético Mineiro,35,1986,1.0,0,0,0,2,2,0,0,2,2,0,0,0,6,3,3,50.0
218,Bruno Gomes,br  BRA,MF,Coritiba,20,2001,16.6,3,0,0,29,48,0,21,23,21,0,0,0,94,9,13,40.9
219,João Gomes,br  BRA,MF,Flamengo,20,2001,20.9,8,0,0,54,49,0,11,26,51,0,0,0,130,13,18,41.9
220,Gustavo Gómez,py  PAR,DF,Palmeiras,28,1993,30.0,9,0,0,31,19,7,12,48,21,0,1,0,146,103,71,59.2
221,Aloísio dos Santos Gonçalves,cn  CHN,"FW,MF",América (MG),33,1988,10.5,4,0,0,37,18,10,6,4,8,0,0,0,30,8,27,22.9
222,Diego Gonçalves,br  BRA,FW,Botafogo (RJ),27,1994,5.4,2,0,0,8,7,2,22,2,3,0,0,0,23,11,12,47.8
223,Matheus Gonçalves,br  BRA,FW,Flamengo,16,2005,0.3,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,
224,Ricardo Goulart,br  BRA,"MF,FW",Santos,30,1991,4.5,2,0,0,6,8,0,6,1,3,0,0,0,17,8,6,57.1
225,Daniel Guedes,br  BRA,"DF,MF",Cuiabá,27,1994,8.8,4,0,0,12,5,3,85,15,9,0,0,0,36,7,10,41.2
226,Roger Guedes,br  BRA,"FW,MF",Corinthians,25,1996,28.3,6,0,0,17,56,10,27,3,3,0,0,0,86,33,35,48.5
227,Paolo Guerrero,pe  PER,FW,Avaí,38,1984,4.8,2,0,0,11,8,2,2,1,0,0,0,0,18,19,22,46.3
228,Guga,br  BRA,DF,Atlético Mineiro,23,1998,18.6,1,0,0,19,22,1,78,27,35,0,0,0,89,14,21,40.0
229,Gustavinho,br  BRA,MF,América (MG),20,2001,4.3,2,0,0,7,12,0,14,4,9,0,0,0,21,4,7,36.4
230,Habraão,br  BRA,DF,Fortaleza,20,2001,2.4,0,0,0,6,4,0,0,1,2,0,1,0,8,11,8,57.9
231,Hayner,br  BRA,DF,Atl Goianiense,26,1995,15.3,8,1,0,28,33,6,70,22,10,1,0,0,54,18,19,48.6
232,Heitor,br  BRA,DF,Internacional,21,2000,4.4,2,0,0,2,1,0,13,9,13,0,0,0,17,2,1,66.7
233,Thiago Heleno,br  BRA,DF,Atl Paranaense,33,1988,12.7,4,1,0,11,4,0,1,23,6,0,0,0,59,16,19,45.7
234,Helinho,br  BRA,"FW,MF",Bragantino,21,2000,19.0,8,0,0,36,21,4,69,19,15,0,0,0,108,9,17,34.6
235,Henrique,br  BRA,DF,Coritiba,35,1986,17.9,5,1,0,15,5,1,3,21,12,0,2,1,70,21,24,46.7
236,Arthur Henrique,br  BRA,DF,Atl Goianiense,27,1994,10.7,0,1,0,14,10,0,27,16,19,0,0,0,57,11,10,52.4
237,Bruno Henrique,br  BRA,"FW,MF",Flamengo,31,1990,6.8,3,0,0,11,20,8,11,4,8,0,0,0,28,13,11,54.2
238,Daniel Henrique,br  BRA,FW,Ceará,17,2004,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
239,Gustavo Henrique,br  BRA,DF,Flamengo,28,1993,3.8,0,0,0,5,0,0,0,5,3,0,0,0,11,13,2,86.7
240,Luis Henrique,br  BRA,"FW,MF",Botafogo (RJ),20,2001,2.9,1,0,0,4,3,2,6,3,1,0,0,0,17,2,0,100.0
241,Luiz Henrique,br  BRA,"FW,MF",Fluminense,21,2001,11.7,0,0,0,18,21,2,21,9,19,0,0,0,64,19,27,41.3
242,Paulo Henrique,br  BRA,"DF,MF",Juventude,25,1996,16.7,3,0,0,33,13,3,94,11,27,0,1,0,130,19,17,52.8
243,Hércules,br  BRA,"MF,FW",Fortaleza,21,2000,15.2,1,0,0,17,11,1,17,10,16,0,0,0,100,13,9,59.1
244,Nicolás Hernández,co  COL,DF,Atl Paranaense,24,1998,18.0,3,0,0,18,5,0,1,22,17,0,0,1,70,17,26,39.5
245,Victor Hugo,br  BRA,MF,Flamengo,17,2004,13.9,1,0,0,7,13,1,14,11,11,0,0,0,61,17,35,32.7
246,Vitor Hugo,br  BRA,FW,Goiás,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
247,Hulk,br  BRA,FW,Atlético Mineiro,35,1986,23.2,6,0,0,35,59,15,43,3,6,0,0,0,49,17,42,28.8
248,José Hurtado,ec  ECU,DF,Bragantino,20,2001,6.6,1,0,0,8,4,1,33,5,11,0,1,0,31,11,11,50.0
249,Hyoran,br  BRA,MF,Bragantino,28,1993,14.2,1,0,0,17,14,1,75,10,16,0,0,0,60,7,12,36.8
250,Igor,br  BRA,"MF,FW",Flamengo,18,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
251,André Inácio,br  BRA,FW,Flamengo,19,2002,0.5,0,0,0,0,2,0,1,0,0,0,0,0,6,1,0,100.0
252,Mauricio Isla,cl  CHI,DF,Flamengo,33,1988,3.8,0,0,0,3,2,0,13,6,3,0,1,0,19,7,8,46.7
253,Jadsom,br  BRA,MF,Bragantino,20,2001,14.1,7,0,0,27,9,0,3,34,18,0,0,0,98,6,7,46.2
254,Jadson,br  BRA,MF,Juventude,28,1993,29.1,9,1,0,39,50,1,31,24,46,0,0,0,181,7,18,28.0
255,Jailson,br  BRA,GK,América (MG),40,1981,12.0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
256,Jair,br  BRA,MF,Atlético Mineiro,27,1994,23.0,5,0,0,46,31,0,12,32,41,0,1,0,127,33,22,60.0
257,Jandrei,br  BRA,GK,São Paulo,28,1993,18.3,0,0,0,0,3,0,0,1,0,0,0,0,25,9,0,100.0
258,Vinícius Jaú,br  BRA,MF,Avaí,23,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
259,Pablo Javier García,uy  URU,FW,Coritiba,22,1999,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
260,Jean,br  BRA,MF,Juventude,27,1994,13.1,6,0,0,24,15,1,5,39,30,0,0,0,69,27,24,52.9
261,Jemerson,br  BRA,DF,Atlético Mineiro,29,1992,11.1,6,0,0,21,6,1,0,10,8,0,0,0,46,19,13,59.4
262,Jenison,br  BRA,FW,Cuiabá,30,1991,3.6,2,0,0,8,3,1,3,2,1,0,0,0,15,18,11,62.1
263,Alexandre Jesus,br  BRA,"MF,DF",Fluminense,20,2001,0.7,0,0,0,1,1,0,5,5,0,0,0,0,10,2,5,28.6
264,Joaquim,br  BRA,DF,Cuiabá,23,1998,23.9,4,0,0,27,20,1,4,36,28,0,0,0,140,91,32,74.0
265,John,br  BRA,GK,Santos,25,1996,1.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
266,Jonas,br  BRA,MF,São Paulo,22,1999,0.3,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,
267,Felipe Jonatan,br  BRA,DF,Santos,23,1998,23.0,3,0,0,25,21,2,95,34,17,0,0,0,156,23,28,45.1
268,Jonathan,br  BRA,DF,Botafogo (RJ),23,1998,0.5,0,0,0,1,0,0,0,1,1,0,0,0,2,1,4,20.0
269,Jorge,br  BRA,DF,Palmeiras,25,1996,5.2,1,0,0,5,10,0,18,3,8,0,0,1,25,8,9,47.1
270,Jorginho,br  BRA,MF,Atl Goianiense,31,1991,18.2,8,0,0,17,30,6,67,6,18,0,0,0,107,27,24,52.9
271,Jhojan Julio,ec  ECU,"FW,MF",Santos,23,1998,9.2,2,0,0,22,21,5,21,9,13,0,0,0,49,12,18,40.0
272,Renato Junior,br  BRA,"FW,MF",Goiás,19,2002,5.5,3,0,0,13,10,1,4,2,4,0,0,0,27,14,20,41.2
273,Jussa,br  BRA,"MF,DF",Fortaleza,25,1996,7.0,1,0,0,16,0,1,2,8,1,0,1,2,39,9,9,50.0
274,Kaiky,br  BRA,DF,Santos,18,2004,1.0,0,0,0,0,3,0,0,2,0,0,0,0,2,2,0,100.0
275,Lucas Kal,br  BRA,MF,América (MG),25,1996,24.0,4,0,0,28,10,0,3,32,19,0,0,0,142,37,23,61.7
276,Kanu,br  BRA,DF,Botafogo (RJ),24,1997,16.1,5,0,0,15,11,0,1,23,10,0,0,0,73,42,25,62.7
277,Alan Kardec,br  BRA,"FW,MF",Atlético Mineiro,33,1989,2.9,0,0,0,6,4,0,0,0,1,0,0,0,7,14,12,53.8
278,Kauan,br  BRA,FW,Bragantino,18,2003,0.3,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,50.0
279,Kawê,br  BRA,"MF,FW",América (MG),19,2002,0.3,0,0,0,2,1,1,1,0,0,0,0,0,3,0,3,0.0
280,Kayque,br  BRA,MF,Botafogo (RJ),21,2000,3.1,3,0,0,8,11,1,2,2,5,0,0,0,22,3,5,37.5
281,Renato Kayser,br  BRA,FW,Fortaleza,25,1996,1.8,0,0,0,3,3,0,1,0,0,0,0,0,8,1,4,20.0
282,Gabriel Kazu,br  BRA,MF,Avaí,22,1999,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
283,Keiller,br  BRA,GK,Internacional,25,1996,15.0,2,0,0,1,6,0,0,0,0,0,1,0,5,8,0,100.0
284,Thalisson Kelven,br  BRA,DF,Juventude,23,1998,20.0,3,0,0,17,7,0,0,31,13,0,0,1,64,40,39,50.6
285,Kelvi,br  BRA,MF,Juventude,19,2002,0.5,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,
286,Kelvin,br  BRA,"MF,FW",Atl Goianiense,24,1997,3.4,0,0,0,0,4,1,20,1,3,0,0,0,13,2,8,20.0
287,Kelvyn,br  BRA,"FW,DF",Ceará,22,1999,0.6,0,0,0,2,0,0,2,0,1,0,0,0,3,0,0,
288,John Kennedy,br  BRA,"FW,MF",Fluminense,19,2002,1.6,3,0,0,5,1,0,1,1,0,0,0,0,1,3,8,27.3
289,Keno,br  BRA,"FW,MF",Atlético Mineiro,32,1989,20.6,5,0,0,21,30,7,101,3,20,0,0,0,77,13,11,54.2
290,Kevin,br  BRA,DF,Avaí,24,1997,29.2,3,0,0,34,20,3,184,37,40,0,0,0,185,32,25,56.1
291,Khellven,br  BRA,DF,Atl Paranaense,20,2001,23.4,1,0,0,36,21,0,137,39,25,0,1,0,104,12,20,37.5
292,Benjamín Kuscevic,cl  CHI,DF,Palmeiras,25,1996,3.3,1,0,0,0,3,1,0,9,4,0,0,0,10,10,5,66.7
293,Gabriel Lacerda,br  BRA,DF,Ceará,22,1999,20.0,4,0,0,14,3,0,6,21,14,0,1,0,91,49,31,61.3
294,Anthony Landazuri,ec  ECU,DF,Fortaleza,24,1997,5.8,1,0,0,15,6,0,5,8,4,1,0,0,30,6,9,40.0
295,Thauan Lara,br  BRA,"DF,FW",Internacional,18,2004,3.8,2,0,0,6,6,0,5,4,6,0,0,0,13,5,5,50.0
296,Lázaro,br  BRA,"FW,MF",Flamengo,19,2002,9.1,2,0,0,17,17,3,23,3,7,0,0,0,33,11,16,40.7
297,Anderson Leite,br  BRA,MF,Juventude,28,1993,0.8,0,0,0,3,1,0,1,4,1,0,0,0,5,1,0,100.0
298,Vinícius Leite,br  BRA,MF,Avaí,28,1993,1.5,0,0,0,1,2,0,5,6,2,0,0,0,10,0,6,0.0
299,Bernanrdo Lemes,br  BRA,"MF,FW",Coritiba,20,2002,10.5,1,0,0,20,17,0,6,16,15,0,0,0,63,11,6,64.7
300,Marcos Leonardo,br  BRA,FW,Santos,18,2003,32.0,8,0,0,35,84,19,8,2,2,1,0,0,55,34,71,32.4
301,Vitor Leque,br  BRA,"MF,DF",Juventude,21,2001,0.6,2,1,1,2,3,1,1,0,0,0,0,0,1,1,1,50.0
302,Lima,br  BRA,"FW,MF",Ceará,25,1996,21.5,2,1,0,26,54,3,61,18,23,0,0,0,116,10,27,27.0
303,Anderson Lima,br  BRA,"MF,FW",São Paulo,22,1999,2.3,3,0,0,10,8,0,6,1,6,1,0,0,5,1,3,25.0
304,Rodrigo Lindoso,br  BRA,MF,Ceará,32,1989,9.6,6,0,0,12,13,0,4,7,7,0,0,0,50,18,10,64.3
305,Liziero,br  BRA,MF,Internacional,23,1998,5.6,3,0,0,15,10,0,7,7,12,0,0,0,39,1,5,16.7
306,David Loiola,br  BRA,DF,Ceará,19,2002,4.4,2,0,0,4,6,0,2,4,2,0,0,0,19,6,6,50.0
307,Marcelo Lomba,br  BRA,GK,Palmeiras,35,1986,3.0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
308,Kevin Lomónaco,ar  ARG,DF,Bragantino,20,2002,12.4,3,0,0,14,9,1,7,9,6,0,0,0,86,14,25,35.9
309,José López,ar  ARG,FW,Palmeiras,21,2000,6.1,3,0,0,7,6,7,3,1,2,0,0,0,15,17,22,43.6
310,Henrique Lordelo,br  BRA,"MF,DF",Goiás,21,2000,1.4,2,1,1,9,1,0,0,2,4,0,0,0,13,2,1,66.7
311,Guillermo de los Santos,uy  URU,DF,Coritiba,30,1991,10.5,2,1,0,5,5,0,4,17,12,0,0,0,52,28,17,62.2
312,Lucão,br  BRA,GK,Bragantino,20,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
313,Lucas,br  BRA,DF,Santos,20,2001,16.2,2,1,0,16,9,1,143,13,22,0,0,0,98,9,12,42.9
314,Ayrton Lucas,br  BRA,DF,Flamengo,24,1997,28.4,4,0,0,43,46,0,64,27,39,0,0,0,174,27,20,57.4
315,João Lucas,br  BRA,"DF,MF",Cuiabá,23,1998,23.8,8,1,1,38,27,2,84,33,46,0,2,0,113,19,30,38.8
316,Luciano,br  BRA,FW,São Paulo,28,1993,22.6,9,0,0,24,34,10,5,7,9,1,0,0,70,19,21,47.5
317,André Luis,br  BRA,"FW,MF",Cuiabá,24,1997,20.4,5,0,0,30,56,3,19,7,13,3,0,0,76,23,22,51.1
318,Filipe Luís,br  BRA,DF,Flamengo,36,1985,7.1,1,0,0,7,10,0,23,12,12,0,0,0,42,2,4,33.3
319,Victor Luis,br  BRA,DF,Ceará,28,1993,15.7,1,0,0,25,22,0,57,15,9,0,0,0,77,11,27,28.9
320,David Luiz,br  BRA,DF,Flamengo,34,1987,15.8,4,0,0,25,5,2,6,13,4,0,0,0,67,27,12,69.2
321,Luizão,br  BRA,DF,São Paulo,19,2002,11.0,5,0,0,11,4,0,1,10,10,0,0,0,41,21,19,52.5
322,Vinícius Machado,br  BRA,GK,Ceará,21,2000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,Mádson,br  BRA,DF,Santos,30,1992,23.8,5,0,0,19,20,1,55,32,25,0,0,0,82,47,34,58.0
324,Maguinho,br  BRA,"DF,MF",Goiás,29,1993,21.6,10,0,0,43,21,2,41,34,26,1,1,0,114,25,32,43.9
325,Gustavo Maia,br  BRA,FW,Internacional,21,2001,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,
326,Leonardo Maia,br  BRA,MF,Bragantino,18,2003,0.3,0,0,0,1,0,0,0,0,0,,,0,,,,
327,Pablo Maia,br  BRA,MF,São Paulo,20,2002,22.8,7,0,0,56,20,0,8,21,19,0,1,0,164,36,13,73.5
328,Thiago Maia,br  BRA,MF,Flamengo,24,1997,17.2,6,0,0,30,6,0,3,24,26,0,0,0,132,21,10,67.7
329,Maicon,br  BRA,DF,Santos,33,1988,21.3,2,0,0,8,7,2,16,29,20,0,0,0,112,60,43,58.3
330,Iago Maidana,br  BRA,DF,América (MG),25,1996,11.5,5,1,1,20,2,0,0,8,6,0,0,0,36,34,17,66.7
331,Léo Mana,br  BRA,DF,Corinthians,17,2004,0.5,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,100.0
332,Alef Manga,br  BRA,"FW,MF",Coritiba,27,1994,27.0,13,1,1,31,20,24,87,15,23,0,0,0,116,24,27,47.1
333,Manoel,br  BRA,DF,Fluminense,31,1990,27.2,5,2,1,22,21,0,5,22,12,0,1,0,100,29,46,38.7
334,Gustavo Mantuan,br  BRA,"FW,DF",Corinthians,20,2001,9.6,0,0,0,8,11,3,24,7,7,0,0,0,41,9,7,56.3
335,Luis Manuel Orejuela,co  COL,DF,Atl Paranaense,26,1995,13.0,1,0,0,17,19,0,37,10,14,0,0,0,68,19,17,52.8
336,Maranhão,br  BRA,FW,Botafogo (RJ),19,2002,1.0,1,0,0,2,1,0,2,0,1,,,0,,,,
337,Fernando Marçal,br  BRA,DF,Botafogo (RJ),32,1989,17.1,6,0,0,26,18,0,124,34,21,0,0,0,119,30,14,68.2
338,Marcelo,br  BRA,DF,Fortaleza,26,1996,29.0,5,0,0,23,19,0,4,52,20,0,2,0,144,94,42,69.1
339,Marcinho,br  BRA,"FW,MF",Avaí,26,1995,5.8,1,0,0,13,11,1,14,1,9,0,1,0,18,3,9,25.0
340,Mariano,br  BRA,DF,Atlético Mineiro,35,1986,19.2,5,0,0,19,13,1,78,23,30,0,0,0,133,15,17,46.9
341,Marinho,br  BRA,FW,Flamengo,31,1990,15.3,6,1,0,21,72,6,94,7,12,2,0,0,60,3,9,25.0
342,Rodriguinho Marinho,br  BRA,"FW,MF",Cuiabá,33,1988,16.5,0,0,0,15,23,6,8,4,6,0,0,0,72,28,42,40.0
343,Marlos,ua  UKR,"MF,FW",Atl Paranaense,33,1988,1.7,0,0,0,1,2,0,4,0,0,0,0,0,7,1,2,33.3
344,Felipe Marques,br  BRA,"FW,MF",Cuiabá,32,1990,10.6,1,0,0,11,19,4,38,13,7,1,0,0,39,7,15,31.8
345,Gustavo Marques,br  BRA,DF,América (MG),20,2001,0.5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0
346,Marrony,br  BRA,"FW,MF",Fluminense,22,1999,2.0,1,1,0,4,11,0,5,1,3,0,0,0,15,5,6,45.5
347,Matheus Martinelli,br  BRA,MF,Fluminense,20,2001,18.0,1,0,0,23,8,0,13,14,26,0,0,0,96,20,23,46.5
348,Adrián Martínez,ar  ARG,"FW,MF",Coritiba,29,1992,11.1,7,0,0,22,9,6,4,4,5,0,0,0,18,18,41,30.5
349,Matheus Martins,br  BRA,"FW,MF",Fluminense,18,2003,17.8,2,0,0,20,43,14,52,10,15,2,0,0,65,6,28,17.6
350,Wellington Martins,br  BRA,MF,Fluminense,31,1991,7.0,2,0,0,9,5,0,3,7,3,0,0,0,29,2,3,40.0
351,Gonzalo Mastriani,uy  URU,FW,América (MG),28,1993,5.2,1,0,0,9,7,1,1,0,2,1,0,0,15,9,24,27.3
352,Mateusão,br  BRA,"FW,MF",Flamengo,17,2004,2.5,1,0,0,2,4,1,2,0,0,1,0,0,5,8,8,50.0
353,William Matheus,br  BRA,DF,Juventude,31,1990,10.1,4,1,0,14,6,0,16,5,6,0,2,0,39,18,12,60.0
354,Matheusinho,br  BRA,"MF,FW",América (MG),23,1998,15.3,2,1,0,18,33,3,46,17,16,0,0,0,110,6,13,31.6
355,Matheuzinho,br  BRA,DF,Flamengo,21,2000,23.9,4,0,0,24,13,0,71,26,38,0,1,0,119,22,16,57.9
356,Diego Matos,br  BRA,DF,Avaí,25,1997,1.2,2,1,1,2,0,0,2,2,3,0,0,0,7,2,1,66.7
357,Mauricio,br  BRA,"FW,MF",Internacional,20,2001,17.4,2,0,0,7,30,2,43,16,8,0,0,0,84,7,21,25.0
358,Maycon,br  BRA,MF,Corinthians,24,1997,8.8,4,0,0,11,6,0,35,11,3,0,0,0,45,2,7,22.2
359,Mayke,br  BRA,"DF,FW",Palmeiras,29,1992,16.3,2,0,0,17,11,3,57,30,20,0,0,0,98,28,18,60.9
360,Bruno Melo,br  BRA,"DF,MF",Corinthians,29,1992,4.9,1,0,0,6,5,3,10,3,3,0,0,0,14,21,10,67.7
361,Felipe Melo,br  BRA,"DF,MF",Fluminense,38,1983,8.1,6,0,0,14,14,0,0,11,5,0,0,0,34,11,9,55.0
362,Darlan Mendes,br  BRA,"MF,FW",Juventude,23,1998,1.3,1,0,0,1,2,0,2,1,1,0,0,0,8,0,1,0.0
363,Vitor Mendes,br  BRA,DF,Juventude,22,1999,18.3,10,1,1,16,15,0,0,28,9,0,1,1,71,37,26,58.7
364,Stiven Mendoza,co  COL,FW,Ceará,29,1992,25.9,6,0,0,27,54,13,53,4,9,0,0,0,107,21,24,46.7
365,Ramon Menezes Roma,br  BRA,DF,Atl Goianiense,26,1995,14.0,2,0,0,10,0,0,0,15,3,0,0,0,66,46,25,64.8
366,Gabriel Menino,br  BRA,MF,Palmeiras,21,2000,10.2,3,1,0,13,19,1,39,12,16,0,0,0,64,17,14,54.8
367,Gabriel Mercado,ar  ARG,DF,Internacional,34,1987,23.6,9,1,1,23,19,2,4,30,21,1,0,0,91,38,35,52.1
368,John Mercado,ec  ECU,FW,Atl Paranaense,19,2002,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
369,Miguel Merentiel,uy  URU,"FW,MF",Palmeiras,25,1996,2.6,0,0,0,2,1,1,1,0,0,0,0,0,4,1,6,14.3
370,Messias,br  BRA,DF,Ceará,27,1994,23.0,4,0,0,23,7,0,1,23,8,0,1,0,69,75,14,84.3
371,Lucas Mezenga,br  BRA,DF,Botafogo (RJ),20,2001,3.1,1,0,0,5,1,1,0,8,4,0,1,0,21,11,4,73.3
372,Michel,br  BRA,DF,Ceará,31,1990,11.8,2,0,0,12,14,1,34,15,8,0,0,0,57,20,10,66.7
373,Carlos Miguel,br  BRA,GK,Corinthians,23,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
374,Fernando Miguel,br  BRA,GK,Fortaleza,36,1985,20.0,2,0,0,0,4,0,0,0,0,0,0,0,11,4,0,100.0
375,Miranda,br  BRA,DF,São Paulo,37,1984,12.8,4,0,0,14,9,0,0,13,15,0,0,0,63,21,25,45.7
376,Paulo Miranda,br  BRA,DF,Juventude,33,1988,16.4,4,0,0,18,7,0,0,22,4,0,3,1,63,52,28,65.0
377,Paulinho Moccelin,br  BRA,"MF,FW",Juventude,27,1994,4.3,2,2,0,14,8,2,14,4,7,0,0,0,25,4,11,26.7
378,Moisés,br  BRA,DF,Internacional,26,1995,6.5,5,0,0,9,8,1,15,6,8,0,0,0,42,9,4,69.2
379,Moises,br  BRA,"FW,MF",Fortaleza,25,1996,25.0,0,0,0,10,22,5,27,10,12,0,0,0,77,16,34,32.0
380,Rodrigo Moledo,br  BRA,DF,Internacional,34,1987,13.5,3,0,0,10,13,1,0,23,16,1,0,0,53,46,23,66.7
381,Jacob Montes,us  USA,MF,Botafogo (RJ),23,1998,1.0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,
382,Moraes,br  BRA,"DF,MF",Juventude,24,1997,15.2,4,0,0,12,15,3,53,31,19,0,0,0,103,14,18,43.8
383,Airton Moraes,br  BRA,GK,América (MG),27,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
384,Júnior Moraes,ua  UKR,FW,Corinthians,34,1987,4.5,1,0,0,10,5,0,2,2,4,0,0,0,10,6,9,40.0
385,Wesley Moraes,br  BRA,FW,Internacional,25,1996,3.3,1,0,0,6,6,3,0,0,0,0,0,0,7,7,9,43.8
386,Morato,br  BRA,"FW,MF",Avaí,29,1992,7.3,0,1,0,17,19,3,5,2,9,0,0,0,27,2,14,12.5
387,João Moreira,pt  POR,DF,São Paulo,17,2004,3.2,1,0,0,6,5,0,8,6,2,0,1,0,18,4,1,80.0
388,Lucas Moreira,br  BRA,"MF,FW",Cuiabá,21,2000,1.4,0,0,0,4,0,0,3,1,1,0,0,0,8,0,1,0.0
389,Gustavo Mosquito,br  BRA,"FW,MF",Corinthians,24,1997,12.6,1,0,0,9,26,1,51,4,4,0,0,0,55,3,14,17.6
390,Hugo Moura,br  BRA,MF,Atl Paranaense,24,1998,19.4,5,1,0,31,20,1,8,43,23,0,2,0,128,18,13,58.1
391,Alex Muralha,br  BRA,GK,Coritiba,32,1989,19.0,1,0,0,0,4,0,0,0,0,0,0,0,17,7,2,77.8
392,Muriqui,br  BRA,"FW,MF",Avaí,35,1986,14.3,2,0,0,15,30,6,12,10,6,1,0,0,44,12,21,36.4
393,Andrey Ramos do Nascimento,br  BRA,MF,Coritiba,23,1998,5.4,1,0,0,11,12,0,8,7,11,1,0,0,35,3,4,42.9
394,Matheus Nascimento,br  BRA,"FW,MF",Botafogo (RJ),17,2004,6.8,1,0,0,11,11,1,1,1,4,1,0,0,13,17,30,36.2
395,Natan,br  BRA,DF,Bragantino,20,2001,32.0,5,0,0,19,19,1,9,32,25,0,1,0,126,61,53,53.5
396,Léo Natel,br  BRA,FW,Corinthians,24,1997,0.3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0.0
397,Rafael Navarro,br  BRA,"FW,MF",Palmeiras,21,2000,8.0,0,0,0,35,12,6,6,0,9,0,0,0,24,18,46,28.1
