,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
22,Thonny Anderson,br  BRA,"MF,FW",Coritiba,24,1997,8.1,5,2,1,21,15,0,29,5,17,0,0,0,42,17,19,47.2
23,Andrey,br  BRA,MF,Avaí,19,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
24,Brayan Angulo,ec  ECU,"FW,MF",Santos,26,1995,5.3,0,0,0,2,7,4,1,1,2,0,0,0,17,7,18,28.0
25,Apodi,br  BRA,"MF,FW",Goiás,35,1986,10.1,3,0,0,21,17,2,12,4,5,1,0,0,38,17,24,41.5
26,Guilherme Arana,br  BRA,DF,Atlético Mineiro,24,1997,19.1,4,0,0,26,15,2,89,10,16,0,1,0,111,11,12,47.8
27,Willian Arão,br  BRA,"MF,DF",Flamengo,29,1992,10.2,1,0,0,12,6,0,4,17,4,0,0,0,59,22,15,59.5
28,Michel Araujo,uy  URU,"FW,MF",Fluminense,25,1996,0.9,1,0,0,1,5,0,7,0,3,0,0,0,8,1,2,33.3
29,Robert Arboleda,ec  ECU,DF,São Paulo,30,1991,8.0,1,0,0,9,3,0,0,6,6,0,0,0,29,37,11,77.1
30,Jhon Arias,co  COL,"FW,MF",Fluminense,24,1997,29.6,4,0,0,46,55,3,172,7,31,0,0,0,145,11,16,40.7
31,Artur,br  BRA,"FW,MF",Bragantino,23,1998,31.0,3,0,0,18,51,12,160,15,18,0,0,0,134,15,36,29.4
32,Eduard Atuesta,co  COL,MF,Palmeiras,24,1997,7.3,4,0,0,15,9,3,20,10,7,0,0,0,32,6,15,28.6
33,Felipe Augusto,br  BRA,FW,Corinthians,17,2004,0.8,0,0,0,4,4,0,0,0,0,0,0,0,0,1,2,33.3
34,Leo Augusto Pereira,br  BRA,"FW,MF",Atl Goianiense,21,2000,12.6,9,0,0,38,23,4,55,10,16,0,0,0,71,9,18,33.3
35,Renato Augusto,br  BRA,MF,Corinthians,33,1988,15.6,0,0,0,16,23,2,75,14,15,0,0,0,67,11,13,45.8
36,Auremir,br  BRA,MF,Goiás,30,1991,16.4,5,0,0,32,18,0,3,26,29,0,0,0,82,27,20,57.4
37,Auro,br  BRA,DF,Santos,26,1996,4.3,3,0,0,8,1,0,5,3,6,0,0,0,22,0,5,0.0
38,Danilo Avelar,br  BRA,DF,América (MG),32,1989,9.6,2,0,0,21,8,0,24,16,8,0,0,0,31,51,25,67.1
39,Felipe Azevedo,br  BRA,"MF,FW",América (MG),35,1987,25.3,3,1,1,34,32,3,50,14,18,0,0,0,129,47,46,50.5
40,Matheus Babi,br  BRA,"FW,MF",Atl Paranaense,24,1997,0.9,1,0,0,6,4,2,0,0,1,0,0,0,3,6,4,60.0
41,Pedro Bahia,br  BRA,MF,Goiás,19,2002,0.3,0,0,0,0,0,0,1,0,0,,,0,,,,
42,Fabrício Baiano,br  BRA,"FW,MF",Fortaleza,29,1992,0.6,0,0,0,1,1,0,8,1,2,0,0,0,5,2,7,22.2
43,Fabián Balbuena,py  PAR,DF,Corinthians,30,1991,12.0,2,0,0,8,4,0,0,12,11,0,1,0,73,27,16,62.8
44,Robson Bambu,br  BRA,DF,Corinthians,24,1997,4.4,0,0,0,3,4,0,0,8,7,0,0,0,22,4,4,50.0
45,Léo Baptistão,br  BRA,"FW,MF",Santos,29,1992,12.6,2,0,0,17,33,1,15,7,9,0,0,1,72,25,34,42.4
46,Gabriel Baralhas,br  BRA,MF,Atl Goianiense,23,1998,24.0,12,0,0,40,17,0,7,35,37,0,1,0,133,25,19,56.8
47,Danilo Barbosa,br  BRA,MF,Botafogo (RJ),25,1996,1.8,1,0,0,4,4,0,0,5,3,0,0,0,11,2,0,100.0
48,Gabriel Barbosa,br  BRA,FW,Flamengo,25,1996,22.7,11,1,1,10,19,17,34,2,5,1,0,0,53,4,6,40.0
49,Lucas Barbosa,br  BRA,"FW,MF",Santos,20,2001,8.6,4,1,1,25,28,4,14,10,19,0,0,0,54,28,31,47.5
50,Danilo Barcelos,br  BRA,"DF,MF",Goiás,30,1991,11.4,8,0,0,29,9,1,56,11,17,0,0,0,40,38,35,52.1
51,Leandro Barcia,uy  URU,FW,Atl Goianiense,29,1992,0.3,0,0,0,1,0,0,0,2,2,0,0,1,1,0,0,
52,Barreto,br  BRA,MF,Botafogo (RJ),26,1995,0.3,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,100.0
53,Fellipe Bastos,br  BRA,MF,Goiás,31,1990,9.6,10,1,0,22,14,0,35,11,11,0,1,0,81,10,8,55.6
54,Ramiro Benetti,br  BRA,"MF,FW",Corinthians,28,1993,6.1,3,0,0,8,5,2,4,6,7,1,0,0,28,11,17,39.3
55,Martín Benítez,ar  ARG,MF,América (MG),27,1994,8.4,2,0,0,7,24,1,63,5,6,0,0,0,54,7,6,53.8
56,Bento,br  BRA,GK,Atl Paranaense,22,1999,33.0,3,0,0,0,2,0,0,1,1,0,0,0,32,5,3,62.5
57,Lucas Beraldo,br  BRA,DF,São Paulo,18,2003,1.4,0,1,0,1,1,0,0,2,4,0,0,0,6,3,1,75.0
58,Eduardo de Biasi,br  BRA,MF,Avaí,25,1997,20.8,6,0,0,47,36,1,26,12,19,0,0,0,113,16,14,53.3
59,Pedro Bicalho,br  BRA,MF,Palmeiras,20,2001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
60,Raul Bicalho,br  BRA,DF,Corinthians,22,1999,18.7,3,0,0,16,19,0,5,32,15,0,1,0,101,35,27,56.5
61,Guilherme Bissoli,br  BRA,FW,Avaí,24,1998,27.1,6,0,0,52,28,12,15,13,14,1,0,0,59,37,73,33.6
62,Marcelo Boeck,br  BRA,GK,Fortaleza,37,1984,13.0,2,0,0,1,3,0,0,1,0,0,1,0,7,6,0,100.0
63,Ângelo Borges,br  BRA,"FW,MF",Santos,17,2004,17.0,5,0,0,19,37,3,51,6,6,1,0,0,78,4,14,22.2
64,Daniel Borges,br  BRA,DF,Botafogo (RJ),28,1993,20.8,4,1,1,21,13,1,115,17,18,0,0,0,118,12,20,37.5
65,Douglas Borges,br  BRA,GK,Botafogo (RJ),31,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
66,Marllon Borges,br  BRA,DF,Cuiabá,29,1992,33.4,3,0,0,27,16,1,2,35,31,0,2,0,170,67,46,59.3
67,Lucas Braga,br  BRA,"FW,MF",Santos,25,1996,23.1,3,0,0,24,71,4,49,15,19,0,0,0,91,24,29,45.3
68,David Braz,br  BRA,DF,Fluminense,34,1987,7.9,4,3,1,11,2,0,2,7,5,0,0,0,22,24,15,61.5
69,Breno,br  BRA,FW,Palmeiras,26,1996,3.7,2,0,0,5,9,3,14,1,2,1,0,0,20,7,9,43.8
70,Bressan,br  BRA,DF,Avaí,29,1993,20.6,5,0,0,25,9,0,0,22,7,0,1,0,92,31,37,45.6
71,Emanuel Brítez,ar  ARG,DF,Fortaleza,29,1992,20.0,1,0,0,37,12,4,6,30,32,0,0,0,95,31,25,55.4
72,Bruninho,br  BRA,"MF,FW",Juventude,21,2000,1.3,0,0,0,4,5,0,7,1,0,0,0,0,11,1,1,50.0
73,Bruno,br  BRA,MF,Bragantino,18,2003,0.4,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0.0
74,Fabrício Bruno,br  BRA,DF,Flamengo,25,1996,13.0,4,0,0,8,9,0,2,10,6,0,0,0,61,27,20,57.4
75,Ricardo Bueno,br  BRA,FW,Juventude,34,1987,9.0,3,0,0,14,30,4,11,0,8,1,0,0,32,34,47,42.0
76,Vitor Bueno,br  BRA,"MF,FW",Atl Paranaense,27,1994,12.5,2,0,0,11,20,1,28,7,5,0,0,0,64,17,24,41.5
77,Busanello,br  BRA,DF,Juventude,23,1998,3.2,0,0,0,6,2,0,12,8,4,0,0,0,15,6,2,75.0
78,Fabricio Bustos,ar  ARG,DF,Internacional,25,1996,29.7,3,0,0,24,12,2,35,31,37,0,1,0,163,12,9,57.1
79,Nahuel Bustos,ar  ARG,FW,São Paulo,23,1998,3.2,0,0,0,7,7,2,3,0,2,0,0,0,8,0,7,0.0
80,Daniel Cabral,br  BRA,FW,Flamengo,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,Patric Cabral Lalau,br  BRA,DF,América (MG),32,1989,19.1,6,0,0,28,19,4,118,19,20,0,0,0,130,19,26,42.2
82,Raúl Cáceres,py  PAR,DF,América (MG),30,1991,18.0,1,0,0,23,6,3,89,17,19,0,0,0,60,16,30,34.8
83,Caetano,br  BRA,DF,Goiás,22,1999,24.6,1,0,0,25,10,0,4,37,19,0,2,0,90,23,26,46.9
84,Jonathan Cafu,br  BRA,"DF,MF",Cuiabá,30,1991,6.2,0,1,0,9,11,1,15,1,6,0,0,0,36,12,20,37.5
85,Rodrigo Caio,br  BRA,DF,Flamengo,28,1993,6.5,0,0,0,3,4,0,0,8,4,0,0,0,44,11,6,64.7
86,Calebe,br  BRA,"MF,FW",Atlético Mineiro,21,2000,2.9,1,0,0,4,11,0,4,3,7,0,0,0,26,2,3,40.0
87,Lucas Calegari,br  BRA,DF,Fluminense,19,2002,7.3,1,0,0,6,17,0,13,5,5,0,0,0,46,13,7,65.0
88,Jonathan Calleri,ar  ARG,FW,São Paulo,28,1993,31.3,5,0,0,43,70,28,38,5,12,0,1,0,70,115,106,52.0
89,Guilherme Camacho,br  BRA,MF,Santos,31,1990,18.1,8,0,0,38,7,0,4,18,26,0,0,0,103,23,26,46.9
90,Nathan Camargo,br  BRA,"MF,FW",Bragantino,16,2005,0.8,1,0,0,4,1,0,0,1,3,0,0,0,6,0,5,0.0
91,Camilo,br  BRA,MF,Cuiabá,22,1999,18.5,3,0,0,21,11,0,7,26,22,0,0,0,109,14,18,43.8
92,Camutanga,br  BRA,DF,Atl Goianiense,28,1993,0.8,0,0,0,0,0,0,0,2,2,0,0,0,4,5,0,100.0
93,Luan Cândido,br  BRA,DF,Bragantino,20,2001,29.2,4,2,0,44,14,9,46,32,21,0,4,0,131,98,48,67.1
94,Germán Cano,ar  ARG,FW,Fluminense,33,1988,34.2,2,0,0,26,16,25,12,8,6,1,0,0,84,21,28,42.9
95,Agustín Canobbio,uy  URU,FW,Atl Paranaense,23,1998,15.6,2,0,0,25,34,3,35,7,16,1,0,0,79,6,9,40.0
96,Víctor Cantillo,co  COL,MF,Corinthians,28,1993,10.2,1,0,0,11,21,0,23,12,12,0,0,0,80,15,6,71.4
97,Capixaba,br  BRA,"FW,MF",Juventude,25,1997,18.4,6,0,0,24,41,0,58,19,27,0,0,0,68,11,23,32.4
98,Juninho Capixaba,br  BRA,DF,Fortaleza,24,1997,32.3,8,0,0,61,67,1,157,66,38,0,0,0,223,88,53,62.4
99,Gabriel Carabajal,ar  ARG,"MF,FW",Santos,30,1991,5.5,2,0,0,11,8,0,26,3,4,0,0,0,21,6,6,50.0
100,Johnny Cardoso,us  USA,MF,Internacional,20,2001,15.7,5,0,0,29,17,1,5,39,22,0,1,0,103,33,13,71.7
101,Igor Cariús,br  BRA,"DF,MF",Cuiabá,28,1993,12.9,6,1,1,22,13,1,41,23,20,0,0,0,73,33,28,54.1
102,Joel Carli,ar  ARG,DF,Botafogo (RJ),35,1986,4.1,3,0,0,3,1,0,0,5,2,0,0,0,11,12,6,66.7
103,Ed Carlos,br  BRA,MF,Santos,20,2001,2.9,0,0,0,2,0,0,10,0,3,0,0,0,14,4,2,66.7
104,Jan Carlos Hurtado,ve  VEN,FW,Bragantino,21,2000,5.4,0,0,0,22,5,3,1,3,1,0,0,0,13,7,16,30.4
105,João Carlos,br  BRA,GK,Cuiabá,33,1988,10.6,1,0,0,0,1,0,0,0,0,0,0,0,10,1,0,100.0
106,Alan Carvalho,cn  CHN,"FW,MF",Fluminense,32,1989,0.4,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0
107,Cássio,br  BRA,GK,Corinthians,34,1987,34.0,3,0,0,0,7,0,0,1,0,0,0,0,26,14,0,100.0
108,Luciano Castán,br  BRA,DF,Coritiba,32,1989,35.0,7,1,0,28,19,1,2,35,17,0,1,0,152,64,52,55.2
109,Iury de Castilho,br  BRA,FW,Ceará,26,1995,5.8,3,0,0,11,24,6,13,1,3,1,0,0,37,6,10,37.5
110,Cauã,br  BRA,DF,Juventude,18,2003,0.5,0,0,0,1,1,0,0,0,3,0,0,0,4,0,1,0.0
111,Matheus Cavichioli,br  BRA,GK,América (MG),35,1986,25.0,1,0,0,2,4,0,0,2,1,0,1,0,23,17,0,100.0
112,Brayan Ceballos,co  COL,DF,Fortaleza,20,2001,11.9,8,1,1,15,4,1,3,14,9,0,0,0,55,42,24,63.6
113,Murilo Cerqueira,br  BRA,DF,Palmeiras,24,1997,31.5,7,0,0,25,10,2,0,39,21,0,0,0,153,96,40,70.6
114,Reynaldo Cesar Moraes,br  BRA,DF,Goiás,25,1997,30.5,4,0,0,34,8,0,2,40,26,0,0,0,94,62,28,68.9
115,Jhon Chancellor,ve  VEN,DF,Coritiba,30,1992,13.0,3,0,0,13,3,1,0,9,7,0,0,0,42,33,19,63.5
116,Arthur Chaves,br  BRA,DF,Avaí,21,2001,16.5,5,0,0,16,10,1,0,13,15,0,3,0,71,27,21,56.3
117,Renato Chaves,br  BRA,DF,Juventude,31,1990,1.8,0,0,0,1,0,0,0,5,0,0,0,0,7,5,0,100.0
118,Chico,br  BRA,"MF,FW",Juventude,30,1991,24.2,3,1,0,54,69,3,145,25,31,0,0,0,132,21,34,38.2
119,Christian,br  BRA,MF,Atl Paranaense,21,2000,4.8,3,0,0,17,6,2,3,5,6,0,0,0,21,5,3,62.5
120,Diego Churín,ar  ARG,FW,Atl Goianiense,32,1989,26.5,6,0,0,51,52,5,11,8,18,0,0,0,72,119,103,53.6
121,Marcelo Cirino,br  BRA,FW,Atl Paranaense,30,1992,5.2,1,0,0,5,5,5,7,5,3,1,0,0,16,7,20,25.9
122,Léo Cittadini,br  BRA,"MF,FW",Atl Paranaense,27,1994,8.0,2,0,0,16,16,0,5,5,10,0,0,0,37,8,11,42.1
123,Luccas Claro,br  BRA,DF,Fluminense,30,1991,5.2,1,0,0,6,7,0,0,8,1,0,0,1,20,16,8,66.7
124,Clayton,br  BRA,"FW,MF",Coritiba,23,1999,3.6,1,0,0,10,11,5,1,0,1,0,0,0,13,8,17,32.0
125,Cléber,br  BRA,FW,Ceará,25,1996,10.9,6,1,1,38,6,4,5,2,10,0,0,0,26,56,49,53.3
126,Jean Cléber,br  BRA,MF,Avaí,31,1990,9.6,2,0,0,16,14,0,6,13,11,0,0,0,56,9,14,39.1
127,Cleiton,br  BRA,DF,Flamengo,18,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,
128,Andrés Colorado,co  COL,MF,São Paulo,23,1998,3.4,0,0,0,10,1,0,1,5,9,0,0,0,23,7,4,63.6
129,Germán Conti,ar  ARG,DF,América (MG),27,1994,18.4,1,0,0,15,1,0,0,28,13,0,0,0,69,97,40,70.8
130,Jonathan Copete,co  COL,FW,Avaí,34,1988,3.1,1,0,0,7,4,2,6,3,2,0,0,0,17,8,8,50.0
131,Bruno Cortez,br  BRA,DF,Avaí,34,1987,27.0,7,0,0,21,25,1,28,12,25,0,0,0,163,22,25,46.8
132,Talles Costa,br  BRA,MF,São Paulo,19,2002,6.1,1,0,0,6,15,0,5,8,8,0,0,0,28,5,4,55.6
133,Lucas Crispim,br  BRA,"DF,MF",Fortaleza,27,1994,13.0,4,0,0,14,14,1,79,15,13,0,0,0,75,11,12,47.8
134,Daniel Cruz,br  BRA,"FW,DF",Botafogo (RJ),20,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,50.0
135,Tomás Cuello,ar  ARG,FW,Atl Paranaense,21,2000,18.0,6,1,1,26,34,5,74,12,25,0,0,0,98,6,18,25.0
136,Víctor Cuesta,ar  ARG,DF,Botafogo (RJ),33,1988,28.5,8,0,0,28,11,2,8,59,29,0,0,0,153,67,27,71.3
137,Andrés D'Alessandro,ar  ARG,FW,Internacional,40,1981,0.8,1,0,0,0,1,0,3,0,0,0,0,0,4,0,2,0.0
138,Adailson Dadá,br  BRA,"MF,FW",Goiás,24,1997,27.9,10,1,1,52,71,3,105,15,22,0,0,0,132,7,27,20.6
139,Daniel,br  BRA,GK,Internacional,27,1994,23.0,5,0,0,0,6,0,0,1,0,0,0,0,9,1,1,50.0
140,Kayke David,br  BRA,"FW,MF",Flamengo,19,2003,0.3,0,0,0,1,3,0,2,0,0,0,0,0,4,0,0,
141,Giorgian De Arrascaeta,uy  URU,MF,Flamengo,27,1994,16.4,1,0,0,9,48,2,132,5,23,1,0,0,74,13,17,43.3
142,Romildo Del Piage,br  BRA,MF,Botafogo (RJ),21,2000,5.7,3,0,0,16,14,0,5,7,13,1,0,0,27,6,5,54.5
143,Denilson,br  BRA,MF,Cuiabá,20,2001,7.8,4,0,0,18,16,0,1,9,12,0,0,0,54,4,4,50.0
144,Valentín Depietri,ar  ARG,"FW,MF",Fortaleza,21,2000,2.6,0,0,0,7,2,0,13,2,2,0,0,0,16,4,3,57.1
145,Deyverson,br  BRA,FW,Cuiabá,30,1991,14.1,4,0,0,13,28,13,10,4,3,0,0,0,45,73,59,55.3
146,Luan Dias,br  BRA,"MF,FW",Goiás,24,1997,8.6,7,0,0,21,15,1,19,9,12,0,0,0,50,5,4,55.6
147,Matheus Dias,br  BRA,MF,Internacional,24,1997,1.2,0,0,0,1,2,0,0,1,2,0,0,0,4,2,0,100.0
148,Juan Díaz,co  COL,MF,Coritiba,20,2001,1.5,0,0,0,2,2,0,0,1,6,0,0,0,4,2,1,66.7
149,Dieguinho,br  BRA,"MF,DF",Goiás,26,1995,32.1,4,0,0,34,77,1,87,35,39,1,0,0,204,28,26,51.9
150,Dodô,br  BRA,DF,Atlético Mineiro,29,1992,10.1,2,0,0,10,7,1,34,13,11,0,0,0,39,10,10,50.0
151,Matheus Donelli,br  BRA,GK,Corinthians,19,2002,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
152,Renan dos Santos,br  BRA,GK,Atl Goianiense,32,1989,16.0,2,0,0,0,3,0,0,0,0,0,0,0,4,4,0,100.0
153,Douglas,br  BRA,DF,Bragantino,33,1988,0.8,0,0,0,1,0,0,1,0,1,,,0,,,,
154,Rodrigo Dourado,br  BRA,MF,Internacional,27,1994,5.0,2,0,0,9,4,0,0,7,6,0,0,0,24,10,5,66.7
155,David Duarte,br  BRA,DF,Fluminense,27,1995,0.9,2,0,0,2,0,0,0,4,1,0,0,0,7,8,0,100.0
156,Pablo Dyego,br  BRA,FW,Avaí,27,1994,5.4,1,0,0,8,13,0,7,6,7,0,0,0,20,3,14,17.6
157,Edenílson,br  BRA,MF,Internacional,32,1989,24.3,3,0,0,18,23,1,62,15,22,1,0,0,132,14,29,32.6
158,Eder,br  BRA,DF,América (MG),26,1995,32.7,6,0,0,45,9,0,1,54,13,0,0,1,162,84,54,60.9
159,Éder,it  ITA,"FW,MF",São Paulo,35,1986,7.4,4,0,0,8,10,9,11,1,5,1,0,0,18,10,16,38.5
160,Edinho,br  BRA,MF,Juventude,27,1994,4.1,0,0,0,4,7,0,20,1,0,,,0,,,,
161,Elton,br  BRA,MF,Juventude,31,1990,12.9,5,0,0,25,9,1,0,20,18,0,0,0,71,14,12,53.8
162,Leandro Emmanuel Martínez,ar  ARG,MF,América (MG),27,1994,2.9,1,0,0,3,6,0,19,3,6,0,0,0,15,0,1,0.0
163,Alan Empereur,br  BRA,DF,Cuiabá,27,1994,24.7,9,1,1,21,22,1,6,38,9,0,0,0,97,34,26,56.7
164,Endrick,br  BRA,FW,Palmeiras,15,2006,3.4,1,0,0,9,4,3,2,0,4,0,0,0,5,0,5,0.0
165,Erison,br  BRA,FW,Botafogo (RJ),22,1999,16.5,2,0,0,29,25,13,10,1,3,0,0,0,26,26,80,24.5
166,Estevão,br  BRA,"FW,MF",Internacional,19,2002,1.2,0,0,0,2,3,0,0,1,1,0,0,0,6,3,3,50.0
167,Lucas Evangelista,br  BRA,MF,Bragantino,26,1995,29.0,2,1,0,41,58,2,29,27,36,0,0,0,151,62,56,52.5
168,Everaldo,br  BRA,"MF,FW",América (MG),27,1994,21.0,6,0,0,31,52,5,117,16,17,0,0,0,100,6,18,25.0
169,Éverson,br  BRA,GK,Atlético Mineiro,31,1990,37.0,5,0,0,0,4,0,0,0,0,0,0,0,40,5,1,83.3
170,Éverton,br  BRA,"MF,FW",Cuiabá,33,1988,4.4,2,0,0,12,13,1,9,4,6,0,0,0,30,5,9,35.7
171,Fabinho,br  BRA,MF,Palmeiras,19,2002,0.8,1,0,0,4,0,0,0,2,3,0,0,0,6,0,0,
172,Fabrício,br  BRA,"FW,MF",Coritiba,24,1997,16.7,3,0,0,17,41,1,24,7,19,0,0,0,77,7,33,17.5
173,Fagner,br  BRA,DF,Corinthians,32,1989,10.0,3,0,0,15,11,2,51,11,21,0,0,0,44,7,8,46.7
174,Willian Farias,br  BRA,MF,Coritiba,32,1989,17.7,7,0,0,12,25,0,2,19,21,0,0,0,99,16,9,64.0
175,Lucas Fasson,br  BRA,DF,Atl Paranaense,20,2001,0.8,0,0,0,0,0,0,0,1,0,0,0,0,7,1,1,50.0
176,Felipe,br  BRA,MF,Fortaleza,27,1994,9.8,2,1,0,12,13,0,3,13,7,0,0,0,56,15,8,65.2
177,Luis Felipe,br  BRA,DF,Santos,28,1993,10.9,3,0,0,13,4,1,0,18,9,,,1,,,,
178,Matheus Felipe,br  BRA,DF,Atl Paranaense,23,1998,19.8,3,0,0,21,5,0,2,17,20,0,0,0,70,33,22,60.0
179,Lucas Fernandes,br  BRA,MF,Botafogo (RJ),24,1997,18.6,3,0,0,30,29,0,63,8,10,0,0,0,92,9,13,40.9
180,Matheus Fernandes,br  BRA,MF,Atl Paranaense,23,1998,7.6,2,0,0,14,3,0,1,9,13,0,0,0,55,6,4,60.0
181,Gatito Fernández,py  PAR,GK,Botafogo (RJ),33,1988,31.2,1,0,0,0,6,0,0,2,1,0,0,0,28,5,0,100.0
182,Ignacio Fernández,ar  ARG,MF,Atlético Mineiro,32,1990,24.7,7,0,0,22,59,3,154,21,24,2,0,0,141,7,19,26.9
183,Rodrigo Fernández,uy  URU,MF,Santos,26,1996,25.7,15,0,0,84,27,0,17,20,52,0,2,0,205,29,16,64.4
184,Fernandinho,br  BRA,MF,Atl Paranaense,36,1985,10.8,5,0,0,26,16,1,13,11,8,0,0,0,71,17,19,47.2
185,Derick Fernando,br  BRA,DF,Santos,19,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
186,Luiz Fernando,br  BRA,"FW,MF",Atl Goianiense,25,1996,19.4,7,2,1,26,39,12,25,11,10,0,0,0,102,26,37,41.3
187,Nahuel Ferraresi,ve  VEN,DF,São Paulo,23,1998,7.9,1,1,0,9,10,0,0,12,11,0,1,0,53,14,8,63.6
188,Luiz Filipe,br  BRA,"MF,FW",Goiás,20,2001,0.4,1,0,0,1,2,0,1,0,1,1,0,0,2,0,0,
189,Flávio,br  BRA,MF,América (MG),21,2000,0.3,0,0,0,1,1,0,1,2,2,0,0,0,1,1,0,100.0
190,Rafael Forster,br  BRA,DF,Juventude,31,1990,18.1,1,0,0,15,14,0,7,26,18,0,0,0,116,36,32,52.9
191,Matheus França,br  BRA,"FW,MF",Flamengo,17,2004,7.5,1,0,0,15,5,0,8,3,5,0,0,0,27,13,14,48.1
192,Fred,br  BRA,"FW,MF",Fluminense,38,1983,1.4,1,0,0,2,0,0,1,0,0,0,0,0,1,3,4,42.9
193,Marlon Freitas,br  BRA,MF,Atl Goianiense,26,1995,27.5,2,0,0,16,5,2,23,28,29,0,0,1,164,17,18,48.6
194,Douglas Friedrich,br  BRA,GK,Avaí,33,1988,10.4,1,1,0,1,2,0,0,0,0,0,0,0,8,6,0,100.0
195,Eduardo Gabriel,br  BRA,DF,Santos,25,1996,33.0,7,0,0,13,36,1,0,49,17,1,0,0,122,80,58,58.0
196,Luiz Gabriel,br  BRA,"FW,MF",Coritiba,19,2002,1.1,1,0,0,1,4,0,0,3,3,0,0,0,4,0,2,0.0
