,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
11,Davide Angelo Ghislandi,it  ITA,DF,Atalanta,19-278,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
12,Philip Ankhrah,gh  GHA,MF,Hellas Verona,18-175,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Cristian Ansaldi,ar  ARG,DF,Torino,34-182,1986,11.0,559,425,134,24,0,54,46,74,16,4,10,1,236,105,218,199,257,6,94,2,380,1,22,10,15
14,Valentin Antov,bg  BUL,DF,Bologna,20-132,2000,0.8,54,51,3,3,0,1,4,0,0,0,0,0,46,5,3,8,44,2,0,0,50,0,1,0,0
15,Tolgay Arslan,de  GER,MF,Udinese,30-217,1990,15.8,682,652,30,26,1,86,23,2,2,1,1,0,520,76,86,74,568,26,2,1,576,5,5,17,10
16,Kwadwo Asamoah,gh  GHA,DF,Cagliari,32-102,1988,0.5,22,19,3,0,0,1,0,0,0,0,0,0,15,5,2,17,2,0,3,0,21,0,0,0,1
17,Kristoffer Askildsen,no  NOR,MF,Sampdoria,20-071,2001,0.5,6,6,0,0,0,1,0,0,0,0,0,0,4,1,1,3,2,1,0,0,2,0,1,0,1
18,Emil Audero,it  ITA,GK,Sampdoria,24-062,1997,27.0,892,623,269,79,2,71,15,0,0,0,0,0,387,55,450,75,638,0,0,140,625,2,12,2,1
19,Tommaso Augello,it  ITA,DF,Sampdoria,26-203,1994,24.8,1447,1190,257,25,0,142,21,86,0,0,0,0,790,310,347,1092,64,44,232,2,1093,3,17,31,60
20,Kaan Ayhan,tr  TUR,DF,Sassuolo,26-131,1994,8.5,544,512,32,7,0,32,6,3,0,0,0,0,462,49,33,48,455,10,25,1,503,1,7,6,7
21,Milan Badelj,hr  CRO,MF,Genoa,32-024,1989,19.4,1074,1021,53,42,1,132,49,8,1,1,0,0,717,148,209,179,828,53,2,2,855,5,19,33,17
22,Tiemoué Bakayoko,fr  FRA,MF,Napoli,26-216,1994,16.2,922,898,24,24,0,148,16,0,0,0,0,0,746,100,76,170,700,23,0,4,833,0,8,13,18
23,Keita Baldé,sn  SEN,FW,Sampdoria,26-013,1995,9.0,210,202,8,0,1,58,4,7,2,2,0,0,146,42,22,46,142,8,2,6,154,0,4,9,8
24,Botond Balogh,hu  HUN,DF,Parma,18-288,2002,1.6,70,65,5,2,0,10,3,0,0,0,0,0,43,6,21,7,55,5,3,0,51,0,1,1,4
25,Antonín Barák,cz  CZE,"MF,FW",Hellas Verona,26-108,1994,21.8,882,854,28,13,2,178,18,15,1,0,0,1,592,145,145,652,113,66,11,5,687,9,11,12,37
26,Federico Barba,it  ITA,DF,Benevento,27-201,1993,19.2,951,776,175,46,0,86,20,17,0,0,0,0,588,147,216,662,113,43,122,2,757,3,26,15,24
27,Nicolò Barella,it  ITA,MF,Inter,24-042,1997,23.9,1424,1397,27,15,4,218,27,39,2,2,0,0,1029,198,197,198,1163,26,10,3,1174,2,17,29,44
28,Antonio Barreca,it  ITA,DF,Fiorentina,26-003,1995,0.9,48,33,15,1,0,2,0,4,3,0,2,1,20,11,17,35,0,1,11,0,31,0,0,0,4
29,Musa Barrow,gm  GAM,"FW,MF",Bologna,22-127,1998,24.0,841,752,89,26,2,120,62,57,44,31,9,2,503,137,201,91,677,40,12,4,593,5,14,30,29
30,Paolo Bartolomei,it  ITA,MF,Spezia,31-212,1989,3.6,127,121,6,1,0,14,8,9,4,0,4,0,83,20,24,10,111,4,1,0,92,0,3,0,5
31,Daniele Baselli,it  ITA,MF,Torino,29-009,1992,1.7,83,82,1,1,0,14,1,1,0,0,0,0,51,14,18,7,60,8,0,2,60,1,2,3,4
32,Alessandro Bastoni,it  ITA,DF,Inter,21-342,1999,23.6,1695,1619,76,42,2,149,46,11,0,0,0,0,1271,186,238,1416,188,43,17,7,1509,6,15,30,23
33,Simone Bastoni,it  ITA,DF,Spezia,24-136,1996,12.6,788,638,150,21,3,71,16,33,20,0,18,1,433,181,174,541,111,18,109,1,603,3,25,8,36
34,Bastos,ao  ANG,DF,Lazio,29-359,1991,0.7,42,40,2,2,0,3,0,0,0,0,0,0,35,5,2,17,24,1,0,0,39,0,1,0,0
35,Rodrigo Becão,br  BRA,DF,Udinese,25-061,1996,22.0,934,884,50,45,0,93,25,5,0,0,0,0,741,78,115,81,785,32,5,4,822,3,10,9,11
36,Valon Behrami,ch  SUI,MF,Genoa,35-336,1985,6.2,149,144,5,4,1,26,0,1,0,0,0,0,99,27,23,13,114,13,1,1,111,1,1,5,0
37,Andrea Belotti,it  ITA,FW,Torino,27-091,1993,22.7,534,494,40,2,9,140,21,17,1,1,0,0,350,109,75,99,361,27,2,8,373,3,6,15,32
38,Ahmad Benali,ly  LBY,MF,Crotone,29-042,1992,7.8,447,419,28,20,0,59,13,14,4,3,1,0,355,49,43,92,335,11,4,1,385,0,3,8,12
39,Ismaël Bennacer,dz  ALG,MF,Milan,23-110,1997,8.1,536,513,23,16,1,68,18,4,7,2,3,0,410,35,91,459,49,16,0,2,463,4,2,9,11
40,Rodrigo Bentancur,uy  URU,MF,Juventus,23-289,1997,17.2,1257,1204,53,38,5,144,40,5,11,3,6,0,1019,102,136,251,952,35,3,2,1127,5,13,16,12
41,Domenico Berardi,it  ITA,"FW,MF",Sassuolo,26-232,1994,20.2,994,920,74,28,4,166,48,49,39,15,16,8,687,95,212,854,107,20,6,2,754,3,22,23,42
42,Álex Berenguer,es  ESP,MF,Torino,25-260,1995,1.5,47,44,3,1,0,11,3,2,2,0,2,0,25,10,12,4,39,3,0,1,32,1,2,5,1
43,Bartosz Bereszyński,pl  POL,DF,Sampdoria,28-252,1992,20.0,1029,842,187,31,0,111,14,21,0,0,0,0,622,212,195,79,730,47,156,0,829,3,15,14,38
44,Federico Bernardeschi,it  ITA,"MF,DF",Juventus,27-033,1994,8.6,437,375,62,16,0,39,12,31,28,4,20,2,294,56,87,389,17,10,18,1,330,2,8,11,19
45,Daniel Bessa,it  ITA,"FW,MF",Hellas Verona,28-066,1993,2.1,111,108,3,0,0,18,4,6,3,0,3,0,81,18,12,12,97,0,0,1,96,0,0,0,3
46,Cristiano Biraghi,it  ITA,DF,Fiorentina,28-201,1992,23.4,1407,1071,336,65,3,86,62,131,71,10,48,8,720,281,406,996,173,33,200,1,978,6,22,24,63
47,Davide Biraschi,it  ITA,DF,Genoa,26-262,1994,5.8,361,317,44,7,0,34,5,4,0,0,0,0,235,50,76,12,293,14,37,1,280,3,9,4,11
48,Jeremie Boga,ci  CIV,"FW,MF",Sassuolo,24-077,1997,11.2,394,388,6,2,0,82,2,10,0,0,0,0,328,45,21,32,345,6,4,4,344,1,2,11,12
49,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31-211,1989,16.4,673,638,35,16,1,114,25,19,14,1,11,1,481,82,110,138,497,17,2,8,547,2,5,12,17
50,Kevin Bonifazi,it  ITA,DF,Udinese,24-306,1996,16.5,782,739,43,39,0,83,9,3,0,0,0,0,608,59,115,272,466,24,4,4,688,2,9,9,6
51,Leonardo Bonucci,it  ITA,DF,Juventus,33-324,1987,17.5,1180,1134,46,43,1,68,37,2,0,0,0,0,871,115,194,204,926,29,0,6,1063,4,9,12,9
52,Mehdi Bourabia,ma  MAR,MF,Sassuolo,29-226,1991,5.2,331,318,13,9,0,38,5,2,2,0,2,0,258,27,46,50,258,13,1,1,281,1,1,3,7
53,Jayden Braaf,nl  NED,FW,Udinese,18-202,2002,0.2,6,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,1,0,0
54,Gleison Bremer,br  BRA,DF,Torino,24-003,1997,20.6,1097,1058,39,37,0,112,35,1,0,0,0,0,829,77,191,222,816,41,2,2,934,3,15,10,20
55,Marcelo Brozović,hr  CRO,MF,Inter,28-125,1992,20.4,1598,1485,113,57,2,178,88,22,54,12,23,4,1137,220,241,230,1299,44,2,4,1394,2,11,23,27
56,Gastón Brugman,uy  URU,MF,Parma,28-195,1992,13.3,786,712,74,45,2,79,38,13,23,6,4,2,536,104,146,104,656,20,0,1,666,1,11,12,13
57,Juan Brunetta,ar  ARG,"FW,MF",Parma,23-313,1997,3.2,109,90,19,4,0,17,11,9,10,0,7,3,76,6,27,10,92,5,1,0,82,0,3,5,5
58,Gianluigi Buffon,it  ITA,GK,Juventus,43-052,1978,5.0,177,137,40,3,0,15,0,0,0,0,0,0,129,11,37,14,137,0,0,26,154,1,2,0,0
59,Alessandro Buongiorno,it  ITA,DF,Torino,21-288,1999,3.8,211,197,14,11,0,10,5,0,0,0,0,0,166,21,24,167,33,5,3,0,185,0,7,3,2
60,Maxime Busi,be  BEL,DF,Parma,21-158,1999,7.0,439,373,66,6,0,23,6,8,0,0,0,0,273,79,87,48,321,7,60,1,367,2,3,12,8
61,Martín Cáceres,uy  URU,DF,Fiorentina,33-348,1987,14.4,705,625,80,26,0,44,27,21,1,0,0,0,450,105,150,153,455,31,53,6,570,2,13,7,21
62,Felipe Caicedo,ec  ECU,FW,Lazio,32-197,1988,9.0,224,219,5,1,0,66,2,0,0,0,0,0,138,50,36,147,37,8,2,11,163,0,4,3,6
63,Davide Calabria,it  ITA,DF,Milan,24-105,1996,23.9,1464,1258,206,30,3,98,28,47,1,0,1,0,878,234,352,107,1114,56,175,1,1143,12,24,29,33
64,Riccardo Calafiori,it  ITA,DF,Roma,18-306,2002,0.2,9,6,3,1,0,1,0,0,0,0,0,0,7,2,0,7,0,0,2,0,8,0,0,1,0
65,Mattia Caldara,it  ITA,DF,Atalanta,26-320,1994,1.0,42,40,2,1,0,6,5,0,0,0,0,0,28,7,7,4,35,2,1,0,40,0,0,0,2
66,Luca Caldirola,it  ITA,DF,Benevento,30-048,1991,10.6,434,406,28,25,0,29,10,1,0,0,0,0,334,29,71,346,60,21,2,1,368,0,7,7,1
67,Hakan Çalhanoğlu,tr  TUR,"MF,FW",Milan,27-041,1994,18.8,1069,902,167,53,4,109,77,46,104,57,33,4,732,93,244,82,953,18,5,6,818,2,19,25,31
68,Fabrizio Caligara,it  ITA,MF,Cagliari,20-343,2000,2.0,68,61,7,4,0,13,1,4,1,1,0,0,45,8,15,45,13,4,2,1,53,0,1,1,1
69,José Callejón,es  ESP,"FW,MF",Fiorentina,34-038,1987,6.1,217,201,16,3,2,33,7,18,1,0,1,0,146,33,38,22,172,7,11,2,157,1,2,5,14
70,Antonio Candreva,it  ITA,"MF,DF",Sampdoria,34-021,1987,18.4,1044,902,142,33,2,114,73,100,62,17,25,8,498,188,358,174,802,14,47,6,676,6,14,28,57
71,Gianluca Caprari,it  ITA,"MF,FW",Benevento,27-234,1993,18.1,604,510,94,21,1,110,23,29,52,17,22,6,422,62,120,73,511,9,7,2,437,3,7,8,25
72,Francesco Caputo,it  ITA,FW,Sassuolo,33-227,1987,18.1,397,351,46,0,1,94,2,3,0,0,0,0,302,59,36,70,297,9,0,10,313,0,7,12,13
73,Andrea Carboni,it  ITA,DF,Cagliari,20-045,2001,4.1,167,144,23,11,0,15,7,2,0,0,0,0,104,14,49,120,27,6,12,1,130,0,4,8,3
74,Giuseppe Caso,it  ITA,MF,Genoa,22-102,1998,0.1,3,3,0,0,0,2,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1,0,0,0,2
75,Francesco Cassata,it  ITA,"DF,MF",Genoa,23-248,1997,0.6,16,16,0,0,0,2,3,0,0,0,0,0,11,2,3,0,16,0,0,0,11,0,1,0,1
76,Samu Castillejo,es  ESP,FW,Milan,26-062,1995,10.3,367,345,22,8,1,53,10,22,6,1,0,0,279,37,51,300,50,5,8,1,289,2,3,12,13
77,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24-032,1997,19.1,634,605,29,14,2,107,33,23,6,0,2,4,450,89,95,100,503,9,9,5,485,6,12,9,33
78,Danilo Cataldi,it  ITA,MF,Lazio,26-227,1994,3.5,272,249,23,11,0,35,12,6,10,5,3,1,187,34,51,53,206,7,2,2,225,1,3,2,4
79,Luca Ceppitelli,it  ITA,DF,Cagliari,31-222,1989,10.5,555,527,28,21,0,36,12,4,0,0,0,0,381,56,118,88,422,26,6,3,467,0,7,6,7
80,Alberto Cerri,it  ITA,FW,Cagliari,24-339,1996,2.1,71,66,5,0,1,22,0,2,0,0,0,0,36,23,12,9,41,8,0,3,50,0,2,0,6
81,Julian Chabot,de  GER,DF,Spezia,23-037,1998,15.1,857,798,59,52,0,72,46,2,0,0,0,0,651,78,128,687,89,48,7,1,755,1,20,10,5
82,Giorgio Chiellini,it  ITA,DF,Juventus,36-219,1984,7.8,563,537,26,19,0,24,11,1,0,0,0,0,446,51,66,406,131,10,4,4,513,4,7,4,1
83,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31-127,1989,12.5,882,863,19,18,0,77,10,1,0,0,0,0,749,66,67,72,759,22,1,3,811,0,2,7,5
84,Luca Cigarini,it  ITA,MF,Crotone,34-274,1986,5.0,357,317,40,28,0,45,7,1,11,5,2,0,238,45,74,50,295,6,1,1,300,3,3,3,5
85,Antonio Cioffi,it  ITA,FW,Napoli,18-092,2002,0.1,11,11,0,0,0,1,0,0,0,0,0,0,10,0,1,0,11,0,0,0,10,0,0,0,1
86,Ebrima Colley,gm  GAM,"FW,MF",Hellas Verona,21-048,2000,7.3,225,222,3,0,1,63,2,8,0,0,0,0,164,39,22,25,181,13,0,4,163,1,5,5,15
87,Omar Colley,gm  GAM,DF,Sampdoria,28-148,1992,18.8,830,798,32,31,0,77,27,4,0,0,0,0,523,88,219,553,187,55,1,3,667,3,17,12,6
88,Lorenzo Colombo,it  ITA,FW,Milan,19-013,2002,1.0,14,14,0,0,0,7,0,1,0,0,0,0,9,1,4,7,4,2,0,0,8,0,1,0,3
89,Andrea Consigli,it  ITA,GK,Sassuolo,34-053,1987,26.0,961,715,246,76,1,50,14,0,0,0,0,0,565,47,349,47,772,1,0,113,771,3,11,5,3
90,Alex Cordaz,it  ITA,GK,Crotone,38-079,1983,28.0,1083,772,311,87,0,103,16,0,0,0,0,0,599,48,436,109,815,1,0,120,818,0,12,5,4
91,Andreas Cornelius,dk  DEN,FW,Parma,28-005,1993,14.4,360,338,22,0,1,126,8,6,0,0,0,0,180,93,87,189,55,32,1,18,253,4,4,4,18
92,Joaquín Correa,ar  ARG,FW,Lazio,26-220,1994,15.2,553,521,32,1,0,116,13,7,12,9,1,2,433,72,48,49,480,6,5,11,460,5,2,12,15
93,Angelo da Costa Júnior,br  BRA,GK,Bologna,37-129,1983,6.0,287,226,61,19,0,11,3,0,0,0,0,0,208,7,72,5,253,1,0,23,249,0,2,2,0
94,Douglas Costa,br  BRA,"MF,FW",Juventus,30-188,1990,0.5,27,23,4,0,0,6,0,1,4,3,0,1,19,2,6,26,1,0,0,0,20,0,1,1,1
95,Mamadou Coulibaly,sn  SEN,MF,Udinese,22-046,1999,2.0,82,82,0,0,1,12,2,1,0,0,0,0,53,13,16,19,55,8,0,0,63,0,2,1,6
96,Alessio Cragno,it  ITA,GK,Cagliari,26-266,1994,28.0,766,470,296,70,0,42,14,0,0,0,0,0,343,32,391,78,542,0,0,107,536,1,24,2,3
97,Domenico Criscito,it  ITA,DF,Genoa,34-081,1986,15.2,788,719,69,37,0,62,23,11,2,0,1,1,516,88,184,589,108,47,30,5,645,5,12,13,9
98,Bryan Cristante,it  ITA,"DF,MF",Roma,26-018,1995,14.9,965,918,47,45,1,98,31,5,1,0,1,0,687,100,178,88,840,17,1,1,818,1,9,23,11
99,Giovanni Crociata,it  ITA,"DF,MF",Crotone,23-222,1997,0.3,16,15,1,0,0,0,0,2,0,0,0,0,12,1,3,2,13,0,1,0,11,0,1,1,0
100,Juan Cuadrado,co  COL,DF,Juventus,32-299,1988,15.1,1119,976,143,24,2,88,52,39,32,10,14,3,751,200,168,106,894,21,87,4,952,6,8,22,14
101,Giuseppe Cuomo,it  ITA,DF,Crotone,23-047,1998,6.8,352,331,21,12,0,37,4,0,0,0,0,0,249,37,66,121,200,13,9,1,289,1,12,9,6
102,Patrick Cutrone,it  ITA,"FW,MF",Fiorentina,23-077,1998,2.2,56,53,3,0,0,13,1,2,0,0,0,0,37,13,6,9,41,1,0,1,44,0,4,0,2
103,Wylan Cyprien,fr  FRA,MF,Parma,26-052,1995,4.6,289,265,24,11,0,40,13,3,13,2,9,1,219,30,40,34,246,7,0,1,243,1,3,5,3
104,Lennart-Marten Czyborra,de  GER,DF,Genoa,21-322,1999,13.0,576,461,115,7,0,51,3,17,0,0,0,0,317,135,124,355,88,20,108,1,429,2,7,16,19
105,Danilo D'Ambrosio,it  ITA,DF,Inter,32-193,1988,4.6,281,254,27,11,0,25,5,3,0,0,0,0,215,40,26,58,193,5,16,3,248,2,0,8,4
106,Bryan Dabo,bf  BFA,MF,Benevento,29-031,1992,7.5,318,309,9,7,0,72,7,6,1,0,1,0,200,52,66,61,198,24,0,2,235,1,6,7,11
107,Diogo Dalot,pt  POR,DF,Milan,22-003,1999,7.5,399,325,74,6,0,42,13,12,2,0,0,0,223,71,105,42,260,21,66,0,296,2,9,13,10
108,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,20-261,2000,14.6,578,539,39,5,1,115,18,28,20,13,4,0,388,90,100,74,452,20,10,7,407,1,8,17,27
109,Danilo,br  BRA,DF,Juventus,29-249,1991,23.5,1826,1679,147,30,2,149,28,14,1,1,0,0,1383,230,213,233,1420,33,116,9,1622,5,23,29,24
110,Andrea Danzi,it  ITA,"MF,DF",Hellas Verona,22-024,1999,1.2,39,39,0,0,0,6,0,0,0,0,0,0,20,8,11,11,25,1,0,1,25,2,0,0,5
111,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,25-305,1995,13.5,550,518,32,22,0,57,7,5,0,0,0,0,386,55,109,171,306,38,10,2,462,2,9,8,10
112,Sebastien De Maio,fr  FRA,DF,Udinese,34-016,1987,8.9,361,344,17,16,0,39,2,1,0,0,0,0,254,39,68,38,273,31,1,1,311,1,7,0,2
113,Rodrigo De Paul,ar  ARG,MF,Udinese,26-301,1994,25.8,1472,1283,189,103,7,215,85,86,76,23,38,4,927,181,364,30,1410,11,10,6,1067,14,28,43,51
114,Mattia De Sciglio,it  ITA,DF,Juventus,28-152,1992,0.3,12,12,0,0,0,3,0,1,0,0,0,0,8,3,1,3,8,1,0,0,9,0,0,0,1
115,Lorenzo De Silvestri,it  ITA,DF,Bologna,32-302,1988,17.9,993,810,183,25,0,97,13,26,0,0,0,0,523,189,281,82,673,56,158,1,757,1,19,22,26
116,Grégoire Defrel,mq  MTQ,"MF,FW",Sassuolo,29-277,1991,10.2,297,286,11,3,0,57,2,7,0,0,0,0,240,31,26,254,27,9,0,2,251,0,4,2,8
117,Lorenzo Del Pinto,it  ITA,MF,Benevento,30-277,1990,0.1,7,6,1,1,0,0,0,0,0,0,0,0,5,2,0,0,6,1,0,0,4,0,0,1,0
118,Cristian Dell'Orco,it  ITA,DF,Spezia,27-039,1994,2.8,135,112,23,8,0,12,6,0,0,0,0,0,78,28,29,86,17,11,15,1,104,0,2,2,4
119,Merih Demiral,tr  TUR,DF,Juventus,23-016,1998,10.2,631,609,22,16,0,34,12,0,0,0,0,0,538,35,58,80,503,29,6,0,587,0,6,3,3
120,Diego Demme,de  GER,MF,Napoli,29-120,1991,11.0,792,776,16,15,4,90,17,5,0,0,0,0,652,69,71,71,705,9,1,3,714,3,7,10,11
121,Stefano Denswil,nl  NED,DF,Bologna,27-318,1993,1.3,79,70,9,5,0,7,4,0,0,0,0,0,60,8,11,60,12,2,4,0,64,0,2,1,6
122,Kastriot Dermaku,al  ALB,DF,Parma,29-065,1992,1.1,39,37,2,2,0,4,1,0,0,0,0,0,34,1,4,6,32,1,0,0,35,0,0,0,1
123,Kiril Despodov,bg  BUL,FW,Cagliari,24-130,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Mattia Destro,it  ITA,FW,Genoa,30-001,1991,13.2,211,193,18,0,1,48,4,1,0,0,0,0,133,41,37,13,152,17,1,9,147,0,2,8,8
125,Gerard Deulofeu,es  ESP,FW,Udinese,27-008,1994,6.6,247,220,27,2,2,46,8,14,17,7,4,0,189,27,31,21,217,3,5,1,169,0,3,10,21
126,Jacopo Dezi,it  ITA,"FW,MF",Parma,29-039,1992,0.9,43,35,8,0,0,3,1,3,4,0,0,0,28,6,9,7,35,1,0,0,32,0,1,0,1
127,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27-229,1993,25.0,1759,1482,277,48,0,156,28,38,0,0,0,0,1196,361,202,190,1298,22,229,3,1535,1,7,36,46
128,Alessandro Di Pardo,it  ITA,"MF,DF",Juventus,21-246,1999,0.2,9,8,1,0,0,2,0,1,0,0,0,0,5,3,1,3,5,0,1,0,5,1,0,1,0
129,Giuseppe Di Serio,it  ITA,"MF,FW",Benevento,19-244,2001,1.9,43,41,2,1,0,16,0,1,1,0,1,0,27,10,6,8,24,4,0,1,31,0,1,0,2
130,Amad Diallo,ci  CIV,MF,Atalanta,18-253,2002,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,1,0,5,5,0,0,0,9,0,0,0,0
131,Amadou Diawara,gn  GUI,MF,Roma,23-247,1997,3.8,282,279,3,1,0,34,3,0,0,0,0,0,211,29,42,24,240,13,2,2,249,1,1,2,0
132,Brahim Díaz,es  ESP,"MF,FW",Milan,21-230,1999,9.3,339,319,20,4,1,47,5,5,12,2,2,2,280,29,30,125,200,7,1,3,292,1,2,6,9
133,Daan Dierckx,be  BEL,DF,Parma,18-025,2003,1.0,13,13,0,0,0,2,0,0,0,0,0,0,10,1,2,4,8,1,0,0,11,0,0,0,0
134,Mitchell Dijks,nl  NED,DF,Bologna,28-040,1993,10.7,488,386,102,11,0,27,2,25,0,0,0,0,296,91,101,315,65,14,91,0,368,0,9,20,19
135,Federico Dimarco,it  ITA,DF,Hellas Verona,23-131,1997,20.2,1276,979,297,78,1,123,56,82,75,31,37,3,619,260,397,1023,73,25,144,2,881,6,24,38,56
136,Koffi Djidji,ci  CIV,DF,Crotone,28-111,1992,7.0,291,262,29,13,0,21,8,2,0,0,0,0,202,27,62,13,247,11,16,0,236,0,3,6,5
137,Berat Djimsiti,al  ALB,DF,Atalanta,28-030,1993,19.8,1210,1157,53,29,1,127,19,4,0,0,0,0,918,132,160,265,824,59,24,3,1062,1,11,17,23
138,Nicolás Domínguez,ar  ARG,MF,Bologna,22-266,1998,12.7,598,576,22,18,3,64,8,13,0,0,0,0,431,88,79,108,428,40,3,2,514,4,8,9,7
139,Gianluigi Donnarumma,it  ITA,GK,Milan,22-024,1999,26.0,868,674,194,48,0,58,15,0,0,0,0,0,505,27,336,117,616,0,0,102,667,4,15,1,1
140,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23-214,1997,27.0,807,533,274,77,0,35,21,0,0,0,0,0,378,41,388,50,600,0,0,133,552,4,17,0,1
141,Denis Drăguș,ro  ROU,"FW,MF",Crotone,21-258,1999,1.9,64,63,1,0,0,7,2,3,0,0,0,0,48,11,5,4,58,0,0,0,48,0,1,4,5
142,Radu Drăgușin,ro  ROU,DF,Juventus,19-046,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
143,Léo Duarte,br  BRA,DF,Milan,24-247,1996,0.2,13,12,1,1,0,0,0,0,0,0,0,0,13,0,0,1,12,0,0,0,13,0,0,0,0
144,Paulo Dybala,ar  ARG,FW,Juventus,27-126,1993,7.2,417,349,68,14,0,37,24,15,40,5,20,3,294,51,72,358,41,8,3,6,338,2,3,7,13
145,Edin Džeko,ba  BIH,FW,Roma,35-004,1986,14.9,376,348,28,0,3,129,8,10,0,0,0,0,218,95,63,66,231,15,3,16,250,4,7,12,30
146,Steeve-Mike Ebongue,fr  FRA,MF,Genoa,20-029,2001,0.4,19,19,0,0,0,3,0,0,0,0,0,0,17,2,0,0,19,0,0,0,15,0,0,0,2
147,Simone Edera,it  ITA,"DF,MF",Torino,24-071,1997,0.6,22,17,5,4,0,3,1,2,1,0,1,0,17,1,4,18,4,0,0,0,16,0,0,1,2
148,Albin Ekdal,se  SWE,MF,Sampdoria,31-236,1989,21.2,875,820,55,53,2,137,17,3,0,0,0,0,599,131,145,86,701,58,1,6,727,0,14,12,20
149,Elif Elmas,mk  MKD,"MF,FW",Napoli,21-178,1999,6.9,270,262,8,3,0,41,2,4,2,1,0,0,233,19,18,42,221,4,2,1,242,1,0,7,3
150,Manu Emmanuel Gyabuaa,it  ITA,MF,Atalanta,19-181,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
151,Alan Empereur,br  BRA,DF,Hellas Verona,27-011,1994,2.4,121,118,3,2,0,7,2,0,0,0,0,0,86,13,22,82,28,7,1,0,95,0,2,2,3
