,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
24,Botond Balogh,hu  HUN,DF,Parma,18-288,2002,1.6,5,3,5,0,0,2,3,66.7,1,30,8,26.7,23,6,1,7,3,0,4,0,5,7,0
25,Antonín Barák,cz  CZE,"MF,FW",Hellas Verona,26-108,1994,21.8,27,21,10,9,8,9,36,25.0,27,404,112,27.7,95,201,108,32,7,0,25,7,34,29,1
26,Federico Barba,it  ITA,DF,Benevento,27-201,1993,19.2,22,14,14,6,2,7,17,41.2,10,180,58,32.2,102,62,16,36,12,0,24,40,62,78,1
27,Nicolò Barella,it  ITA,MF,Inter,24-042,1997,23.9,44,31,18,21,5,15,48,31.3,33,371,114,30.7,101,181,89,32,4,0,28,21,65,9,0
28,Antonio Barreca,it  ITA,DF,Fiorentina,26-003,1995,0.9,0,0,0,0,0,0,1,0.0,1,6,1,16.7,3,1,2,2,0,0,2,0,0,0,0
29,Musa Barrow,gm  GAM,"FW,MF",Bologna,22-127,1998,24.0,13,4,3,5,5,2,22,9.1,20,313,81,25.9,72,107,134,38,3,0,35,5,18,16,0
30,Paolo Bartolomei,it  ITA,MF,Spezia,31-212,1989,3.6,7,2,3,1,3,1,2,50.0,1,73,12,16.4,19,36,18,3,0,0,3,0,7,1,0
31,Daniele Baselli,it  ITA,MF,Torino,29-009,1992,1.7,4,4,1,3,0,2,4,50.0,2,30,11,36.7,12,12,6,1,0,0,1,1,5,1,0
32,Alessandro Bastoni,it  ITA,DF,Inter,21-342,1999,23.6,37,24,15,21,1,14,24,58.3,10,226,69,30.5,108,91,27,32,12,0,20,21,58,61,1
33,Simone Bastoni,it  ITA,DF,Spezia,24-136,1996,12.6,42,21,24,15,3,16,34,47.1,18,183,54,29.5,72,84,27,12,0,0,12,16,58,25,0
34,Bastos,ao  ANG,DF,Lazio,29-359,1991,0.7,4,2,2,1,1,0,1,0.0,1,23,9,39.1,15,7,1,3,0,0,3,0,4,1,0
35,Rodrigo Becão,br  BRA,DF,Udinese,25-061,1996,22.0,53,26,31,20,2,16,32,50.0,16,297,102,34.3,184,92,21,36,16,0,20,31,84,76,2
36,Valon Behrami,ch  SUI,MF,Genoa,35-336,1985,6.2,13,7,4,8,1,4,12,33.3,8,167,35,21.0,65,85,17,16,0,0,16,4,17,10,0
37,Andrea Belotti,it  ITA,FW,Torino,27-091,1993,22.7,27,22,2,16,9,7,20,35.0,13,266,78,29.3,32,123,111,22,2,0,20,4,31,13,0
38,Ahmad Benali,ly  LBY,MF,Crotone,29-042,1992,7.8,18,13,11,7,0,7,24,29.2,17,128,36,28.1,55,51,22,7,1,0,6,3,21,6,0
39,Ismaël Bennacer,dz  ALG,MF,Milan,23-110,1997,8.1,23,13,11,12,0,7,19,36.8,12,157,43,27.4,63,80,14,8,0,0,8,10,33,6,0
40,Rodrigo Bentancur,uy  URU,MF,Juventus,23-289,1997,17.2,52,33,21,25,6,13,35,37.1,22,329,106,32.2,105,168,56,44,13,0,31,27,79,32,1
41,Domenico Berardi,it  ITA,"FW,MF",Sassuolo,26-232,1994,20.2,32,17,15,7,10,9,45,20.0,36,318,105,33.0,107,129,82,27,2,0,25,23,55,33,0
42,Álex Berenguer,es  ESP,MF,Torino,25-260,1995,1.5,0,0,0,0,0,0,4,0.0,4,38,4,10.5,7,25,6,5,1,0,4,0,0,1,0
43,Bartosz Bereszyński,pl  POL,DF,Sampdoria,28-252,1992,20.0,50,31,30,14,6,16,40,40.0,24,275,93,33.8,137,97,41,56,12,1,44,23,73,53,2
44,Federico Bernardeschi,it  ITA,"MF,DF",Juventus,27-033,1994,8.6,11,5,6,4,1,4,20,20.0,16,96,26,27.1,26,39,31,9,1,0,8,8,19,10,0
45,Daniel Bessa,it  ITA,"FW,MF",Hellas Verona,28-066,1993,2.1,6,3,1,4,1,2,3,66.7,1,47,16,34.0,7,22,18,3,0,0,3,3,9,1,0
46,Cristiano Biraghi,it  ITA,DF,Fiorentina,28-201,1992,23.4,27,13,13,6,8,13,28,46.4,15,171,46,26.9,53,75,43,32,9,0,23,11,38,46,0
47,Davide Biraschi,it  ITA,DF,Genoa,26-262,1994,5.8,8,4,4,4,0,1,5,20.0,4,94,22,23.4,54,36,4,8,3,0,5,7,15,16,0
48,Jeremie Boga,ci  CIV,"FW,MF",Sassuolo,24-077,1997,11.2,9,8,3,2,4,0,5,0.0,5,109,33,30.3,27,39,43,11,0,0,11,6,15,7,0
49,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31-211,1989,16.4,29,22,12,13,4,8,31,25.8,23,200,60,30.0,56,100,44,18,1,0,17,27,56,10,0
50,Kevin Bonifazi,it  ITA,DF,Udinese,24-306,1996,16.5,28,16,22,5,1,9,16,56.3,7,160,56,35.0,102,49,9,17,7,0,10,19,47,69,0
51,Leonardo Bonucci,it  ITA,DF,Juventus,33-324,1987,17.5,23,14,12,10,1,7,17,41.2,10,101,37,36.6,52,44,5,29,15,0,14,14,37,63,0
52,Mehdi Bourabia,ma  MAR,MF,Sassuolo,29-226,1991,5.2,7,5,1,5,1,3,7,42.9,4,81,27,33.3,24,44,13,17,6,0,11,8,15,10,0
53,Jayden Braaf,nl  NED,FW,Udinese,18-202,2002,0.2,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0
54,Gleison Bremer,br  BRA,DF,Torino,24-003,1997,20.6,36,22,29,5,2,10,22,45.5,12,205,72,35.1,129,64,12,44,12,0,32,40,76,125,0
55,Marcelo Brozović,hr  CRO,MF,Inter,28-125,1992,20.4,41,29,16,18,7,8,42,19.0,34,359,111,30.9,124,167,68,37,8,1,29,26,67,35,0
56,Gastón Brugman,uy  URU,MF,Parma,28-195,1992,13.3,30,16,15,13,2,13,36,36.1,23,234,68,29.1,117,93,24,33,4,0,29,27,57,22,1
57,Juan Brunetta,ar  ARG,"FW,MF",Parma,23-313,1997,3.2,3,1,1,2,0,0,3,0.0,3,49,17,34.7,4,23,22,3,0,0,3,1,4,1,0
58,Gianluigi Buffon,it  ITA,GK,Juventus,43-052,1978,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
59,Alessandro Buongiorno,it  ITA,DF,Torino,21-288,1999,3.8,2,1,1,1,0,1,2,50.0,1,35,11,31.4,17,15,3,8,4,0,4,3,5,15,0
60,Maxime Busi,be  BEL,DF,Parma,21-158,1999,7.0,19,5,15,4,0,7,20,35.0,13,122,33,27.0,62,46,14,20,0,0,20,9,28,21,0
61,Martín Cáceres,uy  URU,DF,Fiorentina,33-348,1987,14.4,20,7,13,7,0,7,18,38.9,11,156,48,30.8,91,54,11,19,8,0,11,8,28,42,1
62,Felipe Caicedo,ec  ECU,FW,Lazio,32-197,1988,9.0,13,8,5,5,3,1,8,12.5,7,146,48,32.9,25,72,49,8,2,0,6,2,15,3,0
63,Davide Calabria,it  ITA,DF,Milan,24-105,1996,23.9,76,41,46,22,8,33,69,47.8,36,414,138,33.3,189,175,50,58,7,0,51,21,97,60,1
64,Riccardo Calafiori,it  ITA,DF,Roma,18-306,2002,0.2,1,0,1,0,0,1,2,50.0,1,9,2,22.2,3,4,2,1,0,0,1,0,1,0,0
65,Mattia Caldara,it  ITA,DF,Atalanta,26-320,1994,1.0,1,1,0,1,0,1,1,100.0,0,13,5,38.5,5,7,1,3,1,0,2,3,4,5,0
66,Luca Caldirola,it  ITA,DF,Benevento,30-048,1991,10.6,12,9,9,3,0,1,6,16.7,5,76,27,35.5,42,32,2,17,7,1,10,5,17,48,0
67,Hakan Çalhanoğlu,tr  TUR,"MF,FW",Milan,27-041,1994,18.8,16,11,2,8,6,2,16,12.5,14,249,84,33.7,43,130,76,25,5,0,20,17,33,13,0
68,Fabrizio Caligara,it  ITA,MF,Cagliari,20-343,2000,2.0,4,3,1,2,1,3,10,30.0,7,73,14,19.2,18,40,15,8,3,0,5,3,7,4,0
69,José Callejón,es  ESP,"FW,MF",Fiorentina,34-038,1987,6.1,4,2,1,2,1,3,8,37.5,5,50,19,38.0,4,22,24,4,1,0,3,5,9,4,0
70,Antonio Candreva,it  ITA,"MF,DF",Sampdoria,34-021,1987,18.4,15,6,8,6,1,13,30,43.3,17,166,41,24.7,65,64,37,28,1,0,27,16,31,14,0
71,Gianluca Caprari,it  ITA,"MF,FW",Benevento,27-234,1993,18.1,16,13,5,5,6,2,23,8.7,21,198,54,27.3,29,100,69,23,1,0,22,26,42,6,0
72,Francesco Caputo,it  ITA,FW,Sassuolo,33-227,1987,18.1,1,1,0,1,0,0,3,0.0,3,119,39,32.8,2,40,77,8,3,0,5,4,5,2,0
73,Andrea Carboni,it  ITA,DF,Cagliari,20-045,2001,4.1,7,1,3,4,0,1,5,20.0,4,64,14,21.9,32,29,3,12,2,0,10,3,10,13,0
74,Giuseppe Caso,it  ITA,MF,Genoa,22-102,1998,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0
75,Francesco Cassata,it  ITA,"DF,MF",Genoa,23-248,1997,0.6,2,2,2,0,0,1,2,50.0,1,8,4,50.0,1,5,2,0,0,0,0,0,2,0,0
76,Samu Castillejo,es  ESP,FW,Milan,26-062,1995,10.3,24,15,11,10,3,13,34,38.2,21,261,71,27.2,50,127,84,18,0,0,18,9,33,7,0
77,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24-032,1997,19.1,34,24,20,8,6,9,31,29.0,22,337,120,35.6,117,151,69,27,3,0,24,26,60,15,0
78,Danilo Cataldi,it  ITA,MF,Lazio,26-227,1994,3.5,7,6,2,3,2,1,11,9.1,10,61,18,29.5,18,33,10,2,1,0,1,7,14,4,0
79,Luca Ceppitelli,it  ITA,DF,Cagliari,31-222,1989,10.5,15,10,9,4,2,7,13,53.8,6,82,34,41.5,43,33,6,16,10,0,6,16,31,49,0
80,Alberto Cerri,it  ITA,FW,Cagliari,24-339,1996,2.1,3,2,0,2,1,0,0,,0,19,4,21.1,3,6,10,6,3,0,3,1,4,0,0
81,Julian Chabot,de  GER,DF,Spezia,23-037,1998,15.1,50,35,27,21,2,16,33,48.5,17,199,81,40.7,110,84,5,27,8,1,19,19,69,76,1
82,Giorgio Chiellini,it  ITA,DF,Juventus,36-219,1984,7.8,8,6,6,2,0,2,6,33.3,4,55,25,45.5,36,19,0,15,8,0,7,10,18,31,0
83,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31-127,1989,12.5,23,12,20,3,0,9,13,69.2,4,130,41,31.5,77,50,3,34,15,0,19,17,40,58,0
84,Luca Cigarini,it  ITA,MF,Crotone,34-274,1986,5.0,13,8,5,7,1,9,24,37.5,15,86,28,32.6,29,44,13,8,0,0,8,3,16,4,1
85,Antonio Cioffi,it  ITA,FW,Napoli,18-092,2002,0.1,0,0,0,0,0,0,0,,0,4,2,50.0,1,3,0,2,0,0,2,1,1,0,0
86,Ebrima Colley,gm  GAM,"FW,MF",Hellas Verona,21-048,2000,7.3,7,4,0,7,0,4,9,44.4,5,116,35,30.2,26,47,43,8,0,0,8,2,9,1,0
87,Omar Colley,gm  GAM,DF,Sampdoria,28-148,1992,18.8,28,17,15,11,2,4,10,40.0,6,159,56,35.2,92,62,5,27,17,1,10,38,66,99,1
88,Lorenzo Colombo,it  ITA,FW,Milan,19-013,2002,1.0,2,2,1,1,0,0,2,0.0,2,32,6,18.8,5,20,7,0,0,0,0,1,3,2,0
89,Andrea Consigli,it  ITA,GK,Sassuolo,34-053,1987,26.0,0,0,0,0,0,0,1,0.0,1,7,0,0.0,7,0,0,0,0,0,0,0,0,2,0
90,Alex Cordaz,it  ITA,GK,Crotone,38-079,1983,28.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,2,2
91,Andreas Cornelius,dk  DEN,FW,Parma,28-005,1993,14.4,6,4,1,2,3,1,8,12.5,7,191,51,26.7,15,74,102,7,2,0,5,1,7,25,1
92,Joaquín Correa,ar  ARG,FW,Lazio,26-220,1994,15.2,13,7,4,6,3,4,15,26.7,11,211,67,31.8,19,104,88,9,0,0,9,6,19,6,0
93,Angelo da Costa Júnior,br  BRA,GK,Bologna,37-129,1983,6.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,1
94,Douglas Costa,br  BRA,"MF,FW",Juventus,30-188,1990,0.5,1,0,1,0,0,1,3,33.3,2,8,1,12.5,1,4,3,0,0,0,0,1,2,0,0
95,Mamadou Coulibaly,sn  SEN,MF,Udinese,22-046,1999,2.0,10,7,4,6,0,0,2,0.0,2,36,6,16.7,8,24,4,3,1,0,2,1,11,0,0
96,Alessio Cragno,it  ITA,GK,Cagliari,26-266,1994,28.0,0,0,0,0,0,0,3,0.0,3,6,1,16.7,6,0,0,0,0,0,0,0,0,1,0
97,Domenico Criscito,it  ITA,DF,Genoa,34-081,1986,15.2,35,20,24,9,2,8,26,30.8,18,185,55,29.7,105,69,11,23,13,0,10,21,56,54,1
98,Bryan Cristante,it  ITA,"DF,MF",Roma,26-018,1995,14.9,23,19,9,12,2,4,18,22.2,14,169,49,29.0,73,74,22,17,7,0,10,15,38,45,2
99,Giovanni Crociata,it  ITA,"DF,MF",Crotone,23-222,1997,0.3,2,1,1,1,0,1,1,100.0,0,12,1,8.3,3,7,2,1,0,0,1,0,2,0,0
100,Juan Cuadrado,co  COL,DF,Juventus,32-299,1988,15.1,35,18,19,12,4,12,28,42.9,16,179,59,33.0,85,57,37,26,1,0,25,15,50,14,0
101,Giuseppe Cuomo,it  ITA,DF,Crotone,23-047,1998,6.8,18,11,13,5,0,8,14,57.1,6,83,31,37.3,47,31,5,8,2,0,6,12,30,20,0
102,Patrick Cutrone,it  ITA,"FW,MF",Fiorentina,23-077,1998,2.2,3,2,2,1,0,0,4,0.0,4,63,11,17.5,11,30,22,3,0,0,3,0,3,0,0
103,Wylan Cyprien,fr  FRA,MF,Parma,26-052,1995,4.6,10,6,7,3,0,2,6,33.3,4,69,18,26.1,33,30,6,13,6,0,7,3,13,11,2
104,Lennart-Marten Czyborra,de  GER,DF,Genoa,21-322,1999,13.0,15,7,6,5,4,7,19,36.8,12,160,38,23.8,69,59,32,25,3,0,22,12,27,33,0
105,Danilo D'Ambrosio,it  ITA,DF,Inter,32-193,1988,4.6,13,9,5,6,2,6,13,46.2,7,77,31,40.3,25,42,10,5,1,0,4,3,16,7,0
106,Bryan Dabo,bf  BFA,MF,Benevento,29-031,1992,7.5,11,5,6,3,2,4,11,36.4,7,114,33,28.9,35,63,16,10,1,0,9,11,22,10,0
107,Diogo Dalot,pt  POR,DF,Milan,22-003,1999,7.5,18,10,14,4,0,11,22,50.0,11,108,19,17.6,56,37,15,21,4,0,17,14,32,28,0
108,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,20-261,2000,14.6,41,23,16,18,7,14,57,24.6,43,414,112,27.1,99,198,117,35,3,0,32,19,60,9,0
109,Danilo,br  BRA,DF,Juventus,29-249,1991,23.5,45,28,30,13,2,17,45,37.8,28,174,61,35.1,98,64,12,37,8,0,29,32,77,56,0
110,Andrea Danzi,it  ITA,"MF,DF",Hellas Verona,22-024,1999,1.2,0,0,0,0,0,0,1,0.0,1,5,2,40.0,2,3,0,1,1,0,0,1,1,2,0
111,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,25-305,1995,13.5,27,20,17,7,3,6,15,40.0,9,178,52,29.2,90,76,12,29,16,0,13,17,44,69,0
112,Sebastien De Maio,fr  FRA,DF,Udinese,34-016,1987,8.9,18,11,7,11,0,3,4,75.0,1,100,38,38.0,67,30,3,17,11,1,6,10,28,44,0
113,Rodrigo De Paul,ar  ARG,MF,Udinese,26-301,1994,25.8,34,24,19,14,1,12,46,26.1,34,359,104,29.0,143,150,66,45,0,0,45,12,46,16,1
114,Mattia De Sciglio,it  ITA,DF,Juventus,28-152,1992,0.3,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,1,0
115,Lorenzo De Silvestri,it  ITA,DF,Bologna,32-302,1988,17.9,27,13,15,10,2,10,26,38.5,16,203,52,25.6,95,79,29,49,5,0,44,18,45,57,1
116,Grégoire Defrel,mq  MTQ,"MF,FW",Sassuolo,29-277,1991,10.2,10,7,6,1,3,2,6,33.3,4,127,35,27.6,26,57,44,12,1,0,11,5,15,2,1
117,Lorenzo Del Pinto,it  ITA,MF,Benevento,30-277,1990,0.1,0,0,0,0,0,0,1,0.0,1,3,0,0.0,1,0,2,0,0,0,0,0,0,1,0
118,Cristian Dell'Orco,it  ITA,DF,Spezia,27-039,1994,2.8,1,1,1,0,0,1,2,50.0,1,17,6,35.3,7,5,5,11,6,0,5,3,4,7,0
119,Merih Demiral,tr  TUR,DF,Juventus,23-016,1998,10.2,16,11,11,5,0,2,8,25.0,6,101,30,29.7,59,36,6,18,8,0,10,12,28,37,0
120,Diego Demme,de  GER,MF,Napoli,29-120,1991,11.0,38,22,12,21,5,9,37,24.3,28,255,74,29.0,71,131,53,11,1,0,10,12,50,13,0
121,Stefano Denswil,nl  NED,DF,Bologna,27-318,1993,1.3,2,2,0,1,1,1,2,50.0,1,21,7,33.3,14,6,1,3,0,0,3,1,3,4,0
122,Kastriot Dermaku,al  ALB,DF,Parma,29-065,1992,1.1,1,0,0,1,0,0,0,,0,11,3,27.3,7,4,0,3,1,0,2,1,2,8,0
123,Kiril Despodov,bg  BUL,FW,Cagliari,24-130,1996,0.1,1,0,0,1,0,1,1,100.0,0,5,2,40.0,0,2,3,1,0,0,1,0,1,0,0
124,Mattia Destro,it  ITA,FW,Genoa,30-001,1991,13.2,10,7,1,4,5,2,8,25.0,6,202,53,26.2,14,84,104,15,1,0,14,1,11,9,0
125,Gerard Deulofeu,es  ESP,FW,Udinese,27-008,1994,6.6,2,2,0,0,2,1,10,10.0,9,118,30,25.4,19,48,51,2,0,0,2,3,5,0,0
126,Jacopo Dezi,it  ITA,"FW,MF",Parma,29-039,1992,0.9,2,1,0,1,1,1,4,25.0,3,22,3,13.6,3,12,7,4,0,0,4,1,3,0,0
127,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27-229,1993,25.0,58,41,37,16,5,27,55,49.1,28,303,100,33.0,136,110,57,41,8,0,33,22,80,40,0
128,Alessandro Di Pardo,it  ITA,"MF,DF",Juventus,21-246,1999,0.2,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,1,1,0,0,0,0,0,0
129,Giuseppe Di Serio,it  ITA,"MF,FW",Benevento,19-244,2001,1.9,2,2,2,0,0,1,5,20.0,4,37,7,18.9,14,13,10,2,0,0,2,1,3,1,0
130,Amad Diallo,ci  CIV,MF,Atalanta,18-253,2002,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
131,Amadou Diawara,gn  GUI,MF,Roma,23-247,1997,3.8,10,8,4,6,0,2,7,28.6,5,75,18,24.0,17,55,3,7,1,0,6,4,14,7,0
132,Brahim Díaz,es  ESP,"MF,FW",Milan,21-230,1999,9.3,17,15,7,7,3,2,11,18.2,9,189,55,29.1,36,89,64,9,1,0,8,4,21,1,0
133,Daan Dierckx,be  BEL,DF,Parma,18-025,2003,1.0,4,4,3,1,0,1,1,100.0,0,13,5,38.5,10,3,0,2,1,0,1,1,5,5,0
134,Mitchell Dijks,nl  NED,DF,Bologna,28-040,1993,10.7,22,13,16,3,3,10,16,62.5,6,141,42,29.8,67,51,23,18,2,0,16,10,32,23,0
135,Federico Dimarco,it  ITA,DF,Hellas Verona,23-131,1997,20.2,32,17,20,10,2,8,23,34.8,15,195,63,32.3,82,78,35,36,9,0,27,24,56,49,0
136,Koffi Djidji,ci  CIV,DF,Crotone,28-111,1992,7.0,16,6,13,2,1,4,10,40.0,6,99,26,26.3,59,33,7,25,8,1,17,11,27,31,0
137,Berat Djimsiti,al  ALB,DF,Atalanta,28-030,1993,19.8,28,19,17,10,1,11,24,45.8,13,208,84,40.4,89,103,16,31,12,1,19,28,56,88,0
138,Nicolás Domínguez,ar  ARG,MF,Bologna,22-266,1998,12.7,45,32,24,17,4,11,24,45.8,13,298,79,26.5,123,134,41,30,7,0,23,18,63,18,0
139,Gianluigi Donnarumma,it  ITA,GK,Milan,22-024,1999,26.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
140,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23-214,1997,27.0,0,0,0,0,0,0,0,,0,4,2,50.0,4,0,0,0,0,0,0,0,0,0,1
141,Denis Drăguș,ro  ROU,"FW,MF",Crotone,21-258,1999,1.9,2,2,0,0,2,0,4,0.0,4,43,12,27.9,7,17,19,4,0,0,4,1,3,0,0
142,Radu Drăgușin,ro  ROU,DF,Juventus,19-046,2002,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0
143,Léo Duarte,br  BRA,DF,Milan,24-247,1996,0.2,1,1,0,1,0,0,0,,0,5,3,60.0,3,2,0,1,0,0,1,0,1,0,0
144,Paulo Dybala,ar  ARG,FW,Juventus,27-126,1993,7.2,9,6,1,5,3,2,6,33.3,4,85,25,29.4,8,34,43,11,0,0,11,1,10,1,0
145,Edin Džeko,ba  BIH,FW,Roma,35-004,1986,14.9,5,5,2,2,1,2,9,22.2,7,120,32,26.7,6,56,58,9,2,0,7,3,8,11,0
146,Steeve-Mike Ebongue,fr  FRA,MF,Genoa,20-029,2001,0.4,1,1,0,0,1,0,2,0.0,2,14,6,42.9,7,3,4,1,0,0,1,0,1,1,0
147,Simone Edera,it  ITA,"DF,MF",Torino,24-071,1997,0.6,3,0,2,1,0,3,4,75.0,1,10,3,30.0,6,4,0,0,0,0,0,0,3,1,0
148,Albin Ekdal,se  SWE,MF,Sampdoria,31-236,1989,21.2,50,39,17,27,6,14,53,26.4,39,475,152,32.0,154,251,70,49,13,0,36,32,82,36,0
149,Elif Elmas,mk  MKD,"MF,FW",Napoli,21-178,1999,6.9,9,6,2,3,4,5,13,38.5,8,108,30,27.8,23,51,34,9,0,0,9,4,13,3,0
150,Manu Emmanuel Gyabuaa,it  ITA,MF,Atalanta,19-181,2001,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
151,Alan Empereur,br  BRA,DF,Hellas Verona,27-011,1994,2.4,2,1,2,0,0,1,2,50.0,1,15,6,40.0,8,6,1,2,1,0,1,5,7,5,2
152,Christian Eriksen,dk  DEN,MF,Inter,29-035,1992,8.5,6,3,4,1,1,4,15,26.7,11,83,22,26.5,23,39,21,15,0,0,15,5,11,9,0
