,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
10,Nícolas Andrade,br  BRA,GK,Udinese,32-343,1988,2.0,40,37,40,0,0,0,28,0,0,,0,0,24,107,54,0,0,0,0,0,19,19,100.0,0
11,Davide Angelo Ghislandi,it  ITA,DF,Atalanta,19-278,2001,0.1,4,1,1,1,2,0,4,0,0,,0,0,3,1,0,0,0,0,0,0,3,3,100.0,0
12,Philip Ankhrah,gh  GHA,MF,Hellas Verona,18-175,2002,0.1,1,0,0,1,0,0,1,0,1,0.0,1,0,1,0,0,0,0,0,0,0,6,1,16.7,0
13,Cristian Ansaldi,ar  ARG,DF,Torino,34-182,1986,11.0,661,32,173,302,236,15,534,16,27,59.3,17,0,420,2952,1465,75,21,3,8,13,440,389,88.4,14
14,Valentin Antov,bg  BUL,DF,Bologna,20-132,2000,0.8,69,15,46,31,0,0,66,1,1,100.0,1,0,42,301,173,1,0,0,0,0,45,45,100.0,0
15,Tolgay Arslan,de  GER,MF,Udinese,30-217,1990,15.8,838,22,201,536,182,12,813,27,35,77.1,27,0,614,3490,2113,104,36,4,12,19,588,564,95.9,23
16,Kwadwo Asamoah,gh  GHA,DF,Cagliari,32-102,1988,0.5,27,2,5,16,8,0,24,0,0,,0,0,19,98,61,2,1,0,0,0,20,17,85.0,0
17,Kristoffer Askildsen,no  NOR,MF,Sampdoria,20-071,2001,0.5,11,1,7,4,0,0,11,0,0,,0,0,5,11,3,0,0,0,1,0,8,5,62.5,0
18,Emil Audero,it  ITA,GK,Sampdoria,24-062,1997,27.0,958,873,955,3,0,0,692,0,0,,0,0,442,2337,1270,0,0,0,0,0,407,407,100.0,0
19,Tommaso Augello,it  ITA,DF,Sampdoria,26-203,1994,24.8,1669,91,541,779,475,20,1419,21,44,47.7,26,3,1016,5920,3615,122,54,4,24,21,1100,1013,92.1,42
20,Kaan Ayhan,tr  TUR,DF,Sassuolo,26-131,1994,8.5,623,75,195,380,84,5,590,2,3,66.7,2,0,438,2152,1486,67,17,2,2,1,478,458,95.8,5
21,Milan Badelj,hr  CRO,MF,Genoa,32-024,1989,19.4,1296,78,377,763,209,9,1249,17,25,68.0,17,0,759,2799,1392,48,12,0,12,21,819,770,94.0,24
22,Tiemoué Bakayoko,fr  FRA,MF,Napoli,26-216,1994,16.2,1092,34,255,713,175,13,1078,20,25,80.0,20,1,724,2693,1096,36,13,1,15,17,842,809,96.1,21
23,Keita Baldé,sn  SEN,FW,Sampdoria,26-013,1995,9.0,326,2,13,147,193,55,318,13,22,59.1,13,0,247,1233,730,43,13,15,28,15,498,273,54.8,86
24,Botond Balogh,hu  HUN,DF,Parma,18-288,2002,1.6,90,15,65,30,2,1,85,1,1,100.0,1,0,50,283,165,1,0,0,1,0,60,58,96.7,1
25,Antonín Barák,cz  CZE,"MF,FW",Hellas Verona,26-108,1994,21.8,1093,43,174,632,369,68,1067,22,34,64.7,24,0,719,4284,2236,100,42,13,22,26,998,757,75.9,84
26,Federico Barba,it  ITA,DF,Benevento,27-201,1993,19.2,1149,148,590,484,138,17,976,2,5,40.0,2,0,600,3373,1731,46,15,4,4,8,651,620,95.2,5
27,Nicolò Barella,it  ITA,MF,Inter,24-042,1997,23.9,1646,26,261,928,608,43,1622,34,48,70.8,37,0,1247,7014,3610,161,71,14,26,31,1370,1236,90.2,103
28,Antonio Barreca,it  ITA,DF,Fiorentina,26-003,1995,0.9,54,1,8,24,25,3,39,0,0,,0,0,25,124,86,8,2,1,0,1,38,29,76.3,1
29,Musa Barrow,gm  GAM,"FW,MF",Bologna,22-127,1998,24.0,1162,17,123,531,599,105,1071,31,68,45.6,40,2,781,4143,2241,142,42,20,71,52,1266,865,68.3,186
30,Paolo Bartolomei,it  ITA,MF,Spezia,31-212,1989,3.6,152,4,24,89,47,10,147,4,4,100.0,4,0,109,560,277,11,2,5,4,5,137,116,84.7,10
31,Daniele Baselli,it  ITA,MF,Torino,29-009,1992,1.7,95,3,21,63,18,2,94,0,0,,0,0,51,363,217,9,3,0,1,0,75,63,84.0,7
32,Alessandro Bastoni,it  ITA,DF,Inter,21-342,1999,23.6,1867,224,743,1048,219,12,1795,7,9,77.8,8,0,1311,7663,4786,157,48,1,7,7,1453,1427,98.2,12
33,Simone Bastoni,it  ITA,DF,Spezia,24-136,1996,12.6,935,31,263,451,301,23,797,13,24,54.2,14,0,574,3518,2079,80,34,2,17,15,623,569,91.3,27
34,Bastos,ao  ANG,DF,Lazio,29-359,1991,0.7,53,7,28,20,8,2,51,2,4,50.0,2,0,37,155,69,2,1,0,0,2,36,35,97.2,1
35,Rodrigo Becão,br  BRA,DF,Udinese,25-061,1996,22.0,1156,163,589,569,71,21,1113,8,9,88.9,8,1,714,3712,2308,57,6,0,6,10,746,711,95.3,11
36,Valon Behrami,ch  SUI,MF,Genoa,35-336,1985,6.2,201,13,50,119,37,6,197,3,4,75.0,3,0,106,435,198,10,2,1,3,1,124,97,78.2,6
37,Andrea Belotti,it  ITA,FW,Torino,27-091,1993,22.7,897,17,58,477,438,115,853,41,73,56.2,41,1,628,3378,2179,122,56,14,64,46,1128,670,59.4,169
38,Ahmad Benali,ly  LBY,MF,Crotone,29-042,1992,7.8,517,23,143,295,110,17,491,8,12,66.7,8,0,350,1785,761,30,12,2,10,10,413,370,89.6,32
39,Ismaël Bennacer,dz  ALG,MF,Milan,23-110,1997,8.1,615,20,156,400,103,2,598,14,17,82.4,15,0,467,2522,1199,49,14,0,6,9,465,443,95.3,10
40,Rodrigo Bentancur,uy  URU,MF,Juventus,23-289,1997,17.2,1450,77,407,888,240,7,1402,17,30,56.7,19,1,973,4568,2065,49,24,2,11,14,1079,1034,95.8,21
41,Domenico Berardi,it  ITA,"FW,MF",Sassuolo,26-232,1994,20.2,1273,37,158,500,705,85,1199,23,38,60.5,23,7,931,5554,3066,177,45,28,34,29,1112,940,84.5,152
42,Álex Berenguer,es  ESP,MF,Torino,25-260,1995,1.5,66,4,8,37,30,1,63,2,4,50.0,3,1,45,319,230,9,6,0,2,3,56,46,82.1,8
43,Bartosz Bereszyński,pl  POL,DF,Sampdoria,28-252,1992,20.0,1234,94,455,570,278,12,1055,13,19,68.4,14,1,657,3307,1840,65,19,3,11,15,711,662,93.1,23
44,Federico Bernardeschi,it  ITA,"MF,DF",Juventus,27-033,1994,8.6,533,24,113,231,228,32,475,17,28,60.7,18,2,371,2234,1166,45,14,9,15,12,438,373,85.2,50
45,Daniel Bessa,it  ITA,"FW,MF",Hellas Verona,28-066,1993,2.1,147,3,7,73,76,7,144,1,3,33.3,2,1,106,602,330,19,7,1,4,7,150,116,77.3,18
46,Cristiano Biraghi,it  ITA,DF,Fiorentina,28-201,1992,23.4,1588,69,324,656,683,49,1256,14,28,50.0,15,2,891,4387,2604,135,37,8,16,8,1055,951,90.1,67
47,Davide Biraschi,it  ITA,DF,Genoa,26-262,1994,5.8,410,22,178,220,36,0,367,2,6,33.3,2,0,274,1097,647,15,3,0,4,5,278,276,99.3,3
48,Jeremie Boga,ci  CIV,"FW,MF",Sassuolo,24-077,1997,11.2,555,14,96,240,279,39,550,52,83,62.7,56,2,508,2962,1567,84,24,10,33,30,586,455,77.6,70
49,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31-211,1989,16.4,846,21,135,473,301,35,814,21,31,67.7,22,1,620,3340,1731,89,28,4,17,24,732,589,80.5,71
50,Kevin Bonifazi,it  ITA,DF,Udinese,24-306,1996,16.5,922,165,514,410,51,13,882,8,10,80.0,9,1,617,3593,1701,39,9,0,7,2,601,592,98.5,2
51,Leonardo Bonucci,it  ITA,DF,Juventus,33-324,1987,17.5,1325,188,674,699,41,17,1280,0,0,,0,0,849,4254,2528,33,3,0,7,1,1028,1008,98.1,6
52,Mehdi Bourabia,ma  MAR,MF,Sassuolo,29-226,1991,5.2,403,25,103,255,63,5,388,6,10,60.0,6,0,254,867,479,20,5,1,3,9,298,280,94.0,7
53,Jayden Braaf,nl  NED,FW,Udinese,18-202,2002,0.2,8,0,0,4,5,1,8,0,1,0.0,0,0,7,37,16,1,1,0,0,1,10,6,60.0,4
54,Gleison Bremer,br  BRA,DF,Torino,24-003,1997,20.6,1355,193,748,628,67,24,1320,2,7,28.6,3,0,852,5119,2521,45,8,0,5,8,891,870,97.6,8
55,Marcelo Brozović,hr  CRO,MF,Inter,28-125,1992,20.4,1779,95,452,1051,407,8,1670,8,11,72.7,8,1,1201,6578,2854,115,32,2,11,16,1358,1309,96.4,26
56,Gastón Brugman,uy  URU,MF,Parma,28-195,1992,13.3,927,49,289,543,147,5,856,10,14,71.4,12,0,538,2750,1429,42,12,1,5,8,618,593,96.0,12
57,Juan Brunetta,ar  ARG,"FW,MF",Parma,23-313,1997,3.2,156,0,14,80,69,13,138,6,10,60.0,6,0,106,665,332,17,3,2,12,5,150,104,69.3,22
58,Gianluigi Buffon,it  ITA,GK,Juventus,43-052,1978,5.0,184,169,183,1,0,0,145,0,0,,0,0,106,382,201,0,0,0,0,0,105,103,98.1,0
59,Alessandro Buongiorno,it  ITA,DF,Torino,21-288,1999,3.8,248,25,125,143,13,2,235,0,0,,0,0,169,1093,659,12,3,0,3,2,184,177,96.2,1
60,Maxime Busi,be  BEL,DF,Parma,21-158,1999,7.0,535,30,195,290,86,8,470,5,11,45.5,6,1,308,1612,985,45,7,2,10,4,363,338,93.1,6
61,Martín Cáceres,uy  URU,DF,Fiorentina,33-348,1987,14.4,818,59,235,471,165,14,740,1,5,20.0,1,1,489,2520,1549,50,16,0,4,6,559,529,94.6,14
62,Felipe Caicedo,ec  ECU,FW,Lazio,32-197,1988,9.0,328,4,30,165,151,52,324,12,16,75.0,12,1,205,829,404,16,3,5,19,17,396,255,64.4,74
63,Davide Calabria,it  ITA,DF,Milan,24-105,1996,23.9,1731,101,556,896,394,32,1541,12,32,37.5,12,1,1046,5230,3169,116,42,5,14,11,1121,1042,93.0,58
64,Riccardo Calafiori,it  ITA,DF,Roma,18-306,2002,0.2,15,0,2,8,5,1,12,0,1,0.0,0,0,10,56,45,2,0,0,3,0,9,9,100.0,1
65,Mattia Caldara,it  ITA,DF,Atalanta,26-320,1994,1.0,57,5,32,25,3,2,55,0,0,,0,0,33,166,34,1,0,0,0,0,29,29,100.0,0
66,Luca Caldirola,it  ITA,DF,Benevento,30-048,1991,10.6,527,102,336,219,18,7,500,0,0,,0,0,271,2086,1354,23,4,0,0,1,344,336,97.7,3
67,Hakan Çalhanoğlu,tr  TUR,"MF,FW",Milan,27-041,1994,18.8,1276,20,134,590,628,50,1107,23,36,63.9,25,2,821,4789,2623,147,47,15,33,18,1079,893,82.8,122
68,Fabrizio Caligara,it  ITA,MF,Cagliari,20-343,2000,2.0,98,8,29,44,30,1,91,1,4,25.0,1,0,46,174,84,4,2,0,1,5,68,55,80.9,2
69,José Callejón,es  ESP,"FW,MF",Fiorentina,34-038,1987,6.1,262,7,24,142,118,16,246,5,6,83.3,5,1,178,826,446,24,12,1,5,10,260,193,74.2,36
70,Antonio Candreva,it  ITA,"MF,DF",Sampdoria,34-021,1987,18.4,1223,30,190,566,584,51,1081,25,42,59.5,27,2,839,5997,3385,159,59,12,24,13,1036,846,81.7,83
71,Gianluca Caprari,it  ITA,"MF,FW",Benevento,27-234,1993,18.1,868,10,123,414,415,68,773,38,83,45.8,42,4,657,4041,2087,99,29,16,36,44,811,582,71.8,123
72,Francesco Caputo,it  ITA,FW,Sassuolo,33-227,1987,18.1,535,4,34,252,264,115,486,5,9,55.6,5,1,329,1016,457,29,6,12,36,12,758,423,55.8,164
73,Andrea Carboni,it  ITA,DF,Cagliari,20-045,2001,4.1,206,28,107,91,17,3,183,0,2,0.0,0,1,93,526,280,9,3,1,1,0,117,110,94.0,3
74,Giuseppe Caso,it  ITA,MF,Genoa,22-102,1998,0.1,5,1,3,1,1,0,5,1,1,100.0,1,0,4,28,17,0,0,0,0,1,6,2,33.3,0
75,Francesco Cassata,it  ITA,"DF,MF",Genoa,23-248,1997,0.6,23,1,5,14,6,0,23,0,1,0.0,0,0,19,111,77,5,2,0,0,2,15,14,93.3,1
76,Samu Castillejo,es  ESP,FW,Milan,26-062,1995,10.3,501,11,74,233,236,30,479,18,31,58.1,21,1,397,2515,1230,56,17,10,16,20,462,348,75.3,38
77,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24-032,1997,19.1,905,27,139,451,391,49,881,21,43,48.8,22,4,679,3957,2299,118,43,10,33,57,724,602,83.1,99
78,Danilo Cataldi,it  ITA,MF,Lazio,26-227,1994,3.5,295,13,76,160,75,2,273,2,3,66.7,2,0,188,1096,567,21,5,0,2,0,222,211,95.0,9
79,Luca Ceppitelli,it  ITA,DF,Cagliari,31-222,1989,10.5,656,98,330,319,46,9,629,2,4,50.0,2,0,384,1928,1013,22,3,0,5,1,438,429,97.9,2
80,Alberto Cerri,it  ITA,FW,Cagliari,24-339,1996,2.1,116,1,5,50,66,21,111,4,6,66.7,4,0,61,283,122,9,3,2,13,3,150,86,57.3,40
81,Julian Chabot,de  GER,DF,Spezia,23-037,1998,15.1,1037,87,513,573,27,14,983,13,14,92.9,13,0,618,3876,2127,48,6,2,6,3,677,662,97.8,3
82,Giorgio Chiellini,it  ITA,DF,Juventus,36-219,1984,7.8,627,95,318,318,25,6,601,1,2,50.0,1,0,403,2153,1114,20,3,0,0,2,487,479,98.4,3
83,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31-127,1989,12.5,1024,157,528,531,46,13,1006,8,12,66.7,9,0,712,3903,2275,56,18,2,1,4,752,732,97.3,3
84,Luca Cigarini,it  ITA,MF,Crotone,34-274,1986,5.0,412,13,86,251,91,3,373,3,4,75.0,3,0,230,825,480,9,4,1,4,8,303,286,94.4,9
85,Antonio Cioffi,it  ITA,FW,Napoli,18-092,2002,0.1,13,0,4,7,3,0,13,0,0,,0,0,8,44,11,1,0,0,0,0,11,9,81.8,3
86,Ebrima Colley,gm  GAM,"FW,MF",Hellas Verona,21-048,2000,7.3,346,3,32,168,183,27,343,14,23,60.9,15,2,267,1494,749,37,21,4,27,24,403,264,65.5,63
87,Omar Colley,gm  GAM,DF,Sampdoria,28-148,1992,18.8,1030,152,560,491,33,12,1000,1,2,50.0,1,0,525,3132,1627,36,7,0,3,2,623,596,95.7,2
88,Lorenzo Colombo,it  ITA,FW,Milan,19-013,2002,1.0,26,2,5,11,13,5,26,0,1,0.0,0,0,14,89,52,4,1,1,2,3,32,14,43.8,3
89,Andrea Consigli,it  ITA,GK,Sassuolo,34-053,1987,26.0,1038,852,1032,15,1,0,796,0,0,,0,0,549,3089,2025,1,0,0,2,0,529,525,99.2,0
90,Alex Cordaz,it  ITA,GK,Crotone,38-079,1983,28.0,1145,993,1139,7,0,0,840,1,1,100.0,1,0,592,2800,1476,0,0,0,0,0,561,561,100.0,0
91,Andreas Cornelius,dk  DEN,FW,Parma,28-005,1993,14.4,521,23,58,283,197,61,499,12,18,66.7,12,0,264,1077,307,20,4,6,43,19,744,398,53.5,120
92,Joaquín Correa,ar  ARG,FW,Lazio,26-220,1994,15.2,765,9,46,346,436,96,734,23,45,51.1,26,2,600,3099,1807,96,32,11,46,45,836,626,74.9,176
93,Angelo da Costa Júnior,br  BRA,GK,Bologna,37-129,1983,6.0,301,270,301,1,0,0,240,0,0,,0,0,177,1035,685,0,0,0,0,0,183,183,100.0,0
94,Douglas Costa,br  BRA,"MF,FW",Juventus,30-188,1990,0.5,28,0,4,15,11,0,24,0,0,,0,0,17,125,86,3,1,0,0,0,29,21,72.4,3
95,Mamadou Coulibaly,sn  SEN,MF,Udinese,22-046,1999,2.0,114,1,15,66,37,4,114,1,1,100.0,1,0,69,277,70,4,0,0,6,6,92,66,71.7,16
96,Alessio Cragno,it  ITA,GK,Cagliari,26-266,1994,28.0,843,771,839,6,0,0,550,0,0,,0,0,328,1870,1323,0,0,0,0,0,275,273,99.3,0
97,Domenico Criscito,it  ITA,DF,Genoa,34-081,1986,15.2,937,109,398,497,102,6,870,4,8,50.0,5,0,540,2712,1648,52,13,0,5,6,585,572,97.8,1
98,Bryan Cristante,it  ITA,"DF,MF",Roma,26-018,1995,14.9,1082,115,469,605,100,15,1036,8,11,72.7,8,0,766,4773,2577,60,10,1,12,6,837,804,96.1,29
99,Giovanni Crociata,it  ITA,"DF,MF",Crotone,23-222,1997,0.3,25,1,5,11,12,2,24,4,5,80.0,4,0,22,169,80,3,1,0,1,2,18,16,88.9,3
100,Juan Cuadrado,co  COL,DF,Juventus,32-299,1988,15.1,1278,26,325,650,382,37,1146,30,43,69.8,31,3,881,3947,2563,109,26,15,12,19,1031,940,91.2,44
101,Giuseppe Cuomo,it  ITA,DF,Crotone,23-047,1998,6.8,417,37,226,204,12,2,398,3,9,33.3,3,0,257,1422,753,12,3,0,0,4,264,259,98.1,0
102,Patrick Cutrone,it  ITA,"FW,MF",Fiorentina,23-077,1998,2.2,81,1,3,41,41,7,78,0,1,0.0,0,0,53,287,112,6,0,1,3,9,102,58,56.9,26
103,Wylan Cyprien,fr  FRA,MF,Parma,26-052,1995,4.6,342,20,109,190,57,2,317,1,2,50.0,1,0,206,884,451,17,1,0,3,3,253,238,94.1,4
104,Lennart-Marten Czyborra,de  GER,DF,Genoa,21-322,1999,13.0,694,38,209,327,185,13,582,10,19,52.6,10,1,399,1699,811,42,7,2,13,9,463,404,87.3,20
105,Danilo D'Ambrosio,it  ITA,DF,Inter,32-193,1988,4.6,323,24,98,186,62,6,298,0,1,0.0,0,0,208,851,496,19,7,0,5,4,248,229,92.3,9
106,Bryan Dabo,bf  BFA,MF,Benevento,29-031,1992,7.5,416,17,87,239,123,14,409,8,15,53.3,8,0,226,1428,712,34,15,3,14,9,319,266,83.4,19
107,Diogo Dalot,pt  POR,DF,Milan,22-003,1999,7.5,489,33,171,242,103,7,418,3,6,50.0,4,0,259,1314,732,31,8,5,7,3,286,258,90.2,10
108,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,20-261,2000,14.6,819,12,128,373,374,53,780,44,75,58.7,46,1,582,2604,1478,86,22,11,32,34,736,548,74.5,96
109,Danilo,br  BRA,DF,Juventus,29-249,1991,23.5,2013,120,699,1190,252,14,1875,15,17,88.2,15,1,1381,6609,3760,146,35,2,10,8,1511,1477,97.7,16
110,Andrea Danzi,it  ITA,"MF,DF",Hellas Verona,22-024,1999,1.2,47,4,12,30,5,0,47,0,0,,0,0,27,93,16,1,0,0,3,0,32,30,93.8,1
111,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,25-305,1995,13.5,701,109,363,302,77,13,669,5,5,100.0,5,1,359,1919,1033,27,11,0,4,3,371,354,95.4,8
112,Sebastien De Maio,fr  FRA,DF,Udinese,34-016,1987,8.9,452,62,248,221,12,5,435,2,2,100.0,2,0,228,1386,666,8,2,0,1,1,246,235,95.5,3
113,Rodrigo De Paul,ar  ARG,MF,Udinese,26-301,1994,25.8,1822,18,308,959,779,51,1659,76,110,69.1,78,0,1409,9784,5913,243,110,10,53,51,1502,1328,88.4,107
114,Mattia De Sciglio,it  ITA,DF,Juventus,28-152,1992,0.3,15,0,5,4,7,3,15,0,0,,0,0,10,50,20,1,0,1,0,0,14,13,92.9,4
115,Lorenzo De Silvestri,it  ITA,DF,Bologna,32-302,1988,17.9,1176,68,427,564,252,20,998,2,4,50.0,3,0,621,3250,1453,44,20,0,4,12,745,685,91.9,20
116,Grégoire Defrel,mq  MTQ,"MF,FW",Sassuolo,29-277,1991,10.2,395,7,41,191,196,35,385,8,15,53.3,9,0,280,1766,838,48,19,2,16,17,413,288,69.7,66
117,Lorenzo Del Pinto,it  ITA,MF,Benevento,30-277,1990,0.1,9,0,7,3,0,0,8,0,0,,0,0,4,5,0,0,0,0,0,1,10,6,60.0,0
118,Cristian Dell'Orco,it  ITA,DF,Spezia,27-039,1994,2.8,161,24,75,78,17,2,140,0,0,,0,0,74,490,307,5,1,0,2,2,86,82,95.3,1
119,Merih Demiral,tr  TUR,DF,Juventus,23-016,1998,10.2,719,108,390,332,28,12,698,3,3,100.0,3,0,445,2050,769,16,5,0,0,3,538,528,98.1,3
120,Diego Demme,de  GER,MF,Napoli,29-120,1991,11.0,904,33,208,587,162,16,889,2,3,66.7,2,0,646,3001,1451,66,23,2,8,13,749,698,93.2,17
121,Stefano Denswil,nl  NED,DF,Bologna,27-318,1993,1.3,90,3,39,40,19,0,82,1,1,100.0,1,0,62,229,139,4,3,0,0,0,60,60,100.0,0
122,Kastriot Dermaku,al  ALB,DF,Parma,29-065,1992,1.1,52,15,34,20,0,0,50,0,0,,0,0,28,144,76,1,0,0,0,0,31,30,96.8,0
123,Kiril Despodov,bg  BUL,FW,Cagliari,24-130,1996,0.1,3,0,0,2,1,0,3,0,1,0.0,0,0,1,0,0,0,0,0,0,0,5,1,20.0,1
124,Mattia Destro,it  ITA,FW,Genoa,30-001,1991,13.2,392,8,36,216,163,59,374,18,37,48.6,20,2,226,793,382,21,4,3,37,25,563,269,47.8,81
125,Gerard Deulofeu,es  ESP,FW,Udinese,27-008,1994,6.6,315,5,28,102,206,45,287,10,21,47.6,10,0,248,1576,1120,71,9,22,15,9,344,238,69.2,50
126,Jacopo Dezi,it  ITA,"FW,MF",Parma,29-039,1992,0.9,55,0,5,31,21,2,47,1,2,50.0,1,0,29,95,21,2,1,0,0,2,42,35,83.3,6
127,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27-229,1993,25.0,1982,79,579,1007,539,49,1721,17,31,54.8,19,6,1366,6877,4039,170,44,9,17,15,1489,1395,93.7,61
128,Alessandro Di Pardo,it  ITA,"MF,DF",Juventus,21-246,1999,0.2,10,1,5,5,1,0,9,2,2,100.0,2,1,10,50,28,1,0,0,0,0,7,7,100.0,0
129,Giuseppe Di Serio,it  ITA,"MF,FW",Benevento,19-244,2001,1.9,72,2,9,34,36,8,70,3,3,100.0,3,0,48,261,134,8,4,0,5,8,105,54,51.4,9
130,Amad Diallo,ci  CIV,MF,Atalanta,18-253,2002,0.2,12,0,0,11,2,0,12,2,2,100.0,2,0,14,100,50,5,1,0,0,0,21,12,57.1,2
131,Amadou Diawara,gn  GUI,MF,Roma,23-247,1997,3.8,322,11,75,223,45,1,319,1,2,50.0,1,0,225,1057,471,20,7,0,1,2,231,227,98.3,5
132,Brahim Díaz,es  ESP,"MF,FW",Milan,21-230,1999,9.3,466,6,41,233,225,40,449,24,35,68.6,25,1,347,1612,776,43,13,6,20,28,472,348,73.7,77
133,Daan Dierckx,be  BEL,DF,Parma,18-025,2003,1.0,24,5,15,10,1,1,24,0,0,,0,0,8,57,21,0,0,0,0,0,8,8,100.0,0
134,Mitchell Dijks,nl  NED,DF,Bologna,28-040,1993,10.7,613,38,223,271,180,14,513,23,45,51.1,25,3,374,2133,1363,38,21,2,8,16,404,366,90.6,15
135,Federico Dimarco,it  ITA,DF,Hellas Verona,23-131,1997,20.2,1458,93,384,644,517,52,1175,10,17,58.8,11,1,809,4463,2820,106,39,7,13,12,945,843,89.2,62
136,Koffi Djidji,ci  CIV,DF,Crotone,28-111,1992,7.0,376,60,209,169,20,2,347,4,7,57.1,4,0,214,958,514,11,1,0,2,5,221,215,97.3,1
137,Berat Djimsiti,al  ALB,DF,Atalanta,28-030,1993,19.8,1422,117,544,760,201,36,1374,2,4,50.0,2,0,871,4873,2522,104,27,3,14,7,1002,953,95.1,33
138,Nicolás Domínguez,ar  ARG,MF,Bologna,22-266,1998,12.7,740,41,196,418,170,24,718,9,10,90.0,9,1,418,2227,1020,39,10,2,15,15,535,452,84.5,37
139,Gianluigi Donnarumma,it  ITA,GK,Milan,22-024,1999,26.0,937,821,930,7,0,0,743,1,1,100.0,1,0,500,2659,1522,0,0,0,0,0,493,490,99.4,0
140,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23-214,1997,27.0,876,791,874,2,0,0,607,0,0,,0,0,387,2214,1236,0,0,0,0,0,341,340,99.7,0
141,Denis Drăguș,ro  ROU,"FW,MF",Crotone,21-258,1999,1.9,96,0,7,49,49,4,95,3,5,60.0,4,0,74,356,129,5,5,0,11,7,105,73,69.5,17
142,Radu Drăgușin,ro  ROU,DF,Juventus,19-046,2002,0.0,2,1,2,0,0,0,2,0,0,,0,0,1,4,0,0,0,0,0,0,1,1,100.0,0
143,Léo Duarte,br  BRA,DF,Milan,24-247,1996,0.2,15,1,12,5,0,0,14,0,0,,0,0,11,42,17,0,0,0,0,0,12,12,100.0,0
144,Paulo Dybala,ar  ARG,FW,Juventus,27-126,1993,7.2,524,1,36,236,284,40,459,13,23,56.5,13,2,349,1783,850,52,16,8,22,12,463,395,85.3,69
145,Edin Džeko,ba  BIH,FW,Roma,35-004,1986,14.9,562,17,32,267,295,103,534,16,31,51.6,18,2,338,1714,984,58,17,14,47,28,740,443,59.9,145
146,Steeve-Mike Ebongue,fr  FRA,MF,Genoa,20-029,2001,0.4,22,1,9,7,8,0,22,0,0,,0,0,17,52,15,0,1,0,1,0,11,10,90.9,0
