,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Performance,PKatt_Performance,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
13,Cristian Ansaldi,ar  ARG,DF,Torino,34-182,1986,11.0,1,9,3,33.3,0.82,0.27,0.00,0.00,24.5,1,1,1,1.2,0.4,0.04,-0.2,-0.4
14,Valentin Antov,bg  BUL,DF,Bologna,20-132,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
15,Tolgay Arslan,de  GER,MF,Udinese,30-217,1990,15.8,2,14,4,28.6,0.88,0.25,0.14,0.50,22.6,0,0,0,0.4,0.4,0.03,+1.6,+1.6
16,Kwadwo Asamoah,gh  GHA,DF,Cagliari,32-102,1988,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
17,Kristoffer Askildsen,no  NOR,MF,Sampdoria,20-071,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
18,Emil Audero,it  ITA,GK,Sampdoria,24-062,1997,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
19,Tommaso Augello,it  ITA,DF,Sampdoria,26-203,1994,24.8,1,5,1,20.0,0.20,0.04,0.20,1.00,21.1,0,0,0,0.1,0.1,0.02,+0.9,+0.9
20,Kaan Ayhan,tr  TUR,DF,Sassuolo,26-131,1994,8.5,0,5,0,0.0,0.59,0.00,0.00,,15.1,2,0,0,0.5,0.5,0.10,-0.5,-0.5
21,Milan Badelj,hr  CRO,MF,Genoa,32-024,1989,19.4,1,12,3,25.0,0.62,0.15,0.08,0.33,24.4,0,0,0,0.3,0.3,0.03,+0.7,+0.7
22,Tiemoué Bakayoko,fr  FRA,MF,Napoli,26-216,1994,16.2,1,8,3,37.5,0.49,0.18,0.13,0.33,17.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
23,Keita Baldé,sn  SEN,FW,Sampdoria,26-013,1995,9.0,5,26,14,53.8,2.88,1.55,0.19,0.36,13.0,0,0,0,3.5,3.5,0.14,+1.5,+1.5
24,Botond Balogh,hu  HUN,DF,Parma,18-288,2002,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
25,Antonín Barák,cz  CZE,"MF,FW",Hellas Verona,26-108,1994,21.8,6,35,13,37.1,1.61,0.60,0.17,0.46,15.1,1,0,0,5.1,5.1,0.15,+0.9,+0.9
26,Federico Barba,it  ITA,DF,Benevento,27-201,1993,19.2,0,8,2,25.0,0.42,0.10,0.00,0.00,13.6,0,0,0,0.6,0.6,0.08,-0.6,-0.6
27,Nicolò Barella,it  ITA,MF,Inter,24-042,1997,23.9,3,29,9,31.0,1.22,0.38,0.10,0.33,20.9,0,0,0,2.3,2.3,0.08,+0.7,+0.7
28,Antonio Barreca,it  ITA,DF,Fiorentina,26-003,1995,0.9,0,2,1,50.0,2.12,1.06,0.00,0.00,14.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2
29,Musa Barrow,gm  GAM,"FW,MF",Bologna,22-127,1998,24.0,6,65,32,49.2,2.71,1.33,0.09,0.19,20.0,5,0,1,5.6,4.7,0.07,+0.4,+1.3
30,Paolo Bartolomei,it  ITA,MF,Spezia,31-212,1989,3.6,0,4,0,0.0,1.13,0.00,0.00,,24.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
31,Daniele Baselli,it  ITA,MF,Torino,29-009,1992,1.7,0,2,1,50.0,1.16,0.58,0.00,0.00,21.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
32,Alessandro Bastoni,it  ITA,DF,Inter,21-342,1999,23.6,0,8,2,25.0,0.34,0.08,0.00,0.00,11.3,0,0,0,0.9,0.9,0.11,-0.9,-0.9
33,Simone Bastoni,it  ITA,DF,Spezia,24-136,1996,12.6,1,18,2,11.1,1.42,0.16,0.06,0.50,19.6,1,0,0,1.2,1.2,0.07,-0.2,-0.2
34,Bastos,ao  ANG,DF,Lazio,29-359,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
35,Rodrigo Becão,br  BRA,DF,Udinese,25-061,1996,22.0,1,9,2,22.2,0.41,0.09,0.11,0.50,8.6,0,0,0,0.9,0.9,0.10,+0.1,+0.1
36,Valon Behrami,ch  SUI,MF,Genoa,35-336,1985,6.2,0,2,1,50.0,0.32,0.16,0.00,0.00,13.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
37,Andrea Belotti,it  ITA,FW,Torino,27-091,1993,22.7,11,77,27,35.1,3.39,1.19,0.12,0.33,16.9,7,2,3,9.9,7.5,0.10,+1.1,+1.5
38,Ahmad Benali,ly  LBY,MF,Crotone,29-042,1992,7.8,0,8,3,37.5,1.03,0.39,0.00,0.00,20.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
39,Ismaël Bennacer,dz  ALG,MF,Milan,23-110,1997,8.1,0,9,1,11.1,1.11,0.12,0.00,0.00,26.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6
40,Rodrigo Bentancur,uy  URU,MF,Juventus,23-289,1997,17.2,0,11,3,27.3,0.64,0.17,0.00,0.00,23.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5
41,Domenico Berardi,it  ITA,"FW,MF",Sassuolo,26-232,1994,20.2,11,68,22,32.4,3.37,1.09,0.12,0.36,20.8,7,3,3,7.2,4.9,0.07,+3.8,+3.1
42,Álex Berenguer,es  ESP,MF,Torino,25-260,1995,1.5,0,2,2,100.0,1.37,1.37,0.00,0.00,15.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3
43,Bartosz Bereszyński,pl  POL,DF,Sampdoria,28-252,1992,20.0,1,3,1,33.3,0.15,0.05,0.33,1.00,16.8,0,0,0,0.1,0.1,0.04,+0.9,+0.9
44,Federico Bernardeschi,it  ITA,"MF,DF",Juventus,27-033,1994,8.6,0,12,6,50.0,1.39,0.69,0.00,0.00,17.8,0,0,0,1.4,1.4,0.12,-1.4,-1.4
45,Daniel Bessa,it  ITA,"FW,MF",Hellas Verona,28-066,1993,2.1,0,5,1,20.0,2.33,0.47,0.00,0.00,18.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
46,Cristiano Biraghi,it  ITA,DF,Fiorentina,28-201,1992,23.4,1,20,5,25.0,0.85,0.21,0.05,0.20,19.0,5,0,0,1.7,1.7,0.09,-0.7,-0.7
47,Davide Biraschi,it  ITA,DF,Genoa,26-262,1994,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
48,Jeremie Boga,ci  CIV,"FW,MF",Sassuolo,24-077,1997,11.2,3,16,6,37.5,1.43,0.54,0.19,0.50,15.3,0,0,0,1.6,1.6,0.10,+1.4,+1.4
49,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31-211,1989,16.4,1,30,8,26.7,1.83,0.49,0.03,0.13,20.3,1,0,0,1.7,1.7,0.06,-0.7,-0.7
50,Kevin Bonifazi,it  ITA,DF,Udinese,24-306,1996,16.5,0,10,0,0.0,0.61,0.00,0.00,,9.3,0,0,0,1.2,1.2,0.12,-1.2,-1.2
51,Leonardo Bonucci,it  ITA,DF,Juventus,33-324,1987,17.5,2,12,3,25.0,0.68,0.17,0.17,0.67,11.1,0,0,0,2.6,2.6,0.22,-0.6,-0.6
52,Mehdi Bourabia,ma  MAR,MF,Sassuolo,29-226,1991,5.2,1,8,3,37.5,1.53,0.57,0.13,0.33,20.5,2,0,0,0.5,0.5,0.06,+0.5,+0.5
53,Jayden Braaf,nl  NED,FW,Udinese,18-202,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
54,Gleison Bremer,br  BRA,DF,Torino,24-003,1997,20.6,4,16,6,37.5,0.78,0.29,0.25,0.67,8.9,0,0,0,2.2,2.2,0.14,+1.8,+1.8
55,Marcelo Brozović,hr  CRO,MF,Inter,28-125,1992,20.4,1,20,5,25.0,0.98,0.24,0.05,0.20,22.8,1,0,0,1.2,1.2,0.06,-0.2,-0.2
56,Gastón Brugman,uy  URU,MF,Parma,28-195,1992,13.3,0,10,5,50.0,0.75,0.38,0.00,0.00,21.2,1,0,0,0.9,0.9,0.09,-0.9,-0.9
57,Juan Brunetta,ar  ARG,"FW,MF",Parma,23-313,1997,3.2,0,2,1,50.0,0.62,0.31,0.00,0.00,11.5,0,0,0,0.2,0.2,0.12,-0.2,-0.2
58,Gianluigi Buffon,it  ITA,GK,Juventus,43-052,1978,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
59,Alessandro Buongiorno,it  ITA,DF,Torino,21-288,1999,3.8,0,1,0,0.0,0.26,0.00,0.00,,8.1,0,0,0,0.0,0.0,0.03,0.0,0.0
60,Maxime Busi,be  BEL,DF,Parma,21-158,1999,7.0,0,5,1,20.0,0.71,0.14,0.00,0.00,20.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
61,Martín Cáceres,uy  URU,DF,Fiorentina,33-348,1987,14.4,1,8,3,37.5,0.56,0.21,0.13,0.33,16.7,0,0,0,0.8,0.8,0.10,+0.2,+0.2
62,Felipe Caicedo,ec  ECU,FW,Lazio,32-197,1988,9.0,7,28,11,39.3,3.10,1.22,0.25,0.64,11.8,0,0,0,4.4,4.4,0.16,+2.6,+2.6
63,Davide Calabria,it  ITA,DF,Milan,24-105,1996,23.9,2,19,7,36.8,0.80,0.29,0.11,0.29,20.7,0,0,0,1.1,1.1,0.06,+0.9,+0.9
64,Riccardo Calafiori,it  ITA,DF,Roma,18-306,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
65,Mattia Caldara,it  ITA,DF,Atalanta,26-320,1994,1.0,0,2,0,0.0,1.98,0.00,0.00,,10.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3
66,Luca Caldirola,it  ITA,DF,Benevento,30-048,1991,10.6,2,5,3,60.0,0.47,0.28,0.40,0.67,14.6,0,0,0,0.4,0.4,0.07,+1.6,+1.6
67,Hakan Çalhanoğlu,tr  TUR,"MF,FW",Milan,27-041,1994,18.8,1,51,12,23.5,2.72,0.64,0.00,0.00,23.6,12,1,1,3.2,2.5,0.05,-2.2,-2.5
68,Fabrizio Caligara,it  ITA,MF,Cagliari,20-343,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
69,José Callejón,es  ESP,"FW,MF",Fiorentina,34-038,1987,6.1,0,9,1,11.1,1.48,0.16,0.00,0.00,17.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
70,Antonio Candreva,it  ITA,"MF,DF",Sampdoria,34-021,1987,18.4,4,38,10,26.3,2.06,0.54,0.05,0.20,23.3,3,2,2,3.2,1.7,0.04,+0.8,+0.3
71,Gianluca Caprari,it  ITA,"MF,FW",Benevento,27-234,1993,18.1,5,41,13,31.7,2.27,0.72,0.12,0.38,21.5,7,0,1,3.7,2.9,0.07,+1.3,+2.1
72,Francesco Caputo,it  ITA,FW,Sassuolo,33-227,1987,18.1,11,38,15,39.5,2.10,0.83,0.21,0.53,13.7,0,3,3,8.7,6.4,0.17,+2.3,+1.6
73,Andrea Carboni,it  ITA,DF,Cagliari,20-045,2001,4.1,0,1,0,0.0,0.24,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.03,0.0,0.0
74,Giuseppe Caso,it  ITA,MF,Genoa,22-102,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
75,Francesco Cassata,it  ITA,"DF,MF",Genoa,23-248,1997,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
76,Samu Castillejo,es  ESP,FW,Milan,26-062,1995,10.3,1,18,7,38.9,1.74,0.68,0.06,0.14,18.8,1,0,0,1.1,1.1,0.06,-0.1,-0.1
77,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24-032,1997,19.1,5,24,12,50.0,1.26,0.63,0.21,0.42,17.3,0,0,0,2.6,2.6,0.11,+2.4,+2.4
78,Danilo Cataldi,it  ITA,MF,Lazio,26-227,1994,3.5,0,3,1,33.3,0.85,0.28,0.00,0.00,21.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
79,Luca Ceppitelli,it  ITA,DF,Cagliari,31-222,1989,10.5,0,5,0,0.0,0.48,0.00,0.00,,8.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
80,Alberto Cerri,it  ITA,FW,Cagliari,24-339,1996,2.1,0,7,1,14.3,3.30,0.47,0.00,0.00,8.4,0,0,0,1.0,1.0,0.15,-1.0,-1.0
81,Julian Chabot,de  GER,DF,Spezia,23-037,1998,15.1,1,8,2,25.0,0.53,0.13,0.13,0.50,9.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5
82,Giorgio Chiellini,it  ITA,DF,Juventus,36-219,1984,7.8,0,2,0,0.0,0.26,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
83,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31-127,1989,12.5,2,10,2,20.0,0.80,0.16,0.20,1.00,14.1,0,0,0,0.9,0.9,0.09,+1.1,+1.1
84,Luca Cigarini,it  ITA,MF,Crotone,34-274,1986,5.0,0,9,0,0.0,1.78,0.00,0.00,,24.9,2,0,0,0.3,0.3,0.03,-0.3,-0.3
85,Antonio Cioffi,it  ITA,FW,Napoli,18-092,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
86,Ebrima Colley,gm  GAM,"FW,MF",Hellas Verona,21-048,2000,7.3,1,16,7,43.8,2.20,0.96,0.06,0.14,14.4,0,0,0,1.7,1.7,0.10,-0.7,-0.7
87,Omar Colley,gm  GAM,DF,Sampdoria,28-148,1992,18.8,1,8,2,25.0,0.43,0.11,0.13,0.50,8.5,0,0,0,1.0,1.0,0.12,0.0,0.0
88,Lorenzo Colombo,it  ITA,FW,Milan,19-013,2002,1.0,0,3,1,33.3,2.87,0.96,0.00,0.00,13.0,0,0,0,0.6,0.6,0.20,-0.6,-0.6
89,Andrea Consigli,it  ITA,GK,Sassuolo,34-053,1987,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
90,Alex Cordaz,it  ITA,GK,Crotone,38-079,1983,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
91,Andreas Cornelius,dk  DEN,FW,Parma,28-005,1993,14.4,1,20,7,35.0,1.38,0.48,0.05,0.14,10.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4
92,Joaquín Correa,ar  ARG,FW,Lazio,26-220,1994,15.2,3,35,12,34.3,2.30,0.79,0.09,0.25,14.0,0,0,0,4.0,4.0,0.11,-1.0,-1.0
93,Angelo da Costa Júnior,br  BRA,GK,Bologna,37-129,1983,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
94,Douglas Costa,br  BRA,"MF,FW",Juventus,30-188,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
95,Mamadou Coulibaly,sn  SEN,MF,Udinese,22-046,1999,2.0,0,2,0,0.0,0.98,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
96,Alessio Cragno,it  ITA,GK,Cagliari,26-266,1994,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
97,Domenico Criscito,it  ITA,DF,Genoa,34-081,1986,15.2,1,3,1,33.3,0.20,0.07,0.00,0.00,26.3,0,1,1,0.9,0.1,0.04,+0.1,-0.1
98,Bryan Cristante,it  ITA,"DF,MF",Roma,26-018,1995,14.9,0,15,2,13.3,1.01,0.13,0.00,0.00,18.2,0,0,0,1.2,1.2,0.08,-1.2,-1.2
99,Giovanni Crociata,it  ITA,"DF,MF",Crotone,23-222,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
100,Juan Cuadrado,co  COL,DF,Juventus,32-299,1988,15.1,0,12,3,25.0,0.80,0.20,0.00,0.00,18.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8
101,Giuseppe Cuomo,it  ITA,DF,Crotone,23-047,1998,6.8,0,1,0,0.0,0.15,0.00,0.00,,11.7,0,0,0,0.0,0.0,0.02,0.0,0.0
102,Patrick Cutrone,it  ITA,"FW,MF",Fiorentina,23-077,1998,2.2,0,3,1,33.3,1.38,0.46,0.00,0.00,11.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
103,Wylan Cyprien,fr  FRA,MF,Parma,26-052,1995,4.6,0,6,1,16.7,1.32,0.22,0.00,0.00,27.4,3,0,0,0.2,0.2,0.03,-0.2,-0.2
104,Lennart-Marten Czyborra,de  GER,DF,Genoa,21-322,1999,13.0,1,5,2,40.0,0.38,0.15,0.20,0.50,17.5,0,0,0,0.3,0.3,0.06,+0.7,+0.7
105,Danilo D'Ambrosio,it  ITA,DF,Inter,32-193,1988,4.6,3,6,5,83.3,1.32,1.10,0.50,0.60,11.3,0,0,0,1.1,1.1,0.19,+1.9,+1.9
106,Bryan Dabo,bf  BFA,MF,Benevento,29-031,1992,7.5,0,11,2,18.2,1.46,0.27,0.00,0.00,17.0,0,0,0,1.1,1.1,0.10,-1.1,-1.1
107,Diogo Dalot,pt  POR,DF,Milan,22-003,1999,7.5,1,5,3,60.0,0.66,0.40,0.20,0.33,21.3,0,0,0,0.3,0.3,0.07,+0.7,+0.7
108,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,20-261,2000,14.6,2,18,7,38.9,1.23,0.48,0.11,0.29,19.6,2,0,0,2.0,2.0,0.11,0.0,0.0
109,Danilo,br  BRA,DF,Juventus,29-249,1991,23.5,1,13,2,15.4,0.55,0.09,0.08,0.50,23.2,0,0,0,0.4,0.4,0.03,+0.6,+0.6
110,Andrea Danzi,it  ITA,"MF,DF",Hellas Verona,22-024,1999,1.2,0,1,0,0.0,0.87,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.03,0.0,0.0
111,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,25-305,1995,13.5,0,10,1,10.0,0.74,0.07,0.00,0.00,12.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7
112,Sebastien De Maio,fr  FRA,DF,Udinese,34-016,1987,8.9,0,4,1,25.0,0.45,0.11,0.00,0.00,12.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
113,Rodrigo De Paul,ar  ARG,MF,Udinese,26-301,1994,25.8,6,56,10,17.9,2.17,0.39,0.05,0.30,24.1,6,3,3,5.3,3.0,0.06,+0.7,0.0
114,Mattia De Sciglio,it  ITA,DF,Juventus,28-152,1992,0.3,0,1,0,0.0,3.75,0.00,0.00,,20.1,0,0,0,0.0,0.0,0.03,0.0,0.0
115,Lorenzo De Silvestri,it  ITA,DF,Bologna,32-302,1988,17.9,1,10,6,60.0,0.56,0.34,0.10,0.17,11.3,0,0,0,1.6,1.6,0.16,-0.6,-0.6
116,Grégoire Defrel,mq  MTQ,"MF,FW",Sassuolo,29-277,1991,10.2,2,16,6,37.5,1.57,0.59,0.13,0.33,16.1,0,0,0,2.1,2.1,0.13,-0.1,-0.1
117,Lorenzo Del Pinto,it  ITA,MF,Benevento,30-277,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
118,Cristian Dell'Orco,it  ITA,DF,Spezia,27-039,1994,2.8,0,1,0,0.0,0.36,0.00,0.00,,6.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1
119,Merih Demiral,tr  TUR,DF,Juventus,23-016,1998,10.2,0,7,2,28.6,0.69,0.20,0.00,0.00,10.3,0,0,0,0.7,0.7,0.10,-0.7,-0.7
120,Diego Demme,de  GER,MF,Napoli,29-120,1991,11.0,2,8,4,50.0,0.73,0.36,0.25,0.50,13.9,0,0,0,0.9,0.9,0.11,+1.1,+1.1
121,Stefano Denswil,nl  NED,DF,Bologna,27-318,1993,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
122,Kastriot Dermaku,al  ALB,DF,Parma,29-065,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
123,Kiril Despodov,bg  BUL,FW,Cagliari,24-130,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
124,Mattia Destro,it  ITA,FW,Genoa,30-001,1991,13.2,9,28,16,57.1,2.11,1.21,0.32,0.56,12.4,0,0,0,5.2,5.2,0.19,+3.8,+3.8
125,Gerard Deulofeu,es  ESP,FW,Udinese,27-008,1994,6.6,1,16,9,56.3,2.41,1.35,0.06,0.11,17.1,1,0,0,1.3,1.3,0.08,-0.3,-0.3
126,Jacopo Dezi,it  ITA,"FW,MF",Parma,29-039,1992,0.9,0,1,0,0.0,1.14,0.00,0.00,,20.0,0,0,0,0.0,0.0,0.05,0.0,0.0
127,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27-229,1993,25.0,1,19,8,42.1,0.76,0.32,0.05,0.13,13.0,0,0,0,2.0,2.0,0.11,-1.0,-1.0
128,Alessandro Di Pardo,it  ITA,"MF,DF",Juventus,21-246,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
129,Giuseppe Di Serio,it  ITA,"MF,FW",Benevento,19-244,2001,1.9,0,4,2,50.0,2.16,1.08,0.00,0.00,14.8,0,0,0,0.5,0.5,0.11,-0.5,-0.5
130,Amad Diallo,ci  CIV,MF,Atalanta,18-253,2002,0.2,0,1,0,0.0,6.43,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.03,0.0,0.0
131,Amadou Diawara,gn  GUI,MF,Roma,23-247,1997,3.8,1,5,2,40.0,1.32,0.53,0.20,0.50,22.7,0,0,0,0.8,0.8,0.16,+0.2,+0.2
132,Brahim Díaz,es  ESP,"MF,FW",Milan,21-230,1999,9.3,1,18,5,27.8,1.94,0.54,0.06,0.20,16.8,0,0,0,2.1,2.1,0.12,-1.1,-1.1
133,Daan Dierckx,be  BEL,DF,Parma,18-025,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
134,Mitchell Dijks,nl  NED,DF,Bologna,28-040,1993,10.7,0,1,0,0.0,0.09,0.00,0.00,,,0,0,0,0.0,0.0,0.00,0.0,0.0
135,Federico Dimarco,it  ITA,DF,Hellas Verona,23-131,1997,20.2,4,27,10,37.0,1.33,0.49,0.15,0.40,18.6,4,0,0,1.7,1.7,0.06,+2.3,+2.3
136,Koffi Djidji,ci  CIV,DF,Crotone,28-111,1992,7.0,0,2,0,0.0,0.29,0.00,0.00,,5.4,0,0,0,0.2,0.2,0.10,-0.2,-0.2
137,Berat Djimsiti,al  ALB,DF,Atalanta,28-030,1993,19.8,0,12,1,8.3,0.61,0.05,0.00,0.00,8.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7
138,Nicolás Domínguez,ar  ARG,MF,Bologna,22-266,1998,12.7,1,17,5,29.4,1.34,0.39,0.06,0.20,18.6,0,0,0,1.3,1.3,0.08,-0.3,-0.3
139,Gianluigi Donnarumma,it  ITA,GK,Milan,22-024,1999,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
140,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23-214,1997,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
141,Denis Drăguș,ro  ROU,"FW,MF",Crotone,21-258,1999,1.9,0,3,0,0.0,1.60,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0
142,Radu Drăgușin,ro  ROU,DF,Juventus,19-046,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
143,Léo Duarte,br  BRA,DF,Milan,24-247,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
144,Paulo Dybala,ar  ARG,FW,Juventus,27-126,1993,7.2,2,29,7,24.1,4.05,0.98,0.07,0.29,18.3,3,0,0,2.7,2.7,0.09,-0.7,-0.7
145,Edin Džeko,ba  BIH,FW,Roma,35-004,1986,14.9,7,49,20,40.8,3.28,1.34,0.14,0.35,11.3,0,0,0,10.2,10.2,0.21,-3.2,-3.2
146,Steeve-Mike Ebongue,fr  FRA,MF,Genoa,20-029,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
147,Simone Edera,it  ITA,"DF,MF",Torino,24-071,1997,0.6,0,3,1,33.3,5.19,1.73,0.00,0.00,27.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2
148,Albin Ekdal,se  SWE,MF,Sampdoria,31-236,1989,21.2,2,12,3,25.0,0.57,0.14,0.17,0.67,18.0,0,0,0,0.7,0.7,0.06,+1.3,+1.3
