,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
20,Kaan Ayhan,tr  TUR,DF,Sassuolo,26-131,1994,8.5,503,544,92.5,8919,2345,215,224,96.0,237,252,94.0,43,56,76.8,0,0.0,0.0,1,35,2,0,32
21,Milan Badelj,hr  CRO,MF,Genoa,32-024,1989,19.4,855,1074,79.6,17302,5063,324,373,86.9,384,454,84.6,140,221,63.3,2,2.1,-0.1,20,84,19,2,103
22,Tiemoué Bakayoko,fr  FRA,MF,Napoli,26-216,1994,16.2,833,922,90.3,15362,3253,364,402,90.5,334,356,93.8,115,130,88.5,1,0.8,+0.2,9,74,8,0,59
23,Keita Baldé,sn  SEN,FW,Sampdoria,26-013,1995,9.0,154,210,73.3,2176,322,87,109,79.8,50,65,76.9,9,17,52.9,1,0.7,+0.3,9,7,7,0,13
24,Botond Balogh,hu  HUN,DF,Parma,18-288,2002,1.6,51,70,72.9,1312,360,6,7,85.7,28,33,84.8,16,26,61.5,0,0.0,0.0,0,0,0,0,2
25,Antonín Barák,cz  CZE,"MF,FW",Hellas Verona,26-108,1994,21.8,687,882,77.9,11564,2926,349,423,82.5,260,315,82.5,63,97,64.9,2,2.4,-0.4,20,73,26,4,96
26,Federico Barba,it  ITA,DF,Benevento,27-201,1993,19.2,757,951,79.6,14956,5629,263,292,90.1,381,445,85.6,98,177,55.4,1,0.6,+0.4,10,39,11,3,54
27,Nicolò Barella,it  ITA,MF,Inter,24-042,1997,23.9,1174,1424,82.4,20155,6843,585,647,90.4,446,525,85.0,120,190,63.2,5,4.5,+0.5,40,118,50,9,167
28,Antonio Barreca,it  ITA,DF,Fiorentina,26-003,1995,0.9,31,48,64.6,474,166,16,20,80.0,13,19,68.4,1,7,14.3,0,0.0,0.0,1,3,1,0,5
29,Musa Barrow,gm  GAM,"FW,MF",Bologna,22-127,1998,24.0,593,841,70.5,11345,2917,280,340,82.4,205,273,75.1,93,184,50.5,7,3.7,+3.3,42,55,27,11,67
30,Paolo Bartolomei,it  ITA,MF,Spezia,31-212,1989,3.6,92,127,72.4,1574,336,43,49,87.8,37,47,78.7,8,23,34.8,1,0.3,+0.7,5,10,3,1,10
31,Daniele Baselli,it  ITA,MF,Torino,29-009,1992,1.7,60,83,72.3,1172,330,22,31,71.0,21,28,75.0,13,15,86.7,0,0.0,0.0,1,7,1,0,10
32,Alessandro Bastoni,it  ITA,DF,Inter,21-342,1999,23.6,1509,1695,89.0,30442,8380,525,555,94.6,720,771,93.4,235,327,71.9,3,1.4,+1.6,9,130,13,1,98
33,Simone Bastoni,it  ITA,DF,Spezia,24-136,1996,12.6,603,788,76.5,11321,4055,277,306,90.5,222,274,81.0,96,166,57.8,5,2.5,+2.5,18,36,15,3,55
34,Bastos,ao  ANG,DF,Lazio,29-359,1991,0.7,39,42,92.9,647,160,18,20,90.0,16,17,94.1,3,3,100.0,0,0.0,0.0,0,1,2,0,2
35,Rodrigo Becão,br  BRA,DF,Udinese,25-061,1996,22.0,822,934,88.0,16530,5728,270,295,91.5,419,450,93.1,124,165,75.2,0,0.1,-0.1,3,56,2,1,36
36,Valon Behrami,ch  SUI,MF,Genoa,35-336,1985,6.2,111,149,74.5,1667,582,56,74,75.7,42,55,76.4,8,13,61.5,0,0.0,0.0,1,12,1,0,15
37,Andrea Belotti,it  ITA,FW,Torino,27-091,1993,22.7,373,534,69.9,6031,1270,200,247,81.0,127,181,70.2,32,52,61.5,5,5.2,-0.2,25,24,33,4,44
38,Ahmad Benali,ly  LBY,MF,Crotone,29-042,1992,7.8,385,447,86.1,6823,1789,171,183,93.4,169,190,88.9,36,51,70.6,0,0.4,-0.4,5,34,9,2,34
39,Ismaël Bennacer,dz  ALG,MF,Milan,23-110,1997,8.1,463,536,86.4,8868,2740,189,204,92.6,197,213,92.5,66,98,67.3,1,0.4,+0.6,3,44,8,1,43
40,Rodrigo Bentancur,uy  URU,MF,Juventus,23-289,1997,17.2,1127,1257,89.7,22395,5612,419,450,93.1,525,565,92.9,170,219,77.6,3,1.7,+1.3,18,113,14,3,111
41,Domenico Berardi,it  ITA,"FW,MF",Sassuolo,26-232,1994,20.2,754,994,75.9,14753,4182,310,359,86.4,313,369,84.8,116,212,54.7,4,3.5,+0.5,44,50,73,15,134
42,Álex Berenguer,es  ESP,MF,Torino,25-260,1995,1.5,32,47,68.1,516,128,19,27,70.4,10,12,83.3,2,7,28.6,0,0.0,0.0,0,2,1,0,3
43,Bartosz Bereszyński,pl  POL,DF,Sampdoria,28-252,1992,20.0,829,1029,80.6,14405,5494,380,424,89.6,351,418,84.0,82,138,59.4,0,0.5,-0.5,3,51,14,6,74
44,Federico Bernardeschi,it  ITA,"MF,DF",Juventus,27-033,1994,8.6,330,437,75.5,5943,2027,144,167,86.2,132,158,83.5,40,79,50.6,2,1.9,+0.1,18,29,12,4,28
45,Daniel Bessa,it  ITA,"FW,MF",Hellas Verona,28-066,1993,2.1,96,111,86.5,1620,412,53,58,91.4,29,33,87.9,11,15,73.3,1,0.6,+0.4,7,7,5,2,10
46,Cristiano Biraghi,it  ITA,DF,Fiorentina,28-201,1992,23.4,978,1407,69.5,17822,7315,442,498,88.8,395,525,75.2,120,324,37.0,4,5.1,-1.1,42,66,37,26,101
47,Davide Biraschi,it  ITA,DF,Genoa,26-262,1994,5.8,280,361,77.6,5330,1948,89,104,85.6,158,187,84.5,27,57,47.4,0,0.1,-0.1,1,21,3,1,22
48,Jeremie Boga,ci  CIV,"FW,MF",Sassuolo,24-077,1997,11.2,344,394,87.3,4809,851,222,248,89.5,98,106,92.5,14,16,87.5,2,0.5,+1.5,7,11,11,0,27
49,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31-211,1989,16.4,547,673,81.3,9762,2069,249,276,90.2,213,251,84.9,67,111,60.4,2,3.1,-1.1,20,50,22,7,51
50,Kevin Bonifazi,it  ITA,DF,Udinese,24-306,1996,16.5,688,782,88.0,14592,4862,185,205,90.2,393,414,94.9,102,146,69.9,0,0.0,0.0,0,41,2,0,31
51,Leonardo Bonucci,it  ITA,DF,Juventus,33-324,1987,17.5,1063,1180,90.1,24780,7932,232,242,95.9,598,629,95.1,226,296,76.4,0,0.6,-0.6,3,66,4,1,59
52,Mehdi Bourabia,ma  MAR,MF,Sassuolo,29-226,1991,5.2,281,331,84.9,4617,907,149,161,92.5,102,116,87.9,22,36,61.1,0,0.6,-0.6,4,30,2,0,15
53,Jayden Braaf,nl  NED,FW,Udinese,18-202,2002,0.2,5,6,83.3,60,23,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,1,0,0,0,1
54,Gleison Bremer,br  BRA,DF,Torino,24-003,1997,20.6,934,1097,85.1,20323,6504,263,284,92.6,490,530,92.5,168,252,66.7,0,0.3,-0.3,5,48,3,0,46
55,Marcelo Brozović,hr  CRO,MF,Inter,28-125,1992,20.4,1394,1598,87.2,28807,8050,480,526,91.3,650,712,91.3,250,323,77.4,6,3.8,+2.2,37,150,30,9,142
56,Gastón Brugman,uy  URU,MF,Parma,28-195,1992,13.3,666,786,84.7,14920,3658,182,211,86.3,344,382,90.1,134,178,75.3,1,1.7,-0.7,18,52,8,0,72
57,Juan Brunetta,ar  ARG,"FW,MF",Parma,23-313,1997,3.2,82,109,75.2,1724,375,28,34,82.4,38,47,80.9,15,23,65.2,2,0.7,+1.3,6,6,2,0,6
58,Gianluigi Buffon,it  ITA,GK,Juventus,43-052,1978,5.0,154,177,87.0,3368,1884,46,46,100.0,72,72,100.0,33,56,58.9,0,0.0,0.0,0,1,0,0,0
59,Alessandro Buongiorno,it  ITA,DF,Torino,21-288,1999,3.8,185,211,87.7,3588,913,64,70,91.4,95,101,94.1,24,37,64.9,0,0.0,0.0,0,15,0,0,12
60,Maxime Busi,be  BEL,DF,Parma,21-158,1999,7.0,367,439,83.6,7093,2848,145,158,91.8,167,187,89.3,49,80,61.3,0,0.4,-0.4,2,35,7,2,49
61,Martín Cáceres,uy  URU,DF,Fiorentina,33-348,1987,14.4,570,705,80.9,11726,3974,192,221,86.9,275,318,86.5,93,141,66.0,1,0.7,+0.3,7,50,10,6,56
62,Felipe Caicedo,ec  ECU,FW,Lazio,32-197,1988,9.0,163,224,72.8,2334,482,100,124,80.6,46,65,70.8,10,16,62.5,0,0.5,-0.5,9,18,1,0,12
63,Davide Calabria,it  ITA,DF,Milan,24-105,1996,23.9,1143,1464,78.1,21752,9115,478,527,90.7,482,590,81.7,159,295,53.9,1,1.7,-0.7,19,129,31,10,146
64,Riccardo Calafiori,it  ITA,DF,Roma,18-306,2002,0.2,8,9,88.9,135,16,3,4,75.0,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
65,Mattia Caldara,it  ITA,DF,Atalanta,26-320,1994,1.0,40,42,95.2,1065,253,8,8,100.0,16,16,100.0,16,16,100.0,0,0.0,0.0,0,2,0,0,1
66,Luca Caldirola,it  ITA,DF,Benevento,30-048,1991,10.6,368,434,84.8,8024,2516,94,99,94.9,207,232,89.2,63,98,64.3,0,0.0,0.0,2,19,2,1,23
67,Hakan Çalhanoğlu,tr  TUR,"MF,FW",Milan,27-041,1994,18.8,818,1069,76.5,15988,5245,371,423,87.7,270,331,81.6,151,256,59.0,8,6.7,+1.3,71,77,46,9,121
68,Fabrizio Caligara,it  ITA,MF,Cagliari,20-343,2000,2.0,53,68,77.9,962,243,20,25,80.0,25,30,83.3,7,11,63.6,0,0.1,-0.1,1,2,1,0,3
69,José Callejón,es  ESP,"FW,MF",Fiorentina,34-038,1987,6.1,157,217,72.4,2743,554,77,90,85.6,61,83,73.5,15,23,65.2,1,1.3,-0.3,5,9,9,4,15
70,Antonio Candreva,it  ITA,"MF,DF",Sampdoria,34-021,1987,18.4,676,1044,64.8,13202,5146,303,355,85.4,237,336,70.5,118,294,40.1,6,3.7,+2.3,36,71,34,12,117
71,Gianluca Caprari,it  ITA,"MF,FW",Benevento,27-234,1993,18.1,437,604,72.4,7633,2084,202,232,87.1,150,203,73.9,60,119,50.4,4,2.6,+1.4,27,35,20,6,48
72,Francesco Caputo,it  ITA,FW,Sassuolo,33-227,1987,18.1,313,397,78.8,3995,614,210,243,86.4,71,93,76.3,9,16,56.3,5,1.7,+3.3,16,12,6,0,18
73,Andrea Carboni,it  ITA,DF,Cagliari,20-045,2001,4.1,130,167,77.8,2934,908,37,44,84.1,63,80,78.8,29,39,74.4,0,0.5,-0.5,1,12,1,0,9
74,Giuseppe Caso,it  ITA,MF,Genoa,22-102,1998,0.1,1,3,33.3,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
75,Francesco Cassata,it  ITA,"DF,MF",Genoa,23-248,1997,0.6,11,16,68.8,212,60,4,4,100.0,6,7,85.7,1,3,33.3,0,0.0,0.0,0,0,0,0,2
76,Samu Castillejo,es  ESP,FW,Milan,26-062,1995,10.3,289,367,78.7,4979,1264,139,159,87.4,111,128,86.7,29,52,55.8,0,0.6,-0.6,8,17,14,4,31
77,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24-032,1997,19.1,485,634,76.5,8326,2341,253,304,83.2,157,195,80.5,55,90,61.1,2,2.3,-0.3,17,41,26,8,60
78,Danilo Cataldi,it  ITA,MF,Lazio,26-227,1994,3.5,225,272,82.7,4133,1487,92,101,91.1,101,111,91.0,28,53,52.8,0,0.1,-0.1,3,24,5,2,27
79,Luca Ceppitelli,it  ITA,DF,Cagliari,31-222,1989,10.5,467,555,84.1,9569,3294,147,170,86.5,244,266,91.7,69,106,65.1,0,0.0,0.0,0,31,2,0,28
80,Alberto Cerri,it  ITA,FW,Cagliari,24-339,1996,2.1,50,71,70.4,739,188,32,38,84.2,13,23,56.5,4,5,80.0,0,0.6,-0.6,4,5,3,0,10
81,Julian Chabot,de  GER,DF,Spezia,23-037,1998,15.1,755,857,88.1,17705,4499,201,217,92.6,349,378,92.3,196,247,79.4,1,0.2,+0.8,3,34,0,0,27
82,Giorgio Chiellini,it  ITA,DF,Juventus,36-219,1984,7.8,513,563,91.1,11109,3360,133,135,98.5,300,316,94.9,77,107,72.0,0,0.0,0.0,0,40,1,0,32
83,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31-127,1989,12.5,811,882,92.0,15760,4386,292,311,93.9,402,430,93.5,107,127,84.3,1,0.5,+0.5,5,37,0,0,25
84,Luca Cigarini,it  ITA,MF,Crotone,34-274,1986,5.0,300,357,84.0,6465,2105,100,108,92.6,139,158,88.0,58,81,71.6,0,0.6,-0.6,7,45,3,0,37
85,Antonio Cioffi,it  ITA,FW,Napoli,18-092,2002,0.1,10,11,90.9,130,13,7,7,100.0,3,3,100.0,0,0,,0,0.1,-0.1,1,0,1,0,1
86,Ebrima Colley,gm  GAM,"FW,MF",Hellas Verona,21-048,2000,7.3,163,225,72.4,2386,439,101,121,83.5,51,72,70.8,7,14,50.0,0,0.6,-0.6,4,10,6,1,11
87,Omar Colley,gm  GAM,DF,Sampdoria,28-148,1992,18.8,667,830,80.4,14879,5225,177,207,85.5,350,382,91.6,134,229,58.5,0,0.0,0.0,1,66,0,0,49
88,Lorenzo Colombo,it  ITA,FW,Milan,19-013,2002,1.0,8,14,57.1,83,22,5,7,71.4,0,0,,1,2,50.0,0,0.0,0.0,0,0,1,1,0
89,Andrea Consigli,it  ITA,GK,Sassuolo,34-053,1987,26.0,771,961,80.2,19179,10825,214,215,99.5,298,304,98.0,239,421,56.8,0,0.0,0.0,0,8,0,0,2
90,Alex Cordaz,it  ITA,GK,Crotone,38-079,1983,28.0,818,1083,75.5,21685,13547,214,215,99.5,332,342,97.1,267,520,51.3,0,0.0,0.0,1,8,0,0,1
91,Andreas Cornelius,dk  DEN,FW,Parma,28-005,1993,14.4,253,360,70.3,4059,543,139,184,75.5,81,113,71.7,25,36,69.4,0,1.5,-1.5,13,19,5,0,18
92,Joaquín Correa,ar  ARG,FW,Lazio,26-220,1994,15.2,460,553,83.2,7503,1231,238,264,90.2,153,184,83.2,48,63,76.2,2,1.2,+0.8,23,30,13,0,33
93,Angelo da Costa Júnior,br  BRA,GK,Bologna,37-129,1983,6.0,249,287,86.8,6303,3350,59,59,100.0,113,114,99.1,71,108,65.7,0,0.0,0.0,0,1,0,0,0
94,Douglas Costa,br  BRA,"MF,FW",Juventus,30-188,1990,0.5,20,27,74.1,304,85,12,14,85.7,7,9,77.8,1,3,33.3,0,0.0,0.0,1,1,0,0,1
95,Mamadou Coulibaly,sn  SEN,MF,Udinese,22-046,1999,2.0,63,82,76.8,1169,322,32,37,86.5,20,25,80.0,9,12,75.0,0,0.1,-0.1,2,10,3,1,9
96,Alessio Cragno,it  ITA,GK,Cagliari,26-266,1994,28.0,536,766,70.0,15675,10679,144,144,100.0,169,170,99.4,217,443,49.0,0,0.2,-0.2,1,3,0,0,0
97,Domenico Criscito,it  ITA,DF,Genoa,34-081,1986,15.2,645,788,81.9,13906,5033,206,232,88.8,326,361,90.3,108,183,59.0,0,0.4,-0.4,5,51,8,1,59
98,Bryan Cristante,it  ITA,"DF,MF",Roma,26-018,1995,14.9,818,965,84.8,18446,6133,235,263,89.4,404,435,92.9,173,250,69.2,2,0.6,+1.4,9,72,14,1,72
99,Giovanni Crociata,it  ITA,"DF,MF",Crotone,23-222,1997,0.3,11,16,68.8,180,73,5,5,100.0,6,9,66.7,0,1,0.0,0,0.2,-0.2,1,2,1,1,2
100,Juan Cuadrado,co  COL,DF,Juventus,32-299,1988,15.1,952,1119,85.1,19343,5634,323,356,90.7,477,521,91.6,144,218,66.1,6,4.1,+1.9,28,48,22,3,92
101,Giuseppe Cuomo,it  ITA,DF,Crotone,23-047,1998,6.8,289,352,82.1,5718,2092,86,96,89.6,168,183,91.8,33,65,50.8,0,0.0,0.0,0,14,0,0,18
102,Patrick Cutrone,it  ITA,"FW,MF",Fiorentina,23-077,1998,2.2,44,56,78.6,537,60,30,32,93.8,10,15,66.7,1,4,25.0,0,0.0,0.0,0,0,0,0,1
103,Wylan Cyprien,fr  FRA,MF,Parma,26-052,1995,4.6,243,289,84.1,4996,942,85,92,92.4,122,131,93.1,35,61,57.4,0,0.2,-0.2,4,18,3,0,17
104,Lennart-Marten Czyborra,de  GER,DF,Genoa,21-322,1999,13.0,429,576,74.5,6958,2479,205,231,88.7,185,250,74.0,26,65,40.0,0,0.3,-0.3,5,20,9,5,26
105,Danilo D'Ambrosio,it  ITA,DF,Inter,32-193,1988,4.6,248,281,88.3,4583,1442,103,114,90.4,111,119,93.3,29,38,76.3,0,0.1,-0.1,1,20,2,1,20
106,Bryan Dabo,bf  BFA,MF,Benevento,29-031,1992,7.5,235,318,73.9,4089,1193,109,136,80.1,91,120,75.8,28,45,62.2,0,0.3,-0.3,7,23,8,1,39
107,Diogo Dalot,pt  POR,DF,Milan,22-003,1999,7.5,296,399,74.2,6034,2230,108,130,83.1,138,175,78.9,46,79,58.2,0,0.1,-0.1,2,19,3,0,26
108,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,20-261,2000,14.6,407,578,70.4,6339,2052,224,268,83.6,121,175,69.1,37,83,44.6,4,1.8,+2.2,19,31,12,3,49
109,Danilo,br  BRA,DF,Juventus,29-249,1991,23.5,1622,1826,88.8,32777,10279,549,595,92.3,837,912,91.8,226,293,77.1,3,1.7,+1.3,16,169,19,5,129
110,Andrea Danzi,it  ITA,"MF,DF",Hellas Verona,22-024,1999,1.2,25,39,64.1,441,160,9,13,69.2,11,16,68.8,3,5,60.0,0,0.1,-0.1,1,1,0,0,2
111,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,25-305,1995,13.5,462,550,84.0,8534,2876,193,213,90.6,205,238,86.1,55,82,67.1,0,0.0,0.0,2,24,3,0,28
112,Sebastien De Maio,fr  FRA,DF,Udinese,34-016,1987,8.9,311,361,86.1,6617,1767,85,93,91.4,163,179,91.1,60,84,71.4,0,0.0,0.0,0,6,1,0,13
113,Rodrigo De Paul,ar  ARG,MF,Udinese,26-301,1994,25.8,1067,1472,72.5,23531,7963,355,431,82.4,457,581,78.7,239,410,58.3,5,8.2,-3.2,66,136,64,13,186
114,Mattia De Sciglio,it  ITA,DF,Juventus,28-152,1992,0.3,9,12,75.0,183,15,3,4,75.0,4,4,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0
115,Lorenzo De Silvestri,it  ITA,DF,Bologna,32-302,1988,17.9,757,993,76.2,14453,6779,301,343,87.8,361,448,80.6,89,176,50.6,0,0.4,-0.4,7,72,16,5,69
116,Grégoire Defrel,mq  MTQ,"MF,FW",Sassuolo,29-277,1991,10.2,251,297,84.5,3655,667,146,163,89.6,79,94,84.0,15,20,75.0,3,1.1,+1.9,18,15,10,1,23
117,Lorenzo Del Pinto,it  ITA,MF,Benevento,30-277,1990,0.1,4,7,57.1,51,15,2,3,66.7,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0
118,Cristian Dell'Orco,it  ITA,DF,Spezia,27-039,1994,2.8,104,135,77.0,2087,578,39,50,78.0,45,49,91.8,17,31,54.8,0,0.0,0.0,0,4,0,0,4
119,Merih Demiral,tr  TUR,DF,Juventus,23-016,1998,10.2,587,631,93.0,11648,3344,181,194,93.3,339,350,96.9,63,79,79.7,1,0.1,+0.9,1,19,0,0,20
120,Diego Demme,de  GER,MF,Napoli,29-120,1991,11.0,714,792,90.2,13098,2635,309,322,96.0,298,328,90.9,89,110,80.9,3,1.0,+2.0,10,69,7,0,40
121,Stefano Denswil,nl  NED,DF,Bologna,27-318,1993,1.3,64,79,81.0,1442,496,17,22,77.3,35,36,97.2,12,16,75.0,0,0.0,0.0,0,7,1,0,8
122,Kastriot Dermaku,al  ALB,DF,Parma,29-065,1992,1.1,35,39,89.7,805,160,8,8,100.0,18,21,85.7,9,9,100.0,0,0.0,0.0,0,1,0,0,1
123,Kiril Despodov,bg  BUL,FW,Cagliari,24-130,1996,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
124,Mattia Destro,it  ITA,FW,Genoa,30-001,1991,13.2,147,211,69.7,2096,408,93,119,78.2,34,56,60.7,13,21,61.9,1,0.6,+0.4,7,10,5,1,12
125,Gerard Deulofeu,es  ESP,FW,Udinese,27-008,1994,6.6,169,247,68.4,2516,647,100,123,81.3,51,73,69.9,11,28,39.3,1,1.1,-0.1,7,9,12,1,19
126,Jacopo Dezi,it  ITA,"FW,MF",Parma,29-039,1992,0.9,32,43,74.4,480,69,15,17,88.2,12,15,80.0,2,7,28.6,0,0.2,-0.2,1,1,1,0,2
127,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27-229,1993,25.0,1535,1759,87.3,27069,10165,719,768,93.6,643,713,90.2,155,219,70.8,3,3.5,-0.5,32,159,46,8,193
128,Alessandro Di Pardo,it  ITA,"MF,DF",Juventus,21-246,1999,0.2,5,9,55.6,81,50,2,3,66.7,3,5,60.0,0,1,0.0,0,0.0,0.0,1,1,0,0,1
129,Giuseppe Di Serio,it  ITA,"MF,FW",Benevento,19-244,2001,1.9,31,43,72.1,401,164,21,24,87.5,9,13,69.2,0,2,0.0,0,0.0,0.0,1,1,3,0,8
130,Amad Diallo,ci  CIV,MF,Atalanta,18-253,2002,0.2,9,10,90.0,160,55,3,3,100.0,5,5,100.0,1,2,50.0,0,0.1,-0.1,1,2,1,0,2
131,Amadou Diawara,gn  GUI,MF,Roma,23-247,1997,3.8,249,282,88.3,4927,1054,81,90,90.0,137,150,91.3,28,39,71.8,0,0.1,-0.1,1,26,1,0,18
132,Brahim Díaz,es  ESP,"MF,FW",Milan,21-230,1999,9.3,292,339,86.1,4242,860,169,183,92.3,96,110,87.3,13,24,54.2,2,0.9,+1.1,10,21,8,2,20
133,Daan Dierckx,be  BEL,DF,Parma,18-025,2003,1.0,11,13,84.6,232,69,2,3,66.7,9,9,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1
134,Mitchell Dijks,nl  NED,DF,Bologna,28-040,1993,10.7,368,488,75.4,5990,2807,175,202,86.6,161,208,77.4,24,56,42.9,0,0.1,-0.1,4,26,1,0,34
135,Federico Dimarco,it  ITA,DF,Hellas Verona,23-131,1997,20.2,881,1276,69.0,16588,7361,374,436,85.8,373,473,78.9,121,320,37.8,3,4.8,-1.8,49,75,26,12,102
136,Koffi Djidji,ci  CIV,DF,Crotone,28-111,1992,7.0,236,291,81.1,4852,2088,79,90,87.8,125,140,89.3,32,57,56.1,0,0.0,0.0,1,19,0,0,20
137,Berat Djimsiti,al  ALB,DF,Atalanta,28-030,1993,19.8,1062,1210,87.8,19820,6531,451,497,90.7,470,512,91.8,133,176,75.6,3,1.9,+1.1,11,98,14,1,91
138,Nicolás Domínguez,ar  ARG,MF,Bologna,22-266,1998,12.7,514,598,86.0,9368,2681,231,258,89.5,207,240,86.3,64,84,76.2,0,2.0,-2.0,17,56,11,1,50
139,Gianluigi Donnarumma,it  ITA,GK,Milan,22-024,1999,26.0,667,868,76.8,17536,10284,152,154,98.7,301,301,100.0,213,411,51.8,0,0.0,0.0,0,3,0,0,0
140,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23-214,1997,27.0,552,807,68.4,17141,10612,115,115,100.0,200,206,97.1,234,483,48.4,1,0.1,+0.9,1,11,1,0,0
141,Denis Drăguș,ro  ROU,"FW,MF",Crotone,21-258,1999,1.9,48,64,75.0,708,187,25,33,75.8,15,19,78.9,4,6,66.7,0,0.0,0.0,0,4,3,0,5
