,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
64,Riccardo Calafiori,it  ITA,DF,Roma,18-306,2002,0.2,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,
65,Mattia Caldara,it  ITA,DF,Atalanta,26-320,1994,1.0,1,0,0,3,1,0,0,3,1,0,0,0,13,5,5,50.0
66,Luca Caldirola,it  ITA,DF,Benevento,30-048,1991,10.6,3,0,0,11,15,1,1,5,9,0,0,0,76,16,16,50.0
67,Hakan Çalhanoğlu,tr  TUR,"MF,FW",Milan,27-041,1994,18.8,2,0,0,16,32,3,46,17,11,1,0,0,124,7,26,21.2
68,Fabrizio Caligara,it  ITA,MF,Cagliari,20-343,2000,2.0,2,0,0,11,2,0,4,3,3,0,1,0,15,3,0,100.0
69,José Callejón,es  ESP,"FW,MF",Fiorentina,34-038,1987,6.1,0,0,0,3,10,0,18,5,2,0,0,0,33,7,8,46.7
70,Antonio Candreva,it  ITA,"MF,DF",Sampdoria,34-021,1987,18.4,0,0,0,9,20,9,100,16,6,1,0,0,149,1,10,9.1
71,Gianluca Caprari,it  ITA,"MF,FW",Benevento,27-234,1993,18.1,4,1,0,23,50,7,29,26,13,1,0,0,106,4,28,12.5
72,Francesco Caputo,it  ITA,FW,Sassuolo,33-227,1987,18.1,1,0,0,15,28,18,3,4,1,2,0,0,40,13,21,38.2
73,Andrea Carboni,it  ITA,DF,Cagliari,20-045,2001,4.1,0,0,0,4,4,0,2,3,1,0,0,0,32,1,14,6.7
74,Giuseppe Caso,it  ITA,MF,Genoa,22-102,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
75,Francesco Cassata,it  ITA,"DF,MF",Genoa,23-248,1997,0.6,0,0,0,1,3,0,0,0,2,0,0,0,6,0,1,0.0
76,Samu Castillejo,es  ESP,FW,Milan,26-062,1995,10.3,4,0,0,22,24,2,22,9,15,0,0,0,66,9,10,47.4
77,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24-032,1997,19.1,5,1,0,34,49,1,23,26,24,0,1,0,152,14,31,31.1
78,Danilo Cataldi,it  ITA,MF,Lazio,26-227,1994,3.5,2,0,0,3,3,0,6,7,6,0,0,0,38,2,2,50.0
79,Luca Ceppitelli,it  ITA,DF,Cagliari,31-222,1989,10.5,3,0,0,6,9,0,4,16,10,0,0,0,95,35,15,70.0
80,Alberto Cerri,it  ITA,FW,Cagliari,24-339,1996,2.1,1,0,0,10,9,0,2,1,2,0,0,0,12,15,15,50.0
81,Julian Chabot,de  GER,DF,Spezia,23-037,1998,15.1,9,1,1,27,25,0,2,19,35,0,1,0,135,51,25,67.1
82,Giorgio Chiellini,it  ITA,DF,Juventus,36-219,1984,7.8,2,0,0,10,8,1,1,10,6,0,1,0,53,18,7,72.0
83,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31-127,1989,12.5,5,0,0,20,7,1,1,17,12,0,0,1,137,45,18,71.4
84,Luca Cigarini,it  ITA,MF,Crotone,34-274,1986,5.0,4,1,1,13,12,0,1,3,8,1,0,0,57,4,6,40.0
85,Antonio Cioffi,it  ITA,FW,Napoli,18-092,2002,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
86,Ebrima Colley,gm  GAM,"FW,MF",Hellas Verona,21-048,2000,7.3,1,0,0,13,16,7,8,2,4,0,0,0,50,3,30,9.1
87,Omar Colley,gm  GAM,DF,Sampdoria,28-148,1992,18.8,5,0,0,22,16,1,4,38,17,0,0,0,192,60,36,62.5
88,Lorenzo Colombo,it  ITA,FW,Milan,19-013,2002,1.0,0,0,0,1,0,3,1,1,2,0,0,0,6,3,3,50.0
89,Andrea Consigli,it  ITA,GK,Sassuolo,34-053,1987,26.0,0,0,0,0,4,0,0,0,0,0,0,0,116,0,0,
90,Alex Cordaz,it  ITA,GK,Crotone,38-079,1983,28.0,1,0,0,0,6,0,0,0,0,0,0,0,135,0,0,
91,Andreas Cornelius,dk  DEN,FW,Parma,28-005,1993,14.4,3,0,0,27,31,10,6,1,4,1,0,0,50,88,57,60.7
92,Joaquín Correa,ar  ARG,FW,Lazio,26-220,1994,15.2,1,0,0,19,43,4,7,6,7,2,0,0,65,5,25,16.7
93,Angelo da Costa Júnior,br  BRA,GK,Bologna,37-129,1983,6.0,2,0,0,0,0,1,0,0,0,0,0,0,24,0,0,
94,Douglas Costa,br  BRA,"MF,FW",Juventus,30-188,1990,0.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0
95,Mamadou Coulibaly,sn  SEN,MF,Udinese,22-046,1999,2.0,0,0,0,3,1,1,1,1,7,0,0,0,29,0,8,0.0
96,Alessio Cragno,it  ITA,GK,Cagliari,26-266,1994,28.0,1,0,0,3,5,0,0,0,0,0,2,0,106,0,0,
97,Domenico Criscito,it  ITA,DF,Genoa,34-081,1986,15.2,4,0,0,18,18,0,11,21,20,0,0,0,153,17,22,43.6
98,Bryan Cristante,it  ITA,"DF,MF",Roma,26-018,1995,14.9,4,0,0,17,5,2,5,15,19,0,0,1,128,24,17,58.5
99,Giovanni Crociata,it  ITA,"DF,MF",Crotone,23-222,1997,0.3,0,0,0,2,1,0,2,0,1,0,0,0,3,0,0,
100,Juan Cuadrado,co  COL,DF,Juventus,32-299,1988,15.1,5,1,0,20,31,2,39,15,18,1,0,0,108,12,15,44.4
101,Giuseppe Cuomo,it  ITA,DF,Crotone,23-047,1998,6.8,4,0,0,12,4,0,0,12,11,0,0,0,76,14,6,70.0
102,Patrick Cutrone,it  ITA,"FW,MF",Fiorentina,23-077,1998,2.2,0,0,0,8,3,0,2,0,2,0,0,0,11,4,9,30.8
103,Wylan Cyprien,fr  FRA,MF,Parma,26-052,1995,4.6,2,0,0,6,7,0,3,3,6,0,0,0,36,4,2,66.7
104,Lennart-Marten Czyborra,de  GER,DF,Genoa,21-322,1999,13.0,2,0,0,11,4,0,17,12,7,0,0,0,85,12,21,36.4
105,Danilo D'Ambrosio,it  ITA,DF,Inter,32-193,1988,4.6,2,0,0,9,11,0,3,3,9,0,0,0,35,9,6,60.0
106,Bryan Dabo,bf  BFA,MF,Benevento,29-031,1992,7.5,5,0,0,15,14,1,6,11,5,0,0,0,85,41,14,74.5
107,Diogo Dalot,pt  POR,DF,Milan,22-003,1999,7.5,3,0,0,14,3,2,12,14,10,0,0,0,68,18,7,72.0
108,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,20-261,2000,14.6,3,0,0,22,22,3,28,19,23,0,1,0,109,16,28,36.4
109,Danilo,br  BRA,DF,Juventus,29-249,1991,23.5,5,0,0,17,16,2,14,32,28,0,0,0,209,27,12,69.2
110,Andrea Danzi,it  ITA,"MF,DF",Hellas Verona,22-024,1999,1.2,1,0,0,1,0,0,0,1,0,0,0,0,12,2,0,100.0
111,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,25-305,1995,13.5,4,0,0,19,4,1,5,17,20,0,0,0,154,38,28,57.6
112,Sebastien De Maio,fr  FRA,DF,Udinese,34-016,1987,8.9,1,0,0,9,3,3,1,10,11,0,0,0,104,23,19,54.8
113,Rodrigo De Paul,ar  ARG,MF,Udinese,26-301,1994,25.8,4,1,1,27,95,1,86,12,24,0,0,0,202,5,11,31.3
114,Mattia De Sciglio,it  ITA,DF,Juventus,28-152,1992,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
115,Lorenzo De Silvestri,it  ITA,DF,Bologna,32-302,1988,17.9,2,0,0,31,14,0,26,18,13,0,0,0,142,35,27,56.5
116,Grégoire Defrel,mq  MTQ,"MF,FW",Sassuolo,29-277,1991,10.2,1,0,0,8,17,2,7,5,7,0,0,0,60,7,20,25.9
117,Lorenzo Del Pinto,it  ITA,MF,Benevento,30-277,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
118,Cristian Dell'Orco,it  ITA,DF,Spezia,27-039,1994,2.8,0,0,0,2,2,0,0,3,1,0,0,0,35,5,4,55.6
119,Merih Demiral,tr  TUR,DF,Juventus,23-016,1998,10.2,1,0,0,11,1,2,0,12,11,0,1,0,82,24,7,77.4
120,Diego Demme,de  GER,MF,Napoli,29-120,1991,11.0,4,0,0,18,21,1,5,12,22,0,0,0,102,6,11,35.3
121,Stefano Denswil,nl  NED,DF,Bologna,27-318,1993,1.3,0,0,0,0,2,0,0,1,2,0,0,0,11,3,1,75.0
122,Kastriot Dermaku,al  ALB,DF,Parma,29-065,1992,1.1,0,0,0,2,2,0,0,1,0,0,0,0,7,0,1,0.0
123,Kiril Despodov,bg  BUL,FW,Cagliari,24-130,1996,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
124,Mattia Destro,it  ITA,FW,Genoa,30-001,1991,13.2,5,0,0,29,30,19,1,1,7,0,0,0,54,23,53,30.3
125,Gerard Deulofeu,es  ESP,FW,Udinese,27-008,1994,6.6,0,0,0,7,6,11,14,3,2,1,0,0,32,0,11,0.0
126,Jacopo Dezi,it  ITA,"FW,MF",Parma,29-039,1992,0.9,0,0,0,1,3,0,3,1,1,0,0,0,5,0,2,0.0
127,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27-229,1993,25.0,10,0,0,34,40,2,38,22,41,1,1,0,153,38,32,54.3
128,Alessandro Di Pardo,it  ITA,"MF,DF",Juventus,21-246,1999,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
129,Giuseppe Di Serio,it  ITA,"MF,FW",Benevento,19-244,2001,1.9,0,0,0,7,14,2,1,1,2,0,0,0,8,7,9,43.8
130,Amad Diallo,ci  CIV,MF,Atalanta,18-253,2002,0.2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0.0
131,Amadou Diawara,gn  GUI,MF,Roma,23-247,1997,3.8,0,0,0,7,4,0,0,4,8,0,0,0,53,2,2,50.0
132,Brahim Díaz,es  ESP,"MF,FW",Milan,21-230,1999,9.3,1,0,0,9,23,1,5,4,15,1,0,0,57,4,19,17.4
133,Daan Dierckx,be  BEL,DF,Parma,18-025,2003,1.0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,2,0.0
134,Mitchell Dijks,nl  NED,DF,Bologna,28-040,1993,10.7,6,1,1,28,12,1,25,10,13,0,1,0,67,5,10,33.3
135,Federico Dimarco,it  ITA,DF,Hellas Verona,23-131,1997,20.2,5,0,0,23,34,5,82,24,17,0,0,0,171,11,22,33.3
136,Koffi Djidji,ci  CIV,DF,Crotone,28-111,1992,7.0,3,0,0,13,2,1,2,11,6,0,0,0,49,11,10,52.4
137,Berat Djimsiti,al  ALB,DF,Atalanta,28-030,1993,19.8,5,0,0,21,18,1,4,28,19,0,0,0,230,59,21,73.8
138,Nicolás Domínguez,ar  ARG,MF,Bologna,22-266,1998,12.7,8,0,0,21,15,1,13,18,32,0,1,0,143,19,21,47.5
139,Gianluigi Donnarumma,it  ITA,GK,Milan,22-024,1999,26.0,1,0,0,1,2,0,0,0,0,0,0,0,107,0,0,
140,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23-214,1997,27.0,0,0,0,0,3,0,0,0,0,0,0,0,127,0,0,
141,Denis Drăguș,ro  ROU,"FW,MF",Crotone,21-258,1999,1.9,1,0,0,4,4,2,3,1,2,0,0,0,14,1,3,25.0
142,Radu Drăgușin,ro  ROU,DF,Juventus,19-046,2002,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
143,Léo Duarte,br  BRA,DF,Milan,24-247,1996,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
144,Paulo Dybala,ar  ARG,FW,Juventus,27-126,1993,7.2,0,0,0,4,16,4,15,1,6,0,0,0,34,1,4,20.0
145,Edin Džeko,ba  BIH,FW,Roma,35-004,1986,14.9,2,0,0,25,30,6,10,3,5,1,0,0,60,64,41,61.0
146,Steeve-Mike Ebongue,fr  FRA,MF,Genoa,20-029,2001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,
147,Simone Edera,it  ITA,"DF,MF",Torino,24-071,1997,0.6,0,0,0,1,1,0,2,0,0,0,0,0,5,0,0,
148,Albin Ekdal,se  SWE,MF,Sampdoria,31-236,1989,21.2,8,0,0,40,43,0,3,32,39,0,1,0,265,31,25,55.4
149,Elif Elmas,mk  MKD,"MF,FW",Napoli,21-178,1999,6.9,3,0,0,9,6,1,4,4,6,0,0,0,37,1,6,14.3
150,Manu Emmanuel Gyabuaa,it  ITA,MF,Atalanta,19-181,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,Alan Empereur,br  BRA,DF,Hellas Verona,27-011,1994,2.4,1,0,0,3,1,0,0,5,1,0,0,0,24,3,5,37.5
152,Christian Eriksen,dk  DEN,MF,Inter,29-035,1992,8.5,0,0,0,9,2,1,16,5,3,0,0,0,81,10,3,76.9
153,Martin Erlic,hr  CRO,DF,Spezia,23-056,1998,15.0,6,0,0,30,9,0,2,25,16,0,0,0,148,31,26,54.4
154,Gonzalo Escalante,ar  ARG,MF,Lazio,27-359,1993,7.0,5,0,0,13,6,0,0,7,17,0,0,0,97,13,12,52.0
155,Nahuel Estévez,ar  ARG,MF,Spezia,25-127,1995,15.0,5,0,0,25,17,0,41,23,9,0,0,0,136,11,18,37.9
156,Valentin Eysseric,fr  FRA,"MF,FW",Fiorentina,28-361,1992,5.6,1,0,0,9,6,0,10,5,7,0,0,0,40,6,7,46.2
157,Nicolò Fagioli,it  ITA,MF,Juventus,20-037,2001,0.2,0,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0.0
158,Iago Falque,es  ESP,"MF,FW",Benevento,31-076,1990,2.7,0,0,0,0,0,0,6,1,1,0,0,0,25,1,7,12.5
159,Andri Fannar Baldursson,is  ISL,MF,Bologna,19-070,2002,1.4,1,0,0,5,1,1,0,0,1,0,0,0,8,1,2,33.3
160,Paolo Faragò,it  ITA,"DF,MF",Cagliari,28-037,1993,4.1,2,0,0,7,2,0,7,9,3,0,0,0,30,7,4,63.6
161,Davide Faraoni,it  ITA,DF,Hellas Verona,29-147,1991,21.8,6,0,0,33,22,4,43,36,25,0,0,0,207,40,26,60.6
162,Mohamed Fares,dz  ALG,DF,Lazio,25-034,1996,6.9,4,0,0,18,5,2,23,6,8,0,1,0,50,5,7,41.7
163,Diego Farias,br  BRA,FW,Spezia,30-315,1990,12.4,3,0,0,12,10,2,12,8,5,0,0,0,49,3,6,33.3
164,Andrea Favilli,it  ITA,FW,Hellas Verona,23-308,1997,3.3,1,0,0,12,8,9,0,0,2,0,0,0,12,5,28,15.2
165,Federico Fazio,ar  ARG,DF,Roma,34-004,1987,1.5,2,0,0,3,1,0,2,1,1,0,1,0,14,6,0,100.0
166,Luiz Felipe,br  BRA,DF,Lazio,23-364,1997,8.3,3,0,0,11,6,1,1,18,24,0,0,0,75,9,11,45.0
167,Alex Ferrari,it  ITA,DF,Sampdoria,26-263,1994,7.9,2,0,0,9,7,0,4,13,19,0,0,0,71,12,8,60.0
168,Salvador Ferrer,es  ESP,DF,Spezia,23-059,1998,9.0,4,0,0,13,5,0,33,18,8,,,0,,,,
169,Fernando Forestieri,it  ITA,"FW,MF",Udinese,31-065,1990,3.1,0,0,0,6,7,0,8,1,4,0,0,0,26,4,8,33.3
170,Daam Foulon,be  BEL,DF,Benevento,21-363,1999,9.9,4,0,0,15,19,0,19,4,8,0,0,1,57,12,5,70.6
171,Gianluca Frabotta,it  ITA,DF,Juventus,21-270,1999,7.7,5,0,0,12,2,0,31,12,6,0,0,0,64,13,15,46.4
172,Remo Freuler,ch  SUI,MF,Atalanta,28-340,1992,20.2,4,0,0,27,13,1,12,31,40,0,0,0,289,23,23,50.0
173,Matteo Gabbia,it  ITA,DF,Milan,21-151,1999,6.0,2,0,0,5,5,0,0,5,4,0,0,0,66,21,7,75.0
174,Manolo Gabbiadini,it  ITA,"FW,MF",Sampdoria,29-115,1991,2.0,1,0,0,2,4,1,2,1,0,0,0,0,7,2,3,40.0
175,Roberto Gagliardini,it  ITA,MF,Inter,26-348,1994,10.6,1,0,0,16,11,0,9,11,10,0,0,0,59,22,11,66.7
176,Riccardo Gagliolo,se  SWE,DF,Parma,30-327,1990,17.7,4,0,0,22,28,0,23,25,26,0,0,0,136,21,21,50.0
177,Adolfo Gaich,ar  ARG,FW,Benevento,22-043,1999,1.9,0,0,0,3,3,2,1,1,0,0,0,0,4,2,13,13.3
178,Andrey Galabinov,bg  BUL,FW,Spezia,32-114,1988,4.3,0,0,0,4,4,3,1,0,1,0,0,0,14,8,20,28.6
179,Gervinho,ci  CIV,"FW,MF",Parma,33-298,1987,17.1,0,0,0,7,9,12,18,12,3,0,0,0,67,0,5,0.0
180,Paolo Ghiglione,it  ITA,"DF,MF",Genoa,24-047,1997,12.1,4,0,0,16,6,2,39,8,11,0,0,0,73,12,18,40.0
181,Faouzi Ghoulam,dz  ALG,"DF,FW",Napoli,30-048,1991,3.2,1,0,0,2,7,1,19,2,1,0,0,0,26,7,2,77.8
182,Kamil Glik,pl  POL,DF,Benevento,33-046,1988,25.6,8,1,1,22,16,0,0,20,22,0,0,1,190,67,34,66.3
183,Diego Godín,uy  URU,DF,Cagliari,35-033,1986,18.9,2,0,0,13,20,2,2,33,19,0,0,0,186,52,25,67.5
184,Amer Gojak,ba  BIH,"MF,FW",Torino,24-036,1997,4.4,1,0,0,11,9,2,13,3,4,0,0,0,27,3,10,23.1
185,Edoardo Goldaniga,it  ITA,DF,Genoa,27-139,1993,14.5,7,0,0,19,22,1,13,20,16,0,0,0,112,26,24,52.0
186,Vladimir Golemić,si  SVN,DF,Crotone,29-266,1991,19.4,4,0,0,27,5,0,3,22,15,0,2,0,166,38,33,53.5
187,Pierluigi Gollini,it  ITA,GK,Atalanta,26-003,1995,14.7,0,0,0,0,4,0,0,0,0,0,0,0,65,0,0,
188,Tomislav Gomelt,hr  CRO,MF,Crotone,26-073,1995,0.2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,
189,Papu Gómez,ar  ARG,"FW,MF",Atalanta,33-034,1988,7.4,0,0,0,10,19,0,6,3,4,0,0,0,64,2,3,40.0
