,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lionel Messi,10.0,ar  ARG,FW,33-321,90,1,0,0,0,6,1,0,0,64,17,0,0,0,0.7,0.7,0.3,5,1,42,52,80.8,5,43,9,4,4
1,Antoine Griezmann,7.0,fr  FRA,FW,30-051,80,0,0,0,0,0,0,0,0,48,18,0,0,1,0.0,0.0,0.0,1,0,38,44,86.4,0,27,2,1,2
2,Martin Braithwaite,9.0,dk  DEN,FW,29-340,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0
3,Pedri,16.0,es  ESP,CM,18-167,73,1,0,0,0,4,2,0,0,51,33,3,2,1,1.1,1.1,0.0,2,0,35,42,83.3,2,36,5,1,1
4,Óscar Mingueza,28.0,es  ESP,CM,21-363,17,0,0,0,0,0,0,0,0,18,7,1,0,1,0.0,0.0,0.0,0,0,15,16,93.8,1,14,2,0,0
5,Frenkie de Jong,21.0,nl  NED,CM,23-364,90,0,0,0,0,1,0,1,0,61,21,1,1,1,0.3,0.3,0.7,6,0,44,54,81.5,3,36,5,2,2
6,Sergio Busquets,5.0,es  ESP,DM,32-299,90,0,0,0,0,1,0,0,0,69,28,3,3,2,0.1,0.1,0.1,2,0,49,59,83.1,2,38,2,2,2
7,Jordi Alba,18.0,es  ESP,WB,32-051,90,0,0,0,0,1,0,0,0,88,17,2,1,1,0.2,0.2,0.0,0,0,72,80,90.0,6,57,2,2,2
8,Ousmane Dembélé,11.0,fr  FRA,WB,23-361,81,1,1,0,0,1,1,0,0,65,23,3,3,5,0.3,0.3,0.7,8,1,44,49,89.8,3,44,11,1,2
9,Sergiño Dest,2.0,us  USA,WB,20-189,9,0,0,0,0,0,0,0,0,11,4,0,0,0,0.0,0.0,0.0,0,0,9,9,100.0,0,12,0,2,2
10,Clément Lenglet,15.0,fr  FRA,CB,25-328,90,0,0,0,0,1,1,1,0,90,21,1,2,5,0.0,0.0,0.0,1,0,74,79,93.7,7,66,12,1,1
11,Gerard Piqué,3.0,es  ESP,CB,34-098,90,0,0,0,0,1,0,0,0,81,10,1,0,1,0.1,0.1,0.0,0,0,67,72,93.1,4,57,7,0,0
12,Ronald Araújo,4.0,uy  URU,CB,22-065,45,0,0,0,0,1,0,0,0,29,3,1,0,1,0.1,0.1,0.0,1,0,24,26,92.3,0,20,4,0,0
13,Sergi Roberto,20.0,es  ESP,CB,29-093,39,0,0,0,0,0,0,0,0,33,5,0,0,1,0.0,0.0,0.0,0,0,29,31,93.5,0,26,2,1,1
14,Riqui Puig,12.0,es  ESP,CB,21-271,6,0,0,0,0,0,0,0,0,15,4,0,1,0,0.0,0.0,0.0,1,0,13,14,92.9,0,13,3,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,29-011,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0.0,0.0,0.0,0,0,20,27,74.1,0,13,0,0,0
16,16 Players,,,,,990,3,1,0,0,17,5,2,0,753,211,16,13,20,2.9,2.9,1.9,27,2,577,657,87.8,33,503,66,17,19
