,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,José Luis Morales,11.0,es  ESP,"FW,LM",33-292,89,1,0,0,1,0,0,1,2,0,0,0,0,5,0,0,
1,Giorgi Kochorashvili,43.0,ge  GEO,LM,21-316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Roger Martí,9.0,es  ESP,FW,30-128,74,0,0,0,0,1,0,0,2,0,0,0,0,2,1,2,33.3
3,Sergio León,7.0,es  ESP,FW,32-125,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
4,Enis Bardhi,10.0,mk  MKD,LM,25-313,60,0,0,0,2,0,0,1,1,1,0,0,0,3,0,0,
5,Dani Gómez,21.0,es  ESP,FW,22-285,30,0,0,0,1,0,1,0,0,0,0,0,0,2,1,3,25.0
6,Jorge de Frutos,18.0,es  ESP,RM,24-080,90,1,0,0,0,1,0,6,2,0,0,0,0,9,0,0,
7,Gonzalo Melero,22.0,es  ESP,DM,27-129,90,0,0,0,2,0,0,0,4,2,0,0,0,6,1,0,100.0
8,Rober,4.0,es  ESP,"DM,CB",26-084,90,0,0,0,2,0,0,0,3,0,0,0,0,8,1,0,100.0
9,Toño,3.0,es  ESP,LB,31-185,90,0,0,0,1,1,0,1,2,0,0,0,0,5,0,0,
10,Óscar Duarte,6.0,cr  CRC,CB,31-342,60,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,100.0
11,Mickael Malsa,12.0,mq  MTQ,DM,25-211,30,0,0,0,1,1,0,0,1,1,0,0,0,7,0,2,0.0
12,Rúben Vezo,14.0,pt  POR,CB,27-016,90,0,0,0,1,0,0,0,3,0,0,0,0,5,2,0,100.0
13,Jorge Miramón,20.0,es  ESP,RB,31-343,74,0,0,0,0,1,0,5,0,0,0,0,0,2,0,1,0.0
14,Coke,23.0,es  ESP,RB,34-015,16,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,
15,Aitor Fernández,13.0,es  ESP,GK,30-008,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
16,16 Players,,,,,990,2,0,0,13,5,1,14,23,6,0,0,0,61,7,9,43.8
