,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,José Luis Morales,11.0,es  ESP,"FW,LM",33-292,89,21,32,65.6,380,76,8,12,66.7,6,9,66.7,5,9,55.6,0,0.0,1,2,0,0,0
1,Giorgi Kochorashvili,43.0,ge  GEO,LM,21-316,1,2,2,100.0,25,4,1,1,100.0,1,1,100.0,0,0,,0,0.0,1,0,0,0,0
2,Roger Martí,9.0,es  ESP,FW,30-128,74,13,17,76.5,175,28,8,8,100.0,4,7,57.1,0,0,,1,0.1,2,2,1,0,2
3,Sergio León,7.0,es  ESP,FW,32-125,16,2,2,100.0,43,3,1,1,100.0,0,0,,1,1,100.0,0,0.0,0,0,0,0,0
4,Enis Bardhi,10.0,mk  MKD,LM,25-313,60,30,32,93.8,560,137,14,14,100.0,12,12,100.0,4,6,66.7,0,0.0,1,4,2,1,2
5,Dani Gómez,21.0,es  ESP,FW,22-285,30,8,10,80.0,135,41,4,6,66.7,4,4,100.0,0,0,,0,0.0,0,0,0,0,0
6,Jorge de Frutos,18.0,es  ESP,RM,24-080,90,17,30,56.7,345,83,4,9,44.4,9,12,75.0,2,6,33.3,0,0.1,2,2,0,0,1
7,Gonzalo Melero,22.0,es  ESP,DM,27-129,90,31,35,88.6,560,79,15,16,93.8,13,13,100.0,3,4,75.0,0,0.0,0,3,0,0,2
8,Rober,4.0,es  ESP,"DM,CB",26-084,90,38,44,86.4,877,194,12,12,100.0,15,17,88.2,11,13,84.6,0,0.0,0,3,0,0,3
9,Toño,3.0,es  ESP,LB,31-185,90,30,34,88.2,434,177,17,18,94.4,11,13,84.6,2,2,100.0,1,0.1,1,1,2,1,5
10,Óscar Duarte,6.0,cr  CRC,CB,31-342,60,28,34,82.4,722,231,9,11,81.8,9,10,90.0,10,12,83.3,0,0.0,0,0,0,0,0
11,Mickael Malsa,12.0,mq  MTQ,DM,25-211,30,13,14,92.9,194,58,9,9,100.0,3,3,100.0,1,2,50.0,0,0.0,1,2,0,0,1
12,Rúben Vezo,14.0,pt  POR,CB,27-016,90,47,52,90.4,1018,336,10,10,100.0,30,31,96.8,6,10,60.0,0,0.0,0,3,0,0,3
13,Jorge Miramón,20.0,es  ESP,RB,31-343,74,38,48,79.2,793,261,16,16,100.0,17,20,85.0,5,9,55.6,1,0.2,1,1,3,2,3
14,Coke,23.0,es  ESP,RB,34-015,16,9,9,100.0,217,29,2,2,100.0,5,5,100.0,2,2,100.0,0,0.0,0,0,2,0,2
15,Aitor Fernández,13.0,es  ESP,GK,30-008,90,20,24,83.3,452,236,4,4,100.0,10,10,100.0,5,9,55.6,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,347,419,82.8,6930,1973,134,149,89.9,149,167,89.2,57,85,67.1,3,0.6,10,23,10,4,24
