,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
10,Trent Alexander-Arnold,eng  ENG,DF,Liverpool,20,1998,38,35,3175,35.3,4,13,4,0,0,5,0,0.11,0.37,0.48,0.11,0.48,2.8,2.8,9.9,12.7,0.08,0.28,0.36,0.08,0.36
11,Alisson,br  BRA,GK,Liverpool,26,1992,29,29,2543,28.3,0,1,0,0,0,0,1,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.5,0.5,0.00,0.02,0.02,0.00,0.02
12,Dele Alli,eng  ENG,"MF,FW",Tottenham,23,1996,25,21,1847,20.5,8,4,7,1,1,2,0,0.39,0.19,0.58,0.34,0.54,7.1,6.3,2.0,8.3,0.35,0.10,0.44,0.31,0.40
13,Miguel Almirón,py  PAR,"MF,FW",Newcastle Utd,25,1994,36,35,3021,33.6,4,2,4,0,0,5,0,0.12,0.06,0.18,0.12,0.18,6.3,6.3,1.6,7.9,0.19,0.05,0.24,0.19,0.24
14,Marcos Alonso,es  ESP,DF,Chelsea,28,1990,18,15,1430,15.9,4,2,4,0,0,4,0,0.25,0.13,0.38,0.25,0.38,2.0,2.0,2.2,4.2,0.13,0.14,0.26,0.13,0.26
15,Steven Alzate,co  COL,"MF,DF",Brighton,20,1998,19,12,1188,13.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.7,1.9,0.09,0.05,0.14,0.09,0.14
16,Ibrahim Amadou,fr  FRA,"DF,MF",Norwich City,26,1993,11,8,759,8.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.11,0.00,0.12,0.11,0.12
17,Felipe Anderson,br  BRA,"MF,FW",West Ham,26,1993,25,20,1497,16.6,1,4,1,0,0,1,0,0.06,0.24,0.30,0.06,0.30,2.5,2.5,3.1,5.5,0.15,0.19,0.33,0.15,0.33
18,Florin Andone,ro  ROU,"MF,FW",Brighton,26,1993,3,1,73,0.8,1,0,1,0,0,0,1,1.23,0.00,1.23,1.23,1.23,0.1,0.1,0.0,0.2,0.18,0.06,0.24,0.18,0.24
19,Angeliño,es  ESP,DF,Manchester City,22,1997,6,4,423,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,1.4,0.04,0.26,0.31,0.04,0.31
20,Faustino Anjorin,eng  ENG,FW,Chelsea,17,2001,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05
21,Michail Antonio,jm  JAM,FW,West Ham,29,1990,24,19,1768,19.6,10,3,9,1,1,3,0,0.51,0.15,0.66,0.46,0.61,11.7,10.9,2.7,13.6,0.59,0.14,0.73,0.56,0.69
22,Stuart Armstrong,sct  SCO,MF,Southampton,27,1992,30,19,1715,19.1,5,3,5,0,0,4,0,0.26,0.16,0.42,0.26,0.42,2.9,2.9,1.1,4.0,0.15,0.06,0.21,0.15,0.21
23,Kepa Arrizabalaga,es  ESP,GK,Chelsea,24,1994,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
24,Christian Atsu,gh  GHA,"FW,MF",Newcastle Utd,27,1992,19,6,749,8.3,0,3,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,0.9,1.1,0.02,0.11,0.14,0.02,0.14
25,Pierre-Emerick Aubameyang,ga  GAB,FW,Arsenal,30,1989,36,35,3136,34.8,22,3,20,2,2,3,1,0.63,0.09,0.72,0.57,0.66,15.8,14.3,2.9,17.2,0.45,0.08,0.54,0.41,0.49
26,Serge Aurier,ci  CIV,DF,Tottenham,26,1992,33,31,2700,30.0,1,5,1,0,0,4,1,0.03,0.17,0.20,0.03,0.20,0.6,0.6,2.8,3.4,0.02,0.09,0.11,0.02,0.11
27,Jordan Ayew,gh  GHA,"FW,MF",Crystal Palace,27,1991,37,37,3148,35.0,9,2,9,0,0,6,0,0.26,0.06,0.31,0.26,0.31,6.5,6.5,1.9,8.4,0.18,0.06,0.24,0.18,0.24
28,César Azpilicueta,es  ESP,DF,Chelsea,29,1989,36,36,3229,35.9,2,6,2,0,0,1,0,0.06,0.17,0.22,0.06,0.22,2.7,2.7,5.8,8.5,0.07,0.16,0.24,0.07,0.24
29,Eric Bailly,ci  CIV,DF,Manchester Utd,25,1994,4,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
30,Leighton Baines,eng  ENG,DF,Everton,34,1984,8,4,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.8,0.01,0.16,0.17,0.01,0.17
31,Fabián Balbuena,py  PAR,DF,West Ham,27,1991,17,13,1177,13.1,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.0,1.7,0.13,0.00,0.13,0.13,0.13
32,George Baldock,eng  ENG,DF,Sheffield Utd,26,1993,38,38,3420,38.0,2,3,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,3.5,0.02,0.07,0.09,0.02,0.09
33,Phil Bardsley,sct  SCO,DF,Burnley,34,1985,21,21,1890,21.0,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.7,0.9,0.01,0.03,0.05,0.01,0.05
34,Ross Barkley,eng  ENG,MF,Chelsea,25,1993,21,13,1103,12.3,1,4,1,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.2,2.2,2.8,4.9,0.18,0.23,0.40,0.18,0.40
35,Ashley Barnes,eng  ENG,FW,Burnley,29,1989,19,17,1352,15.0,6,0,5,1,1,4,0,0.40,0.00,0.40,0.33,0.33,5.6,4.8,0.5,5.3,0.37,0.03,0.40,0.32,0.35
36,Harvey Barnes,eng  ENG,"MF,FW",Leicester City,21,1997,36,24,2083,23.1,6,8,6,0,0,0,0,0.26,0.35,0.60,0.26,0.60,8.7,8.7,3.5,12.2,0.38,0.15,0.53,0.38,0.53
37,Chris Basham,eng  ENG,DF,Sheffield Utd,31,1988,38,38,3242,36.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.0,1.6,0.01,0.03,0.04,0.01,0.04
38,Borja Bastón,es  ESP,"MF,FW",Aston Villa,26,1992,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
39,Michy Batshuayi,be  BEL,FW,Chelsea,25,1993,16,1,239,2.7,1,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,2.4,0.84,0.07,0.91,0.84,0.91
40,Jan Bednarek,pl  POL,DF,Southampton,23,1996,34,34,3057,34.0,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,0.1,0.9,0.02,0.00,0.03,0.02,0.03
41,Héctor Bellerín,es  ESP,DF,Arsenal,24,1995,15,13,1158,12.9,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.3,0.8,0.04,0.02,0.06,0.04,0.06
42,Nabil Bentaleb,dz  ALG,MF,Newcastle Utd,24,1994,12,8,751,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04
43,Christian Benteke,be  BEL,FW,Crystal Palace,28,1990,24,13,1261,14.0,2,1,2,0,0,4,1,0.14,0.07,0.21,0.14,0.21,5.1,5.1,2.1,7.2,0.36,0.15,0.51,0.36,0.51
44,Jóhann Berg Guðmundsson,is  ISL,MF,Burnley,28,1990,12,6,621,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,1.1,1.1,0.8,1.9,0.16,0.12,0.28,0.16,0.28
45,Sander Berge,no  NOR,MF,Sheffield Utd,21,1998,14,12,943,10.5,1,1,1,0,0,0,0,0.10,0.10,0.19,0.10,0.19,0.5,0.5,0.4,0.9,0.04,0.04,0.09,0.04,0.09
46,Steven Bergwijn,nl  NED,"FW,MF",Tottenham,21,1997,14,8,704,7.8,3,1,3,0,0,2,0,0.38,0.13,0.51,0.38,0.51,1.2,1.2,1.0,2.2,0.15,0.13,0.28,0.15,0.28
47,Bernard,br  BRA,"MF,FW",Everton,26,1992,27,15,1280,14.2,3,2,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,1.1,1.1,1.9,3.0,0.08,0.13,0.21,0.08,0.21
48,Bernardo,br  BRA,DF,Brighton,24,1995,14,7,679,7.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.02,0.06,0.03,0.06
49,Ryan Bertrand,eng  ENG,DF,Southampton,29,1989,32,31,2742,30.5,1,1,1,0,0,3,1,0.03,0.03,0.07,0.03,0.07,1.7,1.7,3.6,5.3,0.06,0.12,0.17,0.06,0.17
50,Muhamed Bešić,ba  BIH,MF,Sheffield Utd,26,1992,9,2,250,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.03,0.08,0.05,0.08
51,Philip Billing,dk  DEN,MF,Bournemouth,23,1996,34,29,2530,28.1,1,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,2.5,2.5,1.0,3.5,0.09,0.04,0.13,0.09,0.13
52,Yves Bissouma,ml  MLI,MF,Brighton,22,1996,22,15,1259,14.0,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.1,0.6,0.03,0.01,0.04,0.03,0.04
53,Willy Boly,ci  CIV,DF,Wolves,28,1991,22,22,1979,22.0,0,1,0,0,0,3,1,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.3,0.6,0.01,0.02,0.03,0.01,0.03
54,Gaëtan Bong,cm  CMR,"MF,DF",Brighton,31,1988,4,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.23,0.23,0.00,0.23
55,Sofiane Boufal,ma  MAR,"MF,FW",Southampton,25,1993,20,8,764,8.5,0,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,1.0,1.0,2.7,3.6,0.11,0.32,0.43,0.11,0.43
56,Jarrod Bowen,eng  ENG,FW,West Ham,22,1996,13,11,917,10.2,1,4,1,0,0,0,0,0.10,0.39,0.49,0.10,0.49,1.7,1.7,2.2,3.9,0.17,0.22,0.38,0.17,0.38
57,Robbie Brady,ie  IRL,MF,Burnley,27,1992,17,5,454,5.0,1,2,1,0,0,1,0,0.20,0.40,0.59,0.20,0.59,1.2,1.2,0.3,1.5,0.23,0.06,0.29,0.23,0.29
58,Jarrad Branthwaite,eng  ENG,DF,Everton,17,2002,4,2,300,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
59,Claudio Bravo,cl  CHI,GK,Manchester City,36,1983,4,3,347,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
60,Armando Broja,al  ALB,FW,Chelsea,17,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
61,David Brooks,wls  WAL,MF,Bournemouth,22,1997,9,8,506,5.6,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.8,0.8,0.4,1.2,0.14,0.07,0.21,0.14,0.21
62,Josh Brownhill,eng  ENG,MF,Burnley,23,1995,10,9,805,8.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.04,0.02,0.06,0.04,0.06
63,Emi Buendía,ar  ARG,"FW,MF",Norwich City,22,1996,36,28,2464,27.4,1,7,1,0,0,6,1,0.04,0.26,0.29,0.04,0.29,2.2,2.2,7.2,9.4,0.08,0.26,0.34,0.08,0.34
64,Dan Burn,eng  ENG,DF,Brighton,27,1992,34,33,2880,32.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.2,2.4,0.04,0.04,0.08,0.04,0.08
65,Sam Byram,eng  ENG,DF,Norwich City,25,1993,17,15,1293,14.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.5,1.7,0.08,0.04,0.12,0.08,0.12
66,Willy Caballero,ar  ARG,GK,Chelsea,37,1981,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
67,Gary Cahill,eng  ENG,DF,Crystal Palace,33,1985,25,25,2167,24.1,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.3,1.6,0.05,0.01,0.07,0.05,0.07
68,Dominic Calvert-Lewin,eng  ENG,FW,Everton,22,1997,36,30,2626,29.2,13,1,13,0,0,9,0,0.45,0.03,0.48,0.45,0.48,14.3,14.3,1.0,15.3,0.49,0.03,0.52,0.49,0.52
69,Víctor Camarasa,es  ESP,MF,Crystal Palace,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
70,João Cancelo,pt  POR,DF,Manchester City,25,1994,17,13,1208,13.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.7,2.2,0.04,0.13,0.17,0.04,0.17
71,Todd Cantwell,eng  ENG,"FW,MF",Norwich City,21,1998,37,30,2489,27.7,6,2,6,0,0,6,0,0.22,0.07,0.29,0.22,0.29,5.8,5.8,2.8,8.6,0.21,0.10,0.31,0.21,0.31
72,Étienne Capoue,fr  FRA,MF,Watford,31,1988,30,30,2627,29.2,0,3,0,0,0,8,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,3.1,3.9,0.03,0.11,0.13,0.03,0.13
73,Andy Carroll,eng  ENG,FW,Newcastle Utd,30,1989,19,4,632,7.0,0,4,0,0,0,1,0,0.00,0.57,0.57,0.00,0.57,0.9,0.9,1.6,2.5,0.13,0.23,0.36,0.13,0.36
74,Jonny Castro,es  ESP,DF,Wolves,25,1994,35,33,2887,32.1,2,2,2,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.3,1.3,0.9,2.2,0.04,0.03,0.07,0.04,0.07
75,Craig Cathcart,nir  NIR,DF,Watford,30,1989,29,28,2488,27.6,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.01,0.00,0.01,0.01,0.01
76,Dani Ceballos,es  ESP,MF,Arsenal,22,1996,24,18,1692,18.8,0,2,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,1.9,2.4,0.03,0.10,0.13,0.03,0.13
77,Nathaniel Chalobah,eng  ENG,MF,Watford,24,1994,22,10,930,10.3,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,1.1,1.6,0.04,0.11,0.15,0.04,0.15
78,Calum Chambers,eng  ENG,DF,Arsenal,24,1995,14,13,1102,12.2,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.7,0.7,0.7,1.4,0.06,0.06,0.11,0.06,0.11
79,Ben Chilwell,eng  ENG,DF,Leicester City,22,1996,27,27,2373,26.4,3,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,1.0,1.0,3.6,4.6,0.04,0.14,0.17,0.04,0.17
80,Tahith Chong,nl  NED,"FW,DF",Manchester Utd,19,1999,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.00,0.15,0.15,0.15
81,Hamza Choudhury,eng  ENG,MF,Leicester City,21,1997,20,10,893,9.9,1,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.5,0.5,0.1,0.6,0.05,0.01,0.06,0.05,0.06
82,Andreas Christensen,dk  DEN,DF,Chelsea,23,1996,21,21,1751,19.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.8,0.04,0.05,0.09,0.04,0.09
83,Ciaran Clark,ie  IRL,DF,Newcastle Utd,29,1989,14,14,1186,13.2,2,0,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.3,1.3,0.0,1.3,0.10,0.00,0.10,0.10,0.10
84,Leon Clarke,eng  ENG,"FW,MF",Sheffield Utd,34,1985,2,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.85,0.00,0.85,0.85,0.85
85,Tom Cleverley,eng  ENG,MF,Watford,29,1989,18,11,971,10.8,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.5,2.1,0.15,0.05,0.20,0.15,0.20
86,Conor Coady,eng  ENG,DF,Wolves,26,1993,38,38,3420,38.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.00,0.02,0.02,0.00,0.02
87,Séamus Coleman,ie  IRL,DF,Everton,30,1988,27,21,1839,20.4,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.6,1.3,0.03,0.03,0.06,0.03,0.06
88,Aaron Connolly,ie  IRL,FW,Brighton,19,2000,24,14,1258,14.0,3,1,3,0,0,0,0,0.21,0.07,0.29,0.21,0.29,3.2,3.2,0.3,3.5,0.23,0.02,0.25,0.23,0.25
89,Lewis Cook,eng  ENG,MF,Bournemouth,22,1997,27,14,1352,15.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.3,0.02,0.06,0.08,0.02,0.08
90,Steve Cook,eng  ENG,DF,Bournemouth,28,1991,29,28,2428,27.0,1,0,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.3,1.0,0.03,0.01,0.04,0.03,0.04
91,Jack Cork,eng  ENG,MF,Burnley,30,1989,30,30,2613,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.7,2.4,0.06,0.02,0.08,0.06,0.08
92,Aaron Cresswell,eng  ENG,DF,West Ham,29,1989,31,31,2727,30.3,3,0,3,0,0,7,0,0.10,0.00,0.10,0.10,0.10,1.3,1.3,1.8,3.1,0.04,0.06,0.10,0.04,0.10
93,Patrick Cutrone,it  ITA,FW,Wolves,21,1998,12,3,297,3.3,2,0,2,0,0,0,0,0.61,0.00,0.61,0.61,0.61,2.4,2.4,0.0,2.4,0.72,0.01,0.73,0.72,0.73
94,Diogo Dalot,pt  POR,"DF,MF",Manchester Utd,20,1999,4,1,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.24,0.00,0.24,0.24,0.24
95,Charlie Daniels,eng  ENG,DF,Bournemouth,32,1986,2,2,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06
96,Scott Dann,eng  ENG,DF,Crystal Palace,32,1987,16,14,1266,14.1,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06
97,Kevin Danso,at  AUT,DF,Southampton,20,1998,6,3,277,3.1,0,1,0,0,0,2,1,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.2,0.3,0.04,0.06,0.10,0.04,0.10
98,Ben Davies,wls  WAL,DF,Tottenham,26,1993,18,16,1431,15.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.9,0.01,0.04,0.05,0.01,0.05
99,Tom Davies,eng  ENG,MF,Everton,21,1998,30,23,2027,22.5,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,2.0,2.0,0.3,2.3,0.09,0.01,0.10,0.09,0.10
100,Keinan Davis,eng  ENG,FW,Aston Villa,21,1998,18,4,548,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.2,2.1,0.31,0.03,0.34,0.31,0.34
101,Craig Dawson,eng  ENG,DF,Watford,29,1990,29,26,2361,26.2,2,0,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,2.3,2.3,0.3,2.6,0.09,0.01,0.10,0.09,0.10
102,Kevin De Bruyne,be  BEL,MF,Manchester City,28,1991,35,32,2791,31.0,13,20,11,2,2,3,0,0.42,0.64,1.06,0.35,1.00,7.6,6.1,18.4,24.5,0.24,0.59,0.84,0.20,0.79
103,Troy Deeney,eng  ENG,FW,Watford,31,1988,27,26,2225,24.7,10,2,5,5,6,3,0,0.40,0.08,0.49,0.20,0.28,9.8,5.2,3.6,8.8,0.40,0.14,0.54,0.21,0.36
104,Fabian Delph,eng  ENG,MF,Everton,29,1989,16,13,1190,13.2,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.00,0.02,0.03,0.00,0.03
105,Leander Dendoncker,be  BEL,"MF,DF",Wolves,24,1995,38,32,2795,31.1,4,0,4,0,0,5,0,0.13,0.00,0.13,0.13,0.13,1.6,1.6,0.6,2.1,0.05,0.02,0.07,0.05,0.07
106,Gerard Deulofeu,es  ESP,FW,Watford,25,1994,28,25,2098,23.3,4,5,3,1,1,3,0,0.17,0.21,0.39,0.13,0.34,5.2,4.5,4.6,9.1,0.22,0.20,0.42,0.19,0.39
107,Eric Dier,eng  ENG,"DF,MF",Tottenham,25,1994,19,15,1344,14.9,0,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,0.1,1.1,0.07,0.01,0.07,0.07,0.07
108,Lucas Digne,fr  FRA,DF,Everton,26,1993,35,35,3030,33.7,0,7,0,0,0,6,0,0.00,0.21,0.21,0.00,0.21,1.4,1.4,6.0,7.5,0.04,0.18,0.22,0.04,0.22
109,Virgil van Dijk,nl  NED,DF,Liverpool,28,1991,38,38,3420,38.0,5,1,5,0,0,1,0,0.13,0.03,0.16,0.13,0.16,2.9,2.9,1.3,4.2,0.08,0.03,0.11,0.08,0.11
110,Issa Diop,fr  FRA,DF,West Ham,22,1997,32,31,2766,30.7,3,1,3,0,0,8,0,0.10,0.03,0.13,0.10,0.13,1.6,1.6,0.9,2.5,0.05,0.03,0.08,0.05,0.08
111,Moussa Djenepo,ml  MLI,"MF,DF",Southampton,21,1998,18,10,928,10.3,2,2,2,0,0,4,1,0.19,0.19,0.39,0.19,0.39,2.7,2.7,1.3,4.1,0.26,0.13,0.39,0.26,0.39
112,Matt Doherty,ie  IRL,DF,Wolves,27,1992,36,32,2839,31.5,4,3,4,0,0,1,0,0.13,0.10,0.22,0.13,0.22,5.2,5.2,1.8,6.9,0.16,0.06,0.22,0.16,0.22
113,Abdoulaye Doucouré,fr  FRA,MF,Watford,26,1993,37,36,3156,35.1,4,2,4,0,0,9,0,0.11,0.06,0.17,0.11,0.17,5.3,5.3,2.6,8.0,0.15,0.08,0.23,0.15,0.23
114,Thomas Doyle,eng  ENG,MF,Manchester City,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.42,0.00,0.42,0.42,0.42
115,Josip Drmić,ch  SUI,"FW,MF",Norwich City,26,1992,21,5,647,7.2,1,0,1,0,0,0,1,0.14,0.00,0.14,0.14,0.14,2.6,2.6,0.4,3.0,0.36,0.06,0.42,0.36,0.42
116,Martin Dúbravka,sk  SVK,GK,Newcastle Utd,30,1989,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
117,Ondrej Duda,sk  SVK,MF,Norwich City,24,1994,10,9,724,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.8,0.09,0.13,0.22,0.09,0.22
