,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Raúl García,22.0,es  ESP,FW,34-179,79,19,25,76.0,294,127,12,15,80.0,4,6,66.7,2,2,100.0,1,0.3,2,2,2,0,4
1,Jon Morcillo,2.0,es  ESP,FW,22-113,11,6,9,66.7,107,42,3,4,75.0,3,3,100.0,0,1,0.0,0,0.0,1,1,0,0,2
2,Iñaki Williams,9.0,es  ESP,FW,26-205,90,15,20,75.0,256,44,6,8,75.0,8,9,88.9,1,2,50.0,0,0.0,0,2,0,0,1
3,Iker Muniain,10.0,es  ESP,LM,28-018,90,41,47,87.2,607,120,24,25,96.0,16,20,80.0,1,1,100.0,0,0.1,2,0,2,0,4
4,Óscar de Marcos,18.0,es  ESP,RM,31-267,64,10,16,62.5,200,100,4,7,57.1,3,3,100.0,3,4,75.0,0,0.0,0,1,1,1,1
5,Álex Berenguer,12.0,es  ESP,RM,25-186,26,8,11,72.7,153,11,2,2,100.0,6,7,85.7,0,2,0.0,1,0.1,1,0,1,0,1
6,Mikel Vesga,6.0,es  ESP,DM,27-230,64,31,38,81.6,650,227,9,9,100.0,17,20,85.0,5,6,83.3,0,0.0,0,3,0,0,6
7,Dani García,14.0,es  ESP,DM,30-227,26,25,27,92.6,566,74,6,7,85.7,14,14,100.0,5,6,83.3,0,0.0,0,5,0,0,2
8,Unai Vencedor Paris,27.0,es  ESP,DM,20-052,90,53,57,93.0,1316,347,15,16,93.8,22,23,95.7,16,17,94.1,0,0.0,0,9,0,0,4
9,Yuri Berchiche,17.0,es  ESP,LB,30-331,31,17,18,94.4,361,98,7,8,87.5,7,7,100.0,3,3,100.0,0,0.0,0,0,0,0,0
10,Mikel Balenziaga,24.0,es  ESP,LB,32-312,59,32,44,72.7,533,196,18,22,81.8,11,14,78.6,3,4,75.0,0,0.0,0,1,0,0,4
11,Iñigo Martínez,4.0,es  ESP,CB,29-234,90,51,54,94.4,1228,440,14,14,100.0,23,25,92.0,14,15,93.3,0,0.0,0,5,0,0,5
12,Unai Núñez,3.0,es  ESP,CB,23-342,90,60,71,84.5,1478,418,12,13,92.3,33,37,89.2,15,21,71.4,0,0.0,0,4,0,0,3
13,Ander Capa,21.0,es  ESP,RB,28-333,90,44,52,84.6,887,225,10,11,90.9,28,31,90.3,6,8,75.0,0,0.0,0,1,1,0,5
14,Unai Simón,1.0,es  ESP,GK,23-209,90,24,28,85.7,722,464,2,2,100.0,13,13,100.0,9,13,69.2,0,0.0,0,0,0,0,0
15,15 Players,,,,,990,436,517,84.3,9358,2933,144,163,88.3,208,232,89.7,83,105,79.0,2,0.5,6,34,7,1,42
