,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Lionel Messi,10.0,ar  ARG,FW,33-196,90,57,68,83.8,980,290,31,34,91.2,18,20,90.0,7,12,58.3,0,0.0,1,4,3,1,9
1,Antoine Griezmann,7.0,fr  FRA,LW,29-291,90,35,41,85.4,489,57,22,24,91.7,8,10,80.0,3,4,75.0,1,0.8,3,1,0,0,0
2,Ousmane Dembélé,11.0,fr  FRA,RW,23-236,74,38,50,76.0,592,221,22,27,81.5,13,16,81.3,3,4,75.0,0,0.2,3,6,4,0,6
3,Martin Braithwaite,9.0,dk  DEN,RW,29-215,16,2,2,100.0,20,0,2,2,100.0,0,0,,0,0,,0,0.0,0,0,0,0,0
4,Pedri,16.0,es  ESP,CM,18-042,90,55,61,90.2,895,122,30,31,96.8,17,19,89.5,5,5,100.0,1,0.3,3,4,0,0,2
5,Frenkie de Jong,21.0,nl  NED,CM,23-239,90,64,67,95.5,998,258,36,37,97.3,25,27,92.6,3,3,100.0,1,0.2,1,3,0,0,4
6,Sergio Busquets,5.0,es  ESP,DM,32-174,90,69,76,90.8,1353,291,25,26,96.2,33,37,89.2,10,12,83.3,0,0.0,0,3,0,0,3
7,Jordi Alba,18.0,es  ESP,LB,31-291,90,90,101,89.1,1352,465,51,54,94.4,37,40,92.5,1,4,25.0,0,0.3,1,4,4,0,11
8,Clément Lenglet,15.0,fr  FRA,CB,25-203,90,62,65,95.4,1396,499,14,14,100.0,35,36,97.2,12,14,85.7,0,0.0,0,8,0,0,10
9,Ronald Araújo,4.0,uy  URU,CB,21-305,90,50,55,90.9,1012,227,14,14,100.0,24,26,92.3,10,13,76.9,0,0.0,0,1,0,0,2
10,Sergiño Dest,2.0,us  USA,RB,20-064,74,54,61,88.5,774,239,34,38,89.5,20,20,100.0,0,2,0.0,0,0.0,0,1,0,0,4
11,Óscar Mingueza,28.0,es  ESP,RB,21-238,16,8,9,88.9,113,26,6,6,100.0,1,2,50.0,1,1,100.0,0,0.0,0,1,0,0,0
12,Marc-André ter Stegen,1.0,de  GER,GK,28-251,90,26,29,89.7,723,363,3,3,100.0,12,12,100.0,11,14,78.6,0,0.0,0,0,0,0,0
13,13 Players,,,,,990,610,685,89.1,10697,3058,290,310,93.5,243,265,91.7,66,88,75.0,3,1.7,12,36,11,1,51
