,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Raúl García,22.0,es  ESP,FW,34-179,79,0,0,0,5,1,0,0,0,1,0,0,0,4,2,3,40.0
1,Jon Morcillo,2.0,es  ESP,FW,22-113,11,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
2,Iñaki Williams,9.0,es  ESP,FW,26-205,90,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,50.0
3,Iker Muniain,10.0,es  ESP,LM,28-018,90,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,
4,Óscar de Marcos,18.0,es  ESP,RM,31-267,64,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,
5,Álex Berenguer,12.0,es  ESP,RM,25-186,26,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100.0
6,Mikel Vesga,6.0,es  ESP,DM,27-230,64,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0
7,Dani García,14.0,es  ESP,DM,30-227,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
8,Unai Vencedor Paris,27.0,es  ESP,DM,20-052,90,0,0,0,0,0,0,0,1,2,0,0,0,6,0,0,
9,Yuri Berchiche,17.0,es  ESP,LB,30-331,31,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,
10,Mikel Balenziaga,24.0,es  ESP,LB,32-312,59,0,0,0,3,0,0,3,1,0,0,0,0,4,0,1,0.0
11,Iñigo Martínez,4.0,es  ESP,CB,29-234,90,0,0,0,0,2,0,0,0,2,0,0,0,10,0,0,
12,Unai Núñez,3.0,es  ESP,CB,23-342,90,0,0,0,0,0,0,0,1,2,0,0,0,9,1,1,50.0
13,Ander Capa,21.0,es  ESP,RB,28-333,90,0,0,0,1,0,0,2,0,1,0,0,0,7,0,1,0.0
14,Unai Simón,1.0,es  ESP,GK,23-209,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
15,15 Players,,,,,990,2,0,0,12,6,0,8,5,11,0,0,0,66,6,8,42.9
