,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Raúl García,22.0,es  ESP,FW,34-179,79,36,2,4,18,16,2,35,0,0,,0,0,17,104,60,3,2,0,3,0,31,24,77.4,5
1,Jon Morcillo,2.0,es  ESP,FW,22-113,11,11,0,1,3,8,1,11,1,1,100.0,1,0,8,72,42,4,0,0,0,1,11,9,81.8,3
2,Iñaki Williams,9.0,es  ESP,FW,26-205,90,29,0,0,15,15,7,27,1,1,100.0,1,0,20,88,13,2,0,2,1,5,39,26,66.7,11
3,Iker Muniain,10.0,es  ESP,LM,28-018,90,55,0,5,22,31,4,51,1,1,100.0,1,0,36,184,77,6,1,0,1,2,48,40,83.3,13
4,Óscar de Marcos,18.0,es  ESP,RM,31-267,64,20,1,7,10,4,0,20,0,1,0.0,0,0,11,33,9,0,0,0,0,0,19,11,57.9,4
5,Álex Berenguer,12.0,es  ESP,RM,25-186,26,17,0,4,5,9,2,15,0,1,0.0,0,0,7,33,24,2,0,1,1,0,12,11,91.7,3
6,Mikel Vesga,6.0,es  ESP,DM,27-230,64,41,3,8,32,2,0,41,0,0,,0,0,28,144,77,5,0,0,0,1,39,36,92.3,1
7,Dani García,14.0,es  ESP,DM,30-227,26,28,0,2,20,6,0,28,0,0,,0,0,23,119,65,3,0,0,0,1,28,28,100.0,0
8,Unai Vencedor Paris,27.0,es  ESP,DM,20-052,90,64,2,15,46,3,0,63,1,1,100.0,1,0,45,181,49,1,0,0,1,0,51,49,96.1,0
9,Yuri Berchiche,17.0,es  ESP,LB,30-331,31,25,0,3,21,3,1,21,0,0,,0,0,13,46,17,1,0,0,0,3,17,16,94.1,0
10,Mikel Balenziaga,24.0,es  ESP,LB,32-312,59,49,0,2,22,26,1,44,0,0,,0,0,31,117,58,4,1,1,2,1,42,36,85.7,2
11,Iñigo Martínez,4.0,es  ESP,CB,29-234,90,66,7,37,38,1,0,63,0,0,,0,0,39,366,251,4,1,0,1,0,42,41,97.6,0
12,Unai Núñez,3.0,es  ESP,CB,23-342,90,76,8,39,42,1,0,76,0,0,,0,0,58,372,261,3,0,0,0,0,61,61,100.0,0
13,Ander Capa,21.0,es  ESP,RB,28-333,90,63,7,24,31,13,1,53,0,0,,0,0,38,299,213,5,2,1,2,2,40,39,97.5,0
14,Unai Simón,1.0,es  ESP,GK,23-209,90,32,27,32,0,0,0,23,0,0,,0,0,16,95,55,0,0,0,0,0,9,9,100.0,0
15,15 Players,,,,,990,612,57,183,325,138,19,571,4,6,66.7,4,0,390,2253,1271,43,7,5,12,16,489,436,89.2,42
