,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Raúl García,22.0,es  ESP,FW,34-179,79,25,24,1,0,0,7,0,0,0,0,0,0,13,8,4,0,20,3,0,0,19,0,0,0,0
1,Jon Morcillo,2.0,es  ESP,FW,22-113,11,9,9,0,0,0,2,0,1,0,0,0,0,6,1,2,8,1,0,0,0,6,0,0,0,0
2,Iñaki Williams,9.0,es  ESP,FW,26-205,90,20,18,2,0,0,2,0,0,0,0,0,0,16,2,2,0,17,2,0,0,15,0,1,2,0
3,Iker Muniain,10.0,es  ESP,LM,28-018,90,47,43,4,1,0,2,0,0,1,1,0,0,35,8,4,0,40,5,1,1,41,0,0,1,1
4,Óscar de Marcos,18.0,es  ESP,RM,31-267,64,16,16,0,0,0,2,0,1,0,0,0,0,10,6,0,2,11,2,0,1,10,0,1,0,1
5,Álex Berenguer,12.0,es  ESP,RM,25-186,26,11,9,2,0,0,1,0,0,2,2,0,0,7,2,2,0,10,0,0,0,8,0,0,0,1
6,Mikel Vesga,6.0,es  ESP,DM,27-230,64,38,38,0,0,0,6,0,0,0,0,0,0,33,3,2,27,10,1,0,0,31,0,1,2,2
7,Dani García,14.0,es  ESP,DM,30-227,26,27,27,0,0,0,2,1,0,0,0,0,0,23,1,3,4,23,0,0,0,25,0,1,1,0
8,Unai Vencedor Paris,27.0,es  ESP,DM,20-052,90,57,56,1,1,0,4,4,0,0,0,0,0,43,9,5,8,49,0,0,0,53,0,0,1,1
9,Yuri Berchiche,17.0,es  ESP,LB,30-331,31,18,13,5,0,0,2,1,1,0,0,0,0,12,5,1,11,2,0,5,0,17,0,0,0,0
10,Mikel Balenziaga,24.0,es  ESP,LB,32-312,59,44,39,5,0,0,7,1,3,0,0,0,0,27,12,5,33,4,2,5,0,32,0,1,0,7
11,Iñigo Martínez,4.0,es  ESP,CB,29-234,90,54,51,3,2,0,4,1,0,0,0,0,0,37,3,14,38,11,4,1,0,51,0,0,0,0
12,Unai Núñez,3.0,es  ESP,CB,23-342,90,71,71,0,0,0,6,6,0,0,0,0,0,54,4,13,9,59,2,0,0,60,0,1,4,0
13,Ander Capa,21.0,es  ESP,RB,28-333,90,52,42,10,0,0,9,1,2,0,0,0,0,36,9,7,1,40,1,10,0,44,0,0,0,2
14,Unai Simón,1.0,es  ESP,GK,23-209,90,28,19,9,6,0,2,0,0,0,0,0,0,15,5,8,2,16,0,0,8,24,0,1,0,0
15,15 Players,,,,,990,517,475,42,10,0,58,15,8,3,3,0,0,367,78,72,143,313,22,22,10,436,0,7,11,15
