,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Paco Alcácer,17.0,es  ESP,FW,27-238,59,5,10,50.0,55,0,3,5,60.0,1,2,50.0,0,0,,0,0.0,0,0,0,0,0
1,Francis Coquelin,19.0,fr  FRA,"FW,CM",29-347,31,15,19,78.9,201,32,12,14,85.7,3,3,100.0,0,0,,0,0.0,0,1,0,0,0
2,Gerard Moreno,7.0,es  ESP,FW,29-018,90,27,35,77.1,393,93,16,18,88.9,10,12,83.3,0,0,,0,0.0,0,1,0,0,1
3,Manu Trigueros,14.0,es  ESP,"LM,FW",29-190,64,21,25,84.0,364,153,10,11,90.9,6,8,75.0,4,4,100.0,0,0.0,0,3,3,0,5
4,Daniel Parejo,5.0,es  ESP,CM,32-009,90,63,73,86.3,1217,369,29,31,93.5,26,28,92.9,8,13,61.5,0,0.1,2,5,2,0,7
5,Étienne Capoue,25.0,fr  FRA,CM,32-288,75,37,41,90.2,611,179,17,20,85.0,17,17,100.0,3,4,75.0,0,0.0,0,4,1,0,5
6,Moi Gómez,23.0,es  ESP,"CM,LM",26-306,15,7,10,70.0,113,45,2,3,66.7,5,5,100.0,0,2,0.0,0,0.0,0,2,1,0,2
7,Samuel Chukwueze,11.0,ng  NGA,RM,21-338,88,21,26,80.8,352,116,12,13,92.3,7,10,70.0,2,3,66.7,0,0.4,5,3,3,2,3
8,Yeremi Pino,30.0,es  ESP,RM,18-187,2,4,4,100.0,54,17,2,2,100.0,2,2,100.0,0,0,,0,0.0,0,0,0,0,1
9,Alberto Moreno,18.0,es  ESP,LB,28-294,59,20,25,80.0,284,77,14,14,100.0,6,7,85.7,0,3,0.0,0,0.0,0,0,0,0,0
10,Pervis Estupiñán,15.0,ec  ECU,LB,23-094,31,10,13,76.9,145,66,6,7,85.7,3,3,100.0,1,1,100.0,0,0.0,0,0,0,0,1
11,Pau Torres,4.0,es  ESP,CB,24-099,90,50,54,92.6,941,355,20,22,90.9,25,27,92.6,5,5,100.0,1,0.6,1,6,0,0,8
12,Raúl Albiol,3.0,es  ESP,CB,35-233,88,44,48,91.7,826,273,18,20,90.0,20,20,100.0,4,6,66.7,0,0.0,0,3,0,0,3
13,Mario Gaspar,2.0,es  ESP,RB,30-152,2,4,6,66.7,52,21,1,2,50.0,2,3,66.7,0,0,,0,0.0,0,0,0,0,0
14,Juan Foyth,8.0,ar  ARG,"RB,CB",23-103,90,50,60,83.3,878,290,22,24,91.7,25,30,83.3,3,3,100.0,0,0.0,0,4,0,0,8
15,Sergio Asenjo,1.0,es  ESP,GK,31-301,90,25,35,71.4,675,468,7,7,100.0,9,9,100.0,9,19,47.4,0,0.0,0,0,0,0,0
16,16 Players,,,,,964,403,484,83.3,7161,2554,191,213,89.7,167,186,89.8,39,63,61.9,1,1.1,8,32,10,2,44
