,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,12,Sergiño Dest,Barcelona,Blocked,8.0,Left Foot,,Frenkie de Jong,Pass (Live),Antoine Griezmann,Pass (Live)
1,12,Sergio Busquets,Barcelona,Blocked,19.0,Right Foot,,Sergiño Dest,Shot,,
2,27,Samuel Chukwueze,Villarreal,Goal,7.0,Left Foot,,Samuel Chukwueze,Dribble,Pau Torres,Pass (Live)
3,,,,,,,,,,,
4,63,Étienne Capoue,Villarreal,Saved,15.0,Right Foot,,Samuel Chukwueze,Pass (Live),Samuel Chukwueze,Dribble
5,63,Manu Trigueros,Villarreal,Blocked,24.0,Left Foot,Volley,,,,
6,70,Pervis Estupiñán,Villarreal,Saved,20.0,Right Foot,,Samuel Chukwueze,Pass (Live),Gerard Moreno,Pass (Live)
7,90+1,Mario Gaspar,Villarreal,Off Target,17.0,Right Foot,Half volley,,,,
