,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Antoine Griezmann,7.0,fr  FRA,FW,30-035,79,21,21,0,0,0,0,0,0,0,0,0,0,15,5,1,20,1,0,0,0,17,0,0,0,1
1,Ousmane Dembélé,11.0,fr  FRA,FW,23-345,11,2,2,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0
2,Lionel Messi,10.0,ar  ARG,FW,33-305,90,49,46,3,0,0,8,1,0,1,1,0,0,41,6,2,45,3,0,0,1,44,0,1,1,1
3,Pedri,16.0,es  ESP,CM,18-151,63,35,35,0,0,0,1,0,0,0,0,0,0,29,4,2,9,25,1,0,0,32,0,0,0,0
4,Ilaix,27.0,es  ESP,CM,18-096,27,10,9,1,1,0,3,0,0,0,0,0,0,9,0,1,3,6,0,0,0,9,0,1,0,0
5,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-348,90,61,61,0,0,0,6,0,0,0,0,0,0,51,7,3,5,54,2,0,0,53,2,2,0,0
6,Sergio Busquets,5.0,es  ESP,DM,32-283,87,66,62,4,4,0,7,1,0,0,0,0,0,54,7,5,7,57,2,0,0,64,0,1,0,1
7,Ronald Araújo,4.0,uy  URU,CB,22-049,3,4,3,1,1,0,1,0,0,0,0,0,0,3,0,1,0,3,0,0,0,3,0,0,0,0
8,Jordi Alba,18.0,es  ESP,WB,32-035,90,65,59,6,0,1,2,1,5,0,0,0,0,46,12,7,52,6,0,6,0,51,0,0,2,4
9,Sergiño Dest,2.0,us  USA,WB,20-173,45,25,24,1,0,0,1,0,0,0,0,0,0,22,3,0,1,23,0,1,0,22,0,0,1,1
10,Sergi Roberto,20.0,es  ESP,"WB,CM",29-077,45,35,32,3,1,0,2,0,2,0,0,0,0,24,6,5,8,24,1,2,0,30,1,0,1,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-312,90,77,73,4,4,0,2,2,1,0,0,0,0,72,1,4,71,5,1,0,0,73,1,0,0,0
12,Gerard Piqué,3.0,es  ESP,CB,34-082,90,49,48,1,1,0,3,0,0,0,0,0,0,39,4,6,5,39,2,0,0,44,0,0,0,0
13,Óscar Mingueza,28.0,es  ESP,"CB,WB",21-347,90,84,77,7,3,1,2,1,0,0,0,0,0,66,6,12,8,68,3,4,1,73,1,2,1,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-360,90,45,38,7,1,0,0,2,0,0,0,0,0,35,2,8,5,36,0,0,4,40,0,0,0,1
15,15 Players,,,,,990,628,590,38,16,3,38,8,9,1,1,0,0,508,63,57,241,350,12,13,6,556,5,7,6,9
