,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Paco Alcácer,17.0,es  ESP,FW,27-238,59,10,8,2,0,0,0,0,1,0,0,0,0,6,3,1,1,8,1,0,0,5,0,0,1,1
1,Francis Coquelin,19.0,fr  FRA,"FW,CM",29-347,31,19,19,0,0,0,6,0,0,0,0,0,0,14,4,1,1,17,1,0,0,15,0,0,1,2
2,Gerard Moreno,7.0,es  ESP,FW,29-018,90,35,33,2,0,0,10,0,0,0,0,0,0,25,7,3,21,10,1,1,1,27,0,0,2,2
3,Manu Trigueros,14.0,es  ESP,"LM,FW",29-190,64,25,25,0,0,0,7,0,0,0,0,0,0,22,2,1,5,18,1,0,0,21,0,0,1,1
4,Daniel Parejo,5.0,es  ESP,CM,32-009,90,73,64,9,5,0,18,1,2,4,2,0,0,57,4,12,8,64,1,0,0,63,0,1,6,0
5,Étienne Capoue,25.0,fr  FRA,CM,32-288,75,41,40,1,0,0,10,0,0,0,0,0,0,37,3,1,7,31,2,1,0,37,0,0,1,0
6,Moi Gómez,23.0,es  ESP,"CM,LM",26-306,15,10,9,1,0,0,2,0,1,1,0,1,0,5,3,2,5,4,1,0,0,7,0,0,0,0
7,Samuel Chukwueze,11.0,ng  NGA,RM,21-338,88,26,24,2,0,0,7,1,4,1,0,0,0,21,2,3,23,2,0,1,0,21,0,1,0,1
8,Yeremi Pino,30.0,es  ESP,RM,18-187,2,4,4,0,0,0,2,0,0,0,0,0,0,3,0,1,2,1,0,0,0,4,0,0,0,0
9,Alberto Moreno,18.0,es  ESP,LB,28-294,59,25,23,2,0,0,3,2,1,0,0,0,0,17,6,2,22,0,1,2,0,20,1,2,1,1
10,Pervis Estupiñán,15.0,ec  ECU,LB,23-094,31,13,12,1,0,0,3,0,0,0,0,0,0,8,3,2,10,1,0,1,1,10,0,0,0,2
11,Pau Torres,4.0,es  ESP,CB,24-099,90,54,52,2,2,0,10,0,1,0,0,0,0,43,3,8,44,6,3,0,0,50,0,1,1,0
12,Raúl Albiol,3.0,es  ESP,CB,35-233,88,48,45,3,3,0,7,0,0,0,0,0,0,42,4,2,12,35,1,0,0,44,0,1,0,0
13,Mario Gaspar,2.0,es  ESP,RB,30-152,2,6,3,3,0,0,1,0,0,0,0,0,0,3,3,0,0,3,0,3,0,4,0,0,1,0
14,Juan Foyth,8.0,ar  ARG,"RB,CB",23-103,90,60,48,12,4,0,4,1,0,0,0,0,0,42,15,3,2,47,3,8,0,50,0,0,2,2
15,Sergio Asenjo,1.0,es  ESP,GK,31-301,90,35,27,8,1,0,4,0,0,0,0,0,0,18,0,17,7,25,0,0,3,25,0,0,1,0
16,16 Players,,,,,964,484,436,48,15,0,94,5,10,6,2,1,0,363,62,59,170,272,16,17,5,403,1,6,18,12
