,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Paco Alcácer,17.0,es  ESP,FW,27-238,59,0,0,0,0,0,0,0,0,13,4,1,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,7,1,0,0
1,Francis Coquelin,19.0,fr  FRA,"FW,CM",29-347,31,0,0,0,0,0,0,0,0,19,9,0,0,0,0.0,0.0,0.0,0,0,15,19,78.9,0,15,1,0,0
2,Gerard Moreno,7.0,es  ESP,FW,29-018,90,0,0,0,0,5,1,0,0,51,6,0,1,0,0.3,0.3,0.0,1,0,27,35,77.1,1,42,0,1,4
3,Manu Trigueros,14.0,es  ESP,"LM,FW",29-190,64,0,0,0,0,1,0,0,1,32,14,1,0,0,0.0,0.0,0.0,2,0,21,25,84.0,5,26,2,3,4
4,Daniel Parejo,5.0,es  ESP,CM,32-009,90,0,0,0,0,0,0,0,0,79,12,3,0,3,0.0,0.0,0.1,3,0,63,73,86.3,7,52,4,2,2
5,Étienne Capoue,25.0,fr  FRA,CM,32-288,75,0,0,0,0,1,1,0,0,43,15,0,1,0,0.1,0.1,0.0,0,0,37,41,90.2,5,33,3,1,1
6,Moi Gómez,23.0,es  ESP,"CM,LM",26-306,15,0,0,0,0,0,0,0,0,12,2,0,0,0,0.0,0.0,0.0,0,0,7,10,70.0,2,8,1,0,0
7,Samuel Chukwueze,11.0,ng  NGA,RM,21-338,88,1,0,0,0,1,1,0,0,37,3,0,0,0,0.6,0.6,0.4,8,1,21,26,80.8,3,35,8,4,7
8,Yeremi Pino,30.0,es  ESP,RM,18-187,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,1,3,0,0,1
9,Alberto Moreno,18.0,es  ESP,LB,28-294,59,0,0,0,0,0,0,0,0,33,10,2,0,2,0.0,0.0,0.0,0,0,20,25,80.0,0,20,4,1,1
10,Pervis Estupiñán,15.0,ec  ECU,LB,23-094,31,0,0,0,0,1,1,0,0,18,7,1,1,0,0.1,0.1,0.0,0,0,10,13,76.9,1,15,3,0,0
11,Pau Torres,4.0,es  ESP,CB,24-099,90,0,1,0,0,0,0,1,0,59,10,1,0,2,0.0,0.0,0.6,2,1,50,54,92.6,8,43,7,2,2
12,Raúl Albiol,3.0,es  ESP,CB,35-233,88,0,0,0,0,0,0,1,0,57,9,1,1,3,0.0,0.0,0.0,0,0,44,48,91.7,3,34,7,0,0
13,Mario Gaspar,2.0,es  ESP,RB,30-152,2,0,0,0,0,1,0,0,0,9,1,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,4,0,0,0
14,Juan Foyth,8.0,ar  ARG,"RB,CB",23-103,90,0,0,0,0,0,0,0,0,69,13,0,3,4,0.0,0.0,0.0,0,0,50,60,83.3,8,45,7,3,4
15,Sergio Asenjo,1.0,es  ESP,GK,31-301,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,25,35,71.4,0,22,0,0,0
16,16 Players,,,,,964,1,1,0,0,10,4,2,1,575,116,10,7,14,1.1,1.1,1.1,16,2,403,484,83.3,44,404,48,17,26
