,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Antoine Griezmann,7.0,fr  FRA,FW,30-035,79,32,0,3,11,19,8,32,1,1,100.0,1,0,21,81,30,1,0,1,0,1,38,25,65.8,4
1,Ousmane Dembélé,11.0,fr  FRA,FW,23-345,11,3,0,0,2,1,1,3,1,2,50.0,1,0,4,35,33,2,0,1,0,0,6,2,33.3,2
2,Lionel Messi,10.0,ar  ARG,FW,33-305,90,61,0,4,37,29,3,58,5,7,71.4,6,0,54,348,199,9,6,1,1,2,58,50,86.2,8
3,Pedri,16.0,es  ESP,CM,18-151,63,44,0,8,24,15,3,44,0,2,0.0,1,0,29,140,49,4,0,0,0,2,32,30,93.8,2
4,Ilaix,27.0,es  ESP,CM,18-096,27,21,1,2,15,5,2,20,1,1,100.0,1,0,10,45,24,2,1,0,2,1,18,14,77.8,3
5,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-348,90,74,3,13,41,30,6,74,5,5,100.0,5,0,52,265,166,9,4,0,6,0,77,63,81.8,8
6,Sergio Busquets,5.0,es  ESP,DM,32-283,87,73,2,19,42,12,1,70,0,0,,0,0,45,152,65,4,0,0,0,0,56,55,98.2,1
7,Ronald Araújo,4.0,uy  URU,CB,22-049,3,6,1,2,4,1,0,5,0,1,0.0,1,0,2,2,0,0,0,0,0,0,2,2,100.0,0
8,Jordi Alba,18.0,es  ESP,WB,32-035,90,73,3,22,29,26,2,67,1,2,50.0,2,2,51,145,86,2,2,0,0,0,60,54,90.0,4
9,Sergiño Dest,2.0,us  USA,WB,20-173,45,30,1,6,6,21,4,29,2,3,66.7,2,0,27,85,56,3,1,0,1,0,30,25,83.3,1
10,Sergi Roberto,20.0,es  ESP,"WB,CM",29-077,45,38,2,14,19,6,0,35,0,0,,0,0,20,80,41,1,0,0,0,0,31,26,83.9,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-312,90,86,17,43,42,9,0,84,1,1,100.0,1,0,68,275,132,2,3,0,1,0,69,69,100.0,0
12,Gerard Piqué,3.0,es  ESP,CB,34-082,90,56,10,26,32,0,0,55,0,0,,0,0,38,156,54,1,0,0,0,0,38,38,100.0,0
13,Óscar Mingueza,28.0,es  ESP,"CB,WB",21-347,90,88,9,45,37,9,0,81,0,0,,0,0,64,202,97,0,0,0,0,0,69,69,100.0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-360,90,47,45,47,0,0,0,40,0,0,,0,0,31,135,85,0,0,0,0,0,34,34,100.0,0
15,15 Players,,,,,990,732,94,254,341,183,30,697,17,25,68.0,21,2,516,2146,1117,40,17,3,11,6,618,556,90.0,34
