,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antoine Griezmann,7.0,fr  FRA,FW,30-035,79,17,21,81.0,269,64,5,8,62.5,10,10,100.0,1,1,100.0,0,0.2,2,1,3,0,4
1,Ousmane Dembélé,11.0,fr  FRA,FW,23-345,11,1,2,50.0,38,29,0,0,,0,1,0.0,1,1,100.0,0,0.4,1,1,0,0,1
2,Lionel Messi,10.0,ar  ARG,FW,33-305,90,44,49,89.8,629,203,28,30,93.3,14,15,93.3,1,2,50.0,0,0.0,0,5,1,0,4
3,Pedri,16.0,es  ESP,CM,18-151,63,32,35,91.4,417,66,23,23,100.0,6,8,75.0,1,2,50.0,0,0.0,0,2,1,0,1
4,Ilaix,27.0,es  ESP,CM,18-096,27,9,10,90.0,140,29,4,4,100.0,3,4,75.0,1,1,100.0,0,0.0,0,1,0,0,1
5,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-348,90,53,61,86.9,743,146,30,34,88.2,17,18,94.4,3,5,60.0,0,0.5,3,2,1,0,6
6,Sergio Busquets,5.0,es  ESP,DM,32-283,87,64,66,97.0,1061,237,30,30,100.0,28,28,100.0,4,5,80.0,0,0.0,0,5,0,0,4
7,Ronald Araújo,4.0,uy  URU,CB,22-049,3,3,4,75.0,59,14,2,2,100.0,0,0,,1,2,50.0,0,0.0,0,0,0,0,0
8,Jordi Alba,18.0,es  ESP,WB,32-035,90,51,65,78.5,838,352,28,31,90.3,21,27,77.8,2,3,66.7,0,0.8,2,4,5,3,5
9,Sergiño Dest,2.0,us  USA,WB,20-173,45,22,25,88.0,263,41,18,19,94.7,4,5,80.0,0,0,,0,0.0,0,0,1,0,2
10,Sergi Roberto,20.0,es  ESP,"WB,CM",29-077,45,30,35,85.7,493,189,16,18,88.9,12,14,85.7,2,3,66.7,0,0.3,2,1,2,2,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-312,90,73,77,94.8,1314,361,30,30,100.0,40,41,97.6,3,6,50.0,0,0.0,0,7,0,0,1
12,Gerard Piqué,3.0,es  ESP,CB,34-082,90,44,49,89.8,894,151,13,14,92.9,25,27,92.6,6,6,100.0,0,0.0,0,3,0,0,1
13,Óscar Mingueza,28.0,es  ESP,"CB,WB",21-347,90,73,84,86.9,1340,402,32,33,97.0,31,33,93.9,9,17,52.9,1,0.2,1,5,1,0,3
14,Marc-André ter Stegen,1.0,de  GER,GK,28-360,90,40,45,88.9,1059,425,8,8,100.0,19,19,100.0,13,18,72.2,0,0.0,0,1,0,0,0
15,15 Players,,,,,990,556,628,88.5,9557,2709,267,284,94.0,230,250,92.0,48,72,66.7,1,2.4,11,38,15,5,34
