,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Lucas Pérez,7.0,es  ESP,FW,32-156,80,31,20,11,2,0,2,4,2,4,1,3,0,15,3,13,23,7,1,0,0,21,0,0,2,0
1,Borja Sainz,29.0,es  ESP,FW,20-012,10,3,3,0,0,0,1,1,1,0,0,0,0,2,0,1,0,3,0,0,0,2,0,1,0,0
2,Joselu,9.0,es  ESP,FW,30-323,80,30,30,0,0,0,15,2,0,0,0,0,0,14,10,6,2,17,4,0,0,17,0,1,2,1
3,Deyverson,14.0,br  BRA,FW,29-281,10,2,1,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0
4,Iñigo Córdoba,17.0,es  ESP,LM,23-337,45,16,16,0,0,0,7,0,1,0,0,0,0,10,1,5,10,4,1,0,0,7,0,0,1,2
5,Luis Rioja,11.0,es  ESP,LM,27-120,45,13,13,0,0,0,2,0,0,0,0,0,0,11,2,0,12,1,0,0,0,7,0,0,1,3
6,Tomás Pina Isla,8.0,es  ESP,CM,33-122,71,13,13,0,0,0,2,0,0,0,0,0,0,10,2,1,5,7,1,0,0,10,0,0,0,0
7,Pere Pons,20.0,es  ESP,CM,27-359,19,13,13,0,0,0,1,0,0,0,0,0,0,11,0,2,2,11,0,0,0,10,0,0,0,0
8,Rodrigo Battaglia,6.0,ar  ARG,CM,29-216,90,34,30,4,4,0,4,2,0,0,0,0,0,28,1,5,9,24,0,0,0,32,0,0,0,1
9,Édgar Méndez,16.0,es  ESP,RM,31-042,90,17,16,1,0,0,3,2,4,0,0,0,0,7,5,5,3,13,0,1,0,11,0,1,0,1
10,Rubén Duarte,3.0,es  ESP,LB,25-118,90,39,32,7,1,0,5,1,3,0,0,0,0,25,7,7,27,5,1,6,0,30,0,1,1,0
11,Florian Lejeune,22.0,fr  FRA,CB,29-269,90,28,28,0,0,0,2,3,1,0,0,0,0,18,0,10,5,23,0,0,0,21,0,2,0,0
12,Tachi,2.0,es  ESP,"CB,RB",23-156,90,27,26,1,0,0,2,1,0,0,0,0,0,12,4,11,1,23,2,1,0,23,0,1,0,1
13,Martin Agirregabiria,21.0,es  ESP,RB,24-279,45,12,12,0,0,0,3,0,0,0,0,0,0,8,3,1,0,10,1,0,0,7,0,1,0,0
14,Víctor Laguardia,5.0,es  ESP,"CB,RB",31-100,45,16,13,3,3,0,0,0,0,0,0,0,0,12,0,4,2,14,0,0,0,12,0,1,0,0
15,Fernando Pacheco,1.0,es  ESP,GK,28-271,90,27,17,10,5,0,0,0,0,0,0,0,0,15,1,11,11,11,0,0,3,24,0,0,0,0
16,16 Players,,,,,990,321,283,38,15,0,50,16,12,4,1,3,0,200,39,82,114,173,11,8,3,236,0,9,7,9
