,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Lionel Messi,10.0,ar  ARG,FW,33-234,90,59,75,78.7,863,217,37,44,84.1,16,20,80.0,4,7,57.1,1,0.7,3,5,2,0,4
1,Antoine Griezmann,7.0,fr  FRA,LW,29-329,80,43,45,95.6,690,158,22,23,95.7,13,13,100.0,4,4,100.0,2,1.5,5,5,0,0,1
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-274,10,10,10,100.0,146,16,8,8,100.0,1,1,100.0,1,1,100.0,0,0.0,0,1,0,0,1
3,Francisco Trincão,17.0,pt  POR,RW,21-046,90,36,43,83.7,482,71,20,25,80.0,12,13,92.3,1,1,100.0,0,0.5,1,3,1,0,2
4,Riqui Puig,12.0,es  ESP,CM,21-184,90,104,113,92.0,1787,343,55,58,94.8,30,34,88.2,16,17,94.1,0,0.1,2,11,3,0,10
5,Ilaix Moriba,27.0,es  ESP,CM,18-025,63,44,49,89.8,665,74,23,25,92.0,15,17,88.2,3,3,100.0,1,0.1,1,3,0,0,1
6,Pedri,16.0,es  ESP,CM,18-080,27,29,34,85.3,566,135,13,14,92.9,9,11,81.8,6,8,75.0,0,0.0,0,5,0,0,2
7,Sergio Busquets,5.0,es  ESP,DM,32-212,45,58,64,90.6,1017,284,31,33,93.9,23,24,95.8,4,5,80.0,1,0.0,1,7,2,0,5
8,Samuel Umtiti,23.0,fr  FRA,CB,27-091,45,39,40,97.5,673,172,21,21,100.0,13,14,92.9,5,5,100.0,0,0.0,0,2,0,0,0
9,Junior Firpo,24.0,es  ESP,LB,24-175,90,61,65,93.8,795,236,38,40,95.0,20,21,95.2,1,2,50.0,0,0.0,0,1,0,0,3
10,Clément Lenglet,15.0,fr  FRA,CB,25-241,90,106,112,94.6,1921,634,47,48,97.9,46,47,97.9,12,16,75.0,0,0.0,0,3,0,0,6
11,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-277,71,97,102,95.1,1708,445,38,40,95.0,54,54,100.0,4,4,100.0,0,0.0,0,6,0,0,2
12,Miralem Pjanić,8.0,ba  BIH,DM,30-317,19,24,26,92.3,372,139,10,11,90.9,12,13,92.3,1,1,100.0,0,0.0,0,2,0,0,0
13,Óscar Mingueza,28.0,es  ESP,RB,21-276,71,72,77,93.5,1141,210,35,36,97.2,33,33,100.0,4,4,100.0,0,0.0,1,7,1,1,1
14,Sergiño Dest,2.0,us  USA,RB,20-102,19,15,16,93.8,156,34,9,10,90.0,5,5,100.0,0,0,,0,0.0,0,0,0,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-289,90,25,28,89.3,630,349,4,4,100.0,13,13,100.0,8,11,72.7,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,822,899,91.4,13612,3517,411,440,93.4,315,333,94.6,74,89,83.1,5,3.0,14,61,9,1,38
