,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Lucas Pérez,7.0,es  ESP,FW,32-156,80,21,31,67.7,513,201,6,8,75.0,7,8,87.5,7,14,50.0,0,0.0,0,4,0,0,4
1,Borja Sainz,29.0,es  ESP,FW,20-012,10,2,3,66.7,30,0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0,0,0,0,0
2,Joselu,9.0,es  ESP,FW,30-323,80,17,30,56.7,302,109,11,21,52.4,3,5,60.0,2,2,100.0,0,0.1,1,4,1,0,3
3,Deyverson,14.0,br  BRA,FW,29-281,10,2,2,100.0,27,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0,0,0,0,0
4,Iñigo Córdoba,17.0,es  ESP,LM,23-337,45,7,16,43.8,129,49,2,3,66.7,4,9,44.4,1,2,50.0,0,0.0,0,1,1,0,2
5,Luis Rioja,11.0,es  ESP,LM,27-120,45,7,13,53.8,114,39,2,4,50.0,2,4,50.0,1,1,100.0,0,0.0,0,1,0,0,1
6,Tomás Pina Isla,8.0,es  ESP,CM,33-122,71,10,13,76.9,213,87,2,3,66.7,7,7,100.0,1,3,33.3,0,0.0,0,1,1,0,2
7,Pere Pons,20.0,es  ESP,CM,27-359,19,10,13,76.9,199,43,2,2,100.0,7,8,87.5,1,3,33.3,0,0.0,0,1,0,0,1
8,Rodrigo Battaglia,6.0,ar  ARG,CM,29-216,90,32,34,94.1,702,168,10,10,100.0,14,15,93.3,7,7,100.0,0,0.0,0,2,0,0,0
9,Édgar Méndez,16.0,es  ESP,RM,31-042,90,11,17,64.7,262,67,4,6,66.7,3,5,60.0,4,5,80.0,0,0.2,2,0,0,0,1
10,Rubén Duarte,3.0,es  ESP,LB,25-118,90,30,39,76.9,503,225,21,24,87.5,7,9,77.8,2,5,40.0,0,0.0,0,0,0,0,3
11,Florian Lejeune,22.0,fr  FRA,CB,29-269,90,21,28,75.0,558,212,4,5,80.0,10,12,83.3,6,10,60.0,0,0.0,0,1,0,0,1
12,Tachi,2.0,es  ESP,"CB,RB",23-156,90,23,27,85.2,603,345,6,6,100.0,8,8,100.0,8,11,72.7,0,0.0,0,6,0,0,3
13,Martin Agirregabiria,21.0,es  ESP,RB,24-279,45,7,12,58.3,116,51,4,6,66.7,2,2,100.0,1,2,50.0,0,0.0,0,0,0,0,1
14,Víctor Laguardia,5.0,es  ESP,"CB,RB",31-100,45,12,16,75.0,264,103,2,2,100.0,7,8,87.5,2,5,40.0,0,0.0,0,0,0,0,0
15,Fernando Pacheco,1.0,es  ESP,GK,28-271,90,24,27,88.9,703,455,6,6,100.0,8,8,100.0,10,13,76.9,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,236,321,73.5,5238,2154,84,108,77.8,91,110,82.7,53,84,63.1,0,0.3,3,21,3,0,22
