,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Lionel Messi,10.0,ar  ARG,FW,33-234,90,75,68,7,2,0,16,2,0,4,1,1,0,63,3,9,66,9,0,0,0,59,3,0,3,1
1,Antoine Griezmann,7.0,fr  FRA,LW,29-329,80,45,45,0,0,1,11,1,1,0,0,0,0,39,3,3,33,10,1,0,0,43,0,0,0,1
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-274,10,10,10,0,0,0,2,0,0,0,0,0,0,9,0,1,5,4,1,0,0,10,0,0,0,0
3,Francisco Trincão,17.0,pt  POR,RW,21-046,90,43,42,1,0,0,10,0,0,0,0,0,0,38,4,1,34,5,1,1,0,36,0,1,2,2
4,Riqui Puig,12.0,es  ESP,CM,21-184,90,113,111,2,1,0,19,1,0,1,0,0,0,97,3,13,3,110,0,0,0,104,1,0,1,1
5,Ilaix Moriba,27.0,es  ESP,CM,18-025,63,49,48,1,1,0,10,0,0,0,0,0,0,48,1,0,7,42,0,0,0,44,0,0,2,0
6,Pedri,16.0,es  ESP,CM,18-080,27,34,34,0,0,1,7,1,0,0,0,0,0,31,2,1,4,30,0,0,0,29,0,1,1,1
7,Sergio Busquets,5.0,es  ESP,DM,32-212,45,64,61,3,3,0,5,1,0,0,0,0,0,55,3,6,8,53,3,0,0,58,1,0,1,3
8,Samuel Umtiti,23.0,fr  FRA,CB,27-091,45,40,39,1,1,0,3,0,0,0,0,0,0,36,2,2,33,6,0,0,0,39,0,0,0,0
9,Junior Firpo,24.0,es  ESP,LB,24-175,90,65,59,6,0,0,9,0,0,0,0,0,0,51,10,4,48,9,1,6,1,61,0,0,1,0
10,Clément Lenglet,15.0,fr  FRA,CB,25-241,90,112,109,3,3,0,10,2,0,0,0,0,0,104,1,7,96,14,2,0,0,106,0,0,2,0
11,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-277,71,102,100,2,1,0,11,0,0,0,0,0,0,93,5,4,4,91,5,0,1,97,0,0,3,1
12,Miralem Pjanić,8.0,ba  BIH,DM,30-317,19,26,26,0,0,0,2,0,0,0,0,0,0,24,2,0,3,23,0,0,0,24,0,0,0,1
13,Óscar Mingueza,28.0,es  ESP,RB,21-276,71,77,70,7,1,0,6,0,1,0,0,0,0,65,11,1,7,63,1,6,0,72,0,0,1,4
14,Sergiño Dest,2.0,us  USA,RB,20-102,19,16,12,4,0,0,0,0,0,0,0,0,0,11,5,0,1,11,0,4,0,15,0,0,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-289,90,28,25,3,0,0,3,0,0,0,0,0,0,20,1,7,6,20,0,0,2,25,0,0,1,0
16,16 Players,,,,,990,899,859,40,13,2,124,8,2,5,1,1,0,784,56,59,358,500,15,17,4,822,5,2,18,15
