,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Lucas Pérez,7.0,es  ESP,FW,32-156,80,42,0,1,26,17,5,31,1,1,100.0,1,0,21,115,35,3,0,2,2,4,42,25,59.5,7
1,Borja Sainz,29.0,es  ESP,FW,20-012,10,3,0,0,2,1,0,3,0,0,,0,0,2,10,7,1,0,0,0,0,4,3,75.0,2
2,Joselu,9.0,es  ESP,FW,30-323,80,37,1,4,25,9,1,37,1,1,100.0,1,0,14,70,24,1,0,0,1,1,44,30,68.2,4
3,Deyverson,14.0,br  BRA,FW,29-281,10,6,0,0,6,0,0,5,0,0,,0,0,3,12,1,0,0,0,0,0,9,3,33.3,0
4,Iñigo Córdoba,17.0,es  ESP,LM,23-337,45,26,0,8,11,11,1,26,3,3,100.0,3,0,16,105,71,5,2,1,1,1,21,14,66.7,2
5,Luis Rioja,11.0,es  ESP,LM,27-120,45,18,0,1,6,12,2,18,2,3,66.7,2,0,16,103,77,6,1,2,0,0,19,12,63.2,1
6,Tomás Pina Isla,8.0,es  ESP,CM,33-122,71,22,1,7,13,3,1,22,1,1,100.0,1,0,12,59,10,0,0,0,1,0,12,10,83.3,0
7,Pere Pons,20.0,es  ESP,CM,27-359,19,13,0,2,12,1,0,13,0,0,,0,0,10,89,26,1,1,0,0,0,13,11,84.6,0
8,Rodrigo Battaglia,6.0,ar  ARG,CM,29-216,90,36,0,10,25,2,0,32,0,0,,0,0,23,124,31,0,0,0,0,0,24,19,79.2,0
9,Édgar Méndez,16.0,es  ESP,RM,31-042,90,22,2,4,8,12,3,21,0,0,,0,0,15,137,80,3,2,2,2,0,29,18,62.1,6
10,Rubén Duarte,3.0,es  ESP,LB,25-118,90,49,4,20,24,8,0,42,1,1,100.0,1,0,25,107,27,1,0,0,0,0,22,21,95.5,0
11,Florian Lejeune,22.0,fr  FRA,CB,29-269,90,39,10,27,11,1,0,39,0,0,,0,0,16,33,12,0,0,0,0,0,23,22,95.7,0
12,Tachi,2.0,es  ESP,"CB,RB",23-156,90,34,4,17,19,0,0,33,0,0,,0,0,17,76,47,1,0,0,0,0,21,20,95.2,0
13,Martin Agirregabiria,21.0,es  ESP,RB,24-279,45,14,1,9,10,0,0,14,1,1,100.0,1,0,10,87,39,0,0,0,0,0,6,6,100.0,0
14,Víctor Laguardia,5.0,es  ESP,"CB,RB",31-100,45,20,2,10,11,0,0,17,0,0,,0,0,10,77,54,1,0,0,0,0,13,13,100.0,0
15,Fernando Pacheco,1.0,es  ESP,GK,28-271,90,31,29,31,0,0,0,21,0,0,,0,0,6,26,19,0,0,0,0,0,9,9,100.0,0
16,16 Players,,,,,990,412,54,151,209,77,13,374,10,11,90.9,10,0,216,1230,560,23,6,7,7,6,311,236,75.9,22
