,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,2,Ilaix Moriba,Barcelona,Blocked,9.0,Head,,Antoine Griezmann,Shot,,
1,27,Rodrigo Battaglia,Alavés,Saved,19.0,Right Foot,Volley,,,,
2,,,,,,,,,,,
3,51,Clément Lenglet,Barcelona,Off Target,7.0,Head,,Lionel Messi,Pass (Dead),Junior Firpo,Fouled
4,57,Luis Rioja,Alavés,Goal,15.0,Left Foot,,Luis Rioja,Interception,,
5,68,Riqui Puig,Barcelona,Blocked,19.0,Right Foot,,Antoine Griezmann,Pass (Live),Lionel Messi,Pass (Live)
6,80,Junior Firpo,Barcelona,Goal,3.0,Left Foot,Open goal,Antoine Griezmann,Pass (Live),Lionel Messi,Pass (Live)
