,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lionel Messi,10.0,ar  ARG,FW,33-234,90,2,1,0,0,7,5,0,0,91,5,0,0,0,0.5,0.5,0.7,9,3,59,75,78.7,4,64,10,1,4
1,Antoine Griezmann,7.0,fr  FRA,LW,29-329,80,0,2,0,0,2,0,0,0,49,9,0,0,1,0.7,0.7,1.5,7,2,43,45,95.6,1,30,5,0,0
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-274,10,0,0,0,0,0,0,0,0,10,1,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,1,6,1,0,0
3,Francisco Trincão,17.0,pt  POR,RW,21-046,90,2,0,0,0,4,3,0,0,57,14,1,1,0,1.0,1.0,0.5,2,0,36,43,83.7,2,45,9,3,4
4,Riqui Puig,12.0,es  ESP,CM,21-184,90,0,0,0,0,1,0,0,0,117,3,0,0,1,0.0,0.0,0.1,3,0,104,113,92.0,10,84,17,0,0
5,Ilaix Moriba,27.0,es  ESP,CM,18-025,63,0,1,0,0,1,0,0,0,57,8,0,0,1,0.0,0.0,0.1,2,1,44,49,89.8,1,42,4,0,0
6,Pedri,16.0,es  ESP,CM,18-080,27,0,0,0,0,0,0,0,0,39,10,0,0,3,0.0,0.0,0.0,0,0,29,34,85.3,2,24,2,0,0
7,Sergio Busquets,5.0,es  ESP,DM,32-212,45,0,1,0,0,0,0,0,0,70,8,1,1,0,0.0,0.0,0.0,2,1,58,64,90.6,5,35,2,0,1
8,Samuel Umtiti,23.0,fr  FRA,CB,27-091,45,0,0,0,0,0,0,0,0,46,3,0,2,0,0.0,0.0,0.0,0,0,39,40,97.5,0,29,0,0,0
9,Junior Firpo,24.0,es  ESP,LB,24-175,90,1,0,0,0,1,1,0,0,67,7,0,1,0,0.8,0.8,0.0,2,0,61,65,93.8,3,48,9,0,0
10,Clément Lenglet,15.0,fr  FRA,CB,25-241,90,0,0,0,0,1,0,0,0,119,9,2,3,2,0.1,0.1,0.0,2,0,106,112,94.6,6,91,9,2,2
11,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-277,71,0,0,0,0,0,0,0,0,105,7,1,0,0,0.0,0.0,0.0,0,0,97,102,95.1,2,79,6,0,0
12,Miralem Pjanić,8.0,ba  BIH,DM,30-317,19,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,24,26,92.3,0,18,0,0,0
13,Óscar Mingueza,28.0,es  ESP,RB,21-276,71,0,0,0,0,0,0,0,0,85,11,2,1,2,0.0,0.0,0.0,2,1,72,77,93.5,1,63,5,0,0
14,Sergiño Dest,2.0,us  USA,RB,20-102,19,0,0,0,0,0,0,0,0,19,2,0,0,0,0.0,0.0,0.0,0,0,15,16,93.8,0,10,0,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-289,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,0.0,0.0,0,0,25,28,89.3,0,18,0,0,0
16,16 Players,,,,,990,5,5,0,0,17,9,0,0,986,97,7,9,10,3.2,3.2,3.0,31,8,822,899,91.4,38,686,79,6,11
