,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Lionel Messi,10.0,ar  ARG,FW,33-234,90,0,0,0,0,0,0,1,0.0,1,5,3,60.0,0,1,4,0,0,0,0,0,0,0,0
1,Antoine Griezmann,7.0,fr  FRA,LW,29-329,80,0,0,0,0,0,0,2,0.0,2,9,1,11.1,0,3,6,1,0,0,1,0,0,1,0
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-274,10,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
3,Francisco Trincão,17.0,pt  POR,RW,21-046,90,1,1,0,1,0,0,1,0.0,1,14,2,14.3,2,7,5,0,0,0,0,1,2,0,0
4,Riqui Puig,12.0,es  ESP,CM,21-184,90,0,0,0,0,0,0,0,,0,3,1,33.3,0,1,2,1,0,0,1,0,0,0,0
5,Ilaix Moriba,27.0,es  ESP,CM,18-025,63,0,0,0,0,0,0,2,0.0,2,8,1,12.5,2,3,3,1,0,0,1,0,0,1,0
6,Pedri,16.0,es  ESP,CM,18-080,27,0,0,0,0,0,0,1,0.0,1,10,4,40.0,1,7,2,3,0,0,3,0,0,0,0
7,Sergio Busquets,5.0,es  ESP,DM,32-212,45,1,1,0,1,0,0,1,0.0,1,8,4,50.0,1,6,1,0,0,0,0,1,2,2,0
8,Samuel Umtiti,23.0,fr  FRA,CB,27-091,45,0,0,0,0,0,0,1,0.0,1,3,1,33.3,1,1,1,0,0,0,0,2,2,4,0
9,Junior Firpo,24.0,es  ESP,LB,24-175,90,0,0,0,0,0,0,0,,0,7,3,42.9,2,5,0,0,0,0,0,1,1,0,0
10,Clément Lenglet,15.0,fr  FRA,CB,25-241,90,2,2,1,1,0,0,0,,0,9,3,33.3,5,4,0,2,1,0,1,3,5,3,0
11,Frenkie de Jong,21.0,nl  NED,"CB,DM",23-277,71,1,1,0,1,0,0,0,,0,7,5,71.4,3,4,0,0,0,0,0,0,1,0,0
12,Miralem Pjanić,8.0,ba  BIH,DM,30-317,19,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
13,Óscar Mingueza,28.0,es  ESP,RB,21-276,71,2,0,1,1,0,1,2,50.0,1,11,3,27.3,5,4,2,2,0,0,2,1,3,2,1
14,Sergiño Dest,2.0,us  USA,RB,20-102,19,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,1,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-289,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
16,16 Players,,,,,990,7,5,2,5,0,1,11,9.1,10,97,32,33.0,24,47,26,10,1,0,9,9,16,14,1
