,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
12,Pedro Alcalá,es  ESP,DF,Girona,28,1989,7.6,361,43,192,165,17,9,352,3,3,100.0,3,0,190,941,514,16,1,0,1,0,191,181,94.8,5
13,Steve Aldo One,cm  CMR,DF,La Coruña,22,1995,1.0,30,5,20,12,0,0,29,0,0,,0,0,15,109,52,0,0,0,0,0,15,15,100.0,0
14,Álex Alegría,es  ESP,FW,Levante,24,1992,6.9,256,7,16,119,129,32,243,2,6,33.3,3,0,154,431,176,15,5,3,31,16,317,183,57.7,70
15,Iván Alejo,es  ESP,"FW,MF",Eibar,22,1995,12.5,530,1,46,179,356,33,523,32,54,59.3,32,0,442,2787,1574,93,23,7,50,23,553,369,66.7,83
16,Alexander,ar  ARG,"FW,MF",Leganés,28,1988,11.7,458,4,70,217,213,41,439,10,18,55.6,13,4,341,1494,723,33,14,6,25,13,413,302,73.1,83
17,Alexis,es  ESP,DF,Alavés,31,1985,24.3,936,129,491,383,98,30,809,4,7,57.1,5,0,412,1846,873,15,4,1,6,2,402,380,94.5,17
18,José Alonso Lara,es  ESP,FW,Sevilla,17,2000,0.1,6,0,1,4,3,1,6,1,1,100.0,1,0,7,61,43,2,1,0,0,1,7,6,85.7,1
19,Sergio Álvarez,es  ESP,GK,Celta Vigo,30,1986,16.4,599,545,595,6,0,0,482,1,1,100.0,1,0,362,1478,721,0,0,0,0,0,318,316,99.4,0
20,Yeray Álvarez,es  ESP,DF,Athletic Club,22,1995,7.5,477,17,187,315,18,3,460,2,2,100.0,2,0,316,2192,1303,40,5,0,1,0,293,286,97.6,2
21,Eloi Amagat,es  ESP,"FW,MF",Girona,32,1985,0.2,10,0,0,6,4,2,10,0,0,,0,0,7,46,8,1,0,0,0,0,9,9,100.0,2
22,Jordi Amat,es  ESP,"DF,MF",Betis,25,1992,22.7,1736,115,748,1015,86,12,1706,9,13,69.2,10,0,1314,7196,3623,100,16,1,6,3,1279,1264,98.8,15
23,Amath,sn  SEN,"MF,FW",Getafe,21,1996,31.5,1063,26,204,472,500,100,1057,57,94,60.6,65,7,802,3917,2316,101,35,19,92,66,1011,617,61.0,169
24,Nordin Amrabat,ma  MAR,"FW,MF",Leganés,30,1987,18.0,772,7,62,295,489,69,750,37,59,62.7,43,2,672,3766,2122,121,37,30,65,68,886,585,66.0,185
25,Jon Ander Serantes,es  ESP,GK,Leganés,27,1989,1.0,33,27,33,0,0,0,22,0,0,,0,0,12,57,37,0,0,0,0,0,7,7,100.0,0
26,Florin Andone,ro  ROU,FW,La Coruña,24,1993,18.2,536,11,40,225,310,102,519,14,44,31.8,17,0,364,1393,815,41,9,15,68,38,772,396,51.3,189
27,Miguel Ángel Guerrero,es  ESP,FW,Leganés,27,1990,16.1,543,18,36,277,260,59,515,17,29,58.6,19,0,357,1348,514,31,10,8,43,24,676,368,54.4,138
28,Miguel Ángel Moyá,es  ESP,GK,Real Sociedad,33,1984,8.5,321,296,320,3,0,0,279,0,0,,0,0,199,882,480,0,0,0,0,0,175,175,100.0,0
29,Miguel Ángel Rubio,es  ESP,DF,Getafe,19,1998,0.3,10,2,6,3,1,1,10,0,0,,0,0,2,2,2,0,0,0,0,0,1,1,100.0,0
30,José Ángel,es  ESP,DF,Eibar,27,1989,26.9,1851,73,450,911,595,19,1493,28,34,82.4,28,1,1042,5008,2269,106,53,2,22,13,972,906,93.2,40
31,Vitorino Antunes,pt  POR,DF,Getafe,30,1987,31.1,1640,87,530,710,502,16,1271,16,32,50.0,18,3,850,4412,2183,83,39,3,27,34,763,703,92.1,45
32,Alberto Aquilani,it  ITA,MF,Las Palmas,33,1984,14.4,1123,49,305,696,178,13,1105,9,13,69.2,11,1,884,3622,1526,61,18,0,12,13,892,851,95.4,24
33,Mauro Arambarri,uy  URU,MF,Getafe,21,1995,23.6,859,46,235,526,151,19,851,19,31,61.3,20,1,588,3127,1149,34,12,2,8,18,467,405,86.7,29
34,Guilherme Arana,br  BRA,DF,Sevilla,20,1997,2.1,138,7,54,58,33,2,117,1,1,100.0,1,0,88,537,287,12,4,1,0,2,80,78,97.5,5
35,Sergio Araujo,ar  ARG,"FW,MF",Las Palmas,25,1992,0.4,26,0,1,10,15,2,26,3,3,100.0,3,0,23,90,33,2,0,0,0,1,28,20,71.4,6
36,Anaitz Arbilla,es  ESP,DF,Eibar,30,1987,26.8,1785,115,692,1106,125,9,1701,20,25,80.0,22,0,1140,8366,3838,104,20,0,7,5,974,958,98.4,7
37,José Arnaiz,es  ESP,MF,Barcelona,22,1995,0.1,6,0,1,2,4,0,6,0,0,,0,0,4,9,1,0,0,0,1,0,4,4,100.0,1
38,Alejandro Arribas,es  ESP,DF,La Coruña,28,1989,3.0,137,12,71,69,4,2,137,0,0,,0,0,92,410,155,2,0,0,2,0,86,83,96.5,2
39,Sergio Arribas,es  ESP,FW,Leganés,22,1995,0.3,,,,,,,,,,,,,,,,,,,,,,,,
40,Kepa Arrizabalaga,es  ESP,GK,Athletic Club,22,1994,30.0,1017,869,1015,7,0,0,819,0,0,,0,0,585,3017,1655,0,0,0,0,0,492,491,99.8,0
41,Aythami Artiles,es  ESP,DF,Las Palmas,31,1986,2.1,119,28,86,36,3,3,111,0,0,,0,0,70,341,117,2,0,0,1,0,73,69,94.5,3
42,Sergio Asenjo,es  ESP,GK,Villarreal,28,1989,23.0,593,542,592,2,0,0,449,1,1,100.0,1,0,284,1691,803,0,0,0,1,0,177,177,100.0,0
43,Marco Asensio,es  ESP,"FW,MF",Real Madrid,21,1996,20.5,1414,3,97,710,768,101,1347,22,31,71.0,23,0,1205,8463,4991,211,97,27,27,28,1335,1158,86.7,184
44,Iago Aspas,es  ESP,FW,Celta Vigo,29,1987,32.6,1657,12,120,828,843,197,1594,55,84,65.5,58,4,1344,7049,3793,187,78,48,72,42,1773,1289,72.7,384
45,Carlos Bacca,co  COL,FW,Villarreal,30,1986,27.5,751,14,47,347,404,139,721,37,51,72.5,41,2,583,2453,1343,85,19,24,39,30,1005,582,57.9,245
46,Cédric Bakambu,cd  COD,FW,Villarreal,26,1991,14.0,458,28,56,221,213,62,446,10,20,50.0,11,0,321,1486,854,46,16,12,34,24,582,323,55.5,127
47,Zakaria Bakkali,be  BEL,"FW,MF",La Coruña,21,1996,10.2,441,13,66,214,208,34,433,14,22,63.6,15,0,357,2071,1146,68,19,15,18,28,432,315,72.9,64
48,Gareth Bale,wal  WAL,"FW,MF",Real Madrid,28,1989,19.9,995,20,106,396,573,141,972,34,59,57.6,37,0,823,4272,2238,112,35,26,32,22,1074,818,76.2,218
49,Mikel Balenziaga,es  ESP,DF,Athletic Club,29,1988,17.2,935,69,263,449,277,9,804,13,21,61.9,13,0,549,2807,1456,70,27,3,14,9,538,482,89.6,25
50,Éver Banega,ar  ARG,MF,Sevilla,29,1988,26.7,2543,43,459,1591,729,42,2358,62,85,72.9,64,1,2087,11109,6033,244,82,9,37,54,1960,1846,94.2,107
51,Léo Baptistão,br  BRA,"FW,MF",Espanyol,24,1992,29.7,1102,30,138,513,537,131,1058,28,59,47.5,34,1,736,3706,2367,116,35,30,60,42,1225,741,60.5,253
52,Mariano Barbosa,ar  ARG,GK,Villarreal,33,1984,12.5,315,271,315,0,0,0,242,0,0,,0,0,166,720,365,0,0,0,0,0,120,120,100.0,0
53,Enis Bardhi,mk  MKD,MF,Levante,22,1995,17.6,882,18,150,456,339,30,800,25,41,61.0,26,2,621,2986,1781,85,27,6,45,24,635,547,86.1,74
54,Antonio Barragán,es  ESP,"DF,MF",Betis,30,1987,26.3,1805,96,506,823,564,28,1656,18,31,58.1,18,0,1243,4910,2449,114,44,8,18,11,1318,1235,93.7,79
55,Barri,es  ESP,"MF,FW",Getafe,21,1995,1.3,33,5,10,17,9,1,33,2,3,66.7,2,0,20,105,87,4,2,1,2,0,21,17,81.0,4
56,Marc Bartra,es  ESP,DF,Betis,26,1991,15.8,1287,149,659,674,48,13,1252,14,15,93.3,14,0,897,5400,3158,96,18,1,9,8,828,820,99.0,8
57,Borja Bastón,es  ESP,FW,Málaga,24,1992,11.0,332,8,35,159,151,39,316,1,9,11.1,2,0,198,770,278,21,3,4,24,11,443,242,54.6,100
58,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,22,1995,2.1,53,0,1,24,32,12,51,2,2,100.0,2,0,36,223,102,9,2,4,4,0,91,37,40.7,16
59,Paul Baysse,fr  FRA,DF,Málaga,29,1988,13.8,678,98,412,267,24,15,662,3,3,100.0,3,0,367,1656,664,12,1,0,1,1,352,344,97.7,15
60,Claudio Beauvue,GPE,FW,Leganés,29,1988,18.6,501,17,36,258,244,62,477,11,20,55.0,11,0,307,1043,507,27,12,5,44,36,757,372,49.1,119
61,Bebé,pt  POR,"MF,FW",Eibar,27,1990,4.1,201,0,10,73,133,7,186,7,13,53.8,7,1,154,929,386,21,8,3,12,7,198,135,68.2,38
62,Wissam Ben Yedder,fr  FRA,FW,Sevilla,26,1990,18.9,632,3,34,273,363,123,602,18,29,62.1,19,0,484,2160,1120,68,18,22,38,19,803,462,57.5,206
63,Karim Benzema,fr  FRA,FW,Real Madrid,29,1987,23.9,1070,23,61,439,633,175,1040,33,45,73.3,36,1,914,4010,1980,130,37,39,36,28,1186,872,73.5,256
64,Markel Bergara,es  ESP,MF,Getafe,31,1986,16.2,516,25,119,309,107,26,504,3,5,60.0,3,0,260,1069,457,12,4,0,12,10,285,232,81.4,31
65,Pedro Bigas,es  ESP,DF,Las Palmas,26,1990,9.9,678,104,393,308,17,4,666,7,8,87.5,7,1,482,2725,1336,30,7,1,4,1,448,441,98.4,2
66,Rubén Blanco,es  ESP,GK,Celta Vigo,22,1995,21.6,791,717,786,8,0,0,674,0,0,,0,0,509,2346,1151,0,0,0,0,0,469,465,99.1,0
67,Emmanuel Boateng,gh  GHA,FW,Levante,21,1996,14.2,401,10,48,180,200,65,390,11,22,50.0,15,0,254,1165,603,30,13,8,44,15,537,290,54.0,118
68,Daniele Bonera,it  ITA,DF,Villarreal,36,1981,13.2,684,109,405,302,16,2,666,2,3,66.7,2,0,429,2480,1276,40,2,0,1,1,410,405,98.8,0
69,Celso Borges,cr  CRC,MF,La Coruña,29,1988,25.5,1441,64,282,904,331,51,1427,25,28,89.3,25,0,932,3759,1683,73,30,0,17,24,1108,920,83.0,102
70,Ryad Boudebouz,dz  ALG,"MF,FW",Betis,27,1990,15.2,1007,12,102,552,430,37,953,34,53,64.2,36,3,813,3468,1673,75,36,8,29,27,890,765,86.0,133
71,Yassine Bounou,ma  MAR,GK,Girona,26,1991,29.5,819,716,817,3,0,0,604,1,1,100.0,1,0,390,2281,1021,0,0,0,0,0,290,288,99.3,0
72,Lucas Boyé,ar  ARG,"FW,MF",Celta Vigo,21,1996,3.2,181,3,27,87,84,16,178,10,18,55.6,12,2,160,731,358,20,5,1,14,6,153,121,79.1,34
73,Darko Brašanac,rs  SRB,"MF,FW",Leganés,25,1992,13.4,555,18,115,316,165,26,544,16,25,64.0,18,1,373,2263,1197,49,20,3,11,11,399,322,80.7,50
74,Alberto Bueno,es  ESP,"FW,MF",Málaga,29,1988,2.6,132,5,24,81,39,5,130,1,2,50.0,1,0,106,554,260,6,2,0,8,5,131,97,74.0,26
75,Burgui,es  ESP,"FW,MF",Alavés,23,1993,11.5,463,6,56,217,223,29,445,24,31,77.4,25,2,388,2052,1132,53,21,11,24,20,468,345,73.7,83
76,Sergio Busquets,es  ESP,MF,Barcelona,29,1988,28.8,2393,55,614,1524,402,15,2347,26,31,83.9,27,0,1751,6728,3378,101,30,1,11,19,1820,1763,96.9,47
77,Unai Bustinza,es  ESP,DF,Leganés,25,1992,18.2,851,76,428,370,94,22,788,7,9,77.8,7,1,440,2183,956,29,8,0,1,2,413,395,95.6,17
78,Erick Cabaco,uy  URU,DF,Levante,22,1995,11.5,430,97,274,166,8,4,404,1,1,100.0,1,0,205,1038,495,12,1,0,2,0,179,176,98.3,3
79,Gustavo Cabral,ar  ARG,DF,Celta Vigo,31,1985,20.8,1462,157,841,665,26,12,1447,1,2,50.0,1,0,964,4475,2197,35,3,0,2,4,958,941,98.2,13
80,Leandro Cabrera,uy  URU,DF,Getafe,26,1991,8.0,365,33,147,163,68,5,300,3,3,100.0,3,0,138,718,294,13,5,1,2,0,129,119,92.2,3
81,Cala,es  ESP,DF,Getafe,27,1989,20.0,862,121,489,385,35,25,811,2,2,100.0,2,0,394,2175,994,13,2,0,4,1,363,349,96.1,25
82,Carlos Calderón,es  ESP,FW,Getafe,22,1995,0.1,2,0,0,1,1,0,2,0,0,,0,0,1,2,2,0,0,0,0,0,3,2,66.7,0
83,Jonathan Calleri,ar  ARG,FW,Las Palmas,23,1993,34.5,1144,32,79,504,616,195,1071,31,51,60.8,33,2,765,3154,1218,71,15,17,102,62,1356,813,60.0,378
84,Víctor Camarasa,es  ESP,MF,Betis,23,1994,13.9,781,24,130,487,251,33,781,15,23,65.2,15,1,650,3871,1893,85,33,6,29,25,711,602,84.7,77
85,José Campaña,es  ESP,MF,Levante,24,1993,30.3,1871,68,426,1041,556,37,1766,31,46,67.4,32,2,1312,7419,4005,170,62,9,32,27,1345,1213,90.2,110
86,Joel Campbell,cr  CRC,"MF,FW",Betis,25,1992,2.4,139,0,13,51,91,13,139,6,11,54.5,7,0,131,720,356,22,7,4,7,10,131,109,83.2,25
87,Sergio Canales,es  ESP,"MF,FW",Real Sociedad,26,1991,21.5,1542,14,169,766,752,63,1388,36,49,73.5,37,0,1215,7280,3607,176,72,16,35,36,1286,1121,87.2,173
88,João Cancelo,pt  POR,MF,Valencia,23,1994,1.0,63,0,6,27,37,13,63,2,5,40.0,2,0,54,398,319,13,5,6,4,1,53,47,88.7,11
89,Ander Capa,es  ESP,DF,Eibar,25,1992,25.1,1704,42,342,806,692,26,1411,28,45,62.2,31,0,1015,6347,3697,185,78,12,33,32,991,897,90.5,63
90,Lionel Carole,fr  FRA,DF,Sevilla,26,1991,6.0,410,21,140,196,96,6,373,7,11,63.6,8,0,287,1243,597,24,8,2,7,5,260,248,95.4,17
91,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,23,1993,10.0,504,4,66,224,279,49,481,33,59,55.9,40,6,434,2738,1571,83,32,15,35,30,474,339,71.5,86
92,Daniel Carriço,pt  POR,DF,Sevilla,28,1988,5.1,282,43,175,111,11,4,277,0,0,,0,0,170,1020,427,8,0,0,0,0,158,157,99.4,5
93,Federico Cartabia,ar  ARG,"FW,MF",La Coruña,24,1993,14.7,784,8,113,363,383,52,751,35,47,74.5,36,1,605,3930,2033,109,34,17,21,27,693,538,77.6,126
94,Dani Carvajal,es  ESP,DF,Real Madrid,25,1992,24.7,2033,93,498,957,712,60,1867,25,38,65.8,26,3,1483,6967,3643,149,51,11,24,14,1471,1379,93.7,117
95,Casemiro,br  BRA,MF,Real Madrid,25,1992,28.8,2073,132,626,1222,327,32,2049,15,21,71.4,16,1,1487,5644,2602,77,36,3,17,22,1442,1366,94.7,68
96,Kiko Casilla,es  ESP,GK,Real Madrid,30,1986,10.0,238,208,237,1,1,0,198,0,0,,0,0,131,572,313,0,1,0,0,0,110,110,100.0,0
97,Dani Castellano,es  ESP,DF,Las Palmas,29,1987,22.5,1275,93,421,681,260,16,1123,26,38,68.4,27,1,808,4594,2562,116,28,2,28,22,782,712,91.0,32
98,Javi Castellano,es  ESP,MF,Las Palmas,29,1987,17.4,1186,43,371,765,104,4,1164,5,7,71.4,5,0,848,3290,1440,32,7,0,11,6,830,801,96.5,10
99,Samu Castillejo,es  ESP,"MF,FW",Villarreal,22,1995,23.0,1352,38,225,700,571,76,1267,47,88,53.4,52,1,1048,6536,3580,184,66,29,48,46,1104,933,84.5,138
100,Chory Castro,uy  URU,"MF,FW",Málaga,32,1984,22.8,1244,32,195,606,536,48,1144,19,31,61.3,20,1,864,4688,2525,128,42,11,36,35,968,808,83.5,118
101,Jonny Castro,es  ESP,DF,Celta Vigo,23,1994,35.6,2397,119,791,1221,561,51,2164,27,48,56.3,30,0,1582,9127,5001,207,82,16,47,34,1495,1403,93.8,78
102,Rubén Castro,es  ESP,FW,Betis,36,1981,4.0,80,1,9,37,40,11,75,1,1,100.0,1,0,58,312,181,10,4,2,5,4,96,51,53.1,20
103,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,20,1996,4.5,424,6,65,248,139,10,417,10,16,62.5,10,0,372,1942,917,37,8,1,9,5,350,338,96.6,16
104,Emanuel Cecchini,ar  ARG,"MF,DF",Málaga,20,1996,0.3,26,2,8,15,4,0,26,1,1,100.0,1,0,17,84,29,1,0,0,1,0,14,14,100.0,1
105,Nereo Champagne,ar  ARG,GK,Leganés,32,1985,2.0,58,45,58,0,0,0,35,0,0,,0,0,29,94,66,0,0,0,0,0,23,23,100.0,0
106,Charles,br  BRA,FW,Eibar,33,1984,17.5,580,7,32,243,334,107,558,8,12,66.7,8,0,326,1131,534,26,10,5,29,14,755,411,54.4,186
107,Chema,es  ESP,DF,Levante,25,1992,22.4,900,162,497,397,24,13,874,2,3,66.7,3,0,484,2125,800,23,1,0,3,5,459,452,98.5,9
108,Denis Cheryshev,ru  RUS,"MF,FW",Villarreal,26,1990,10.3,503,18,99,238,221,46,499,13,24,54.2,15,1,364,2320,1576,71,25,14,20,21,424,331,78.1,65
109,Leandro Chichizola,ar  ARG,GK,Las Palmas,27,1990,27.0,1110,903,1108,5,1,0,917,6,6,100.0,6,0,684,3527,2006,0,1,0,0,0,536,535,99.8,0
110,Chuca,es  ESP,MF,Villarreal,20,1997,1.0,63,2,8,29,32,3,57,0,1,0.0,0,0,48,220,93,5,2,1,1,0,51,48,94.1,8
111,Cifu,es  ESP,DF,Málaga,26,1990,1.2,98,5,14,48,41,0,83,3,6,50.0,3,0,60,246,162,9,2,0,2,1,56,55,98.2,4
112,Jasper Cillessen,nl  NED,GK,Barcelona,28,1989,1.0,32,32,32,0,0,0,23,0,0,,0,0,14,34,10,0,0,0,0,0,14,14,100.0,0
113,Coke,es  ESP,DF,Levante,30,1987,15.4,923,74,342,377,273,33,794,20,26,76.9,21,2,528,2890,1713,67,25,3,19,20,528,475,90.0,50
114,Emre Çolak,tr  TUR,"MF,FW",La Coruña,26,1991,16.1,1018,9,103,550,446,33,972,36,46,78.3,36,1,828,3832,1730,86,40,4,33,34,894,758,84.8,122
115,Francis Coquelin,fr  FRA,"MF,DF",Valencia,26,1991,7.3,390,24,101,243,71,9,387,12,21,57.1,14,1,283,1283,650,22,5,1,6,6,253,227,89.7,23
116,Sébastien Corchia,fr  FRA,DF,Sevilla,26,1990,9.1,489,33,120,247,153,11,435,7,14,50.0,10,0,301,1623,847,44,14,2,5,6,306,271,88.6,19
117,Iñigo Córdoba,es  ESP,"FW,MF",Athletic Club,20,1997,16.2,796,16,125,378,384,47,791,35,65,53.8,41,5,636,3928,2377,117,43,8,38,43,683,532,77.9,111
118,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,22,1995,24.9,1336,32,200,553,689,138,1330,59,103,57.3,64,1,1133,5217,2967,166,42,30,95,79,1245,957,76.9,272
119,Joaquín Correa,ar  ARG,"FW,MF",Sevilla,22,1994,13.2,688,10,88,315,350,63,673,37,59,62.7,41,1,574,2846,1589,78,29,12,33,34,662,523,79.0,138
120,Diego Costa,es  ESP,FW,Atlético Madrid,28,1988,11.5,483,8,26,214,281,71,478,21,31,67.7,24,0,391,1744,728,45,10,15,42,27,656,388,59.1,149
121,Jaume Costa,es  ESP,DF,Villarreal,29,1988,28.3,1840,110,564,925,465,33,1661,20,22,90.9,20,1,1217,6293,3580,171,54,13,15,13,1191,1128,94.7,36
122,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,25,1992,14.4,1062,8,83,476,585,80,1008,39,72,54.2,41,2,889,4717,2436,144,37,19,45,25,974,839,86.1,154
123,Iván Cuéllar,es  ESP,GK,Leganés,33,1984,35.0,1120,919,1113,9,0,0,786,0,0,,0,0,525,3791,1872,0,0,0,0,0,381,380,99.7,0
124,Sergi Darder,es  ESP,MF,Espanyol,23,1993,30.9,1750,61,391,1094,366,19,1688,34,41,82.9,34,2,1268,6101,2848,116,30,4,23,26,1232,1139,92.5,42
125,Salem Al-Dawsari,sa  KSA,MF,Villarreal,25,1991,0.4,23,0,4,15,7,1,23,0,0,,0,0,20,97,35,2,1,1,1,3,19,16,84.2,1
126,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,20,1997,10.2,648,2,32,265,411,63,617,37,65,56.9,41,2,567,2983,1880,101,39,21,28,32,628,520,82.8,111
127,Ermedin Demirović,ba  BIH,FW,Alavés,19,1998,2.0,57,2,4,26,29,8,57,0,1,0.0,0,0,37,129,60,4,1,2,6,6,72,42,58.3,24
128,Gerard Deulofeu,es  ESP,"MF,FW",Barcelona,23,1994,5.6,356,4,38,107,235,48,343,9,17,52.9,11,0,286,1527,866,45,10,16,13,14,339,282,83.2,53
129,Adrián Diéguez,es  ESP,DF,Alavés,21,1996,4.8,214,16,97,106,24,3,186,7,8,87.5,7,0,129,733,430,19,1,2,3,2,111,101,91.0,1
130,Lucas Digne,fr  FRA,DF,Barcelona,24,1993,7.9,621,30,203,277,178,19,559,4,7,57.1,5,0,391,2052,1091,56,11,4,6,2,416,382,91.8,37
131,Djené,tg  TOG,DF,Getafe,25,1991,36.0,1387,226,790,586,79,22,1345,30,33,90.9,30,0,668,4186,1713,32,9,1,8,8,495,462,93.3,21
132,Marko Dmitrović,rs  SRB,GK,Eibar,25,1992,36.0,1114,891,1107,12,0,0,885,2,2,100.0,2,0,614,3491,1918,0,0,0,0,1,477,475,99.6,0
133,Jaume Doménech,es  ESP,GK,Valencia,26,1990,5.0,134,119,133,1,0,0,106,0,0,,0,0,69,338,191,0,0,0,0,0,42,42,100.0,0
134,Mauro dos Santos,ar  ARG,DF,Leganés,28,1989,11.0,406,64,235,174,16,4,403,1,1,100.0,1,0,230,1390,631,12,0,0,2,2,203,199,98.0,0
135,Cheick Doukouré,ci  CIV,MF,Levante,24,1992,11.3,422,13,99,248,95,17,420,6,8,75.0,7,0,284,1268,371,10,5,0,15,9,283,238,84.1,30
136,Óscar Duarte,cr  CRC,DF,Espanyol,28,1989,11.0,565,69,337,243,9,6,548,2,2,100.0,2,0,328,1658,656,12,0,0,1,0,322,317,98.4,4
137,Rubén Duarte,es  ESP,DF,Alavés,21,1995,23.8,1217,107,440,531,293,19,1003,11,12,91.7,11,1,537,2537,1304,61,23,4,5,13,511,463,90.6,26
138,Riza Durmisi,dk  DEN,"DF,MF",Betis,23,1994,23.1,1231,65,343,564,402,40,1093,13,18,72.2,13,0,832,4603,2658,131,41,8,20,12,852,775,91.0,72
139,Hugo Duro,es  ESP,FW,Getafe,17,1999,0.2,9,0,1,3,7,1,9,0,0,,0,0,8,40,14,0,0,0,0,1,12,7,58.3,4
140,Aritz Elustondo,es  ESP,DF,Real Sociedad,23,1994,17.7,1214,105,605,594,85,15,1166,3,6,50.0,5,0,799,4555,2320,67,9,1,9,9,794,773,97.4,20
141,Rodrigo Ely,br  BRA,DF,Alavés,23,1993,29.9,1311,232,792,536,56,31,1261,4,4,100.0,4,0,642,3307,1692,33,2,0,2,1,640,611,95.5,27
142,Youssef En-Nesyri,ma  MAR,FW,Málaga,20,1997,17.8,602,36,82,273,288,70,589,17,49,34.7,18,0,354,1683,818,38,16,5,58,30,773,407,52.7,152
143,Sergi Enrich,es  ESP,FW,Eibar,27,1990,14.8,567,9,27,264,299,71,554,5,8,62.5,6,0,320,1069,363,24,8,5,45,24,796,428,53.8,169
144,Javier Eraso,es  ESP,"MF,FW",Leganés,27,1990,28.1,1152,15,159,546,513,74,1066,17,30,56.7,19,1,797,3440,1582,82,25,7,52,45,1038,733,70.6,204
145,Gonzalo Escalante,ar  ARG,MF,Eibar,24,1993,17.5,849,25,146,510,229,33,843,12,18,66.7,15,1,513,2164,860,39,15,1,13,13,529,470,88.8,47
146,Sergio Escudero,es  ESP,DF,Sevilla,27,1989,25.9,1850,88,519,968,469,38,1606,26,33,78.8,26,2,1169,5600,3071,117,46,9,20,23,1128,1047,92.8,68
147,Bernardo Espinosa,co  COL,DF,Girona,28,1989,31.9,1491,233,947,533,64,40,1465,2,3,66.7,2,0,844,3534,1380,17,1,0,0,5,819,801,97.8,34
148,Oghenekaro Etebo,ng  NGA,MF,Las Palmas,21,1995,13.5,790,21,183,530,154,10,783,13,16,81.3,13,0,645,3818,1946,61,22,1,18,25,593,552,93.1,32
149,Beñat Etxebarria,es  ESP,MF,Athletic Club,30,1987,12.5,902,20,120,552,274,2,790,6,9,66.7,7,0,598,2620,1245,54,24,1,16,11,594,550,92.6,43
