,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
66,Rubén Blanco,es  ESP,GK,Celta Vigo,22,1995,21.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
67,Emmanuel Boateng,gh  GHA,FW,Levante,21,1996,14.2,34,2.41,15,0,4,4,9,2,8,0.57,1,0,3,0,3,1
68,Daniele Bonera,it  ITA,DF,Villarreal,36,1981,13.2,5,0.38,3,0,0,2,0,0,1,0.08,0,0,0,1,0,0
69,Celso Borges,cr  CRC,MF,La Coruña,29,1988,25.5,50,1.95,40,0,5,3,0,2,4,0.16,4,0,0,0,0,0
70,Ryad Boudebouz,dz  ALG,"MF,FW",Betis,27,1990,15.2,59,3.90,46,5,4,0,2,2,6,0.40,5,0,0,0,1,0
71,Yassine Bounou,ma  MAR,GK,Girona,26,1991,29.5,3,0.10,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
72,Lucas Boyé,ar  ARG,"FW,MF",Celta Vigo,21,1996,3.2,7,2.37,4,0,1,1,0,1,0,0.00,0,0,0,0,0,0
73,Darko Brašanac,rs  SRB,"MF,FW",Leganés,25,1992,13.4,32,2.40,22,2,2,4,1,1,2,0.15,1,0,0,0,1,0
74,Alberto Bueno,es  ESP,"FW,MF",Málaga,29,1988,2.6,5,2.07,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
75,Burgui,es  ESP,"FW,MF",Alavés,23,1993,11.5,42,3.66,33,0,2,2,4,1,3,0.26,3,0,0,0,0,0
76,Sergio Busquets,es  ESP,MF,Barcelona,29,1988,28.8,58,2.01,50,1,0,0,4,3,9,0.31,7,0,0,0,1,1
77,Unai Bustinza,es  ESP,DF,Leganés,25,1992,18.2,11,0.61,9,1,0,0,0,1,0,0.00,0,0,0,0,0,0
78,Erick Cabaco,uy  URU,DF,Levante,22,1995,11.5,3,0.26,2,0,0,0,1,0,1,0.09,0,0,0,0,1,0
79,Gustavo Cabral,ar  ARG,DF,Celta Vigo,31,1985,20.8,10,0.48,6,0,1,3,0,0,1,0.05,0,0,0,1,0,0
80,Leandro Cabrera,uy  URU,DF,Getafe,26,1991,8.0,7,0.87,5,1,0,0,0,1,0,0.00,0,0,0,0,0,0
81,Cala,es  ESP,DF,Getafe,27,1989,20.0,8,0.40,4,0,0,3,0,1,3,0.15,1,0,0,2,0,0
82,Carlos Calderón,es  ESP,FW,Getafe,22,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
83,Jonathan Calleri,ar  ARG,FW,Las Palmas,23,1993,34.5,63,1.82,39,1,5,11,6,1,5,0.14,2,0,0,2,1,0
84,Víctor Camarasa,es  ESP,MF,Betis,23,1994,13.9,29,2.08,23,0,1,1,3,1,3,0.22,2,0,0,1,0,0
85,José Campaña,es  ESP,MF,Levante,24,1993,30.3,91,2.99,65,16,3,3,3,1,7,0.23,7,0,0,0,0,0
86,Joel Campbell,cr  CRC,"MF,FW",Betis,25,1992,2.4,8,3.44,8,0,0,0,0,0,2,0.86,2,0,0,0,0,0
87,Sergio Canales,es  ESP,"MF,FW",Real Sociedad,26,1991,21.5,116,5.43,65,31,6,9,5,0,8,0.37,4,2,2,0,0,0
88,João Cancelo,pt  POR,MF,Valencia,23,1994,1.0,5,5.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
89,Ander Capa,es  ESP,DF,Eibar,25,1992,25.1,36,1.44,34,1,1,0,0,0,5,0.20,5,0,0,0,0,0
90,Lionel Carole,fr  FRA,DF,Sevilla,26,1991,6.0,8,1.33,8,0,0,0,0,0,1,0.17,1,0,0,0,0,0
91,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,23,1993,10.0,30,3.00,17,4,6,1,1,1,4,0.40,3,0,1,0,0,0
92,Daniel Carriço,pt  POR,DF,Sevilla,28,1988,5.1,2,0.39,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
93,Federico Cartabia,ar  ARG,"FW,MF",La Coruña,24,1993,14.7,56,3.78,37,4,3,3,7,2,5,0.34,3,0,0,1,1,0
94,Dani Carvajal,es  ESP,DF,Real Madrid,25,1992,24.7,66,2.67,60,1,2,1,1,1,5,0.20,4,0,1,0,0,0
95,Casemiro,br  BRA,MF,Real Madrid,25,1992,28.8,59,2.04,50,1,1,1,3,3,5,0.17,3,1,0,1,0,0
96,Kiko Casilla,es  ESP,GK,Real Madrid,30,1986,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
97,Dani Castellano,es  ESP,DF,Las Palmas,29,1987,22.5,26,1.15,18,5,1,0,2,0,3,0.13,2,0,1,0,0,0
98,Javi Castellano,es  ESP,MF,Las Palmas,29,1987,17.4,12,0.69,10,0,0,0,1,1,1,0.06,1,0,0,0,0,0
99,Samu Castillejo,es  ESP,"MF,FW",Villarreal,22,1995,23.0,96,4.15,53,20,9,2,9,3,19,0.82,11,2,3,1,2,0
100,Chory Castro,uy  URU,"MF,FW",Málaga,32,1984,22.8,58,2.52,39,12,2,2,2,1,3,0.13,2,1,0,0,0,0
101,Jonny Castro,es  ESP,DF,Celta Vigo,23,1994,35.6,61,1.71,54,0,1,0,4,2,11,0.31,10,0,0,0,1,0
102,Rubén Castro,es  ESP,FW,Betis,36,1981,4.0,5,1.27,4,0,0,0,1,0,2,0.51,2,0,0,0,0,0
103,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,20,1996,4.5,18,4.09,14,0,0,0,4,0,1,0.23,1,0,0,0,0,0
104,Emanuel Cecchini,ar  ARG,"MF,DF",Málaga,20,1996,0.3,1,3.21,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
105,Nereo Champagne,ar  ARG,GK,Leganés,32,1985,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
106,Charles,br  BRA,FW,Eibar,33,1984,17.5,37,2.11,29,0,0,3,5,0,5,0.28,3,0,0,1,1,0
107,Chema,es  ESP,DF,Levante,25,1992,22.4,11,0.49,9,1,0,0,0,1,2,0.09,1,1,0,0,0,0
108,Denis Cheryshev,ru  RUS,"MF,FW",Villarreal,26,1990,10.3,30,2.93,20,0,6,1,3,0,2,0.20,1,0,0,0,1,0
109,Leandro Chichizola,ar  ARG,GK,Las Palmas,27,1990,27.0,3,0.11,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Chuca,es  ESP,MF,Villarreal,20,1997,1.0,2,2.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
111,Cifu,es  ESP,DF,Málaga,26,1990,1.2,6,5.05,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0
112,Jasper Cillessen,nl  NED,GK,Barcelona,28,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
113,Coke,es  ESP,DF,Levante,30,1987,15.4,27,1.76,23,0,3,1,0,0,3,0.20,2,0,0,1,0,0
114,Emre Çolak,tr  TUR,"MF,FW",La Coruña,26,1991,16.1,66,4.09,52,6,3,3,1,1,5,0.31,3,1,1,0,0,0
115,Francis Coquelin,fr  FRA,"MF,DF",Valencia,26,1991,7.3,8,1.10,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
116,Sébastien Corchia,fr  FRA,DF,Sevilla,26,1990,9.1,12,1.31,10,0,0,0,2,0,1,0.11,1,0,0,0,0,0
117,Iñigo Córdoba,es  ESP,"FW,MF",Athletic Club,20,1997,16.2,37,2.29,26,0,1,2,6,2,4,0.25,3,0,0,0,1,0
118,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,22,1995,24.9,70,2.79,44,0,10,4,12,0,12,0.48,7,0,2,2,1,0
119,Joaquín Correa,ar  ARG,"FW,MF",Sevilla,22,1994,13.2,46,3.45,26,1,5,4,10,0,5,0.38,1,0,0,2,2,0
120,Diego Costa,es  ESP,FW,Atlético Madrid,28,1988,11.5,24,2.06,18,0,1,1,2,2,6,0.52,4,0,0,0,1,1
121,Jaume Costa,es  ESP,DF,Villarreal,29,1988,28.3,57,2.02,47,1,1,2,3,3,0,0.00,0,0,0,0,0,0
122,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,25,1992,14.4,53,3.66,40,8,1,1,2,1,7,0.48,6,1,0,0,0,0
123,Iván Cuéllar,es  ESP,GK,Leganés,33,1984,35.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
124,Sergi Darder,es  ESP,MF,Espanyol,23,1993,30.9,53,1.71,38,8,0,1,2,4,4,0.13,3,1,0,0,0,0
125,Salem Al-Dawsari,sa  KSA,MF,Villarreal,25,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
126,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,20,1997,10.2,50,4.84,34,9,3,3,1,0,11,1.06,8,0,1,2,0,0
127,Ermedin Demirović,ba  BIH,FW,Alavés,19,1998,2.0,3,1.49,2,0,0,1,0,0,1,0.50,1,0,0,0,0,0
128,Gerard Deulofeu,es  ESP,"MF,FW",Barcelona,23,1994,5.6,17,3.04,11,2,1,1,1,1,2,0.36,1,0,0,0,0,1
129,Adrián Diéguez,es  ESP,DF,Alavés,21,1996,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
130,Lucas Digne,fr  FRA,DF,Barcelona,24,1993,7.9,9,1.15,7,0,0,0,0,2,2,0.26,2,0,0,0,0,0
131,Djené,tg  TOG,DF,Getafe,25,1991,36.0,12,0.33,9,0,1,1,1,0,2,0.06,2,0,0,0,0,0
132,Marko Dmitrović,rs  SRB,GK,Eibar,25,1992,36.0,7,0.19,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0
133,Jaume Doménech,es  ESP,GK,Valencia,26,1990,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
134,Mauro dos Santos,ar  ARG,DF,Leganés,28,1989,11.0,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
135,Cheick Doukouré,ci  CIV,MF,Levante,24,1992,11.3,9,0.79,9,0,0,0,0,0,1,0.09,1,0,0,0,0,0
136,Óscar Duarte,cr  CRC,DF,Espanyol,28,1989,11.0,5,0.45,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
137,Rubén Duarte,es  ESP,DF,Alavés,21,1995,23.8,34,1.43,27,1,0,1,5,0,2,0.08,0,0,0,0,2,0
138,Riza Durmisi,dk  DEN,"DF,MF",Betis,23,1994,23.1,40,1.73,35,1,2,0,2,0,7,0.30,6,0,0,0,1,0
139,Hugo Duro,es  ESP,FW,Getafe,17,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
140,Aritz Elustondo,es  ESP,DF,Real Sociedad,23,1994,17.7,12,0.68,9,2,0,1,0,0,2,0.11,1,1,0,0,0,0
141,Rodrigo Ely,br  BRA,DF,Alavés,23,1993,29.9,13,0.43,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0
142,Youssef En-Nesyri,ma  MAR,FW,Málaga,20,1997,17.8,28,1.58,11,0,5,3,6,3,3,0.17,0,0,1,1,0,1
143,Sergi Enrich,es  ESP,FW,Eibar,27,1990,14.8,30,2.03,20,0,0,3,4,3,3,0.20,1,0,0,0,1,1
144,Javier Eraso,es  ESP,"MF,FW",Leganés,27,1990,28.1,74,2.62,44,18,2,4,4,2,6,0.21,2,2,0,2,0,0
145,Gonzalo Escalante,ar  ARG,MF,Eibar,24,1993,17.5,25,1.44,19,0,1,2,3,0,0,0.00,0,0,0,0,0,0
146,Sergio Escudero,es  ESP,DF,Sevilla,27,1989,25.9,42,1.62,30,7,1,1,0,3,6,0.23,3,2,0,1,0,0
147,Bernardo Espinosa,co  COL,DF,Girona,28,1989,31.9,14,0.44,8,0,0,4,1,1,3,0.09,2,0,0,1,0,0
148,Oghenekaro Etebo,ng  NGA,MF,Las Palmas,21,1995,13.5,23,1.70,16,0,0,1,5,1,1,0.07,1,0,0,0,0,0
149,Beñat Etxebarria,es  ESP,MF,Athletic Club,30,1987,12.5,51,4.12,19,27,2,2,0,1,6,0.48,2,3,0,1,0,0
150,Xabier Etxeita,es  ESP,DF,Athletic Club,29,1987,4.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
151,Edu Expósito,es  ESP,MF,La Coruña,20,1996,1.1,2,1.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
152,Erik Expósito,es  ESP,FW,Las Palmas,21,1996,5.3,10,1.95,7,0,0,0,2,1,0,0.00,0,0,0,0,0,0
153,Imoh Ezekiel,ng  NGA,"FW,MF",Las Palmas,23,1993,5.2,6,1.15,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
154,Fayçal Fajr,ma  MAR,"MF,FW",Getafe,28,1988,26.5,66,2.49,36,23,2,1,2,2,7,0.26,2,4,1,0,0,0
155,Zouhair Feddal,ma  MAR,DF,Betis,28,1989,14.0,5,0.36,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
156,Andrés Fernández,es  ESP,GK,Villarreal,30,1986,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
157,Augusto Fernández,ar  ARG,"MF,FW",Atlético Madrid,31,1986,1.2,3,2.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
158,Carlos Fernández,es  ESP,FW,Sevilla,21,1996,1.5,4,2.59,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
159,Enzo Fernández,es  ESP,MF,Alavés,22,1995,0.8,2,2.54,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
160,Raúl Fernández,es  ESP,GK,Levante,29,1988,11.0,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
161,Junior Firpo,es  ESP,"DF,MF",Betis,20,1996,13.2,18,1.36,15,1,0,1,1,0,4,0.30,2,0,0,1,1,0
162,Mathieu Flamini,fr  FRA,MF,Getafe,33,1984,5.3,2,0.37,1,0,0,0,0,1,1,0.19,0,0,0,0,0,1
163,Andreu Fontàs,es  ESP,DF,Celta Vigo,27,1989,9.8,8,0.81,6,0,0,0,0,2,1,0.10,1,0,0,0,0,0
164,Pablo Fornals,es  ESP,"MF,FW",Villarreal,21,1996,29.1,107,3.67,83,2,5,5,8,4,18,0.62,17,0,0,1,0,0
165,Gabi,es  ESP,MF,Atlético Madrid,34,1983,26.2,54,2.07,25,28,0,0,1,0,4,0.15,3,1,0,0,0,0
166,Gabriel,br  BRA,MF,Leganés,23,1993,26.3,56,2.11,37,1,2,4,8,4,4,0.15,3,0,0,1,0,0
167,Nicolás Gaitán,ar  ARG,"MF,FW",Atlético Madrid,29,1988,2.5,10,4.17,6,1,0,2,0,1,0,0.00,0,0,0,0,0,0
168,Bruno Gama,pt  POR,"FW,MF",La Coruña,29,1987,1.3,8,6.49,4,0,1,0,3,0,0,0.00,0,0,0,0,0,0
169,Kévin Gameiro,fr  FRA,FW,Atlético Madrid,30,1987,12.6,21,1.69,17,0,1,1,2,0,4,0.32,3,0,0,1,0,0
170,Ganso,br  BRA,MF,Sevilla,27,1989,5.7,17,2.93,14,2,0,0,1,0,0,0.00,0,0,0,0,0,0
171,Ezequiel Garay,ar  ARG,DF,Valencia,30,1986,22.5,6,0.27,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
172,Aleix García,es  ESP,MF,Girona,20,1997,9.6,24,2.57,14,9,0,0,0,1,2,0.21,0,1,0,0,0,1
173,Borja García,es  ESP,"MF,FW",Girona,26,1990,30.9,115,3.68,74,18,3,1,18,1,8,0.26,4,3,0,0,1,0
174,Dani García,es  ESP,MF,Eibar,27,1990,30.8,39,1.26,34,2,0,0,0,3,2,0.06,2,0,0,0,0,0
175,David García,es  ESP,DF,Las Palmas,35,1982,9.6,5,0.52,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
176,Javi García,es  ESP,"MF,DF",Betis,30,1987,26.7,16,0.60,16,0,0,0,0,0,1,0.04,1,0,0,0,0,0
177,Manu García,es  ESP,MF,Alavés,31,1986,27.1,41,1.51,29,0,4,2,6,0,2,0.07,2,0,0,0,0,0
178,Sergio García,es  ESP,"FW,MF",Espanyol,34,1983,18.3,51,2.82,40,0,2,4,5,0,10,0.55,7,0,1,0,2,0
179,Mario Gaspar,es  ESP,DF,Villarreal,26,1990,31.2,61,1.96,48,4,2,4,0,3,5,0.16,3,0,0,2,0,0
180,Johannes Geis,de  GER,"DF,MF",Sevilla,23,1993,7.6,15,2.01,12,2,0,1,0,0,2,0.27,1,1,0,0,0,0
181,Carles Gil,es  ESP,"FW,MF",La Coruña,24,1992,5.3,21,3.95,15,3,2,0,0,1,1,0.19,1,0,0,0,0,0
182,Dani Giménez,es  ESP,GK,Betis,34,1983,3.4,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
183,Diego Godín,uy  URU,DF,Atlético Madrid,31,1986,28.4,14,0.49,12,0,0,2,0,0,1,0.04,1,0,0,0,0,0
184,André Gomes,pt  POR,"MF,FW",Barcelona,24,1993,7.1,10,1.43,9,0,1,0,0,0,2,0.29,2,0,0,0,0,0
185,Ibai Gómez,es  ESP,"MF,FW",Alavés,27,1989,25.7,70,2.71,32,25,6,3,3,1,10,0.39,8,1,0,1,0,0
186,Maxi Gómez,uy  URU,FW,Celta Vigo,20,1996,34.0,68,1.99,39,1,2,10,15,1,12,0.35,6,0,0,4,1,1
187,Sergi Gómez,es  ESP,DF,Celta Vigo,25,1992,29.8,13,0.44,11,0,0,2,0,0,1,0.03,1,0,0,0,0,0
188,Vicente Gómez,es  ESP,MF,Las Palmas,28,1988,16.9,17,1.00,14,0,0,2,1,0,1,0.06,1,0,0,0,0,0
189,Adrián González,es  ESP,MF,Málaga,29,1988,26.0,38,1.48,28,2,1,4,3,0,2,0.08,2,0,0,0,0,0
