,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
38,Alejandro Arribas,es  ESP,DF,La Coruña,28,1989,3.0,96,120,80.0,2145,586,25,27,92.6,48,53,90.6,22,39,56.4,0,0.0,0.0,0,3,0,0,4
39,Sergio Arribas,es  ESP,FW,Leganés,22,1995,0.3,,,,,,,,,,,,,,,0,,,,,,,
40,Kepa Arrizabalaga,es  ESP,GK,Athletic Club,22,1994,30.0,545,862,63.2,23152,17448,30,32,93.8,174,176,98.9,341,653,52.2,0,0.0,0.0,0,28,0,0,0
41,Aythami Artiles,es  ESP,DF,Las Palmas,31,1986,2.1,75,90,83.3,1629,463,17,19,89.5,43,47,91.5,14,23,60.9,0,0.0,0.0,0,2,0,0,2
42,Sergio Asenjo,es  ESP,GK,Villarreal,28,1989,23.0,277,469,59.1,9669,6601,37,38,97.4,107,110,97.3,130,318,40.9,0,0.0,0.0,0,4,0,0,0
43,Marco Asensio,es  ESP,"FW,MF",Real Madrid,21,1996,20.5,1028,1226,83.8,17010,3920,564,620,91.0,362,422,85.8,91,153,59.5,4,5.6,-1.6,52,93,40,12,94
44,Iago Aspas,es  ESP,FW,Celta Vigo,29,1987,32.6,971,1290,75.3,16511,3502,502,615,81.6,349,451,77.4,106,170,62.4,5,6.5,-1.5,58,69,51,6,102
45,Carlos Bacca,co  COL,FW,Villarreal,30,1986,27.5,380,528,72.0,5936,1197,221,288,76.7,125,177,70.6,28,48,58.3,5,4.7,+0.3,30,19,16,4,32
46,Cédric Bakambu,cd  COD,FW,Villarreal,26,1991,14.0,200,281,71.2,3000,579,119,149,79.9,63,92,68.5,12,23,52.2,0,1.2,-1.2,12,13,5,0,21
47,Zakaria Bakkali,be  BEL,"FW,MF",La Coruña,21,1996,10.2,228,316,72.2,3540,842,127,158,80.4,82,110,74.5,17,41,41.5,0,0.6,-0.6,8,15,2,1,22
48,Gareth Bale,wal  WAL,"FW,MF",Real Madrid,28,1989,19.9,604,770,78.4,10110,2562,336,402,83.6,192,236,81.4,63,105,60.0,4,4.9,-0.9,38,30,48,16,76
49,Mikel Balenziaga,es  ESP,DF,Athletic Club,29,1988,17.2,579,782,74.0,10312,3242,233,281,82.9,299,376,79.5,44,99,44.4,2,0.9,+1.1,8,34,17,13,53
50,Éver Banega,ar  ARG,MF,Sevilla,29,1988,26.7,1846,2265,81.5,37998,13553,671,749,89.6,848,965,87.9,317,514,61.7,3,5.2,-2.2,70,281,37,4,310
51,Léo Baptistão,br  BRA,"FW,MF",Espanyol,24,1992,29.7,486,746,65.1,7481,1828,269,374,71.9,183,258,70.9,27,66,40.9,3,3.7,-0.7,24,31,23,5,53
52,Mariano Barbosa,ar  ARG,GK,Villarreal,33,1984,12.5,162,253,64.0,4802,3052,29,29,100.0,82,83,98.8,51,141,36.2,0,0.0,0.0,0,1,0,0,0
53,Enis Bardhi,mk  MKD,MF,Levante,22,1995,17.6,507,661,76.7,9740,2925,230,275,83.6,190,232,81.9,82,142,57.7,1,1.4,-0.4,27,69,12,1,64
54,Antonio Barragán,es  ESP,"DF,MF",Betis,30,1987,26.3,1269,1592,79.7,22195,8249,614,721,85.2,516,623,82.8,134,217,61.8,7,2.3,+4.7,22,71,30,12,132
55,Barri,es  ESP,"MF,FW",Getafe,21,1995,1.3,14,23,60.9,306,141,5,9,55.6,6,6,100.0,3,6,50.0,0,0.0,0.0,0,3,0,0,5
56,Marc Bartra,es  ESP,DF,Betis,26,1991,15.8,928,1107,83.8,20009,6602,255,281,90.7,531,581,91.4,134,229,58.5,0,0.6,-0.6,4,75,5,1,58
57,Borja Bastón,es  ESP,FW,Málaga,24,1992,11.0,175,231,75.8,2281,290,117,141,83.0,44,64,68.8,6,12,50.0,0,0.6,-0.6,5,9,2,0,3
58,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,22,1995,2.1,25,36,69.4,310,71,15,22,68.2,4,7,57.1,2,3,66.7,0,0.2,-0.2,1,2,3,0,3
59,Paul Baysse,fr  FRA,DF,Málaga,29,1988,13.8,433,551,78.6,9587,2912,114,147,77.6,238,276,86.2,80,126,63.5,0,0.0,0.0,0,15,2,0,15
60,Claudio Beauvue,GPE,FW,Leganés,29,1988,18.6,206,316,65.2,2773,516,135,177,76.3,57,98,58.2,7,23,30.4,0,0.9,-0.9,10,14,6,1,15
61,Bebé,pt  POR,"MF,FW",Eibar,27,1990,4.1,91,152,59.9,1731,401,39,52,75.0,35,58,60.3,15,33,45.5,1,0.8,+0.2,8,2,5,5,2
62,Wissam Ben Yedder,fr  FRA,FW,Sevilla,26,1990,18.9,357,460,77.6,5033,846,227,276,82.2,111,144,77.1,12,24,50.0,3,2.4,+0.6,26,19,20,2,35
63,Karim Benzema,fr  FRA,FW,Real Madrid,29,1987,23.9,713,868,82.1,10666,2162,431,508,84.8,215,260,82.7,52,61,85.2,9,5.7,+3.3,45,42,38,2,77
64,Markel Bergara,es  ESP,MF,Getafe,31,1986,16.2,272,394,69.0,4288,1067,139,192,72.4,98,129,76.0,23,52,44.2,0,0.1,-0.1,3,18,3,0,23
65,Pedro Bigas,es  ESP,DF,Las Palmas,26,1990,9.9,514,592,86.8,10650,4374,165,184,89.7,269,294,91.5,76,104,73.1,0,0.3,-0.3,5,25,2,0,31
66,Rubén Blanco,es  ESP,GK,Celta Vigo,22,1995,21.6,418,684,61.1,13905,8135,23,23,100.0,236,245,96.3,159,414,38.4,0,0.0,0.0,0,9,0,0,1
67,Emmanuel Boateng,gh  GHA,FW,Levante,21,1996,14.2,146,228,64.0,2212,417,86,124,69.4,44,75,58.7,12,15,80.0,0,1.2,-1.2,6,10,12,2,18
68,Daniele Bonera,it  ITA,DF,Villarreal,36,1981,13.2,485,570,85.1,10592,4070,144,159,90.6,243,264,92.0,95,143,66.4,1,0.0,+1.0,2,52,4,0,39
69,Celso Borges,cr  CRC,MF,La Coruña,29,1988,25.5,924,1209,76.4,16264,4866,455,575,79.1,369,440,83.9,94,167,56.3,3,2.2,+0.8,22,111,11,4,105
70,Ryad Boudebouz,dz  ALG,"MF,FW",Betis,27,1990,15.2,634,840,75.5,11034,2439,348,414,84.1,211,282,74.8,72,130,55.4,3,2.7,+0.3,29,51,18,2,54
71,Yassine Bounou,ma  MAR,GK,Girona,26,1991,29.5,333,660,50.5,14535,10540,21,23,91.3,78,84,92.9,233,552,42.2,0,0.0,0.0,0,13,0,0,0
72,Lucas Boyé,ar  ARG,"FW,MF",Celta Vigo,21,1996,3.2,88,134,65.7,1161,322,56,73,76.7,30,49,61.2,1,11,9.1,0,0.2,-0.2,3,3,6,1,11
73,Darko Brašanac,rs  SRB,"MF,FW",Leganés,25,1992,13.4,332,439,75.6,5617,1636,170,207,82.1,122,158,77.2,34,59,57.6,0,0.6,-0.6,16,28,8,3,32
74,Alberto Bueno,es  ESP,"FW,MF",Málaga,29,1988,2.6,80,103,77.7,1606,309,35,43,81.4,30,36,83.3,14,22,63.6,0,0.3,-0.3,3,11,2,1,9
75,Burgui,es  ESP,"FW,MF",Alavés,23,1993,11.5,264,354,74.6,4623,1578,127,154,82.5,107,143,74.8,27,41,65.9,1,1.7,-0.7,17,28,15,1,47
76,Sergio Busquets,es  ESP,MF,Barcelona,29,1988,28.8,1945,2173,89.5,37505,11134,741,829,89.4,911,984,92.6,269,319,84.3,2,1.6,+0.4,23,203,14,0,170
77,Unai Bustinza,es  ESP,DF,Leganés,25,1992,18.2,526,686,76.7,11036,4318,185,224,82.6,244,289,84.4,95,163,58.3,0,0.4,-0.4,4,32,4,2,33
78,Erick Cabaco,uy  URU,DF,Levante,22,1995,11.5,227,325,69.8,5185,2365,50,60,83.3,131,156,84.0,41,100,41.0,0,0.0,0.0,1,16,2,0,23
79,Gustavo Cabral,ar  ARG,DF,Celta Vigo,31,1985,20.8,1115,1285,86.8,25126,6953,230,262,87.8,664,717,92.6,215,296,72.6,1,0.0,+1.0,1,53,1,0,44
80,Leandro Cabrera,uy  URU,DF,Getafe,26,1991,8.0,148,308,48.1,3475,2132,43,67,64.2,66,106,62.3,37,125,29.6,0,0.1,-0.1,2,28,9,3,28
81,Cala,es  ESP,DF,Getafe,27,1989,20.0,412,681,60.5,12339,4776,80,121,66.1,150,229,65.5,174,317,54.9,2,0.3,+1.7,3,49,1,0,39
82,Carlos Calderón,es  ESP,FW,Getafe,22,1995,0.1,1,2,50.0,11,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
83,Jonathan Calleri,ar  ARG,FW,Las Palmas,23,1993,34.5,452,720,62.8,7162,1451,257,377,68.2,144,221,65.2,41,84,48.8,3,1.9,+1.1,21,31,21,1,43
84,Víctor Camarasa,es  ESP,MF,Betis,23,1994,13.9,542,625,86.7,9710,1650,248,281,88.3,232,257,90.3,59,74,79.7,0,1.5,-1.5,14,59,5,3,35
85,José Campaña,es  ESP,MF,Levante,24,1993,30.3,1307,1617,80.8,25029,7979,548,636,86.2,560,654,85.6,187,290,64.5,4,4.0,0.0,52,147,37,11,169
86,Joel Campbell,cr  CRC,"MF,FW",Betis,25,1992,2.4,80,94,85.1,1318,321,42,47,89.4,30,35,85.7,7,11,63.6,0,0.4,-0.4,4,4,4,0,8
87,Sergio Canales,es  ESP,"MF,FW",Real Sociedad,26,1991,21.5,1035,1298,79.7,19855,4893,455,513,88.7,418,487,85.8,148,267,55.4,5,5.8,-0.8,57,99,45,11,92
88,João Cancelo,pt  POR,MF,Valencia,23,1994,1.0,28,46,60.9,493,183,11,16,68.8,12,20,60.0,3,6,50.0,0,0.6,-0.6,3,1,4,0,8
89,Ander Capa,es  ESP,DF,Eibar,25,1992,25.1,1030,1469,70.1,20572,8921,390,513,76.0,473,607,77.9,159,309,51.5,1,1.6,-0.6,18,92,31,12,120
90,Lionel Carole,fr  FRA,DF,Sevilla,26,1991,6.0,272,343,79.3,4942,1814,108,126,85.7,134,158,84.8,27,49,55.1,1,0.1,+0.9,2,21,4,0,22
91,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,23,1993,10.0,252,341,73.9,3684,868,150,179,83.8,85,112,75.9,10,27,37.0,4,2.4,+1.6,17,15,8,3,20
92,Daniel Carriço,pt  POR,DF,Sevilla,28,1988,5.1,207,243,85.2,4457,1679,67,71,94.4,102,115,88.7,38,55,69.1,0,0.0,0.0,0,12,1,0,13
93,Federico Cartabia,ar  ARG,"FW,MF",La Coruña,24,1993,14.7,444,593,74.9,8004,2055,206,254,81.1,189,246,76.8,47,76,61.8,1,1.9,-0.9,22,29,21,7,44
94,Dani Carvajal,es  ESP,DF,Real Madrid,25,1992,24.7,1520,1815,83.7,26919,8036,734,820,89.5,609,712,85.5,163,243,67.1,4,3.0,+1.0,36,102,51,22,140
95,Casemiro,br  BRA,MF,Real Madrid,25,1992,28.8,1515,1736,87.3,30102,7803,625,686,91.1,634,706,89.8,238,304,78.3,3,2.0,+1.0,20,148,16,3,121
96,Kiko Casilla,es  ESP,GK,Real Madrid,30,1986,10.0,143,193,74.1,4135,2268,24,25,96.0,69,71,97.2,50,97,51.5,0,0.0,0.0,0,1,0,0,0
97,Dani Castellano,es  ESP,DF,Las Palmas,29,1987,22.5,793,1033,76.8,13081,5514,381,449,84.9,352,443,79.5,45,106,42.5,1,0.9,+0.1,13,56,10,6,58
98,Javi Castellano,es  ESP,MF,Las Palmas,29,1987,17.4,931,1060,87.8,15900,4169,439,496,88.5,402,442,91.0,81,101,80.2,0,0.3,-0.3,4,59,2,1,38
99,Samu Castillejo,es  ESP,"MF,FW",Villarreal,22,1995,23.0,747,992,75.3,13865,3759,329,403,81.6,313,386,81.1,98,183,53.6,5,3.3,+1.7,43,50,30,8,78
100,Chory Castro,uy  URU,"MF,FW",Málaga,32,1984,22.8,655,999,65.6,12221,4316,322,399,80.7,218,324,67.3,100,233,42.9,2,2.2,-0.2,35,59,33,13,94
101,Jonny Castro,es  ESP,DF,Celta Vigo,23,1994,35.6,1643,2020,81.3,29787,10657,659,771,85.5,822,968,84.9,149,244,61.1,1,1.8,-0.8,23,118,28,7,125
102,Rubén Castro,es  ESP,FW,Betis,36,1981,4.0,45,55,81.8,687,158,24,29,82.8,16,19,84.2,4,6,66.7,1,0.5,+0.5,2,3,0,0,4
103,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,20,1996,4.5,339,361,93.9,5767,1253,173,180,96.1,121,127,95.3,39,45,86.7,0,0.4,-0.4,5,35,5,3,26
104,Emanuel Cecchini,ar  ARG,"MF,DF",Málaga,20,1996,0.3,16,18,88.9,278,64,9,10,90.0,5,5,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,1
105,Nereo Champagne,ar  ARG,GK,Leganés,32,1985,2.0,26,52,50.0,1250,1086,1,2,50.0,5,5,100.0,20,44,45.5,0,0.0,0.0,0,1,0,0,0
106,Charles,br  BRA,FW,Eibar,33,1984,17.5,286,415,68.9,3992,691,181,245,73.9,87,127,68.5,12,24,50.0,1,1.3,-0.3,16,18,7,1,19
107,Chema,es  ESP,DF,Levante,25,1992,22.4,552,716,77.1,13041,4911,131,154,85.1,284,319,89.0,134,235,57.0,0,0.2,-0.2,5,38,3,0,45
108,Denis Cheryshev,ru  RUS,"MF,FW",Villarreal,26,1990,10.3,230,347,66.3,4165,1280,104,138,75.4,104,151,68.9,21,48,43.8,1,3.4,-2.4,18,13,12,6,29
109,Leandro Chichizola,ar  ARG,GK,Las Palmas,27,1990,27.0,635,929,68.4,19382,12183,95,99,96.0,307,322,95.3,231,504,45.8,0,0.4,-0.4,2,8,0,0,0
110,Chuca,es  ESP,MF,Villarreal,20,1997,1.0,36,56,64.3,661,117,20,25,80.0,10,19,52.6,6,12,50.0,0,0.0,0.0,1,2,0,0,1
111,Cifu,es  ESP,DF,Málaga,26,1990,1.2,59,77,76.6,939,356,35,41,85.4,22,27,81.5,2,5,40.0,0,0.3,-0.3,2,3,3,2,4
112,Jasper Cillessen,nl  NED,GK,Barcelona,28,1989,1.0,19,27,70.4,471,219,4,4,100.0,10,11,90.9,5,12,41.7,0,0.0,0.0,0,0,0,0,0
113,Coke,es  ESP,DF,Levante,30,1987,15.4,542,748,72.5,9814,5000,249,301,82.7,222,299,74.2,68,131,51.9,0,0.9,-0.9,14,51,15,4,66
114,Emre Çolak,tr  TUR,"MF,FW",La Coruña,26,1991,16.1,669,860,77.8,12464,3932,314,364,86.3,255,306,83.3,89,169,52.7,2,3.2,-1.2,32,96,34,3,102
115,Francis Coquelin,fr  FRA,"MF,DF",Valencia,26,1991,7.3,258,314,82.2,4726,1402,116,135,85.9,109,128,85.2,31,46,67.4,0,0.1,-0.1,2,33,1,0,31
116,Sébastien Corchia,fr  FRA,DF,Sevilla,26,1990,9.1,292,390,74.9,4852,1935,150,172,87.2,117,166,70.5,23,47,48.9,1,0.5,+0.5,5,20,6,4,25
117,Iñigo Córdoba,es  ESP,"FW,MF",Athletic Club,20,1997,16.2,353,543,65.0,6040,1785,164,226,72.6,147,205,71.7,33,81,40.7,1,1.7,-0.7,15,32,19,7,53
118,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,22,1995,24.9,646,897,72.0,9309,2480,403,505,79.8,196,272,72.1,33,76,43.4,5,2.2,+2.8,28,38,28,3,69
119,Joaquín Correa,ar  ARG,"FW,MF",Sevilla,22,1994,13.2,394,495,79.6,6605,1583,205,252,81.3,155,186,83.3,31,43,72.1,2,1.8,+0.2,22,23,17,0,53
120,Diego Costa,es  ESP,FW,Atlético Madrid,28,1988,11.5,248,328,75.6,3429,526,161,205,78.5,67,85,78.8,9,13,69.2,3,2.3,+0.7,13,10,13,2,21
121,Jaume Costa,es  ESP,DF,Villarreal,29,1988,28.3,1220,1581,77.2,22208,9258,507,588,86.2,580,729,79.6,124,233,53.2,0,1.8,-1.8,30,105,31,12,140
122,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,25,1992,14.4,713,858,83.1,11737,2825,381,428,89.0,265,300,88.3,61,112,54.5,5,3.7,+1.3,29,62,33,2,80
123,Iván Cuéllar,es  ESP,GK,Leganés,33,1984,35.0,401,927,43.3,19975,16494,16,20,80.0,82,85,96.5,303,822,36.9,0,0.0,0.0,1,35,0,0,0
124,Sergi Darder,es  ESP,MF,Espanyol,23,1993,30.9,1186,1492,79.5,22787,6979,481,562,85.6,528,617,85.6,170,284,59.9,2,2.6,-0.6,29,156,16,1,139
125,Salem Al-Dawsari,sa  KSA,MF,Villarreal,25,1991,0.4,15,17,88.2,184,44,9,10,90.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
126,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,20,1997,10.2,392,498,78.7,6927,1820,194,238,81.5,152,190,80.0,43,55,78.2,6,3.8,+2.2,31,28,26,5,45
127,Ermedin Demirović,ba  BIH,FW,Alavés,19,1998,2.0,20,31,64.5,260,33,14,20,70.0,4,7,57.1,1,2,50.0,1,0.1,+0.9,1,1,0,0,1
128,Gerard Deulofeu,es  ESP,"MF,FW",Barcelona,23,1994,5.6,226,290,77.9,3618,575,123,151,81.5,78,92,84.8,23,39,59.0,1,1.1,-0.1,10,3,7,1,14
129,Adrián Diéguez,es  ESP,DF,Alavés,21,1996,4.8,130,172,75.6,2693,1337,53,61,86.9,54,69,78.3,22,39,56.4,0,0.0,0.0,0,12,4,1,13
130,Lucas Digne,fr  FRA,DF,Barcelona,24,1993,7.9,465,539,86.3,7809,2589,211,238,88.7,223,247,90.3,30,42,71.4,1,1.7,-0.7,6,32,5,2,33
131,Djené,tg  TOG,DF,Getafe,25,1991,36.0,717,1053,68.1,15340,6371,214,271,79.0,366,476,76.9,131,285,46.0,0,0.2,-0.2,3,46,6,1,71
132,Marko Dmitrović,rs  SRB,GK,Eibar,25,1992,36.0,457,926,49.4,22001,17880,39,39,100.0,114,121,94.2,302,763,39.6,0,0.1,-0.1,2,70,1,0,1
133,Jaume Doménech,es  ESP,GK,Valencia,26,1990,5.0,78,107,72.9,2191,1472,15,16,93.8,37,37,100.0,23,51,45.1,0,0.0,0.0,0,0,0,0,0
134,Mauro dos Santos,ar  ARG,DF,Leganés,28,1989,11.0,236,328,72.0,5589,1995,64,81,79.0,105,138,76.1,65,103,63.1,0,0.0,0.0,0,23,2,0,17
135,Cheick Doukouré,ci  CIV,MF,Levante,24,1992,11.3,258,315,81.9,4621,1072,110,138,79.7,117,135,86.7,27,34,79.4,0,0.3,-0.3,4,29,1,0,22
136,Óscar Duarte,cr  CRC,DF,Espanyol,28,1989,11.0,374,497,75.3,8681,3195,99,111,89.2,182,217,83.9,93,163,57.1,0,0.0,0.0,0,16,2,0,19
137,Rubén Duarte,es  ESP,DF,Alavés,21,1995,23.8,660,963,68.5,11820,5822,311,366,85.0,271,373,72.7,71,200,35.5,2,1.6,+0.4,18,41,21,8,62
138,Riza Durmisi,dk  DEN,"DF,MF",Betis,23,1994,23.1,824,1053,78.3,14397,4155,350,392,89.3,400,481,83.2,65,151,43.0,2,2.4,-0.4,18,48,16,7,65
139,Hugo Duro,es  ESP,FW,Getafe,17,1999,0.2,6,6,100.0,66,9,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
140,Aritz Elustondo,es  ESP,DF,Real Sociedad,23,1994,17.7,862,1036,83.2,17714,5890,221,268,82.5,518,572,90.6,116,179,64.8,2,0.3,+1.7,7,51,6,2,60
141,Rodrigo Ely,br  BRA,DF,Alavés,23,1993,29.9,726,1035,70.1,17879,6388,155,210,73.8,377,454,83.0,190,354,53.7,1,0.1,+0.9,2,38,1,0,47
142,Youssef En-Nesyri,ma  MAR,FW,Málaga,20,1997,17.8,204,345,59.1,2980,602,129,193,66.8,59,106,55.7,12,29,41.4,0,1.0,-1.0,8,17,7,2,20
143,Sergi Enrich,es  ESP,FW,Eibar,27,1990,14.8,266,389,68.4,3962,503,165,221,74.7,80,122,65.6,19,29,65.5,1,0.4,+0.6,10,21,3,0,15
144,Javier Eraso,es  ESP,"MF,FW",Leganés,27,1990,28.1,649,902,72.0,10631,2782,352,435,80.9,222,297,74.7,65,141,46.1,3,3.0,0.0,41,55,9,3,57
