,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Martin Braithwaite,9.0,dk  DEN,FW,29-212,80,0,0,0,0,1,0,0,0,12,8,0,0,0,0.1,0.1,0.0,2,0,5,9,55.6,1,7,1,0,0
1,Antoine Griezmann,7.0,fr  FRA,FW,29-288,10,0,0,0,0,0,0,0,0,3,5,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,1,1
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-233,90,0,0,0,0,6,2,0,0,98,19,0,0,1,0.6,0.6,0.5,6,0,78,84,92.9,7,82,15,4,7
3,Lionel Messi,10.0,ar  ARG,RW,33-193,90,0,1,0,0,8,2,0,0,106,11,0,0,1,0.5,0.5,0.4,6,1,73,90,81.1,5,93,15,6,7
4,Pedri,16.0,es  ESP,CM,18-039,90,0,0,0,0,2,1,0,0,91,27,1,0,3,1.0,1.0,0.4,6,0,62,77,80.5,8,62,6,2,2
5,Frenkie de Jong,21.0,nl  NED,"CM,DM",23-236,90,1,0,0,0,1,1,0,0,81,14,4,1,0,0.4,0.4,0.0,1,0,68,72,94.4,6,59,7,1,2
6,Sergio Busquets,5.0,es  ESP,DM,32-171,74,0,0,0,0,0,0,0,0,114,22,2,1,2,0.0,0.0,0.1,3,0,101,105,96.2,12,86,9,0,0
7,Miralem Pjanić,8.0,ba  BIH,"CM,DM",30-276,16,0,0,0,0,1,0,0,0,16,4,0,0,1,0.1,0.1,0.0,1,0,12,14,85.7,1,6,1,0,0
8,Jordi Alba,18.0,es  ESP,LB,31-288,90,0,0,0,0,1,0,0,0,140,4,1,1,1,0.0,0.0,0.2,6,0,125,136,91.9,9,99,8,0,0
9,Clément Lenglet,15.0,fr  FRA,CB,25-200,90,0,0,0,0,0,0,0,0,106,11,0,0,0,0.0,0.0,0.2,3,1,102,106,96.2,7,84,17,0,0
10,Ronald Araújo,4.0,uy  URU,CB,21-302,90,0,0,0,0,0,0,0,0,69,12,3,1,2,0.0,0.0,0.0,0,0,60,64,93.8,2,52,6,0,0
11,Sergiño Dest,2.0,us  USA,RB,20-061,74,0,0,0,0,0,0,0,0,50,12,0,0,2,0.0,0.0,0.1,2,0,41,44,93.2,2,42,9,1,2
12,Óscar Mingueza,28.0,es  ESP,RB,21-235,16,0,0,0,0,0,0,0,0,11,4,1,0,0,0.0,0.0,0.0,0,0,6,10,60.0,0,5,0,0,0
13,Marc-André ter Stegen,1.0,de  GER,GK,28-248,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,25,27,92.6,0,16,0,0,0
14,14 Players,,,,,990,1,1,0,0,20,6,0,0,925,153,12,4,13,2.8,2.8,1.9,36,2,759,840,90.4,60,696,94,15,21
