,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Rafa Mir,9.0,es  ESP,"FW,RW",23-199,90,0,0,0,0,1,1,0,0,28,14,0,0,1,0.2,0.2,0.0,0,0,7,12,58.3,1,13,2,1,1
1,Javier Ontiveros,15.0,es  ESP,LW,23-116,90,0,0,0,0,1,1,1,0,55,21,1,1,2,0.0,0.0,0.0,0,0,41,45,91.1,4,47,8,2,4
2,Sergio Gómez,10.0,es  ESP,RW,20-121,71,0,0,0,0,0,0,0,0,33,16,2,5,2,0.0,0.0,0.0,1,0,11,19,57.9,2,20,3,1,1
3,Shinji Okazaki,12.0,jp  JPN,"FW,RW",34-262,19,0,0,0,0,1,1,0,0,3,6,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,0
4,Jaime Seoane,20.0,es  ESP,CM,23-347,71,0,0,0,0,0,0,0,0,35,23,4,0,2,0.0,0.0,0.0,0,0,13,21,61.9,0,20,3,2,4
5,David Ferreiro,7.0,es  ESP,"RB,CM",32-277,19,0,0,0,0,0,0,0,0,9,6,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,1,8,2,0,0
6,Pedro Mosquera,5.0,es  ESP,CM,32-257,90,0,0,0,0,0,0,0,0,58,26,0,0,5,0.0,0.0,0.0,1,0,43,49,87.8,3,37,2,0,0
7,Mikel Rico,17.0,es  ESP,DM,36-060,64,0,0,0,0,0,0,0,0,25,12,0,0,1,0.0,0.0,0.0,0,0,19,21,90.5,3,19,2,0,0
8,Idrissa Doumbia,2.0,ci  CIV,DM,22-264,26,0,0,0,0,0,0,0,0,11,3,0,0,0,0.0,0.0,0.0,1,0,10,11,90.9,0,10,1,1,1
9,Javi Galán,11.0,es  ESP,LB,26-045,90,0,0,0,0,0,0,0,0,69,17,4,0,2,0.0,0.0,0.0,1,0,48,59,81.4,6,50,9,2,2
10,Dimitris Siovas,18.0,gr  GRE,CB,32-109,90,0,0,0,0,0,0,0,0,47,4,0,1,1,0.0,0.0,0.0,1,0,35,41,85.4,1,23,2,0,0
11,Pablo Insua,4.0,es  ESP,CB,27-116,90,0,0,0,0,0,0,0,0,30,18,2,4,0,0.0,0.0,0.0,1,0,20,22,90.9,0,16,0,0,0
12,Jorge Pulido,14.0,es  ESP,RB,29-270,71,0,0,0,0,0,0,0,0,30,17,3,1,2,0.0,0.0,0.0,0,0,20,23,87.0,0,14,3,0,0
13,Juan Carlos,21.0,es  ESP,"CM,RB",29-294,19,0,0,0,0,1,1,0,0,10,9,1,0,1,0.0,0.0,0.0,0,0,4,5,80.0,1,7,1,0,0
14,Álvaro Fernández,1.0,es  ESP,GK,22-265,90,0,0,0,0,0,0,0,0,44,1,0,0,0,0.0,0.0,0.0,0,0,30,38,78.9,0,9,0,0,0
15,15 Players,,,,,990,0,0,0,0,4,4,1,0,487,193,17,12,19,0.3,0.3,0.0,6,0,307,375,81.9,22,295,38,9,13
